,,,EleD_01,HydD1,EleD_02,EleD_03,EleD_04,EleD_05,EleD_06,EleD_07,EleD_08,EleD_09,EleD_10
period1,sc01,t0049, 0.196401698167227 ,, 0.200789860007675 , 0.21398180136083 , 0.222180602638922 , 0.226191758636581 , 3.37251543816871 , 3.62680161875123 , 0.255188095985321 , 0.248977107802201 , 0.254810627336591 
period1,sc01,t0050, 0.22193195182467 ,, 0.203020323200881 , 0.220897751651125 , 0.230840379933975 , 0.204652782773658 , 3.33194791217001 , 0.263493493379738 , 3.59416569849813 , 0.244579212851151 , 0.253903629264696 
period1,sc01,t0051, 0.209318412191487 ,, 0.218532176182294 , 0.218234536867683 , 0.440768990591765 , 0.221908990513921 , 3.41973828751456 , 0.250798723924718 , 0.254232903545784 , 3.94647105476047 , 0.245215359065892 
period1,sc01,t0052, 0.198970057780523 ,, 3.69343981120592 , 0.202479925714253 , 0.236753448056365 , 0.229029990361384 , 0.261897793691816 , 0.249119700859984 , 3.98053726166299 , 0.262132792475517 , 3.61347262008478 
period1,sc01,t0053, 0.215207456802349 ,, 0.23059913214237 , 0.241594949465738 , 0.232657220885389 , 0.249772664161519 , 0.236626387514608 , 0.257285814073348 , 0.260811048067929 , 0.264221729255251 , 3.15882212345301 
period1,sc01,t0054, 0.213056913408369 ,, 0.228990214482858 , 0.438890159405196 , 0.225592268794827 , 0.214664865785044 , 3.51534305360278 , 3.79807113157824 , 3.52298879477068 , 3.40619517005686 , 0.234535736700415 
period1,sc01,t0055, 0.217347459564138 ,, 0.201604110932181 , 0.490075145646556 , 0.244916527233092 , 0.234502185730648 , 0.242808825590121 , 0.262144540505949 , 0.238099370850504 , 0.270822027209445 , 3.32903426961099 
period1,sc01,t0056, 0.438706619031229 ,, 0.230586778867438 , 0.486585640162231 , 0.20977229893212 , 0.441247844731207 , 4.07833024144871 , 0.247697416224171 , 3.8330173039228 , 2.3235872016278 , 3.25290863758561 
period1,sc01,t0057, 4.61958972391592 ,, 0.19672861205386 , 0.20889615633475 , 0.23869165613703 , 0.322303892000798 , 2.39852160093955 , 0.243217874859818 , 0.247746102736442 , 3.97208361053392 , 3.28821207085001 
period1,sc01,t0058, 0.3186175692132 ,, 0.218500056830322 , 0.309114945832927 , 0.3400041812473 , 0.213489328069516 , 5.61449655048878 , 3.71926883617695 , 4.218384169743 , 3.7627027091941 , 3.73440424581849 
period1,sc01,t0059, 0.213342140467686 ,, 0.205654506852252 , 0.21382863469332 , 0.224643076832842 , 0.32835079602557 , 0.254371572744324 , 0.260233832318549 , 0.243696766317198 , 2.67853421073908 , 3.79721855545388 
period1,sc01,t0060, 0.329066942783947 ,, 0.229801175384686 , 0.221823675479169 , 0.208605610936243 , 0.247594744084321 , 3.90320515103256 , 3.16167000020903 , 3.44157873910086 , 3.99627302758592 , 3.78232459121243 
