,Node,Buy,Sell,InitialPeriod,FinalPeriod,MaximumEnergyBuy,MinimumEnergyBuy,MaximumEnergySell,MinimumEnergySell,BuyingRatio,SellingRatio,elcertifikat,paslag,moms,netavgift,Tariff,MaxBuy,MaxSell
HydR_01,Node4,Yes,No,2020,2050,200.0,0,0.0,0.0,,,,,,,,50,50
