,,,BESS_01,Wind_01,FC_01
period1,sc01,t1188,,696.0641935481649,0.0
period1,sc01,t1189,,286.997138674173,0.0
period1,sc01,t1190,,25.1704873275354,0.0
period1,sc01,t1191,,0.001,0.0
period1,sc01,t1192,,0.001,0.0
period1,sc01,t1193,,47.0645371386261,0.0
period1,sc01,t1194,,1058.5857392667242,0.0
period1,sc01,t1195,,1415.7755579733678,0.0
period1,sc01,t1196,,2112.7305453731146,0.0
period1,sc01,t1197,,2592.1846949959563,0.0
period1,sc01,t1198,,3664.848876512237,0.0
period1,sc01,t1199,,5142.51515094684,0.0
period1,sc01,t1200,,6743.933144714314,0.0
period1,sc01,t1201,,8083.126231575901,0.0
period1,sc01,t1202,,10335.210052043192,0.0
period1,sc01,t1203,,11479.895393458646,0.0
period1,sc01,t1204,,11607.772503831395,0.0
period1,sc01,t1205,,12058.283662806445,0.0
period1,sc01,t1206,,12494.341529523517,0.0
period1,sc01,t1207,,14346.065993944792,0.0
period1,sc01,t1208,,17487.471444096256,0.0
period1,sc01,t1209,,19568.583484065108,0.0
period1,sc01,t1210,,17318.64388748115,0.0
period1,sc01,t1211,,16496.79886585281,0.0
period1,sc01,t1212,,19956.979126349583,0.0
period1,sc01,t1213,,21697.108277741467,0.0
period1,sc01,t1214,,23095.938648220104,0.0
period1,sc01,t1215,,20952.919826629943,0.0
period1,sc01,t1216,,24151.69106659108,0.0
period1,sc01,t1217,,26139.02553081541,0.0
period1,sc01,t1218,,26614.73991371124,0.0
period1,sc01,t1219,,26891.997164677166,0.0
period1,sc01,t1220,,26957.52518328641,0.0
period1,sc01,t1221,,26985.492689913455,0.0
period1,sc01,t1222,,26981.985629490642,0.0
period1,sc01,t1223,,26928.347640055763,0.0
period1,sc01,t1224,,26951.9278416765,0.0
period1,sc01,t1225,,26971.15911456604,0.0
period1,sc01,t1226,,26878.28587859302,0.0
period1,sc01,t1227,,26000.0595112126,0.0
period1,sc01,t1228,,23902.095881752153,0.0
period1,sc01,t1229,,22716.695437123686,0.0
period1,sc01,t1230,,18502.586494218158,0.0
period1,sc01,t1231,,14389.328110873133,0.0
period1,sc01,t1232,,11734.85094174023,0.0
period1,sc01,t1233,,10930.975292373543,0.0
period1,sc01,t1234,,12513.654216970057,0.0
period1,sc01,t1235,,12006.479302146523,0.0
period1,sc01,t1236,,9415.3848695816,0.0
period1,sc01,t1237,,9122.483424376713,0.0
period1,sc01,t1238,,13769.162978001748,0.0
period1,sc01,t1239,,14422.858064599506,0.0
period1,sc01,t1240,,15237.772596136587,0.0
period1,sc01,t1241,,16372.744724829896,0.0
period1,sc01,t1242,,17491.020972179795,0.0
period1,sc01,t1243,,18394.008452575752,0.0
period1,sc01,t1244,,20830.859370464546,0.0
period1,sc01,t1245,,22922.221499299492,0.0
period1,sc01,t1246,,23343.63208106422,0.0
period1,sc01,t1247,,25142.866542946667,0.0
period1,sc01,t1248,,25850.44256658722,0.0
period1,sc01,t1249,,25778.4986893856,0.0
period1,sc01,t1250,,24740.884058563945,0.0
period1,sc01,t1251,,23837.49946439585,0.0
period1,sc01,t1252,,22162.288632327287,0.0
period1,sc01,t1253,,20332.210204754607,0.0
period1,sc01,t1254,,22373.322449101976,0.0
period1,sc01,t1255,,22555.51128683949,0.0
period1,sc01,t1256,,21015.312895774667,0.0
period1,sc01,t1257,,18203.523321461827,0.0
period1,sc01,t1258,,18261.61215321015,0.0
period1,sc01,t1259,,15427.289563882674,0.0
period1,sc01,t1260,,16995.355968078376,0.0
period1,sc01,t1261,,16745.279975777477,0.0
period1,sc01,t1262,,16372.590570677183,0.0
period1,sc01,t1263,,17669.33996531327,0.0
period1,sc01,t1264,,22031.28086233107,0.0
period1,sc01,t1265,,22303.058467463437,0.0
period1,sc01,t1266,,22761.1532241754,0.0
period1,sc01,t1267,,20832.191819279145,0.0
period1,sc01,t1268,,16915.335697312807,0.0
period1,sc01,t1269,,15011.37160939355,0.0
period1,sc01,t1270,,13251.512793840773,0.0
period1,sc01,t1271,,12015.051508415569,0.0
period1,sc01,t1272,,9564.03757873753,0.0
period1,sc01,t1273,,6375.298773794063,0.0
period1,sc01,t1274,,4253.265561294584,0.0
period1,sc01,t1275,,2802.9354479542003,0.0
period1,sc01,t1276,,2004.3162015880634,0.0
period1,sc01,t1277,,1830.9196179663118,0.0
period1,sc01,t1278,,1995.268030490746,0.0
period1,sc01,t1279,,1920.3337930200553,0.0
period1,sc01,t1280,,1946.6666871533769,0.0
period1,sc01,t1281,,2188.123945197581,0.0
period1,sc01,t1282,,1970.6154769791854,0.0
period1,sc01,t1283,,2388.5307916692877,0.0
period1,sc01,t1284,,2008.9225033502507,0.0
period1,sc01,t1285,,1448.1087825248371,0.0
period1,sc01,t1286,,1882.9150839744825,0.0
period1,sc01,t1287,,2045.2417221160053,0.0
period1,sc01,t1288,,2877.0074239348673,0.0
period1,sc01,t1289,,5044.143022607629,0.0
period1,sc01,t1290,,7222.332348033857,0.0
period1,sc01,t1291,,9154.879089672411,0.0
period1,sc01,t1292,,11833.511987202379,0.0
period1,sc01,t1293,,14888.438346643594,0.0
period1,sc01,t1294,,16611.80994266862,0.0
period1,sc01,t1295,,17588.775775274746,0.0
period1,sc01,t1296,,19727.215608175364,0.0
period1,sc01,t1297,,21045.29897732882,0.0
period1,sc01,t1298,,23079.657077984513,0.0
period1,sc01,t1299,,25281.20390050169,0.0
period1,sc01,t1300,,26289.50684727193,0.0
period1,sc01,t1301,,26432.703451903206,0.0
period1,sc01,t1302,,26498.744619669837,0.0
period1,sc01,t1303,,26604.855369610876,0.0
period1,sc01,t1304,,26778.475937020703,0.0
period1,sc01,t1305,,26585.676451822314,0.0
period1,sc01,t1306,,26444.15378350437,0.0
period1,sc01,t1307,,26924.38334169132,0.0
period1,sc01,t1308,,26939.666242948984,0.0
period1,sc01,t1309,,26892.573959716694,0.0
period1,sc01,t1310,,26495.384984860368,0.0
period1,sc01,t1311,,26349.92000056785,0.0
period1,sc01,t1312,,26381.63391483255,0.0
period1,sc01,t1313,,26294.53094614219,0.0
period1,sc01,t1314,,25853.598500265558,0.0
period1,sc01,t1315,,25267.139809602766,0.0
period1,sc01,t1316,,24471.924784017945,0.0
period1,sc01,t1317,,23806.376049226117,0.0
period1,sc01,t1318,,23430.38531372853,0.0
period1,sc01,t1319,,19983.634031832047,0.0
period1,sc01,t1320,,17151.209808163778,0.0
period1,sc01,t1321,,12013.1599763551,0.0
period1,sc01,t1322,,7767.045818831375,0.0
period1,sc01,t1323,,4812.582578505983,0.0
period1,sc01,t1324,,3468.6084347109772,0.0
period1,sc01,t1325,,3388.3485785614116,0.0
period1,sc01,t1326,,3968.1287271580004,0.0
period1,sc01,t1327,,4251.358561942585,0.0
period1,sc01,t1328,,3790.738501559773,0.0
period1,sc01,t1329,,2628.816927373813,0.0
period1,sc01,t1330,,2010.884771824865,0.0
period1,sc01,t1331,,2982.260403580943,0.0
period1,sc01,t1332,,3064.6302602743212,0.0
period1,sc01,t1333,,2284.761183519514,0.0
period1,sc01,t1334,,1794.6595403710057,0.0
period1,sc01,t1335,,3150.717622603781,0.0
period1,sc01,t1336,,6141.73462631617,0.0
period1,sc01,t1337,,2835.8362799139695,0.0
period1,sc01,t1338,,4111.671459314259,0.0
period1,sc01,t1339,,6746.24971107568,0.0
period1,sc01,t1340,,7533.709508722037,0.0
period1,sc01,t1341,,6836.096078676722,0.0
period1,sc01,t1342,,5255.273800427362,0.0
period1,sc01,t1343,,5388.784990948174,0.0
period1,sc01,t1344,,4056.6272953135326,0.0
period1,sc01,t1345,,3169.195318982866,0.0
period1,sc01,t1346,,2330.198720838283,0.0
period1,sc01,t1347,,1796.5936650896585,0.0
period1,sc01,t1348,,1746.2597882181371,0.0
period1,sc01,t1349,,2028.447155324016,0.0
period1,sc01,t1350,,1632.5648069342274,0.0
period1,sc01,t1351,,1358.807425111242,0.0
period1,sc01,t1352,,1347.5156041543771,0.0
period1,sc01,t1353,,1422.518402314376,0.0
period1,sc01,t1354,,1591.052162402277,0.0
period1,sc01,t1355,,1677.9185129669627,0.0
period1,sc01,t1356,,1865.209256756721,0.0
period1,sc01,t1357,,1736.2073051314424,0.0
period1,sc01,t1358,,1150.1207192912689,0.0
period1,sc01,t1359,,665.6164106409792,0.0
period1,sc01,t1360,,493.6678978776894,0.0
period1,sc01,t1361,,740.7864885087154,0.0
period1,sc01,t1362,,846.5038534337507,0.0
period1,sc01,t1363,,313.60097199063057,0.0
period1,sc01,t1364,,41.9865678760464,0.0
period1,sc01,t1365,,35.4668066061687,0.0
period1,sc01,t1366,,27.1192764528054,0.0
period1,sc01,t1367,,0.001,0.0
period1,sc01,t1368,,0.001,0.0
period1,sc01,t1369,,0.001,0.0
period1,sc01,t1370,,0.001,0.0
period1,sc01,t1371,,0.001,0.0
period1,sc01,t1372,,0.001,0.0
period1,sc01,t1373,,9.939811113531,0.0
period1,sc01,t1374,,40.063208176790106,0.0
period1,sc01,t1375,,23.0612520180591,0.0
period1,sc01,t1376,,23.4260861738553,0.0
period1,sc01,t1377,,0.6845143657969929,0.0
period1,sc01,t1378,,0.001,0.0
period1,sc01,t1379,,0.001,0.0
period1,sc01,t1380,,0.001,0.0
period1,sc01,t1381,,0.001,0.0
period1,sc01,t1382,,0.001,0.0
period1,sc01,t1383,,0.001,0.0
period1,sc01,t1384,,0.001,0.0
period1,sc01,t1385,,0.001,0.0
period1,sc01,t1386,,31.9261620666807,0.0
period1,sc01,t1387,,407.6068549994982,0.0
period1,sc01,t1388,,472.9818172383729,0.0
period1,sc01,t1389,,698.1946161216553,0.0
period1,sc01,t1390,,1315.9607686851195,0.0
period1,sc01,t1391,,1910.252679374376,0.0
period1,sc01,t1392,,1973.0386914460973,0.0
period1,sc01,t1393,,2183.873478089176,0.0
period1,sc01,t1394,,2420.3093132456092,0.0
period1,sc01,t1395,,2069.3767006654425,0.0
period1,sc01,t1396,,1891.7972516109603,0.0
period1,sc01,t1397,,2036.6881332595206,0.0
period1,sc01,t1398,,1683.1035764768799,0.0
period1,sc01,t1399,,1509.8921401434022,0.0
period1,sc01,t1400,,1264.001109235972,0.0
period1,sc01,t1401,,580.6783781126173,0.0
period1,sc01,t1402,,10.572773057685898,0.0
period1,sc01,t1403,,35.6596597926738,0.0
period1,sc01,t1404,,27.6939288850131,0.0
period1,sc01,t1405,,42.008713794611104,0.0
period1,sc01,t1406,,441.5361664951251,0.0
period1,sc01,t1407,,200.8186367054382,0.0
period1,sc01,t1408,,277.3712204308863,0.0
period1,sc01,t1409,,1825.6554967297122,0.0
period1,sc01,t1410,,3013.2503544203855,0.0
period1,sc01,t1411,,2806.80329683991,0.0
period1,sc01,t1412,,2258.8862030474183,0.0
period1,sc01,t1413,,2424.875015836135,0.0
period1,sc01,t1414,,2247.3158133595725,0.0
period1,sc01,t1415,,2465.1081898170983,0.0
period1,sc01,t1416,,1590.219649602558,0.0
period1,sc01,t1417,,1525.3780052386917,0.0
period1,sc01,t1418,,1144.237208092668,0.0
period1,sc01,t1419,,24.0543303312654,0.0
period1,sc01,t1420,,0.001,0.0
period1,sc01,t1421,,0.7099795054585911,0.0
period1,sc01,t1422,,38.833332807060906,0.0
period1,sc01,t1423,,995.297344969554,0.0
period1,sc01,t1424,,2212.1532950546175,0.0
period1,sc01,t1425,,1984.2821747814025,0.0
period1,sc01,t1426,,1698.6040602244436,0.0
period1,sc01,t1427,,1594.0500906088305,0.0
period1,sc01,t1428,,2665.387274219875,0.0
period1,sc01,t1429,,4386.55009140054,0.0
period1,sc01,t1430,,6638.639758021545,0.0
period1,sc01,t1431,,8542.63187462967,0.0
period1,sc01,t1432,,9690.786698382359,0.0
period1,sc01,t1433,,11087.934295064697,0.0
period1,sc01,t1434,,13219.058197173052,0.0
period1,sc01,t1435,,14838.843504915798,0.0
period1,sc01,t1436,,16550.351149680057,0.0
period1,sc01,t1437,,16918.178170461975,0.0
period1,sc01,t1438,,16906.153175905165,0.0
period1,sc01,t1439,,14494.045395385483,0.0
period1,sc01,t1440,,16051.41648470937,0.0
period1,sc01,t1441,,17746.96208428071,0.0
period1,sc01,t1442,,18925.838614479766,0.0
period1,sc01,t1443,,17586.098961677875,0.0
period1,sc01,t1444,,19241.53843131998,0.0
period1,sc01,t1445,,19632.247340341848,0.0
period1,sc01,t1446,,19327.135501055003,0.0
period1,sc01,t1447,,19903.753774027868,0.0
period1,sc01,t1448,,20854.82586713455,0.0
period1,sc01,t1449,,22568.277184498005,0.0
period1,sc01,t1450,,19655.187377416827,0.0
period1,sc01,t1451,,22257.768282797137,0.0
period1,sc01,t1452,,25069.14623715702,0.0
period1,sc01,t1453,,26118.69443076355,0.0
period1,sc01,t1454,,25010.889320864855,0.0
period1,sc01,t1455,,23643.261775414332,0.0
period1,sc01,t1456,,25621.94707219823,0.0
period1,sc01,t1457,,26255.402099761828,0.0
period1,sc01,t1458,,26010.236325306538,0.0
period1,sc01,t1459,,24595.97586156452,0.0
period1,sc01,t1460,,24185.73802086772,0.0
period1,sc01,t1461,,24284.440106095157,0.0
period1,sc01,t1462,,24216.80144132032,0.0
period1,sc01,t1463,,23073.248204065985,0.0
period1,sc01,t1464,,23902.778831455016,0.0
period1,sc01,t1465,,24870.13552535802,0.0
period1,sc01,t1466,,26166.345715305706,0.0
period1,sc01,t1467,,25915.77768609452,0.0
period1,sc01,t1468,,24451.626126540323,0.0
period1,sc01,t1469,,23413.49760991421,0.0
period1,sc01,t1470,,22984.92350428915,0.0
period1,sc01,t1471,,23864.30005517799,0.0
period1,sc01,t1472,,25235.431282639118,0.0
period1,sc01,t1473,,26380.758889946883,0.0
period1,sc01,t1474,,22838.03698225398,0.0
period1,sc01,t1475,,26193.722597961125,0.0
period1,sc01,t1476,,25892.344246508208,0.0
period1,sc01,t1477,,26952.997679901997,0.0
period1,sc01,t1478,,25412.33280243818,0.0
period1,sc01,t1479,,24322.062792354835,0.0
period1,sc01,t1480,,26137.8998394222,0.0
period1,sc01,t1481,,26604.57615831687,0.0
period1,sc01,t1482,,26898.488884584414,0.0
period1,sc01,t1483,,26855.941667571937,0.0
period1,sc01,t1484,,26833.37693996174,0.0
period1,sc01,t1485,,26928.43022291095,0.0
period1,sc01,t1486,,26923.8228269415,0.0
period1,sc01,t1487,,26857.0658871017,0.0
period1,sc01,t1488,,26959.159820541157,0.0
period1,sc01,t1489,,26972.572480713003,0.0
period1,sc01,t1490,,26982.738875515664,0.0
period1,sc01,t1491,,27000.0,0.0
period1,sc01,t1492,,26976.797195929226,0.0
period1,sc01,t1493,,26942.150211409444,0.0
period1,sc01,t1494,,26930.539056381494,0.0
period1,sc01,t1495,,26926.810424239084,0.0
period1,sc01,t1496,,26846.943861743475,0.0
period1,sc01,t1497,,26916.323045881512,0.0
period1,sc01,t1498,,24981.62447702368,0.0
period1,sc01,t1499,,26966.817125702615,0.0
period1,sc01,t1500,,26313.667043609043,0.0
period1,sc01,t1501,,26478.859177757942,0.0
period1,sc01,t1502,,24691.273578692108,0.0
period1,sc01,t1503,,24306.542816952016,0.0
period1,sc01,t1504,,26400.106256129264,0.0
period1,sc01,t1505,,25732.693169959144,0.0
period1,sc01,t1506,,25583.38414195628,0.0
period1,sc01,t1507,,25875.30306811775,0.0
period1,sc01,t1508,,26251.97975616876,0.0
period1,sc01,t1509,,26553.807640297262,0.0
period1,sc01,t1510,,26913.660469598282,0.0
period1,sc01,t1511,,26936.088415232633,0.0
period1,sc01,t1512,,27000.0,0.0
period1,sc01,t1513,,27000.0,0.0
period1,sc01,t1514,,27000.0,0.0
period1,sc01,t1515,,27000.0,0.0
period1,sc01,t1516,,27000.0,0.0
period1,sc01,t1517,,27000.0,0.0
period1,sc01,t1518,,26979.92327623162,0.0
period1,sc01,t1519,,26967.38240731755,0.0
period1,sc01,t1520,,26941.890730948322,0.0
period1,sc01,t1521,,26938.06254051391,0.0
period1,sc01,t1522,,26960.266307339974,0.0
period1,sc01,t1523,,26924.631493209214,0.0
period1,sc01,t1524,,26476.06469515853,0.0
period1,sc01,t1525,,25872.116436789653,0.0
period1,sc01,t1526,,26929.588582163917,0.0
period1,sc01,t1527,,27000.0,0.0
period1,sc01,t1528,,26975.308488614806,0.0
period1,sc01,t1529,,26987.2494734094,0.0
period1,sc01,t1530,,26965.82941038432,0.0
period1,sc01,t1531,,26933.030080597695,0.0
period1,sc01,t1532,,26849.171176460437,0.0
period1,sc01,t1533,,26744.446399862358,0.0
period1,sc01,t1534,,26616.05929574178,0.0
period1,sc01,t1535,,26676.22093578306,0.0
period1,sc01,t1536,,26625.221615946106,0.0
period1,sc01,t1537,,26548.49707074209,0.0
period1,sc01,t1538,,26350.516006394122,0.0
period1,sc01,t1539,,26120.468254733252,0.0
period1,sc01,t1540,,24705.652672393557,0.0
period1,sc01,t1541,,23157.331411920783,0.0
period1,sc01,t1542,,20753.90622385655,0.0
period1,sc01,t1543,,19713.880782728666,0.0
period1,sc01,t1544,,18181.871700000178,0.0
period1,sc01,t1545,,18148.787236139582,0.0
period1,sc01,t1546,,13890.499867549552,0.0
period1,sc01,t1547,,10545.528052491716,0.0
period1,sc01,t1548,,10249.85958438508,0.0
period1,sc01,t1549,,8381.589026901358,0.0
period1,sc01,t1550,,7123.276932761009,0.0
period1,sc01,t1551,,5906.493059744901,0.0
period1,sc01,t1552,,5022.057961941681,0.0
period1,sc01,t1553,,4612.163647688303,0.0
period1,sc01,t1554,,5222.854493888675,0.0
period1,sc01,t1555,,5633.557739231309,0.0
period1,sc01,t1556,,6437.249361162562,0.0
period1,sc01,t1557,,7165.561402480135,0.0
period1,sc01,t1558,,7356.609015017686,0.0
period1,sc01,t1559,,5781.343712981029,0.0
period1,sc01,t1560,,4803.694575484971,0.0
period1,sc01,t1561,,3295.2409903748603,0.0
period1,sc01,t1562,,2410.2869229488906,0.0
period1,sc01,t1563,,2084.872560183149,0.0
period1,sc01,t1564,,2396.843674660862,0.0
period1,sc01,t1565,,2912.960973544206,0.0
period1,sc01,t1566,,4583.870885897979,0.0
period1,sc01,t1567,,7107.745115378776,0.0
period1,sc01,t1568,,7254.73474226869,0.0
period1,sc01,t1569,,5853.452346226105,0.0
period1,sc01,t1570,,3483.8133269748782,0.0
period1,sc01,t1571,,3018.4913618100477,0.0
period1,sc01,t1572,,3697.158651205039,0.0
period1,sc01,t1573,,4044.792184859763,0.0
period1,sc01,t1574,,4651.462530138553,0.0
period1,sc01,t1575,,5686.3896198633865,0.0
period1,sc01,t1576,,7169.825289723015,0.0
period1,sc01,t1577,,6872.99308894573,0.0
period1,sc01,t1578,,5337.155837767758,0.0
period1,sc01,t1579,,4278.6354430874435,0.0
period1,sc01,t1580,,4295.174586148748,0.0
period1,sc01,t1581,,4495.210039236963,0.0
period1,sc01,t1582,,4336.54988036994,0.0
period1,sc01,t1583,,4179.851265400683,0.0
period1,sc01,t1584,,3604.3905916753183,0.0
period1,sc01,t1585,,2439.96166152542,0.0
period1,sc01,t1586,,2105.2175069597192,0.0
period1,sc01,t1587,,1551.0592097237952,0.0
period1,sc01,t1588,,659.4654603192084,0.0
period1,sc01,t1589,,31.505968416847498,0.0
period1,sc01,t1590,,0.001,0.0
period1,sc01,t1591,,0.001,0.0
period1,sc01,t1592,,0.001,0.0
period1,sc01,t1593,,0.001,0.0
period1,sc01,t1594,,0.001,0.0
period1,sc01,t1595,,0.001,0.0
period1,sc01,t1596,,0.001,0.0
period1,sc01,t1597,,0.001,0.0
period1,sc01,t1598,,0.001,0.0
period1,sc01,t1599,,0.001,0.0
period1,sc01,t1600,,0.001,0.0
period1,sc01,t1601,,0.001,0.0
period1,sc01,t1602,,0.001,0.0
period1,sc01,t1603,,0.001,0.0
period1,sc01,t1604,,0.001,0.0
period1,sc01,t1605,,0.001,0.0
period1,sc01,t1606,,2.644092191988618,0.0
period1,sc01,t1607,,31.4975108974086,0.0
period1,sc01,t1608,,38.786051305396796,0.0
period1,sc01,t1609,,36.8140722407388,0.0
period1,sc01,t1610,,39.831842031400804,0.0
period1,sc01,t1611,,210.69219712561738,0.0
period1,sc01,t1612,,554.3398271963521,0.0
period1,sc01,t1613,,816.9134741955612,0.0
period1,sc01,t1614,,866.996884241893,0.0
period1,sc01,t1615,,1017.8554668513995,0.0
period1,sc01,t1616,,1602.0805847918875,0.0
period1,sc01,t1617,,1332.4556229710815,0.0
period1,sc01,t1618,,160.57494573818852,0.0
period1,sc01,t1619,,6.2002923578217,0.0
period1,sc01,t1620,,0.001,0.0
period1,sc01,t1621,,0.001,0.0
period1,sc01,t1622,,0.001,0.0
period1,sc01,t1623,,0.001,0.0
period1,sc01,t1624,,0.001,0.0
period1,sc01,t1625,,0.001,0.0
period1,sc01,t1626,,0.001,0.0
period1,sc01,t1627,,0.001,0.0
period1,sc01,t1628,,11.0748363832053,0.0
period1,sc01,t1629,,38.212400964735,0.0
period1,sc01,t1630,,1277.0988975308214,0.0
period1,sc01,t1631,,1645.889844798279,0.0
period1,sc01,t1632,,1868.7700649202282,0.0
period1,sc01,t1633,,1976.553257526155,0.0
period1,sc01,t1634,,2060.30196642391,0.0
period1,sc01,t1635,,1986.9391666154497,0.0
period1,sc01,t1636,,1233.0044748956152,0.0
period1,sc01,t1637,,220.317682365171,0.0
period1,sc01,t1638,,32.3841954383442,0.0
period1,sc01,t1639,,30.970802563008302,0.0
period1,sc01,t1640,,93.50556020415,0.0
period1,sc01,t1641,,152.24683596367953,0.0
period1,sc01,t1642,,12.9157179762636,0.0
period1,sc01,t1643,,7.8370798776786,0.0
period1,sc01,t1644,,0.001,0.0
period1,sc01,t1645,,10.3063005565506,0.0
period1,sc01,t1646,,1503.7446501947861,0.0
period1,sc01,t1647,,2533.4300117963558,0.0
period1,sc01,t1648,,3560.821992028396,0.0
period1,sc01,t1649,,5520.411837560359,0.0
period1,sc01,t1650,,7653.703674793986,0.0
period1,sc01,t1651,,8503.408293254499,0.0
period1,sc01,t1652,,8546.02705528666,0.0
period1,sc01,t1653,,7936.216393196843,0.0
period1,sc01,t1654,,6949.247846075321,0.0
period1,sc01,t1655,,3864.522644111832,0.0
period1,sc01,t1656,,3015.569417269663,0.0
period1,sc01,t1657,,2358.7300132125856,0.0
period1,sc01,t1658,,1895.2949235016151,0.0
period1,sc01,t1659,,1959.2884513658898,0.0
period1,sc01,t1660,,1907.7641105903713,0.0
period1,sc01,t1661,,1497.3701687549208,0.0
period1,sc01,t1662,,1276.337880346833,0.0
period1,sc01,t1663,,1316.1141914592906,0.0
period1,sc01,t1664,,1285.298286331481,0.0
period1,sc01,t1665,,1725.1426463025844,0.0
period1,sc01,t1666,,1781.475003368146,0.0
period1,sc01,t1667,,354.0893180910093,0.0
period1,sc01,t1668,,124.17748571335589,0.0
period1,sc01,t1669,,802.2482295615496,0.0
period1,sc01,t1670,,686.5070684359636,0.0
period1,sc01,t1671,,44.0853956261811,0.0
period1,sc01,t1672,,130.78257493411533,0.0
period1,sc01,t1673,,1132.0441738747147,0.0
period1,sc01,t1674,,2603.435375715662,0.0
period1,sc01,t1675,,3488.708817912693,0.0
period1,sc01,t1676,,3776.1392095935917,0.0
period1,sc01,t1677,,4122.296315820898,0.0
period1,sc01,t1678,,4767.326345238653,0.0
period1,sc01,t1679,,4036.611421125242,0.0
period1,sc01,t1680,,4578.442802735015,0.0
period1,sc01,t1681,,6255.648077034716,0.0
period1,sc01,t1682,,7465.978505373906,0.0
period1,sc01,t1683,,10133.865441863203,0.0
period1,sc01,t1684,,9075.11281123397,0.0
period1,sc01,t1685,,8088.165799657417,0.0
period1,sc01,t1686,,7772.968230880608,0.0
period1,sc01,t1687,,8359.665987320406,0.0
period1,sc01,t1688,,8930.326257005903,0.0
period1,sc01,t1689,,10704.117325159732,0.0
period1,sc01,t1690,,10814.478735239723,0.0
period1,sc01,t1691,,6449.703420753204,0.0
period1,sc01,t1692,,4180.895248297604,0.0
period1,sc01,t1693,,4098.571003060018,0.0
period1,sc01,t1694,,3591.6992770475026,0.0
period1,sc01,t1695,,2797.3164513368442,0.0
period1,sc01,t1696,,2181.1099578242897,0.0
period1,sc01,t1697,,1827.3144352640625,0.0
period1,sc01,t1698,,1738.9267864858198,0.0
period1,sc01,t1699,,1902.261529766114,0.0
period1,sc01,t1700,,1768.85061573222,0.0
period1,sc01,t1701,,1590.7219425581418,0.0
period1,sc01,t1702,,1647.1780229551277,0.0
period1,sc01,t1703,,1615.825992184156,0.0
period1,sc01,t1704,,1737.9137166412538,0.0
period1,sc01,t1705,,1691.6821924268972,0.0
period1,sc01,t1706,,2157.3978266329264,0.0
period1,sc01,t1707,,2498.35636836593,0.0
period1,sc01,t1708,,2505.0983294675,0.0
period1,sc01,t1709,,2756.810118125112,0.0
period1,sc01,t1710,,3091.639546021347,0.0
period1,sc01,t1711,,3219.218612877739,0.0
period1,sc01,t1712,,2554.3087668717367,0.0
period1,sc01,t1713,,2709.5516898390474,0.0
period1,sc01,t1714,,1793.5040236223547,0.0
period1,sc01,t1715,,1042.0333737072426,0.0
period1,sc01,t1716,,32.0778643505265,0.0
period1,sc01,t1717,,11.7047837723949,0.0
period1,sc01,t1718,,52.370266118330704,0.0
period1,sc01,t1719,,1305.5277337670673,0.0
period1,sc01,t1720,,4434.028045990662,0.0
period1,sc01,t1721,,8766.209340655321,0.0
period1,sc01,t1722,,8893.484033923336,0.0
period1,sc01,t1723,,9643.899836361907,0.0
period1,sc01,t1724,,9690.208732826759,0.0
period1,sc01,t1725,,8522.971471014942,0.0
period1,sc01,t1726,,6377.13781514335,0.0
period1,sc01,t1727,,5731.464453237151,0.0
period1,sc01,t1728,,4422.695491915704,0.0
period1,sc01,t1729,,4442.47311979409,0.0
period1,sc01,t1730,,4253.585288089277,0.0
period1,sc01,t1731,,3610.4150346183264,0.0
period1,sc01,t1732,,3023.7781343768543,0.0
period1,sc01,t1733,,2282.3190900779255,0.0
period1,sc01,t1734,,1525.9126305472414,0.0
period1,sc01,t1735,,752.2211606940739,0.0
period1,sc01,t1736,,42.293811973383896,0.0
period1,sc01,t1737,,0.001,0.0
period1,sc01,t1738,,0.001,0.0
period1,sc01,t1739,,71.4636161388396,0.0
period1,sc01,t1740,,369.8911781716185,0.0
period1,sc01,t1741,,41.8303840634451,0.0
period1,sc01,t1742,,31.495305893657402,0.0
period1,sc01,t1743,,659.6437332373363,0.0
period1,sc01,t1744,,1168.5556572177322,0.0
period1,sc01,t1745,,1793.7637493689306,0.0
period1,sc01,t1746,,2348.288058946175,0.0
period1,sc01,t1747,,2888.5034903692645,0.0
period1,sc01,t1748,,3015.081929623917,0.0
period1,sc01,t1749,,2244.030424084404,0.0
period1,sc01,t1750,,811.9567943653897,0.0
period1,sc01,t1751,,430.14685547675793,0.0
period1,sc01,t1752,,386.7357621572199,0.0
period1,sc01,t1753,,255.78759953758413,0.0
period1,sc01,t1754,,41.9266627504182,0.0
period1,sc01,t1755,,279.0562681342917,0.0
period1,sc01,t1756,,1369.881805941718,0.0
period1,sc01,t1757,,2327.4291309992727,0.0
period1,sc01,t1758,,3454.7427886041846,0.0
period1,sc01,t1759,,4858.238435985795,0.0
period1,sc01,t1760,,6392.404943883353,0.0
period1,sc01,t1761,,7970.588896953438,0.0
period1,sc01,t1762,,10953.369503607813,0.0
period1,sc01,t1763,,12764.931217036026,0.0
period1,sc01,t1764,,16028.367456084892,0.0
period1,sc01,t1765,,16897.315353360107,0.0
period1,sc01,t1766,,17455.22933663004,0.0
period1,sc01,t1767,,17765.787536867534,0.0
period1,sc01,t1768,,11881.535418829204,0.0
period1,sc01,t1769,,13281.82815472099,0.0
period1,sc01,t1770,,14631.50058947813,0.0
period1,sc01,t1771,,15584.814604759516,0.0
period1,sc01,t1772,,16673.15580248981,0.0
period1,sc01,t1773,,15978.851849614168,0.0
