,,,BESS_01,Wind_01,FC_01
period1,sc01,t4267,1,0.7962261417680211,1.0
period1,sc01,t4268,1,0.81876381953575,1.0
period1,sc01,t4269,1,0.8109550670679669,1.0
period1,sc01,t4270,1,0.6557421208647995,1.0
period1,sc01,t4271,1,0.461735083998791,1.0
period1,sc01,t4272,1,0.4234425546872255,1.0
period1,sc01,t4273,1,0.3642140500727706,1.0
period1,sc01,t4274,1,0.25837388223617425,1.0
period1,sc01,t4275,1,0.14447463045845474,1.0
period1,sc01,t4276,1,0.12310879223836549,1.0
period1,sc01,t4277,1,0.18270469909168954,1.0
period1,sc01,t4278,1,0.23566128025198368,1.0
period1,sc01,t4279,1,0.3082996312208138,1.0
period1,sc01,t4280,1,0.3637709782736695,1.0
period1,sc01,t4281,1,0.363560390570627,1.0
period1,sc01,t4282,1,0.3676281701060458,1.0
period1,sc01,t4283,1,0.5763249508190418,1.0
period1,sc01,t4284,1,0.7441168790005755,1.0
period1,sc01,t4285,1,0.775798547649495,1.0
period1,sc01,t4286,1,0.7903774964716022,1.0
period1,sc01,t4287,1,0.8282573953063268,1.0
period1,sc01,t4288,1,0.8702495311562851,1.0
period1,sc01,t4289,1,0.5410202644023498,1.0
period1,sc01,t4290,1,0.5432350601096172,1.0
period1,sc01,t4291,1,0.6474887487495019,1.0
period1,sc01,t4292,1,0.7781448397001123,1.0
period1,sc01,t4293,1,0.7999956142213851,1.0
period1,sc01,t4294,1,0.8599821685586976,1.0
period1,sc01,t4295,1,0.8830517000221784,1.0
period1,sc01,t4296,1,0.8951198704846016,1.0
period1,sc01,t4297,1,0.8893197197706975,1.0
period1,sc01,t4298,1,0.8783719975729238,1.0
period1,sc01,t4299,1,0.8393634096689246,1.0
period1,sc01,t4300,1,0.7875097378981832,1.0
period1,sc01,t4301,1,0.7445982130222198,1.0
period1,sc01,t4302,1,0.7609929648917002,1.0
period1,sc01,t4303,1,0.8710835401815853,1.0
period1,sc01,t4304,1,0.8977918923643772,1.0
period1,sc01,t4305,1,0.8997627528666156,1.0
period1,sc01,t4306,1,0.9,1.0
period1,sc01,t4307,1,0.9,1.0
period1,sc01,t4308,1,0.9,1.0
period1,sc01,t4309,1,0.9,1.0
period1,sc01,t4310,1,0.9,1.0
period1,sc01,t4311,1,0.9,1.0
period1,sc01,t4312,1,0.9,1.0
period1,sc01,t4313,1,0.9,1.0
period1,sc01,t4314,1,0.9,1.0
period1,sc01,t4315,1,0.8992432602078441,1.0
period1,sc01,t4316,1,0.9,1.0
period1,sc01,t4317,1,0.8991158505045316,1.0
period1,sc01,t4318,1,0.8973261265584884,1.0
period1,sc01,t4319,1,0.8985807791676839,1.0
period1,sc01,t4320,1,0.8846795032059994,1.0
period1,sc01,t4321,1,0.8133900567209987,1.0
period1,sc01,t4322,1,0.6111756150974724,1.0
period1,sc01,t4323,1,0.4791385538430576,1.0
period1,sc01,t4324,1,0.3280230524624361,1.0
period1,sc01,t4325,1,0.23245187677939405,1.0
period1,sc01,t4326,1,0.16079258066174693,1.0
period1,sc01,t4327,1,0.14716812624355818,1.0
period1,sc01,t4328,1,0.0944878289380452,1.0
period1,sc01,t4329,1,0.057469443959864426,1.0
period1,sc01,t4330,1,0.03390083490820041,1.0
period1,sc01,t4331,1,0.04186071510586299,1.0
period1,sc01,t4332,1,0.06867178677307126,1.0
period1,sc01,t4333,1,0.08879729654548603,1.0
period1,sc01,t4334,1,0.11170287082559052,1.0
period1,sc01,t4335,1,0.10617431368090888,1.0
period1,sc01,t4336,1,0.08123181156451106,1.0
period1,sc01,t4337,1,0.060776707232869834,1.0
period1,sc01,t4338,1,0.04076757332834265,1.0
period1,sc01,t4339,1,0.029452613520827793,1.0
period1,sc01,t4340,1,0.02426700760457886,1.0
period1,sc01,t4341,1,0.01889050899954024,1.0
period1,sc01,t4342,1,0.00132752098349631,1.0
period1,sc01,t4343,1,0.00042239203682247004,1.0
period1,sc01,t4344,1,0.00028889032766652,1.0
period1,sc01,t4345,1,0.0006730246737216,1.0
period1,sc01,t4346,1,0.0010888438334581802,1.0
period1,sc01,t4347,1,0.0077899498982950495,1.0
period1,sc01,t4348,1,0.014210593116851881,1.0
period1,sc01,t4349,1,0.03578990449234428,1.0
period1,sc01,t4350,1,0.02892573924582114,1.0
period1,sc01,t4351,1,0.01235295106455285,1.0
period1,sc01,t4352,1,0.028219749923822937,1.0
period1,sc01,t4353,1,0.04279318966038654,1.0
period1,sc01,t4354,1,0.05896858979817252,1.0
period1,sc01,t4355,1,0.04784313395594232,1.0
period1,sc01,t4356,1,0.05888316293714394,1.0
period1,sc01,t4357,1,0.07201458134850547,1.0
period1,sc01,t4358,1,0.07476957842368374,1.0
period1,sc01,t4359,1,0.07834515444223011,1.0
period1,sc01,t4360,1,0.09746974644015167,1.0
period1,sc01,t4361,1,0.11040317126350534,1.0
period1,sc01,t4362,1,0.08387201367458802,1.0
period1,sc01,t4363,1,0.08637740334925723,1.0
period1,sc01,t4364,1,0.12029939622059058,1.0
period1,sc01,t4365,1,0.15134811123985775,1.0
period1,sc01,t4366,1,0.18681142730530842,1.0
period1,sc01,t4367,1,0.18031281794079615,1.0
period1,sc01,t4368,1,0.22411186989162768,1.0
period1,sc01,t4369,1,0.23778989350687316,1.0
period1,sc01,t4370,1,0.2621093484991316,1.0
period1,sc01,t4371,1,0.2804765908118012,1.0
period1,sc01,t4372,1,0.25161262054794964,1.0
period1,sc01,t4373,1,0.15520382417803422,1.0
period1,sc01,t4374,1,0.08039629635755877,1.0
period1,sc01,t4375,1,0.025229653793563768,1.0
period1,sc01,t4376,1,0.02213052571966698,1.0
period1,sc01,t4377,1,0.054639264593256846,1.0
period1,sc01,t4378,1,0.08656496183870173,1.0
period1,sc01,t4379,1,0.09855533697351292,1.0
period1,sc01,t4380,1,0.13448825023996044,1.0
period1,sc01,t4381,1,0.1535627203187609,1.0
period1,sc01,t4382,1,0.11753185453579756,1.0
period1,sc01,t4383,1,0.06304673503859481,1.0
period1,sc01,t4384,1,0.04026804214128615,1.0
period1,sc01,t4385,1,0.05074456180119876,1.0
period1,sc01,t4386,1,0.04337031748805118,1.0
period1,sc01,t4387,1,0.023930050234197153,1.0
period1,sc01,t4388,1,0.019300409488989808,1.0
period1,sc01,t4389,1,0.00144205278080715,1.0
period1,sc01,t4390,1,0.0,1.0
period1,sc01,t4391,1,0.00663259852613466,1.0
period1,sc01,t4392,1,0.09246805757269408,1.0
period1,sc01,t4393,1,0.06224922838431117,1.0
period1,sc01,t4394,1,0.11026144433824704,1.0
period1,sc01,t4395,1,0.14656107195765036,1.0
period1,sc01,t4396,1,0.31027549937417803,1.0
period1,sc01,t4397,1,0.5126749679609008,1.0
period1,sc01,t4398,1,0.4858016398046605,1.0
period1,sc01,t4399,1,0.7406318450602583,1.0
period1,sc01,t4400,1,0.7531713977510958,1.0
period1,sc01,t4401,1,0.7583122644222096,1.0
period1,sc01,t4402,1,0.8267705736393319,1.0
period1,sc01,t4403,1,0.7054482693404128,1.0
period1,sc01,t4404,1,0.7347670847702606,1.0
period1,sc01,t4405,1,0.7354599682412111,1.0
period1,sc01,t4406,1,0.7011782201474569,1.0
period1,sc01,t4407,1,0.8027717208623977,1.0
period1,sc01,t4408,1,0.8759301821118859,1.0
period1,sc01,t4409,1,0.8783463634359596,1.0
period1,sc01,t4410,1,0.8735960933595295,1.0
period1,sc01,t4411,1,0.8336075138427724,1.0
period1,sc01,t4412,1,0.805209531949985,1.0
period1,sc01,t4413,1,0.7697440015262837,1.0
period1,sc01,t4414,1,0.713702266205973,1.0
period1,sc01,t4415,1,0.5350713893127736,1.0
period1,sc01,t4416,1,0.5793318304205044,1.0
period1,sc01,t4417,1,0.5925865867961905,1.0
period1,sc01,t4418,1,0.5695591354923153,1.0
period1,sc01,t4419,1,0.5080948952747422,1.0
period1,sc01,t4420,1,0.39352798538807293,1.0
period1,sc01,t4421,1,0.32987098312529367,1.0
period1,sc01,t4422,1,0.3225071670272344,1.0
period1,sc01,t4423,1,0.313052651220891,1.0
period1,sc01,t4424,1,0.40155512927376125,1.0
period1,sc01,t4425,1,0.3318150200714519,1.0
period1,sc01,t4426,1,0.2998968858148402,1.0
period1,sc01,t4427,1,0.2551252218913009,1.0
period1,sc01,t4428,1,0.2189195106121197,1.0
period1,sc01,t4429,1,0.31630693709499796,1.0
period1,sc01,t4430,1,0.3994033264782231,1.0
period1,sc01,t4431,1,0.6190323865756819,1.0
period1,sc01,t4432,1,0.2900494755535785,1.0
period1,sc01,t4433,1,0.23994762410245357,1.0
period1,sc01,t4434,1,0.2672807699971395,1.0
period1,sc01,t4435,1,0.5433301563164608,1.0
period1,sc01,t4436,1,0.5105608487237046,1.0
period1,sc01,t4437,1,0.538322874570955,1.0
period1,sc01,t4438,1,0.556660911130729,1.0
period1,sc01,t4439,1,0.5066729171686977,1.0
period1,sc01,t4440,1,0.46330863861501304,1.0
period1,sc01,t4441,1,0.4685099441585579,1.0
period1,sc01,t4442,1,0.5460733740431867,1.0
period1,sc01,t4443,1,0.6320301390585501,1.0
period1,sc01,t4444,1,0.7864216768583769,1.0
period1,sc01,t4445,1,0.8781862520883663,1.0
period1,sc01,t4446,1,0.8473044535434192,1.0
period1,sc01,t4447,1,0.7459440454285803,1.0
period1,sc01,t4448,1,0.6941975242387506,1.0
period1,sc01,t4449,1,0.7761073998808777,1.0
period1,sc01,t4450,1,0.7980061437882092,1.0
period1,sc01,t4451,1,0.5706904662464971,1.0
period1,sc01,t4452,1,0.6984872996674387,1.0
period1,sc01,t4453,1,0.7732553004583316,1.0
period1,sc01,t4454,1,0.6869625871001541,1.0
period1,sc01,t4455,1,0.7568424979127789,1.0
period1,sc01,t4456,1,0.5244201937109186,1.0
period1,sc01,t4457,1,0.6109986855978322,1.0
period1,sc01,t4458,1,0.630426167768061,1.0
period1,sc01,t4459,1,0.5997959953888389,1.0
period1,sc01,t4460,1,0.4873468234278407,1.0
period1,sc01,t4461,1,0.4697634726033768,1.0
period1,sc01,t4462,1,0.5610023122293727,1.0
period1,sc01,t4463,1,0.4197067440374897,1.0
period1,sc01,t4464,1,0.3953299646092895,1.0
period1,sc01,t4465,1,0.4011125120499535,1.0
period1,sc01,t4466,1,0.42598757822415495,1.0
period1,sc01,t4467,1,0.4067500352477895,1.0
period1,sc01,t4468,1,0.2981747781053881,1.0
period1,sc01,t4469,1,0.2152513819667746,1.0
period1,sc01,t4470,1,0.253358550081095,1.0
period1,sc01,t4471,1,0.12649478625430183,1.0
period1,sc01,t4472,1,0.14182580995159627,1.0
period1,sc01,t4473,1,0.340783326001057,1.0
period1,sc01,t4474,1,0.39510527018091735,1.0
period1,sc01,t4475,1,0.3189504455875731,1.0
period1,sc01,t4476,1,0.10310382099293221,1.0
period1,sc01,t4477,1,0.17268250289969916,1.0
period1,sc01,t4478,1,0.28527763806586937,1.0
period1,sc01,t4479,1,0.07825124696609313,1.0
period1,sc01,t4480,1,0.0770574915349795,1.0
period1,sc01,t4481,1,0.12710770275197375,1.0
period1,sc01,t4482,1,0.10516509428104819,1.0
period1,sc01,t4483,1,0.06383588694065091,1.0
period1,sc01,t4484,1,0.04758967135634868,1.0
period1,sc01,t4485,1,0.014177798396128892,1.0
period1,sc01,t4486,1,0.0034415700078176104,1.0
period1,sc01,t4487,1,0.047569989991906265,1.0
period1,sc01,t4488,1,0.00248499608724963,1.0
period1,sc01,t4489,1,0.00030952514164076997,1.0
period1,sc01,t4490,1,0.00106057651295754,1.0
period1,sc01,t4491,1,0.00138845335711626,1.0
period1,sc01,t4492,1,0.00010909207700037,1.0
period1,sc01,t4493,1,0.0,1.0
period1,sc01,t4494,1,0.0,1.0
period1,sc01,t4495,1,6.241248874993131e-05,1.0
period1,sc01,t4496,1,0.0,1.0
period1,sc01,t4497,1,0.0,1.0
period1,sc01,t4498,1,0.0,1.0
period1,sc01,t4499,1,0.0,1.0
period1,sc01,t4500,1,0.0,1.0
period1,sc01,t4501,1,0.0,1.0
period1,sc01,t4502,1,0.0,1.0
period1,sc01,t4503,1,0.0,1.0
period1,sc01,t4504,1,0.0,1.0
period1,sc01,t4505,1,0.0,1.0
period1,sc01,t4506,1,0.0005799631523895,1.0
period1,sc01,t4507,1,0.0009035996385554101,1.0
period1,sc01,t4508,1,0.0009233996818842001,1.0
period1,sc01,t4509,1,0.0012868413248289601,1.0
period1,sc01,t4510,1,0.01036320472674648,1.0
period1,sc01,t4511,1,0.01057131910377891,1.0
period1,sc01,t4512,1,0.00131433019382736,1.0
period1,sc01,t4513,1,0.040328969779163615,1.0
period1,sc01,t4514,1,0.06963176560016655,1.0
period1,sc01,t4515,1,0.07377844971577788,1.0
period1,sc01,t4516,1,0.06273662247581491,1.0
period1,sc01,t4517,1,0.0733452253643494,1.0
period1,sc01,t4518,1,0.10728226660582287,1.0
period1,sc01,t4519,1,0.13924789598303505,1.0
period1,sc01,t4520,1,0.14747966640645102,1.0
period1,sc01,t4521,1,0.15052259685494537,1.0
period1,sc01,t4522,1,0.14656934485237005,1.0
period1,sc01,t4523,1,0.20954294193615172,1.0
period1,sc01,t4524,1,0.1424927716357608,1.0
period1,sc01,t4525,1,0.087513244086699,1.0
period1,sc01,t4526,1,0.0974716297657982,1.0
period1,sc01,t4527,1,0.12288858220942955,1.0
period1,sc01,t4528,1,0.14922594620289703,1.0
period1,sc01,t4529,1,0.1457543308111372,1.0
period1,sc01,t4530,1,0.09579457375244937,1.0
period1,sc01,t4531,1,0.05602698131804496,1.0
period1,sc01,t4532,1,0.062111670734666974,1.0
period1,sc01,t4533,1,0.04775482826421588,1.0
period1,sc01,t4534,1,0.051029262260408076,1.0
period1,sc01,t4535,1,0.057783038431845596,1.0
period1,sc01,t4536,1,0.06167420792643807,1.0
period1,sc01,t4537,1,0.05140646938544328,1.0
period1,sc01,t4538,1,0.04078668683247768,1.0
period1,sc01,t4539,1,0.03953920556064798,1.0
period1,sc01,t4540,1,0.04061282398924059,1.0
period1,sc01,t4541,1,0.03779085046817511,1.0
period1,sc01,t4542,1,0.01563256237982085,1.0
period1,sc01,t4543,1,0.00036947433951504,1.0
period1,sc01,t4544,1,0.0,1.0
period1,sc01,t4545,1,0.0,1.0
period1,sc01,t4546,1,0.0,1.0
period1,sc01,t4547,1,0.0,1.0
period1,sc01,t4548,1,0.0,1.0
period1,sc01,t4549,1,0.00131615602556823,1.0
period1,sc01,t4550,1,0.029383423041216692,1.0
period1,sc01,t4551,1,0.03869167997366352,1.0
period1,sc01,t4552,1,0.03558043507245291,1.0
period1,sc01,t4553,1,0.03798366931813104,1.0
period1,sc01,t4554,1,0.04217252124675312,1.0
period1,sc01,t4555,1,0.017396973541855258,1.0
period1,sc01,t4556,1,0.00110294892986373,1.0
period1,sc01,t4557,1,0.00030485087481717,1.0
period1,sc01,t4558,1,0.0,1.0
period1,sc01,t4559,1,0.0,1.0
period1,sc01,t4560,1,0.00132701299388127,1.0
period1,sc01,t4561,1,0.033821829239499814,1.0
period1,sc01,t4562,1,0.032122696410207,1.0
period1,sc01,t4563,1,0.01344300983526024,1.0
period1,sc01,t4564,1,0.02291575941200286,1.0
period1,sc01,t4565,1,0.02735563303338534,1.0
period1,sc01,t4566,1,0.00083251660371264,1.0
period1,sc01,t4567,1,0.0,1.0
period1,sc01,t4568,1,0.0,1.0
period1,sc01,t4569,1,0.0,1.0
period1,sc01,t4570,1,0.0,1.0
period1,sc01,t4571,1,0.00045321209871327007,1.0
period1,sc01,t4572,1,0.00101784869093088,1.0
period1,sc01,t4573,1,0.00139984522110315,1.0
period1,sc01,t4574,1,0.0012085284265258502,1.0
period1,sc01,t4575,1,0.0013350015342228601,1.0
period1,sc01,t4576,1,0.02519451186841548,1.0
period1,sc01,t4577,1,0.04094478701560674,1.0
period1,sc01,t4578,1,0.05449237188786441,1.0
period1,sc01,t4579,1,0.05734989369215982,1.0
period1,sc01,t4580,1,0.07391084342809905,1.0
period1,sc01,t4581,1,0.08233548538562757,1.0
period1,sc01,t4582,1,0.08855519874587271,1.0
period1,sc01,t4583,1,0.13100420978327681,1.0
period1,sc01,t4584,1,0.12812270818773086,1.0
period1,sc01,t4585,1,0.11752122821065272,1.0
period1,sc01,t4586,1,0.10089274742406694,1.0
period1,sc01,t4587,1,0.11416227747751169,1.0
period1,sc01,t4588,1,0.12338870402774232,1.0
period1,sc01,t4589,1,0.12701816519887035,1.0
period1,sc01,t4590,1,0.12491168208973946,1.0
period1,sc01,t4591,1,0.07821185083231015,1.0
period1,sc01,t4592,1,0.06362725362804514,1.0
period1,sc01,t4593,1,0.08119778770559187,1.0
period1,sc01,t4594,1,0.1291294183690457,1.0
period1,sc01,t4595,1,0.0772680622717684,1.0
period1,sc01,t4596,1,0.134949322074194,1.0
period1,sc01,t4597,1,0.23325775843538438,1.0
period1,sc01,t4598,1,0.3030530097498092,1.0
period1,sc01,t4599,1,0.30329723325555746,1.0
period1,sc01,t4600,1,0.28180108265797865,1.0
period1,sc01,t4601,1,0.2499173724730375,1.0
period1,sc01,t4602,1,0.13753665617065552,1.0
period1,sc01,t4603,1,0.15097567968429138,1.0
period1,sc01,t4604,1,0.20992875668445393,1.0
period1,sc01,t4605,1,0.2408745183006898,1.0
period1,sc01,t4606,1,0.26917115920603624,1.0
period1,sc01,t4607,1,0.39053257684797554,1.0
period1,sc01,t4608,1,0.428472557197991,1.0
period1,sc01,t4609,1,0.500238437746117,1.0
period1,sc01,t4610,1,0.47948888432631215,1.0
period1,sc01,t4611,1,0.40790655905712914,1.0
period1,sc01,t4612,1,0.389577093772729,1.0
period1,sc01,t4613,1,0.4404169783139519,1.0
period1,sc01,t4614,1,0.44951755242231667,1.0
period1,sc01,t4615,1,0.49174166337311404,1.0
period1,sc01,t4616,1,0.5469325551240216,1.0
period1,sc01,t4617,1,0.635825356639903,1.0
period1,sc01,t4618,1,0.4955082004788969,1.0
period1,sc01,t4619,1,0.4045715455273579,1.0
period1,sc01,t4620,1,0.3828743309541784,1.0
period1,sc01,t4621,1,0.38670020642364894,1.0
period1,sc01,t4622,1,0.40292280309061923,1.0
period1,sc01,t4623,1,0.3628977323973912,1.0
period1,sc01,t4624,1,0.2969772333304076,1.0
period1,sc01,t4625,1,0.2671039818520489,1.0
period1,sc01,t4626,1,0.13904701819969087,1.0
period1,sc01,t4627,1,0.1389703890814002,1.0
period1,sc01,t4628,1,0.14953428164806498,1.0
period1,sc01,t4629,1,0.1598810010815468,1.0
period1,sc01,t4630,1,0.16524293945807889,1.0
period1,sc01,t4631,1,0.230516212424455,1.0
period1,sc01,t4632,1,0.2063089222001697,1.0
period1,sc01,t4633,1,0.1954669576773311,1.0
period1,sc01,t4634,1,0.21593462631238358,1.0
period1,sc01,t4635,1,0.2410145872911658,1.0
period1,sc01,t4636,1,0.30207785266615567,1.0
period1,sc01,t4637,1,0.2367310366069858,1.0
period1,sc01,t4638,1,0.15522996375875864,1.0
period1,sc01,t4639,1,0.17183166317234902,1.0
period1,sc01,t4640,1,0.18506238202940672,1.0
period1,sc01,t4641,1,0.33080416572882837,1.0
period1,sc01,t4642,1,0.41515835753684394,1.0
period1,sc01,t4643,1,0.23446640769362398,1.0
period1,sc01,t4644,1,0.17303096266516368,1.0
period1,sc01,t4645,1,0.12833274392305388,1.0
period1,sc01,t4646,1,0.09393165346422394,1.0
period1,sc01,t4647,1,0.11454923806567938,1.0
period1,sc01,t4648,1,0.09289191276527599,1.0
period1,sc01,t4649,1,0.11418889471030035,1.0
period1,sc01,t4650,1,0.07520827336416297,1.0
period1,sc01,t4651,1,0.06397426989018108,1.0
period1,sc01,t4652,1,0.07747781984421219,1.0
period1,sc01,t4653,1,0.09360582715191842,1.0
period1,sc01,t4654,1,0.1336770842966766,1.0
period1,sc01,t4655,1,0.2114022287398896,1.0
period1,sc01,t4656,1,0.2645068440162722,1.0
period1,sc01,t4657,1,0.24025741760795347,1.0
period1,sc01,t4658,1,0.20482851493272736,1.0
period1,sc01,t4659,1,0.1463084769867543,1.0
period1,sc01,t4660,1,0.1378760250921435,1.0
period1,sc01,t4661,1,0.11449912006635499,1.0
period1,sc01,t4662,1,0.11808250055568738,1.0
period1,sc01,t4663,1,0.07224667603723198,1.0
period1,sc01,t4664,1,0.0571554029989782,1.0
period1,sc01,t4665,1,0.04595452047145899,1.0
period1,sc01,t4666,1,0.031802018688731074,1.0
period1,sc01,t4667,1,0.01576442579353416,1.0
period1,sc01,t4668,1,0.01001287639191609,1.0
period1,sc01,t4669,1,0.00567845737786152,1.0
period1,sc01,t4670,1,0.00099552704173326,1.0
period1,sc01,t4671,1,4.238364551744612e-05,1.0
period1,sc01,t4672,1,0.0,1.0
period1,sc01,t4673,1,0.0,1.0
period1,sc01,t4674,1,0.0,1.0
period1,sc01,t4675,1,0.0,1.0
period1,sc01,t4676,1,5.6209330586567144e-05,1.0
period1,sc01,t4677,1,0.00133438208939973,1.0
period1,sc01,t4678,1,0.03518889203971971,1.0
period1,sc01,t4679,1,0.03833751021679818,1.0
period1,sc01,t4680,1,0.04980123463033449,1.0
period1,sc01,t4681,1,0.05293975825702611,1.0
period1,sc01,t4682,1,0.05078115157109823,1.0
period1,sc01,t4683,1,0.03791243427705018,1.0
period1,sc01,t4684,1,0.04236518562648786,1.0
period1,sc01,t4685,1,0.051205655438106665,1.0
period1,sc01,t4686,1,0.01692069860824344,1.0
period1,sc01,t4687,1,0.00130834019863431,1.0
period1,sc01,t4688,1,0.00101811863722734,1.0
period1,sc01,t4689,1,0.00093509287334109,1.0
period1,sc01,t4690,1,0.00047737413525761996,1.0
period1,sc01,t4691,1,0.0,1.0
period1,sc01,t4692,1,0.0,1.0
period1,sc01,t4693,1,0.0,1.0
period1,sc01,t4694,1,0.0,1.0
period1,sc01,t4695,1,0.0,1.0
period1,sc01,t4696,1,0.0,1.0
period1,sc01,t4697,1,0.0,1.0
period1,sc01,t4698,1,0.0,1.0
period1,sc01,t4699,1,0.0,1.0
period1,sc01,t4700,1,0.0,1.0
period1,sc01,t4701,1,0.020893523582931752,1.0
period1,sc01,t4702,1,0.045478536644369794,1.0
period1,sc01,t4703,1,0.06322148569426365,1.0
period1,sc01,t4704,1,0.017089135932786572,1.0
period1,sc01,t4705,1,0.0012669475760902801,1.0
period1,sc01,t4706,1,7.540879055418716e-05,1.0
period1,sc01,t4707,1,0.0,1.0
period1,sc01,t4708,1,0.0,1.0
period1,sc01,t4709,1,0.0,1.0
period1,sc01,t4710,1,0.0,1.0
period1,sc01,t4711,1,0.0,1.0
period1,sc01,t4712,1,0.0,1.0
period1,sc01,t4713,1,0.0,1.0
period1,sc01,t4714,1,0.0,1.0
period1,sc01,t4715,1,0.0,1.0
period1,sc01,t4716,1,0.05463459887054517,1.0
period1,sc01,t4717,1,0.05061675606890706,1.0
period1,sc01,t4718,1,0.0051280493152176905,1.0
period1,sc01,t4719,1,0.00131129719526016,1.0
period1,sc01,t4720,1,0.00103192840694709,1.0
period1,sc01,t4721,1,0.03991422063544875,1.0
period1,sc01,t4722,1,0.04853736698076378,1.0
period1,sc01,t4723,1,0.00864634302899496,1.0
period1,sc01,t4724,1,0.0673698931188138,1.0
period1,sc01,t4725,1,0.17642290421824372,1.0
period1,sc01,t4726,1,0.1828274797226297,1.0
period1,sc01,t4727,1,0.1958195479327758,1.0
period1,sc01,t4728,1,0.24577979764937444,1.0
period1,sc01,t4729,1,0.3145501295948955,1.0
period1,sc01,t4730,1,0.33993021331308143,1.0
period1,sc01,t4731,1,0.3508247497218019,1.0
period1,sc01,t4732,1,0.33002033436691347,1.0
period1,sc01,t4733,1,0.30793454815993954,1.0
period1,sc01,t4734,1,0.25727837381769203,1.0
period1,sc01,t4735,1,0.21313890864598492,1.0
period1,sc01,t4736,1,0.13516336876484233,1.0
period1,sc01,t4737,1,0.09471384956439603,1.0
period1,sc01,t4738,1,0.07227598416711192,1.0
period1,sc01,t4739,1,0.06265635899262678,1.0
period1,sc01,t4740,1,0.0652480195327371,1.0
period1,sc01,t4741,1,0.06040300682097414,1.0
period1,sc01,t4742,1,0.055824829993105556,1.0
period1,sc01,t4743,1,0.04102568657953659,1.0
period1,sc01,t4744,1,0.0326002030934697,1.0
period1,sc01,t4745,1,0.01907423558057205,1.0
period1,sc01,t4746,1,0.00096664089715902,1.0
period1,sc01,t4747,1,0.000786674627829,1.0
period1,sc01,t4748,1,0.0009169028222501701,1.0
period1,sc01,t4749,1,0.00100832121602127,1.0
period1,sc01,t4750,1,0.014478590920359241,1.0
period1,sc01,t4751,1,0.0410555965002282,1.0
period1,sc01,t4752,1,0.06171206728355019,1.0
period1,sc01,t4753,1,0.08270337631455081,1.0
period1,sc01,t4754,1,0.10152310843486413,1.0
period1,sc01,t4755,1,0.11146100244036256,1.0
period1,sc01,t4756,1,0.12367031255735239,1.0
period1,sc01,t4757,1,0.11724980635311993,1.0
period1,sc01,t4758,1,0.07740704303335386,1.0
period1,sc01,t4759,1,0.03618655154866287,1.0
period1,sc01,t4760,1,0.00110408718164643,1.0
period1,sc01,t4761,1,0.00072762739704135,1.0
period1,sc01,t4762,1,7.764695330231602e-06,1.0
period1,sc01,t4763,1,0.0,1.0
period1,sc01,t4764,1,0.0,1.0
period1,sc01,t4765,1,0.0,1.0
period1,sc01,t4766,1,0.0,1.0
period1,sc01,t4767,1,0.0,1.0
period1,sc01,t4768,1,0.0,1.0
period1,sc01,t4769,1,7.603842945133054e-05,1.0
period1,sc01,t4770,1,0.01027186657665714,1.0
period1,sc01,t4771,1,0.060931221805875596,1.0
period1,sc01,t4772,1,0.020793033194313422,1.0
period1,sc01,t4773,1,0.00135324481767858,1.0
period1,sc01,t4774,1,0.00101626363219788,1.0
period1,sc01,t4775,1,0.019130116716249573,1.0
period1,sc01,t4776,1,0.0236627300953881,1.0
period1,sc01,t4777,1,0.02730675193645293,1.0
period1,sc01,t4778,1,0.0212373328337388,1.0
period1,sc01,t4779,1,0.00116922535646661,1.0
period1,sc01,t4780,1,0.00017723833413372001,1.0
period1,sc01,t4781,1,9.705932060958e-05,1.0
period1,sc01,t4782,1,0.00048224702993517,1.0
period1,sc01,t4783,1,0.0,1.0
period1,sc01,t4784,1,0.0,1.0
period1,sc01,t4785,1,0.0,1.0
period1,sc01,t4786,1,0.0,1.0
period1,sc01,t4787,1,0.0,1.0
period1,sc01,t4788,1,0.0,1.0
period1,sc01,t4789,1,0.0,1.0
period1,sc01,t4790,1,0.0,1.0
period1,sc01,t4791,1,0.0,1.0
period1,sc01,t4792,1,0.0,1.0
period1,sc01,t4793,1,0.0,1.0
period1,sc01,t4794,1,0.0,1.0
period1,sc01,t4795,1,0.0,1.0
period1,sc01,t4796,1,0.00015935108122772999,1.0
period1,sc01,t4797,1,0.00030978112177800003,1.0
period1,sc01,t4798,1,0.00055374577799526,1.0
period1,sc01,t4799,1,0.022946404133457273,1.0
period1,sc01,t4800,1,0.011567171964575431,1.0
period1,sc01,t4801,1,0.00082433503767033,1.0
period1,sc01,t4802,1,0.00041005269392328,1.0
period1,sc01,t4803,1,0.0009014276175080399,1.0
period1,sc01,t4804,1,0.0018817174113105602,1.0
period1,sc01,t4805,1,0.0013336937384085,1.0
period1,sc01,t4806,1,1.532073861510474e-05,1.0
period1,sc01,t4807,1,0.0,1.0
period1,sc01,t4808,1,0.0,1.0
period1,sc01,t4809,1,0.0,1.0
period1,sc01,t4810,1,0.0,1.0
period1,sc01,t4811,1,0.0,1.0
period1,sc01,t4812,1,0.0,1.0
period1,sc01,t4813,1,0.0,1.0
period1,sc01,t4814,1,0.0,1.0
period1,sc01,t4815,1,0.0,1.0
period1,sc01,t4816,1,0.0,1.0
period1,sc01,t4817,1,0.0,1.0
period1,sc01,t4818,1,0.0,1.0
period1,sc01,t4819,1,0.0,1.0
period1,sc01,t4820,1,0.0,1.0
