,,,BESS_01,Wind_01,FC_01
period1,sc01,t1567,1,0.23692483717929252,1.0
period1,sc01,t1568,1,0.24182449140895634,1.0
period1,sc01,t1569,1,0.19511507820753685,1.0
period1,sc01,t1570,1,0.11612711089916261,1.0
period1,sc01,t1571,1,0.10061637872700159,1.0
period1,sc01,t1572,1,0.12323862170683463,1.0
period1,sc01,t1573,1,0.1348264061619921,1.0
period1,sc01,t1574,1,0.15504875100461843,1.0
period1,sc01,t1575,1,0.18954632066211288,1.0
period1,sc01,t1576,1,0.23899417632410047,1.0
period1,sc01,t1577,1,0.22909976963152434,1.0
period1,sc01,t1578,1,0.17790519459225862,1.0
period1,sc01,t1579,1,0.1426211814362481,1.0
period1,sc01,t1580,1,0.14317248620495826,1.0
period1,sc01,t1581,1,0.1498403346412321,1.0
period1,sc01,t1582,1,0.144551662678998,1.0
period1,sc01,t1583,1,0.13932837551335608,1.0
period1,sc01,t1584,1,0.12014635305584394,1.0
period1,sc01,t1585,1,0.08133205538418067,1.0
period1,sc01,t1586,1,0.07017391689865732,1.0
period1,sc01,t1587,1,0.05170197365745984,1.0
period1,sc01,t1588,1,0.02198218201064028,1.0
period1,sc01,t1589,1,0.00105019894722825,1.0
period1,sc01,t1590,1,0.0,1.0
period1,sc01,t1591,1,0.0,1.0
period1,sc01,t1592,1,0.0,1.0
period1,sc01,t1593,1,0.0,1.0
period1,sc01,t1594,1,0.0,1.0
period1,sc01,t1595,1,0.0,1.0
period1,sc01,t1596,1,0.0,1.0
period1,sc01,t1597,1,0.0,1.0
period1,sc01,t1598,1,0.0,1.0
period1,sc01,t1599,1,0.0,1.0
period1,sc01,t1600,1,0.0,1.0
period1,sc01,t1601,1,0.0,1.0
period1,sc01,t1602,1,0.0,1.0
period1,sc01,t1603,1,0.0,1.0
period1,sc01,t1604,1,0.0,1.0
period1,sc01,t1605,1,0.0,1.0
period1,sc01,t1606,1,8.813640639962059e-05,1.0
period1,sc01,t1607,1,0.00104991702991362,1.0
period1,sc01,t1608,1,0.00129286837684656,1.0
period1,sc01,t1609,1,0.0012271357413579601,1.0
period1,sc01,t1610,1,0.0013277280677133601,1.0
period1,sc01,t1611,1,0.00702307323752058,1.0
period1,sc01,t1612,1,0.018477994239878403,1.0
period1,sc01,t1613,1,0.02723044913985204,1.0
period1,sc01,t1614,1,0.028899896141396434,1.0
period1,sc01,t1615,1,0.033928515561713314,1.0
period1,sc01,t1616,1,0.05340268615972959,1.0
period1,sc01,t1617,1,0.04441518743236938,1.0
period1,sc01,t1618,1,0.00535249819127295,1.0
period1,sc01,t1619,1,0.00020667641192739,1.0
period1,sc01,t1620,1,0.0,1.0
period1,sc01,t1621,1,0.0,1.0
period1,sc01,t1622,1,0.0,1.0
period1,sc01,t1623,1,0.0,1.0
period1,sc01,t1624,1,0.0,1.0
period1,sc01,t1625,1,0.0,1.0
period1,sc01,t1626,1,0.0,1.0
period1,sc01,t1627,1,0.0,1.0
period1,sc01,t1628,1,0.00036916121277351003,1.0
period1,sc01,t1629,1,0.0012737466988245,1.0
period1,sc01,t1630,1,0.04256996325102738,1.0
period1,sc01,t1631,1,0.05486299482660931,1.0
period1,sc01,t1632,1,0.06229233549734094,1.0
period1,sc01,t1633,1,0.06588510858420517,1.0
period1,sc01,t1634,1,0.06867673221413034,1.0
period1,sc01,t1635,1,0.06623130555384832,1.0
period1,sc01,t1636,1,0.041100149163187175,1.0
period1,sc01,t1637,1,0.007343922745505701,1.0
period1,sc01,t1638,1,0.0010794731812781401,1.0
period1,sc01,t1639,1,0.00103236008543361,1.0
period1,sc01,t1640,1,0.0031168520068050004,1.0
period1,sc01,t1641,1,0.0050748945321226506,1.0
period1,sc01,t1642,1,0.00043052393254212,1.0
period1,sc01,t1643,1,0.00026123599592262,1.0
period1,sc01,t1644,1,0.0,1.0
period1,sc01,t1645,1,0.00034354335188502,1.0
period1,sc01,t1646,1,0.05012482167315954,1.0
period1,sc01,t1647,1,0.08444766705987852,1.0
period1,sc01,t1648,1,0.11869406640094653,1.0
period1,sc01,t1649,1,0.18401372791867862,1.0
period1,sc01,t1650,1,0.2551234558264662,1.0
period1,sc01,t1651,1,0.28344694310848334,1.0
period1,sc01,t1652,1,0.28486756850955536,1.0
period1,sc01,t1653,1,0.2645405464398947,1.0
period1,sc01,t1654,1,0.23164159486917738,1.0
period1,sc01,t1655,1,0.1288174214703944,1.0
period1,sc01,t1656,1,0.10051898057565543,1.0
period1,sc01,t1657,1,0.07862433377375286,1.0
period1,sc01,t1658,1,0.06317649745005384,1.0
period1,sc01,t1659,1,0.06530961504552966,1.0
period1,sc01,t1660,1,0.06359213701967904,1.0
period1,sc01,t1661,1,0.04991233895849736,1.0
period1,sc01,t1662,1,0.042544596011561096,1.0
period1,sc01,t1663,1,0.04387047304864302,1.0
period1,sc01,t1664,1,0.04284327621104937,1.0
period1,sc01,t1665,1,0.057504754876752814,1.0
period1,sc01,t1666,1,0.05938250011227153,1.0
period1,sc01,t1667,1,0.01180297726970031,1.0
period1,sc01,t1668,1,0.0041392495237785295,1.0
period1,sc01,t1669,1,0.02674160765205165,1.0
period1,sc01,t1670,1,0.022883568947865453,1.0
period1,sc01,t1671,1,0.00146951318753937,1.0
period1,sc01,t1672,1,0.004359419164470511,1.0
period1,sc01,t1673,1,0.03773480579582382,1.0
period1,sc01,t1674,1,0.08678117919052206,1.0
period1,sc01,t1675,1,0.1162902939304231,1.0
period1,sc01,t1676,1,0.12587130698645305,1.0
period1,sc01,t1677,1,0.13740987719402992,1.0
period1,sc01,t1678,1,0.15891087817462177,1.0
period1,sc01,t1679,1,0.13455371403750807,1.0
period1,sc01,t1680,1,0.15261476009116717,1.0
period1,sc01,t1681,1,0.20852160256782387,1.0
period1,sc01,t1682,1,0.2488659501791302,1.0
period1,sc01,t1683,1,0.3377955147287734,1.0
period1,sc01,t1684,1,0.3025037603744657,1.0
period1,sc01,t1685,1,0.26960552665524723,1.0
period1,sc01,t1686,1,0.25909894102935355,1.0
period1,sc01,t1687,1,0.27865553291068024,1.0
period1,sc01,t1688,1,0.29767754190019685,1.0
period1,sc01,t1689,1,0.3568039108386577,1.0
period1,sc01,t1690,1,0.3604826245079908,1.0
period1,sc01,t1691,1,0.21499011402510682,1.0
period1,sc01,t1692,1,0.13936317494325345,1.0
period1,sc01,t1693,1,0.1366190334353339,1.0
period1,sc01,t1694,1,0.11972330923491675,1.0
period1,sc01,t1695,1,0.09324388171122813,1.0
period1,sc01,t1696,1,0.07270366526080965,1.0
period1,sc01,t1697,1,0.060910481175468746,1.0
period1,sc01,t1698,1,0.057964226216193994,1.0
period1,sc01,t1699,1,0.06340871765887048,1.0
period1,sc01,t1700,1,0.058961687191073996,1.0
period1,sc01,t1701,1,0.05302406475193806,1.0
period1,sc01,t1702,1,0.05490593409850426,1.0
period1,sc01,t1703,1,0.05386086640613853,1.0
period1,sc01,t1704,1,0.057930457221375124,1.0
period1,sc01,t1705,1,0.05638940641422991,1.0
period1,sc01,t1706,1,0.07191326088776422,1.0
period1,sc01,t1707,1,0.08327854561219766,1.0
period1,sc01,t1708,1,0.08350327764891667,1.0
period1,sc01,t1709,1,0.09189367060417039,1.0
period1,sc01,t1710,1,0.1030546515340449,1.0
period1,sc01,t1711,1,0.10730728709592463,1.0
period1,sc01,t1712,1,0.08514362556239122,1.0
period1,sc01,t1713,1,0.0903183896613016,1.0
period1,sc01,t1714,1,0.05978346745407848,1.0
period1,sc01,t1715,1,0.034734445790241424,1.0
period1,sc01,t1716,1,0.00106926214501755,1.0
period1,sc01,t1717,1,0.00039015945907983003,1.0
period1,sc01,t1718,1,0.00174567553727769,1.0
period1,sc01,t1719,1,0.04351759112556891,1.0
period1,sc01,t1720,1,0.1478009348663554,1.0
period1,sc01,t1721,1,0.292206978021844,1.0
period1,sc01,t1722,1,0.29644946779744447,1.0
period1,sc01,t1723,1,0.32146332787873017,1.0
period1,sc01,t1724,1,0.323006957760892,1.0
period1,sc01,t1725,1,0.2840990490338314,1.0
period1,sc01,t1726,1,0.21257126050477834,1.0
period1,sc01,t1727,1,0.19104881510790506,1.0
period1,sc01,t1728,1,0.14742318306385682,1.0
period1,sc01,t1729,1,0.1480824373264697,1.0
period1,sc01,t1730,1,0.14178617626964257,1.0
period1,sc01,t1731,1,0.12034716782061089,1.0
period1,sc01,t1732,1,0.10079260447922847,1.0
period1,sc01,t1733,1,0.07607730300259752,1.0
period1,sc01,t1734,1,0.05086375435157472,1.0
period1,sc01,t1735,1,0.02507403868980246,1.0
period1,sc01,t1736,1,0.0014097937324461301,1.0
period1,sc01,t1737,1,0.0,1.0
period1,sc01,t1738,1,0.0,1.0
period1,sc01,t1739,1,0.00238212053796132,1.0
period1,sc01,t1740,1,0.01232970593905395,1.0
period1,sc01,t1741,1,0.0013943461354481701,1.0
period1,sc01,t1742,1,0.0010498435297885802,1.0
period1,sc01,t1743,1,0.021988124441244542,1.0
period1,sc01,t1744,1,0.03895185524059107,1.0
period1,sc01,t1745,1,0.05979212497896435,1.0
period1,sc01,t1746,1,0.07827626863153918,1.0
period1,sc01,t1747,1,0.09628344967897548,1.0
period1,sc01,t1748,1,0.1005027309874639,1.0
period1,sc01,t1749,1,0.0748010141361468,1.0
period1,sc01,t1750,1,0.02706522647884632,1.0
period1,sc01,t1751,1,0.014338228515891931,1.0
period1,sc01,t1752,1,0.01289119207190733,1.0
period1,sc01,t1753,1,0.008526253317919471,1.0
period1,sc01,t1754,1,0.00139755542501394,1.0
period1,sc01,t1755,1,0.00930187560447639,1.0
period1,sc01,t1756,1,0.04566272686472394,1.0
period1,sc01,t1757,1,0.0775809710333091,1.0
period1,sc01,t1758,1,0.11515809295347282,1.0
period1,sc01,t1759,1,0.16194128119952653,1.0
period1,sc01,t1760,1,0.21308016479611175,1.0
period1,sc01,t1761,1,0.2656862965651146,1.0
period1,sc01,t1762,1,0.3651123167869271,1.0
period1,sc01,t1763,1,0.42549770723453423,1.0
period1,sc01,t1764,1,0.5342789152028297,1.0
period1,sc01,t1765,1,0.5632438451120035,1.0
period1,sc01,t1766,1,0.581840977887668,1.0
period1,sc01,t1767,1,0.5921929178955845,1.0
period1,sc01,t1768,1,0.39605118062764016,1.0
period1,sc01,t1769,1,0.44272760515736637,1.0
period1,sc01,t1770,1,0.4877166863159377,1.0
period1,sc01,t1771,1,0.5194938201586505,1.0
period1,sc01,t1772,1,0.5557718600829937,1.0
period1,sc01,t1773,1,0.532628394987139,1.0
period1,sc01,t1774,1,0.5077686036653316,1.0
period1,sc01,t1775,1,0.5168367582164917,1.0
period1,sc01,t1776,1,0.5343751454837595,1.0
period1,sc01,t1777,1,0.5908939017217401,1.0
period1,sc01,t1778,1,0.6193551594346784,1.0
period1,sc01,t1779,1,0.5918134245143571,1.0
period1,sc01,t1780,1,0.560946511740976,1.0
period1,sc01,t1781,1,0.4926939364058105,1.0
period1,sc01,t1782,1,0.36167706809575056,1.0
period1,sc01,t1783,1,0.24939013423060485,1.0
period1,sc01,t1784,1,0.12277119536059229,1.0
period1,sc01,t1785,1,0.045478023611733,1.0
period1,sc01,t1786,1,0.07152273147926808,1.0
period1,sc01,t1787,1,0.3630173933125558,1.0
period1,sc01,t1788,1,0.6167958882980518,1.0
period1,sc01,t1789,1,0.5977979569398179,1.0
period1,sc01,t1790,1,0.4371270965937659,1.0
period1,sc01,t1791,1,0.404413290646426,1.0
period1,sc01,t1792,1,0.4233980090056594,1.0
period1,sc01,t1793,1,0.34184904672610844,1.0
period1,sc01,t1794,1,0.32028221112135,1.0
period1,sc01,t1795,1,0.3312797448632801,1.0
period1,sc01,t1796,1,0.37278483277700036,1.0
period1,sc01,t1797,1,0.4163762065464232,1.0
period1,sc01,t1798,1,0.4334874374886256,1.0
period1,sc01,t1799,1,0.36463054792283883,1.0
period1,sc01,t1800,1,0.24728505131542752,1.0
period1,sc01,t1801,1,0.14604879161078568,1.0
period1,sc01,t1802,1,0.14016573019654946,1.0
period1,sc01,t1803,1,0.11695485340553877,1.0
period1,sc01,t1804,1,0.09901290848776956,1.0
period1,sc01,t1805,1,0.0535140064484793,1.0
period1,sc01,t1806,1,0.00144655211123946,1.0
period1,sc01,t1807,1,0.00032002766160264004,1.0
period1,sc01,t1808,1,0.00246367034705106,1.0
period1,sc01,t1809,1,0.0188499814293069,1.0
period1,sc01,t1810,1,0.0673709921360343,1.0
period1,sc01,t1811,1,0.07968827102556537,1.0
period1,sc01,t1812,1,0.1421071319033786,1.0
period1,sc01,t1813,1,0.22444436891079494,1.0
period1,sc01,t1814,1,0.28942939720545086,1.0
period1,sc01,t1815,1,0.4100377616069327,1.0
period1,sc01,t1816,1,0.33824999665697086,1.0
period1,sc01,t1817,1,0.39863760980240714,1.0
period1,sc01,t1818,1,0.5477832272594102,1.0
period1,sc01,t1819,1,0.5529923989740273,1.0
period1,sc01,t1820,1,0.48470591773871097,1.0
period1,sc01,t1821,1,0.406601106900922,1.0
period1,sc01,t1822,1,0.38863282682308375,1.0
period1,sc01,t1823,1,0.2957628535506954,1.0
period1,sc01,t1824,1,0.24108705166517172,1.0
period1,sc01,t1825,1,0.19382396492233817,1.0
period1,sc01,t1826,1,0.14487613965777643,1.0
period1,sc01,t1827,1,0.12789846867493873,1.0
period1,sc01,t1828,1,0.1357639724065781,1.0
period1,sc01,t1829,1,0.1325824683122925,1.0
period1,sc01,t1830,1,0.11449402178212441,1.0
period1,sc01,t1831,1,0.08353486989269522,1.0
period1,sc01,t1832,1,0.04250575842170211,1.0
period1,sc01,t1833,1,0.00067615783868934,1.0
period1,sc01,t1834,1,0.00070640789754087,1.0
period1,sc01,t1835,1,0.032624167203954724,1.0
period1,sc01,t1836,1,0.04942825817097654,1.0
period1,sc01,t1837,1,0.06518635987774041,1.0
period1,sc01,t1838,1,0.07140220315390017,1.0
period1,sc01,t1839,1,0.08769395048732828,1.0
period1,sc01,t1840,1,0.10979300296282382,1.0
period1,sc01,t1841,1,0.15573088146269592,1.0
period1,sc01,t1842,1,0.2682062652398889,1.0
period1,sc01,t1843,1,0.3678153382868509,1.0
period1,sc01,t1844,1,0.4292273987219011,1.0
period1,sc01,t1845,1,0.4214616240232756,1.0
period1,sc01,t1846,1,0.3864858259658606,1.0
period1,sc01,t1847,1,0.27262083408408305,1.0
period1,sc01,t1848,1,0.2705868166171112,1.0
period1,sc01,t1849,1,0.26937646532827453,1.0
period1,sc01,t1850,1,0.2576400045089296,1.0
period1,sc01,t1851,1,0.23182206046290063,1.0
period1,sc01,t1852,1,0.19790379369061156,1.0
period1,sc01,t1853,1,0.15435582693214922,1.0
period1,sc01,t1854,1,0.13820558902158211,1.0
period1,sc01,t1855,1,0.12423737439936947,1.0
period1,sc01,t1856,1,0.0985317090874488,1.0
period1,sc01,t1857,1,0.09028100414111626,1.0
period1,sc01,t1858,1,0.0621422586299098,1.0
period1,sc01,t1859,1,0.05338404484710849,1.0
period1,sc01,t1860,1,0.06541031727134576,1.0
period1,sc01,t1861,1,0.07755292256149772,1.0
period1,sc01,t1862,1,0.0948090669363279,1.0
period1,sc01,t1863,1,0.11802176446156262,1.0
period1,sc01,t1864,1,0.10571868485261857,1.0
period1,sc01,t1865,1,0.0816934155589044,1.0
period1,sc01,t1866,1,0.10843485627784806,1.0
period1,sc01,t1867,1,0.13298375688830352,1.0
period1,sc01,t1868,1,0.14747583002758857,1.0
period1,sc01,t1869,1,0.15165200806603227,1.0
period1,sc01,t1870,1,0.1382098200251453,1.0
period1,sc01,t1871,1,0.11275062798756744,1.0
period1,sc01,t1872,1,0.1276752844763085,1.0
period1,sc01,t1873,1,0.13996310256036118,1.0
period1,sc01,t1874,1,0.1364781502055249,1.0
period1,sc01,t1875,1,0.13452148201702446,1.0
period1,sc01,t1876,1,0.15050575226350799,1.0
period1,sc01,t1877,1,0.14656010530078026,1.0
period1,sc01,t1878,1,0.15028889921239624,1.0
period1,sc01,t1879,1,0.13361728086047925,1.0
period1,sc01,t1880,1,0.11556237199954032,1.0
period1,sc01,t1881,1,0.07699366532495296,1.0
period1,sc01,t1882,1,0.05137260660545391,1.0
period1,sc01,t1883,1,0.05118291819305451,1.0
period1,sc01,t1884,1,0.04277038994294715,1.0
period1,sc01,t1885,1,0.04376626829588169,1.0
period1,sc01,t1886,1,0.055525785755699525,1.0
period1,sc01,t1887,1,0.06893500388746707,1.0
period1,sc01,t1888,1,0.05556932492917167,1.0
period1,sc01,t1889,1,0.04597583426850024,1.0
period1,sc01,t1890,1,0.058609969289888396,1.0
period1,sc01,t1891,1,0.05570432243614233,1.0
period1,sc01,t1892,1,0.04641353353343691,1.0
period1,sc01,t1893,1,0.03935645329786029,1.0
period1,sc01,t1894,1,0.02977525355579532,1.0
period1,sc01,t1895,1,0.04020845051810421,1.0
period1,sc01,t1896,1,0.04708189499613885,1.0
period1,sc01,t1897,1,0.0562814337470014,1.0
period1,sc01,t1898,1,0.07826000224306204,1.0
period1,sc01,t1899,1,0.10670108140496422,1.0
period1,sc01,t1900,1,0.10942853410646469,1.0
period1,sc01,t1901,1,0.11527994799238464,1.0
period1,sc01,t1902,1,0.15555086734354057,1.0
period1,sc01,t1903,1,0.22114029745665856,1.0
period1,sc01,t1904,1,0.15852798078384878,1.0
period1,sc01,t1905,1,0.08766393155621828,1.0
period1,sc01,t1906,1,0.06610005736038316,1.0
period1,sc01,t1907,1,0.036470538514975406,1.0
period1,sc01,t1908,1,0.022404952616275082,1.0
period1,sc01,t1909,1,0.01282524197604957,1.0
period1,sc01,t1910,1,0.023753435617703343,1.0
period1,sc01,t1911,1,0.046102182911275325,1.0
period1,sc01,t1912,1,0.054925606165590814,1.0
period1,sc01,t1913,1,0.1002416566213549,1.0
period1,sc01,t1914,1,0.20033856864248087,1.0
period1,sc01,t1915,1,0.4055858376538705,1.0
period1,sc01,t1916,1,0.5867977771300628,1.0
period1,sc01,t1917,1,0.5885964171625159,1.0
period1,sc01,t1918,1,0.47422070684385037,1.0
period1,sc01,t1919,1,0.3554140266241228,1.0
period1,sc01,t1920,1,0.3970207053695448,1.0
period1,sc01,t1921,1,0.4303391322136744,1.0
period1,sc01,t1922,1,0.5235564382039639,1.0
period1,sc01,t1923,1,0.6472411040717494,1.0
period1,sc01,t1924,1,0.7329416861378361,1.0
period1,sc01,t1925,1,0.7224196622948466,1.0
period1,sc01,t1926,1,0.7060578137107592,1.0
period1,sc01,t1927,1,0.6897064195067794,1.0
period1,sc01,t1928,1,0.7656553305087311,1.0
period1,sc01,t1929,1,0.49293022946850845,1.0
period1,sc01,t1930,1,0.461530819980951,1.0
period1,sc01,t1931,1,0.31456822934676326,1.0
period1,sc01,t1932,1,0.29691360850892434,1.0
period1,sc01,t1933,1,0.2629161650260419,1.0
period1,sc01,t1934,1,0.2658871890090741,1.0
period1,sc01,t1935,1,0.25787355475191265,1.0
period1,sc01,t1936,1,0.20495566079562907,1.0
period1,sc01,t1937,1,0.3126197653851041,1.0
period1,sc01,t1938,1,0.4660650030338353,1.0
period1,sc01,t1939,1,0.6632261903240267,1.0
period1,sc01,t1940,1,0.7613905390343456,1.0
period1,sc01,t1941,1,0.7834071275762077,1.0
period1,sc01,t1942,1,0.7922162318517456,1.0
period1,sc01,t1943,1,0.8432622911049282,1.0
period1,sc01,t1944,1,0.8180187816252834,1.0
period1,sc01,t1945,1,0.7875635216264121,1.0
period1,sc01,t1946,1,0.79355262507466,1.0
period1,sc01,t1947,1,0.8171659362027957,1.0
period1,sc01,t1948,1,0.86015645339463,1.0
period1,sc01,t1949,1,0.8667620898214763,1.0
period1,sc01,t1950,1,0.8443152178203287,1.0
period1,sc01,t1951,1,0.8133199850370694,1.0
period1,sc01,t1952,1,0.7977279066696545,1.0
period1,sc01,t1953,1,0.6181830120607856,1.0
period1,sc01,t1954,1,0.5642698006113542,1.0
period1,sc01,t1955,1,0.5090922807935426,1.0
period1,sc01,t1956,1,0.5515511671246964,1.0
period1,sc01,t1957,1,0.5846974366391681,1.0
period1,sc01,t1958,1,0.5584643683047653,1.0
period1,sc01,t1959,1,0.536050377714228,1.0
period1,sc01,t1960,1,0.4655974747688574,1.0
period1,sc01,t1961,1,0.4980814135677441,1.0
period1,sc01,t1962,1,0.5618810643611417,1.0
period1,sc01,t1963,1,0.6582912009851976,1.0
period1,sc01,t1964,1,0.6932330787739807,1.0
period1,sc01,t1965,1,0.6489461587624799,1.0
period1,sc01,t1966,1,0.5442741537882824,1.0
period1,sc01,t1967,1,0.4658570762734606,1.0
period1,sc01,t1968,1,0.398454681920085,1.0
period1,sc01,t1969,1,0.3029361820817591,1.0
period1,sc01,t1970,1,0.22052689909456122,1.0
period1,sc01,t1971,1,0.1372311411532877,1.0
period1,sc01,t1972,1,0.08089881937357914,1.0
period1,sc01,t1973,1,0.0736167775356477,1.0
period1,sc01,t1974,1,0.07127447688940995,1.0
period1,sc01,t1975,1,0.07288235754323913,1.0
period1,sc01,t1976,1,0.04131893518172973,1.0
period1,sc01,t1977,1,0.00098415908427033,1.0
period1,sc01,t1978,1,0.00025077431761182,1.0
period1,sc01,t1979,1,0.0,1.0
period1,sc01,t1980,1,0.0,1.0
period1,sc01,t1981,1,0.00026352309752622,1.0
period1,sc01,t1982,1,0.00086909303633985,1.0
period1,sc01,t1983,1,0.00624349676555577,1.0
period1,sc01,t1984,1,0.0138964401862497,1.0
period1,sc01,t1985,1,0.00990640421278848,1.0
period1,sc01,t1986,1,0.04525199372188953,1.0
period1,sc01,t1987,1,0.07116504810686812,1.0
period1,sc01,t1988,1,0.11148943216121036,1.0
period1,sc01,t1989,1,0.15406253417323315,1.0
period1,sc01,t1990,1,0.2264187590436718,1.0
period1,sc01,t1991,1,0.2517353507638081,1.0
period1,sc01,t1992,1,0.2339098922762322,1.0
period1,sc01,t1993,1,0.23546462104613494,1.0
period1,sc01,t1994,1,0.24367494786290936,1.0
period1,sc01,t1995,1,0.21816017111344976,1.0
period1,sc01,t1996,1,0.2732534843322786,1.0
period1,sc01,t1997,1,0.3466797988811971,1.0
period1,sc01,t1998,1,0.3279961165470195,1.0
period1,sc01,t1999,1,0.3712156161208911,1.0
period1,sc01,t2000,1,0.38819760806070613,1.0
period1,sc01,t2001,1,0.44769772521089346,1.0
period1,sc01,t2002,1,0.5057125970384475,1.0
period1,sc01,t2003,1,0.45985920654847545,1.0
period1,sc01,t2004,1,0.499828743341429,1.0
period1,sc01,t2005,1,0.5465740012815479,1.0
period1,sc01,t2006,1,0.47693149480197167,1.0
period1,sc01,t2007,1,0.32211712160863976,1.0
period1,sc01,t2008,1,0.2892556910977411,1.0
period1,sc01,t2009,1,0.27616382635911474,1.0
period1,sc01,t2010,1,0.35358939530371375,1.0
period1,sc01,t2011,1,0.3652264773156781,1.0
period1,sc01,t2012,1,0.3552357264354496,1.0
period1,sc01,t2013,1,0.31420494957604933,1.0
period1,sc01,t2014,1,0.27270829313088446,1.0
period1,sc01,t2015,1,0.2608728152713524,1.0
period1,sc01,t2016,1,0.2381923089640502,1.0
period1,sc01,t2017,1,0.24199360860985297,1.0
period1,sc01,t2018,1,0.2354736070273426,1.0
period1,sc01,t2019,1,0.2502427292873374,1.0
period1,sc01,t2020,1,0.24687605886707856,1.0
period1,sc01,t2021,1,0.24620316760977812,1.0
period1,sc01,t2022,1,0.21297785857537374,1.0
period1,sc01,t2023,1,0.17964485616637962,1.0
period1,sc01,t2024,1,0.1196656377046102,1.0
period1,sc01,t2025,1,0.05546644353326664,1.0
period1,sc01,t2026,1,0.03831972562446525,1.0
period1,sc01,t2027,1,0.01693362084711318,1.0
period1,sc01,t2028,1,0.030965219882917564,1.0
period1,sc01,t2029,1,0.05789761885947753,1.0
period1,sc01,t2030,1,0.0615947259943873,1.0
period1,sc01,t2031,1,0.07404840176346954,1.0
period1,sc01,t2032,1,0.04926022324429842,1.0
period1,sc01,t2033,1,0.03760174621534905,1.0
period1,sc01,t2034,1,0.02329032951497583,1.0
period1,sc01,t2035,1,0.00145952985738654,1.0
period1,sc01,t2036,1,0.03856366850729391,1.0
period1,sc01,t2037,1,0.08677879127308764,1.0
period1,sc01,t2038,1,0.1322265613888197,1.0
period1,sc01,t2039,1,0.19618440897895634,1.0
period1,sc01,t2040,1,0.22260936302664328,1.0
period1,sc01,t2041,1,0.2290993010853811,1.0
period1,sc01,t2042,1,0.21255199602164868,1.0
period1,sc01,t2043,1,0.2414429981928928,1.0
period1,sc01,t2044,1,0.3525687984502487,1.0
period1,sc01,t2045,1,0.40090134440635444,1.0
period1,sc01,t2046,1,0.39325990943729994,1.0
period1,sc01,t2047,1,0.3857505074819856,1.0
period1,sc01,t2048,1,0.39105809634326966,1.0
period1,sc01,t2049,1,0.3438650141863237,1.0
period1,sc01,t2050,1,0.30706848079835425,1.0
period1,sc01,t2051,1,0.28023431633859647,1.0
period1,sc01,t2052,1,0.2857076747820486,1.0
period1,sc01,t2053,1,0.29381597729951986,1.0
period1,sc01,t2054,1,0.3089266296727934,1.0
period1,sc01,t2055,1,0.25647710596251877,1.0
period1,sc01,t2056,1,0.21003529428066223,1.0
period1,sc01,t2057,1,0.2699944456402534,1.0
period1,sc01,t2058,1,0.25816764873960585,1.0
period1,sc01,t2059,1,0.26794534752922233,1.0
period1,sc01,t2060,1,0.30326006683401896,1.0
period1,sc01,t2061,1,0.34492547209842617,1.0
period1,sc01,t2062,1,0.3739027570494454,1.0
period1,sc01,t2063,1,0.37844608605825225,1.0
period1,sc01,t2064,1,0.4546452155220343,1.0
period1,sc01,t2065,1,0.4416727143496227,1.0
period1,sc01,t2066,1,0.43983596779756157,1.0
period1,sc01,t2067,1,0.42589223311020047,1.0
period1,sc01,t2068,1,0.3855722836558777,1.0
period1,sc01,t2069,1,0.3915669131545601,1.0
period1,sc01,t2070,1,0.4499755493873321,1.0
period1,sc01,t2071,1,0.5119962426329079,1.0
period1,sc01,t2072,1,0.45799910595787113,1.0
period1,sc01,t2073,1,0.5737189746830798,1.0
period1,sc01,t2074,1,0.6921431983314695,1.0
period1,sc01,t2075,1,0.687305116111248,1.0
period1,sc01,t2076,1,0.7153211677228949,1.0
period1,sc01,t2077,1,0.7234039974021392,1.0
period1,sc01,t2078,1,0.6932359216615495,1.0
period1,sc01,t2079,1,0.6386539632656536,1.0
period1,sc01,t2080,1,0.5065397747883849,1.0
period1,sc01,t2081,1,0.5022957215098045,1.0
period1,sc01,t2082,1,0.3857448087254332,1.0
period1,sc01,t2083,1,0.2984060589561055,1.0
period1,sc01,t2084,1,0.23571644742005887,1.0
period1,sc01,t2085,1,0.20101050236117296,1.0
period1,sc01,t2086,1,0.17458087098441166,1.0
period1,sc01,t2087,1,0.14647569019642584,1.0
period1,sc01,t2088,1,0.14268514085393624,1.0
period1,sc01,t2089,1,0.12501051591379372,1.0
period1,sc01,t2090,1,0.09943758125429795,1.0
period1,sc01,t2091,1,0.08054917718866561,1.0
period1,sc01,t2092,1,0.06823672954030718,1.0
period1,sc01,t2093,1,0.05916090543841323,1.0
period1,sc01,t2094,1,0.05319681698323512,1.0
period1,sc01,t2095,1,0.03505893176815488,1.0
period1,sc01,t2096,1,0.028782584468386652,1.0
period1,sc01,t2097,1,0.078717026723095,1.0
period1,sc01,t2098,1,0.08971319894981761,1.0
period1,sc01,t2099,1,0.09006811902668961,1.0
period1,sc01,t2100,1,0.12905956438205338,1.0
period1,sc01,t2101,1,0.1537419621423934,1.0
period1,sc01,t2102,1,0.24390270467555564,1.0
period1,sc01,t2103,1,0.2813213935952282,1.0
period1,sc01,t2104,1,0.2553740017390968,1.0
period1,sc01,t2105,1,0.15022553812320671,1.0
period1,sc01,t2106,1,0.16255952681869512,1.0
period1,sc01,t2107,1,0.20817831087824087,1.0
period1,sc01,t2108,1,0.21515758579508498,1.0
period1,sc01,t2109,1,0.21736170600593446,1.0
