,,,EleR_01,HydR_01
period1,sc01,t1922, 0.184383 ,
period1,sc01,t1923, 0.183397 ,
period1,sc01,t1924, 0.184477333 ,
period1,sc01,t1925, 0.1891835 ,
period1,sc01,t1926, 0.197704167 ,
period1,sc01,t1927, 0.200966333 ,
period1,sc01,t1928, 0.2049125 ,
period1,sc01,t1929, 0.2068145 ,
period1,sc01,t1930, 0.205890833 ,
period1,sc01,t1931, 0.205325167 ,
period1,sc01,t1932, 0.203835333 ,
period1,sc01,t1933, 0.2023615 ,
period1,sc01,t1934, 0.201246833 ,
period1,sc01,t1935, 0.199876833 ,
period1,sc01,t1936, 0.199691667 ,
period1,sc01,t1937, 0.199839333 ,
period1,sc01,t1938, 0.202797833 ,
period1,sc01,t1939, 0.205629333 ,
period1,sc01,t1940, 0.206152167 ,
period1,sc01,t1941, 0.204476 ,
period1,sc01,t1942, 0.202428333 ,
period1,sc01,t1943, 0.199865 ,
period1,sc01,t1944, 0.193578667 ,
period1,sc01,t1945, 0.1881515 ,
period1,sc01,t1946, 0.185875333 ,
period1,sc01,t1947, 0.185664833 ,
period1,sc01,t1948, 0.189571833 ,
period1,sc01,t1949, 0.1944755 ,
period1,sc01,t1950, 0.198964 ,
period1,sc01,t1951, 0.201051833 ,
period1,sc01,t1952, 0.206582 ,
period1,sc01,t1953, 0.247821 ,
period1,sc01,t1954, 0.237081 ,
period1,sc01,t1955, 0.226307 ,
period1,sc01,t1956, 0.213653667 ,
period1,sc01,t1957, 0.208527667 ,
period1,sc01,t1958, 0.206582833 ,
period1,sc01,t1959, 0.204397833 ,
period1,sc01,t1960, 0.204802833 ,
period1,sc01,t1961, 0.201460833 ,
period1,sc01,t1962, 0.2033125 ,
period1,sc01,t1963, 0.205239167 ,
period1,sc01,t1964, 0.205763 ,
period1,sc01,t1965, 0.204730833 ,
period1,sc01,t1966, 0.202929667 ,
period1,sc01,t1967, 0.198112833 ,
period1,sc01,t1968, 0.193550333 ,
period1,sc01,t1969, 0.1929215 ,
period1,sc01,t1970, 0.1894315 ,
period1,sc01,t1971, 0.187206333 ,
period1,sc01,t1972, 0.189987667 ,
period1,sc01,t1973, 0.192855333 ,
period1,sc01,t1974, 0.196177 ,
period1,sc01,t1975, 0.199592333 ,
period1,sc01,t1976, 0.202723167 ,
period1,sc01,t1977, 0.205245333 ,
period1,sc01,t1978, 0.203777667 ,
period1,sc01,t1979, 0.203036167 ,
period1,sc01,t1980, 0.202193833 ,
period1,sc01,t1981, 0.200637667 ,
period1,sc01,t1982, 0.199899333 ,
period1,sc01,t1983, 0.199260667 ,
period1,sc01,t1984, 0.198716167 ,
period1,sc01,t1985, 0.199112333 ,
period1,sc01,t1986, 0.2011 ,
period1,sc01,t1987, 0.205966333 ,
period1,sc01,t1988, 0.214458333 ,
period1,sc01,t1989, 0.206032333 ,
period1,sc01,t1990, 0.201996833 ,
period1,sc01,t1991, 0.199380667 ,
period1,sc01,t1992, 0.195324667 ,
period1,sc01,t1993, 0.1973145 ,
period1,sc01,t1994, 0.193995333 ,
period1,sc01,t1995, 0.191384667 ,
period1,sc01,t1996, 0.192897 ,
period1,sc01,t1997, 0.196350833 ,
period1,sc01,t1998, 0.201687 ,
period1,sc01,t1999, 0.20035 ,
period1,sc01,t2000, 0.201574667 ,
period1,sc01,t2001, 0.204182333 ,
period1,sc01,t2002, 0.202525333 ,
period1,sc01,t2003, 0.201046833 ,
period1,sc01,t2004, 0.199633833 ,
period1,sc01,t2005, 0.196865333 ,
period1,sc01,t2006, 0.194197667 ,
period1,sc01,t2007, 0.1922715 ,
period1,sc01,t2008, 0.1911815 ,
period1,sc01,t2009, 0.191297667 ,
period1,sc01,t2010, 0.192957833 ,
period1,sc01,t2011, 0.194613833 ,
period1,sc01,t2012, 0.195420667 ,
period1,sc01,t2013, 0.194833167 ,
period1,sc01,t2014, 0.192612167 ,
period1,sc01,t2015, 0.1897545 ,
period1,sc01,t2016, 0.18773 ,
period1,sc01,t2017, 0.191795167 ,
period1,sc01,t2018, 0.187965333 ,
period1,sc01,t2019, 0.187649833 ,
period1,sc01,t2020, 0.185283167 ,
period1,sc01,t2021, 0.185514833 ,
period1,sc01,t2022, 0.188153833 ,
period1,sc01,t2023, 0.18781 ,
period1,sc01,t2024, 0.1890565 ,
period1,sc01,t2025, 0.1930155 ,
period1,sc01,t2026, 0.19511 ,
period1,sc01,t2027, 0.195086833 ,
period1,sc01,t2028, 0.193696833 ,
period1,sc01,t2029, 0.192279 ,
period1,sc01,t2030, 0.189253 ,
period1,sc01,t2031, 0.188245333 ,
period1,sc01,t2032, 0.187982333 ,
period1,sc01,t2033, 0.188727 ,
period1,sc01,t2034, 0.189785667 ,
period1,sc01,t2035, 0.193097833 ,
period1,sc01,t2036, 0.1947075 ,
period1,sc01,t2037, 0.192749833 ,
period1,sc01,t2038, 0.190366167 ,
period1,sc01,t2039, 0.189503667 ,
period1,sc01,t2040, 0.1868735 ,
period1,sc01,t2041, 0.192936667 ,
period1,sc01,t2042, 0.190363 ,
period1,sc01,t2043, 0.189293667 ,
period1,sc01,t2044, 0.18538 ,
period1,sc01,t2045, 0.1853815 ,
period1,sc01,t2046, 0.18547 ,
period1,sc01,t2047, 0.185541 ,
period1,sc01,t2048, 0.189793333 ,
period1,sc01,t2049, 0.1935655 ,
period1,sc01,t2050, 0.195629167 ,
period1,sc01,t2051, 0.193664833 ,
period1,sc01,t2052, 0.184959333 ,
period1,sc01,t2053, 0.1765365 ,
period1,sc01,t2054, 0.169138667 ,
period1,sc01,t2055, 0.1625995 ,
period1,sc01,t2056, 0.1643615 ,
period1,sc01,t2057, 0.1658355 ,
period1,sc01,t2058, 0.178102167 ,
period1,sc01,t2059, 0.186485333 ,
period1,sc01,t2060, 0.186186833 ,
period1,sc01,t2061, 0.1846315 ,
period1,sc01,t2062, 0.173384833 ,
period1,sc01,t2063, 0.165899667 ,
period1,sc01,t2064, 0.159827 ,
period1,sc01,t2065, 0.150620833 ,
period1,sc01,t2066, 0.14005 ,
period1,sc01,t2067, 0.140097833 ,
period1,sc01,t2068, 0.142703833 ,
period1,sc01,t2069, 0.130167833 ,
period1,sc01,t2070, 0.1423635 ,
period1,sc01,t2071, 0.1044255 ,
period1,sc01,t2072, 0.151352333 ,
period1,sc01,t2073, 0.151022 ,
period1,sc01,t2074, 0.158257 ,
period1,sc01,t2075, 0.160447833 ,
period1,sc01,t2076, 0.160825 ,
period1,sc01,t2077, 0.155688 ,
period1,sc01,t2078, 0.148398833 ,
period1,sc01,t2079, 0.143033833 ,
period1,sc01,t2080, 0.143921167 ,
period1,sc01,t2081, 0.148282167 ,
period1,sc01,t2082, 0.157928667 ,
period1,sc01,t2083, 0.162888333 ,
period1,sc01,t2084, 0.181798167 ,
period1,sc01,t2085, 0.1892735 ,
period1,sc01,t2086, 0.184112833 ,
period1,sc01,t2087, 0.1805855 ,
period1,sc01,t2088, 0.170943333 ,
period1,sc01,t2089, 0.139709333 ,
period1,sc01,t2090, 0.130240833 ,
period1,sc01,t2091, 0.130971 ,
period1,sc01,t2092, 0.136476 ,
period1,sc01,t2093, 0.1446715 ,
period1,sc01,t2094, 0.154726667 ,
period1,sc01,t2095, 0.151011667 ,
period1,sc01,t2096, 0.152348667 ,
period1,sc01,t2097, 0.155944333 ,
period1,sc01,t2098, 0.163962667 ,
period1,sc01,t2099, 0.169468667 ,
period1,sc01,t2100, 0.171683667 ,
period1,sc01,t2101, 0.167726667 ,
period1,sc01,t2102, 0.165140667 ,
period1,sc01,t2103, 0.163397667 ,
period1,sc01,t2104, 0.162673 ,
period1,sc01,t2105, 0.162839167 ,
period1,sc01,t2106, 0.162306667 ,
period1,sc01,t2107, 0.168646333 ,
period1,sc01,t2108, 0.171409333 ,
period1,sc01,t2109, 0.173069 ,
period1,sc01,t2110, 0.168812 ,
period1,sc01,t2111, 0.164650167 ,
period1,sc01,t2112, 0.155742 ,
period1,sc01,t2113, 0.151725333 ,
period1,sc01,t2114, 0.1513465 ,
period1,sc01,t2115, 0.1452585 ,
period1,sc01,t2116, 0.1465015 ,
period1,sc01,t2117, 0.155707167 ,
period1,sc01,t2118, 0.171720333 ,
period1,sc01,t2119, 0.186638333 ,
period1,sc01,t2120, 0.195434667 ,
period1,sc01,t2121, 0.19807 ,
period1,sc01,t2122, 0.19805 ,
period1,sc01,t2123, 0.196842167 ,
period1,sc01,t2124, 0.195102667 ,
period1,sc01,t2125, 0.189292 ,
period1,sc01,t2126, 0.185255333 ,
period1,sc01,t2127, 0.183783 ,
period1,sc01,t2128, 0.182801667 ,
period1,sc01,t2129, 0.184219 ,
period1,sc01,t2130, 0.192488 ,
period1,sc01,t2131, 0.196521667 ,
period1,sc01,t2132, 0.197809167 ,
period1,sc01,t2133, 0.198309833 ,
period1,sc01,t2134, 0.195841167 ,
period1,sc01,t2135, 0.189945167 ,
period1,sc01,t2136, 0.186153833 ,
period1,sc01,t2137, 0.188123833 ,
period1,sc01,t2138, 0.186590833 ,
period1,sc01,t2139, 0.187186667 ,
period1,sc01,t2140, 0.184670167 ,
period1,sc01,t2141, 0.187179 ,
period1,sc01,t2142, 0.195471167 ,
period1,sc01,t2143, 0.2009335 ,
period1,sc01,t2144, 0.206003667 ,
period1,sc01,t2145, 0.214385667 ,
period1,sc01,t2146, 0.208736667 ,
period1,sc01,t2147, 0.203795333 ,
period1,sc01,t2148, 0.2023105 ,
period1,sc01,t2149, 0.200560833 ,
period1,sc01,t2150, 0.200009167 ,
period1,sc01,t2151, 0.1993515 ,
period1,sc01,t2152, 0.198252167 ,
period1,sc01,t2153, 0.197816333 ,
period1,sc01,t2154, 0.199397833 ,
period1,sc01,t2155, 0.201069333 ,
period1,sc01,t2156, 0.202803 ,
period1,sc01,t2157, 0.202947667 ,
period1,sc01,t2158, 0.2009875 ,
period1,sc01,t2159, 0.197842 ,
period1,sc01,t2160, 0.194924667 ,
period1,sc01,t2161, 0.189842333 ,
period1,sc01,t2162, 0.187017667 ,
period1,sc01,t2163, 0.186299167 ,
period1,sc01,t2164, 0.186900167 ,
period1,sc01,t2165, 0.190593167 ,
period1,sc01,t2166, 0.199154 ,
period1,sc01,t2167, 0.206143333 ,
period1,sc01,t2168, 0.221820167 ,
period1,sc01,t2169, 0.230094667 ,
period1,sc01,t2170, 0.230223667 ,
period1,sc01,t2171, 0.221439 ,
period1,sc01,t2172, 0.212379167 ,
period1,sc01,t2173, 0.2034445 ,
period1,sc01,t2174, 0.201325333 ,
period1,sc01,t2175, 0.199853167 ,
period1,sc01,t2176, 0.198839833 ,
period1,sc01,t2177, 0.197662333 ,
period1,sc01,t2178, 0.1984055 ,
period1,sc01,t2179, 0.199335333 ,
period1,sc01,t2180, 0.200257 ,
period1,sc01,t2181, 0.201246167 ,
period1,sc01,t2182, 0.200368333 ,
period1,sc01,t2183, 0.1965975 ,
period1,sc01,t2184, 0.188819 ,
period1,sc01,t2185, 0.1910615 ,
period1,sc01,t2186, 0.187614667 ,
period1,sc01,t2187, 0.187859167 ,
period1,sc01,t2188, 0.186114 ,
period1,sc01,t2189, 0.1905785 ,
period1,sc01,t2190, 0.196513167 ,
period1,sc01,t2191, 0.204120167 ,
period1,sc01,t2192, 0.2245595 ,
period1,sc01,t2193, 0.246252333 ,
period1,sc01,t2194, 0.239906167 ,
period1,sc01,t2195, 0.2400745 ,
period1,sc01,t2196, 0.228278167 ,
period1,sc01,t2197, 0.212659167 ,
period1,sc01,t2198, 0.202550667 ,
period1,sc01,t2199, 0.2008015 ,
period1,sc01,t2200, 0.199702333 ,
period1,sc01,t2201, 0.1992685 ,
period1,sc01,t2202, 0.200387667 ,
period1,sc01,t2203, 0.202023167 ,
period1,sc01,t2204, 0.202216167 ,
period1,sc01,t2205, 0.202553833 ,
period1,sc01,t2206, 0.20097 ,
period1,sc01,t2207, 0.198542167 ,
period1,sc01,t2208, 0.194553333 ,
period1,sc01,t2209, 0.195289167 ,
period1,sc01,t2210, 0.192259167 ,
period1,sc01,t2211, 0.190322833 ,
period1,sc01,t2212, 0.183420833 ,
period1,sc01,t2213, 0.184087833 ,
period1,sc01,t2214, 0.185745333 ,
period1,sc01,t2215, 0.1867425 ,
period1,sc01,t2216, 0.192253833 ,
period1,sc01,t2217, 0.195459333 ,
period1,sc01,t2218, 0.197109833 ,
period1,sc01,t2219, 0.1922675 ,
period1,sc01,t2220, 0.185582333 ,
period1,sc01,t2221, 0.1827685 ,
period1,sc01,t2222, 0.182618333 ,
period1,sc01,t2223, 0.178967667 ,
period1,sc01,t2224, 0.17826 ,
period1,sc01,t2225, 0.179600167 ,
period1,sc01,t2226, 0.189218 ,
period1,sc01,t2227, 0.199157667 ,
period1,sc01,t2228, 0.200763833 ,
period1,sc01,t2229, 0.199193833 ,
period1,sc01,t2230, 0.197617667 ,
period1,sc01,t2231, 0.1956715 ,
period1,sc01,t2232, 0.193291667 ,
period1,sc01,t2233, 0.186701 ,
period1,sc01,t2234, 0.1749075 ,
period1,sc01,t2235, 0.171803833 ,
period1,sc01,t2236, 0.1714045 ,
period1,sc01,t2237, 0.169327 ,
period1,sc01,t2238, 0.170334667 ,
period1,sc01,t2239, 0.1706315 ,
period1,sc01,t2240, 0.171971 ,
period1,sc01,t2241, 0.176218667 ,
period1,sc01,t2242, 0.179727833 ,
period1,sc01,t2243, 0.182567 ,
period1,sc01,t2244, 0.183486667 ,
period1,sc01,t2245, 0.178553 ,
period1,sc01,t2246, 0.177545333 ,
period1,sc01,t2247, 0.177336333 ,
period1,sc01,t2248, 0.181333333 ,
period1,sc01,t2249, 0.186301 ,
period1,sc01,t2250, 0.189424167 ,
period1,sc01,t2251, 0.196284833 ,
period1,sc01,t2252, 0.203653167 ,
period1,sc01,t2253, 0.2037875 ,
period1,sc01,t2254, 0.200643667 ,
period1,sc01,t2255, 0.197806667 ,
period1,sc01,t2256, 0.191677667 ,
period1,sc01,t2257, 0.1896295 ,
period1,sc01,t2258, 0.181273667 ,
period1,sc01,t2259, 0.1773585 ,
period1,sc01,t2260, 0.177299333 ,
period1,sc01,t2261, 0.179216667 ,
period1,sc01,t2262, 0.190483 ,
period1,sc01,t2263, 0.205686167 ,
period1,sc01,t2264, 0.222452167 ,
period1,sc01,t2265, 0.250982667 ,
period1,sc01,t2266, 0.290248833 ,
period1,sc01,t2267, 0.264756667 ,
period1,sc01,t2268, 0.226539167 ,
period1,sc01,t2269, 0.2112195 ,
period1,sc01,t2270, 0.215293667 ,
period1,sc01,t2271, 0.2136475 ,
period1,sc01,t2272, 0.2081885 ,
period1,sc01,t2273, 0.208133833 ,
period1,sc01,t2274, 0.2101625 ,
period1,sc01,t2275, 0.2120815 ,
period1,sc01,t2276, 0.2122595 ,
period1,sc01,t2277, 0.217418167 ,
period1,sc01,t2278, 0.2101235 ,
period1,sc01,t2279, 0.203718167 ,
period1,sc01,t2280, 0.196394833 ,
period1,sc01,t2281, 0.188369167 ,
period1,sc01,t2282, 0.185367 ,
period1,sc01,t2283, 0.185159167 ,
period1,sc01,t2284, 0.18338 ,
period1,sc01,t2285, 0.185922 ,
period1,sc01,t2286, 0.196908167 ,
period1,sc01,t2287, 0.2129545 ,
period1,sc01,t2288, 0.2961945 ,
period1,sc01,t2289, 0.318239167 ,
period1,sc01,t2290, 0.315116667 ,
period1,sc01,t2291, 0.307664333 ,
period1,sc01,t2292, 0.296424333 ,
period1,sc01,t2293, 0.244679833 ,
period1,sc01,t2294, 0.239674 ,
period1,sc01,t2295, 0.223306667 ,
period1,sc01,t2296, 0.218356167 ,
period1,sc01,t2297, 0.216648333 ,
period1,sc01,t2298, 0.233404 ,
period1,sc01,t2299, 0.2184865 ,
period1,sc01,t2300, 0.229409833 ,
period1,sc01,t2301, 0.2244905 ,
period1,sc01,t2302, 0.2132005 ,
period1,sc01,t2303, 0.2065735 ,
period1,sc01,t2304, 0.196558667 ,
period1,sc01,t2305, 0.1851465 ,
period1,sc01,t2306, 0.177838333 ,
period1,sc01,t2307, 0.176543 ,
period1,sc01,t2308, 0.175550833 ,
period1,sc01,t2309, 0.176341333 ,
period1,sc01,t2310, 0.185517 ,
period1,sc01,t2311, 0.200289167 ,
period1,sc01,t2312, 0.212154333 ,
period1,sc01,t2313, 0.218788833 ,
period1,sc01,t2314, 0.2121945 ,
period1,sc01,t2315, 0.209990333 ,
period1,sc01,t2316, 0.2034335 ,
period1,sc01,t2317, 0.198271333 ,
period1,sc01,t2318, 0.194856333 ,
period1,sc01,t2319, 0.1975175 ,
period1,sc01,t2320, 0.193212167 ,
period1,sc01,t2321, 0.191664167 ,
period1,sc01,t2322, 0.197283333 ,
period1,sc01,t2323, 0.201047833 ,
period1,sc01,t2324, 0.202705333 ,
period1,sc01,t2325, 0.203529667 ,
period1,sc01,t2326, 0.198587833 ,
period1,sc01,t2327, 0.186484 ,
period1,sc01,t2328, 0.175782833 ,
period1,sc01,t2329, 0.156921833 ,
period1,sc01,t2330, 0.148170833 ,
period1,sc01,t2331, 0.147549667 ,
period1,sc01,t2332, 0.143026167 ,
period1,sc01,t2333, 0.156108667 ,
period1,sc01,t2334, 0.1757655 ,
period1,sc01,t2335, 0.191576667 ,
period1,sc01,t2336, 0.200293333 ,
period1,sc01,t2337, 0.2040145 ,
period1,sc01,t2338, 0.203041333 ,
period1,sc01,t2339, 0.199566167 ,
period1,sc01,t2340, 0.198733 ,
period1,sc01,t2341, 0.197716167 ,
period1,sc01,t2342, 0.196889167 ,
period1,sc01,t2343, 0.1962145 ,
period1,sc01,t2344, 0.194137 ,
period1,sc01,t2345, 0.195164667 ,
period1,sc01,t2346, 0.196657 ,
period1,sc01,t2347, 0.198898667 ,
period1,sc01,t2348, 0.202363 ,
period1,sc01,t2349, 0.2024815 ,
period1,sc01,t2350, 0.198948167 ,
period1,sc01,t2351, 0.193976333 ,
period1,sc01,t2352, 0.18543 ,
period1,sc01,t2353, 0.181259833 ,
period1,sc01,t2354, 0.178882167 ,
period1,sc01,t2355, 0.178429333 ,
period1,sc01,t2356, 0.1790325 ,
period1,sc01,t2357, 0.182235167 ,
period1,sc01,t2358, 0.188588333 ,
period1,sc01,t2359, 0.197548667 ,
period1,sc01,t2360, 0.210039333 ,
period1,sc01,t2361, 0.220626167 ,
period1,sc01,t2362, 0.220942 ,
period1,sc01,t2363, 0.218028167 ,
period1,sc01,t2364, 0.213181333 ,
period1,sc01,t2365, 0.212039833 ,
period1,sc01,t2366, 0.209620667 ,
period1,sc01,t2367, 0.206614167 ,
period1,sc01,t2368, 0.200963 ,
period1,sc01,t2369, 0.201164833 ,
period1,sc01,t2370, 0.202691833 ,
period1,sc01,t2371, 0.206329167 ,
period1,sc01,t2372, 0.205669833 ,
period1,sc01,t2373, 0.204477 ,
period1,sc01,t2374, 0.204211833 ,
period1,sc01,t2375, 0.198932667 ,
period1,sc01,t2376, 0.194410667 ,
period1,sc01,t2377, 0.196752833 ,
period1,sc01,t2378, 0.193361333 ,
period1,sc01,t2379, 0.192272333 ,
period1,sc01,t2380, 0.192997 ,
period1,sc01,t2381, 0.192858667 ,
period1,sc01,t2382, 0.195192667 ,
period1,sc01,t2383, 0.198306167 ,
period1,sc01,t2384, 0.198779833 ,
period1,sc01,t2385, 0.205321833 ,
period1,sc01,t2386, 0.208953 ,
period1,sc01,t2387, 0.207926833 ,
period1,sc01,t2388, 0.206495 ,
period1,sc01,t2389, 0.202502167 ,
period1,sc01,t2390, 0.193095667 ,
period1,sc01,t2391, 0.187553167 ,
period1,sc01,t2392, 0.188977167 ,
period1,sc01,t2393, 0.1925265 ,
period1,sc01,t2394, 0.203051333 ,
period1,sc01,t2395, 0.209610667 ,
period1,sc01,t2396, 0.209035333 ,
period1,sc01,t2397, 0.207546 ,
period1,sc01,t2398, 0.205478 ,
period1,sc01,t2399, 0.201744167 ,
period1,sc01,t2400, 0.197228667 ,
period1,sc01,t2401, 0.194663167 ,
period1,sc01,t2402, 0.187111833 ,
period1,sc01,t2403, 0.1830685 ,
period1,sc01,t2404, 0.1818015 ,
period1,sc01,t2405, 0.1818745 ,
period1,sc01,t2406, 0.180967667 ,
period1,sc01,t2407, 0.181437 ,
period1,sc01,t2408, 0.182526667 ,
period1,sc01,t2409, 0.187756 ,
period1,sc01,t2410, 0.194612333 ,
period1,sc01,t2411, 0.195341667 ,
period1,sc01,t2412, 0.195319333 ,
period1,sc01,t2413, 0.188175167 ,
period1,sc01,t2414, 0.186696167 ,
period1,sc01,t2415, 0.185886167 ,
period1,sc01,t2416, 0.186308833 ,
period1,sc01,t2417, 0.1898325 ,
period1,sc01,t2418, 0.193007333 ,
period1,sc01,t2419, 0.197669 ,
period1,sc01,t2420, 0.203514667 ,
period1,sc01,t2421, 0.203779167 ,
period1,sc01,t2422, 0.203051833 ,
period1,sc01,t2423, 0.197659833 ,
period1,sc01,t2424, 0.186429167 ,
period1,sc01,t2425, 0.185694 ,
period1,sc01,t2426, 0.180019167 ,
period1,sc01,t2427, 0.1794125 ,
period1,sc01,t2428, 0.1814475 ,
period1,sc01,t2429, 0.188523833 ,
period1,sc01,t2430, 0.197177167 ,
period1,sc01,t2431, 0.207418833 ,
period1,sc01,t2432, 0.230562 ,
period1,sc01,t2433, 0.277044 ,
period1,sc01,t2434, 0.262015 ,
period1,sc01,t2435, 0.231320667 ,
period1,sc01,t2436, 0.213002 ,
period1,sc01,t2437, 0.208965167 ,
period1,sc01,t2438, 0.207462833 ,
period1,sc01,t2439, 0.205225167 ,
period1,sc01,t2440, 0.202615667 ,
period1,sc01,t2441, 0.204764833 ,
period1,sc01,t2442, 0.207416167 ,
period1,sc01,t2443, 0.207789333 ,
period1,sc01,t2444, 0.208367833 ,
period1,sc01,t2445, 0.209969667 ,
period1,sc01,t2446, 0.2075065 ,
period1,sc01,t2447, 0.202478 ,
period1,sc01,t2448, 0.196394167 ,
period1,sc01,t2449, 0.1924605 ,
period1,sc01,t2450, 0.189532167 ,
period1,sc01,t2451, 0.18907 ,
period1,sc01,t2452, 0.189113333 ,
period1,sc01,t2453, 0.191793833 ,
period1,sc01,t2454, 0.199223667 ,
period1,sc01,t2455, 0.2066965 ,
period1,sc01,t2456, 0.2173575 ,
period1,sc01,t2457, 0.231882667 ,
period1,sc01,t2458, 0.227078667 ,
period1,sc01,t2459, 0.212792 ,
period1,sc01,t2460, 0.209932167 ,
period1,sc01,t2461, 0.208285333 ,
period1,sc01,t2462, 0.207996 ,
period1,sc01,t2463, 0.207153 ,
period1,sc01,t2464, 0.206139167 ,
period1,sc01,t2465, 0.205517 ,
period1,sc01,t2466, 0.206527833 ,
period1,sc01,t2467, 0.207011667 ,
period1,sc01,t2468, 0.20831 ,
period1,sc01,t2469, 0.209479333 ,
period1,sc01,t2470, 0.208780333 ,
period1,sc01,t2471, 0.204591 ,
period1,sc01,t2472, 0.199943333 ,
period1,sc01,t2473, 0.200653 ,
period1,sc01,t2474, 0.196100833 ,
period1,sc01,t2475, 0.195572333 ,
period1,sc01,t2476, 0.1963645 ,
period1,sc01,t2477, 0.200256167 ,
period1,sc01,t2478, 0.205452167 ,
period1,sc01,t2479, 0.212777167 ,
period1,sc01,t2480, 0.25563 ,
period1,sc01,t2481, 0.321869667 ,
period1,sc01,t2482, 0.295955667 ,
period1,sc01,t2483, 0.264717167 ,
period1,sc01,t2484, 0.246587 ,
period1,sc01,t2485, 0.230993167 ,
period1,sc01,t2486, 0.226409333 ,
period1,sc01,t2487, 0.223283167 ,
period1,sc01,t2488, 0.2151715 ,
period1,sc01,t2489, 0.2129615 ,
period1,sc01,t2490, 0.216600833 ,
period1,sc01,t2491, 0.21724 ,
period1,sc01,t2492, 0.217283 ,
period1,sc01,t2493, 0.219766167 ,
period1,sc01,t2494, 0.216507 ,
period1,sc01,t2495, 0.211542333 ,
period1,sc01,t2496, 0.2074285 ,
period1,sc01,t2497, 0.200192667 ,
period1,sc01,t2498, 0.1961865 ,
period1,sc01,t2499, 0.194173333 ,
period1,sc01,t2500, 0.192028333 ,
period1,sc01,t2501, 0.193296333 ,
period1,sc01,t2502, 0.204407667 ,
period1,sc01,t2503, 0.212606167 ,
period1,sc01,t2504, 0.2876385 ,
period1,sc01,t2505, 0.341419 ,
period1,sc01,t2506, 0.3166075 ,
period1,sc01,t2507, 0.2829875 ,
period1,sc01,t2508, 0.257213333 ,
period1,sc01,t2509, 0.241863667 ,
period1,sc01,t2510, 0.2295035 ,
period1,sc01,t2511, 0.2184405 ,
period1,sc01,t2512, 0.214896333 ,
period1,sc01,t2513, 0.212971167 ,
period1,sc01,t2514, 0.216687 ,
period1,sc01,t2515, 0.222900667 ,
period1,sc01,t2516, 0.217009333 ,
period1,sc01,t2517, 0.215125167 ,
period1,sc01,t2518, 0.210673333 ,
period1,sc01,t2519, 0.208432 ,
period1,sc01,t2520, 0.2036955 ,
period1,sc01,t2521, 0.195676 ,
period1,sc01,t2522, 0.1906665 ,
period1,sc01,t2523, 0.1874625 ,
period1,sc01,t2524, 0.184690667 ,
period1,sc01,t2525, 0.1866665 ,
period1,sc01,t2526, 0.196670333 ,
period1,sc01,t2527, 0.207438333 ,
period1,sc01,t2528, 0.215184333 ,
period1,sc01,t2529, 0.225375167 ,
period1,sc01,t2530, 0.219744833 ,
period1,sc01,t2531, 0.217593667 ,
period1,sc01,t2532, 0.2130655 ,
period1,sc01,t2533, 0.211597167 ,
period1,sc01,t2534, 0.210207167 ,
period1,sc01,t2535, 0.207563833 ,
period1,sc01,t2536, 0.200687 ,
period1,sc01,t2537, 0.199389667 ,
period1,sc01,t2538, 0.202991 ,
period1,sc01,t2539, 0.2077685 ,
period1,sc01,t2540, 0.207686 ,
period1,sc01,t2541, 0.20804 ,
period1,sc01,t2542, 0.208020167 ,
period1,sc01,t2543, 0.206752167 ,
period1,sc01,t2544, 0.200897 ,
period1,sc01,t2545, 0.1958455 ,
period1,sc01,t2546, 0.186658167 ,
period1,sc01,t2547, 0.1823465 ,
period1,sc01,t2548, 0.178013167 ,
period1,sc01,t2549, 0.178218333 ,
period1,sc01,t2550, 0.179361167 ,
period1,sc01,t2551, 0.183045 ,
period1,sc01,t2552, 0.1875785 ,
period1,sc01,t2553, 0.1940565 ,
period1,sc01,t2554, 0.198527167 ,
period1,sc01,t2555, 0.195981667 ,
period1,sc01,t2556, 0.194848 ,
period1,sc01,t2557, 0.191728 ,
period1,sc01,t2558, 0.188631 ,
period1,sc01,t2559, 0.186886333 ,
period1,sc01,t2560, 0.184932 ,
period1,sc01,t2561, 0.186855167 ,
period1,sc01,t2562, 0.188966833 ,
period1,sc01,t2563, 0.191228667 ,
period1,sc01,t2564, 0.196507333 ,
period1,sc01,t2565, 0.199280167 ,
period1,sc01,t2566, 0.198053333 ,
period1,sc01,t2567, 0.194574 ,
period1,sc01,t2568, 0.186401667 ,
period1,sc01,t2569, 0.1774065 ,
period1,sc01,t2570, 0.162810167 ,
period1,sc01,t2571, 0.149156667 ,
period1,sc01,t2572, 0.143653 ,
period1,sc01,t2573, 0.143767167 ,
period1,sc01,t2574, 0.140073833 ,
period1,sc01,t2575, 0.141136667 ,
period1,sc01,t2576, 0.155873833 ,
period1,sc01,t2577, 0.166874667 ,
period1,sc01,t2578, 0.1760245 ,
period1,sc01,t2579, 0.177509833 ,
period1,sc01,t2580, 0.179818667 ,
period1,sc01,t2581, 0.177375333 ,
period1,sc01,t2582, 0.177046333 ,
period1,sc01,t2583, 0.173818833 ,
period1,sc01,t2584, 0.170154833 ,
period1,sc01,t2585, 0.1669995 ,
period1,sc01,t2586, 0.172952833 ,
period1,sc01,t2587, 0.178017667 ,
period1,sc01,t2588, 0.188605667 ,
period1,sc01,t2589, 0.194853833 ,
period1,sc01,t2590, 0.195570333 ,
period1,sc01,t2591, 0.189581333 ,
period1,sc01,t2592, 0.183156167 ,
