,,,EleR_01,HydR_01
period1,sc01,t4163, 0.414460667 ,
period1,sc01,t4164, 0.413695667 ,
period1,sc01,t4165, 0.400315667 ,
period1,sc01,t4166, 0.356809833 ,
period1,sc01,t4167, 0.346304333 ,
period1,sc01,t4168, 0.352868167 ,
period1,sc01,t4169, 0.307569167 ,
period1,sc01,t4170, 0.322383333 ,
period1,sc01,t4171, 0.363995 ,
period1,sc01,t4172, 0.370547 ,
period1,sc01,t4173, 0.356658833 ,
period1,sc01,t4174, 0.348111 ,
period1,sc01,t4175, 0.334430667 ,
period1,sc01,t4176, 0.289277833 ,
period1,sc01,t4177, 0.268109667 ,
period1,sc01,t4178, 0.2448795 ,
period1,sc01,t4179, 0.232877333 ,
period1,sc01,t4180, 0.222680667 ,
period1,sc01,t4181, 0.223142167 ,
period1,sc01,t4182, 0.283726167 ,
period1,sc01,t4183, 0.3349715 ,
period1,sc01,t4184, 0.343621667 ,
period1,sc01,t4185, 0.361454167 ,
period1,sc01,t4186, 0.3636985 ,
period1,sc01,t4187, 0.376998167 ,
period1,sc01,t4188, 0.365772333 ,
period1,sc01,t4189, 0.335984 ,
period1,sc01,t4190, 0.310728833 ,
period1,sc01,t4191, 0.303559667 ,
period1,sc01,t4192, 0.302126833 ,
period1,sc01,t4193, 0.288475667 ,
period1,sc01,t4194, 0.295383333 ,
period1,sc01,t4195, 0.335753667 ,
period1,sc01,t4196, 0.373416 ,
period1,sc01,t4197, 0.354062667 ,
period1,sc01,t4198, 0.304946833 ,
period1,sc01,t4199, 0.286472333 ,
period1,sc01,t4200, 0.251645167 ,
period1,sc01,t4201, 0.242281667 ,
period1,sc01,t4202, 0.2287355 ,
period1,sc01,t4203, 0.224228167 ,
period1,sc01,t4204, 0.2177155 ,
period1,sc01,t4205, 0.223225833 ,
period1,sc01,t4206, 0.251359 ,
period1,sc01,t4207, 0.2899435 ,
period1,sc01,t4208, 0.307836 ,
period1,sc01,t4209, 0.341473833 ,
period1,sc01,t4210, 0.320661833 ,
period1,sc01,t4211, 0.2975705 ,
period1,sc01,t4212, 0.2863775 ,
period1,sc01,t4213, 0.285526667 ,
period1,sc01,t4214, 0.278753167 ,
period1,sc01,t4215, 0.273584833 ,
period1,sc01,t4216, 0.2710055 ,
period1,sc01,t4217, 0.276363667 ,
period1,sc01,t4218, 0.295245667 ,
period1,sc01,t4219, 0.317400667 ,
period1,sc01,t4220, 0.316423 ,
period1,sc01,t4221, 0.291227 ,
period1,sc01,t4222, 0.2912845 ,
period1,sc01,t4223, 0.304891667 ,
period1,sc01,t4224, 0.291324167 ,
period1,sc01,t4225, 0.285485167 ,
period1,sc01,t4226, 0.274211833 ,
period1,sc01,t4227, 0.252117333 ,
period1,sc01,t4228, 0.2300225 ,
period1,sc01,t4229, 0.223673667 ,
period1,sc01,t4230, 0.223462667 ,
period1,sc01,t4231, 0.233534 ,
period1,sc01,t4232, 0.261920167 ,
period1,sc01,t4233, 0.287138 ,
period1,sc01,t4234, 0.312532333 ,
period1,sc01,t4235, 0.320786167 ,
period1,sc01,t4236, 0.3118435 ,
period1,sc01,t4237, 0.284662 ,
period1,sc01,t4238, 0.269955667 ,
period1,sc01,t4239, 0.265544833 ,
period1,sc01,t4240, 0.263976167 ,
period1,sc01,t4241, 0.259132667 ,
period1,sc01,t4242, 0.2654175 ,
period1,sc01,t4243, 0.279015333 ,
period1,sc01,t4244, 0.289244667 ,
period1,sc01,t4245, 0.282283667 ,
period1,sc01,t4246, 0.273186333 ,
period1,sc01,t4247, 0.280231 ,
period1,sc01,t4248, 0.2557595 ,
period1,sc01,t4249, 0.235439667 ,
period1,sc01,t4250, 0.221695 ,
period1,sc01,t4251, 0.2123885 ,
period1,sc01,t4252, 0.202621833 ,
period1,sc01,t4253, 0.188554333 ,
period1,sc01,t4254, 0.188136167 ,
period1,sc01,t4255, 0.218559333 ,
period1,sc01,t4256, 0.2515145 ,
period1,sc01,t4257, 0.2489475 ,
period1,sc01,t4258, 0.256238833 ,
period1,sc01,t4259, 0.277560333 ,
period1,sc01,t4260, 0.286427 ,
period1,sc01,t4261, 0.286190333 ,
period1,sc01,t4262, 0.282554167 ,
period1,sc01,t4263, 0.275613333 ,
period1,sc01,t4264, 0.26932 ,
period1,sc01,t4265, 0.269396833 ,
period1,sc01,t4266, 0.273934667 ,
period1,sc01,t4267, 0.274213167 ,
period1,sc01,t4268, 0.274522167 ,
period1,sc01,t4269, 0.281709667 ,
period1,sc01,t4270, 0.280610333 ,
period1,sc01,t4271, 0.286160167 ,
period1,sc01,t4272, 0.2638575 ,
period1,sc01,t4273, 0.235126833 ,
period1,sc01,t4274, 0.219405667 ,
period1,sc01,t4275, 0.207708167 ,
period1,sc01,t4276, 0.194413833 ,
period1,sc01,t4277, 0.2180345 ,
period1,sc01,t4278, 0.276612667 ,
period1,sc01,t4279, 0.341625833 ,
period1,sc01,t4280, 0.414034333 ,
period1,sc01,t4281, 0.734913333 ,
period1,sc01,t4282, 0.888169333 ,
period1,sc01,t4283, 0.835533333 ,
period1,sc01,t4284, 0.969197833 ,
period1,sc01,t4285, 0.943272667 ,
period1,sc01,t4286, 1.020360833 ,
period1,sc01,t4287, 0.893585333 ,
period1,sc01,t4288, 0.818513 ,
period1,sc01,t4289, 0.408437833 ,
period1,sc01,t4290, 0.3967185 ,
period1,sc01,t4291, 0.409239333 ,
period1,sc01,t4292, 0.421424833 ,
period1,sc01,t4293, 0.376483 ,
period1,sc01,t4294, 0.353598167 ,
period1,sc01,t4295, 0.349737833 ,
period1,sc01,t4296, 0.301939333 ,
period1,sc01,t4297, 0.273877333 ,
period1,sc01,t4298, 0.256388 ,
period1,sc01,t4299, 0.2431475 ,
period1,sc01,t4300, 0.234802667 ,
period1,sc01,t4301, 0.23939 ,
period1,sc01,t4302, 0.293567667 ,
period1,sc01,t4303, 0.404186833 ,
period1,sc01,t4304, 1.130278667 ,
period1,sc01,t4305, 1.407345333 ,
period1,sc01,t4306, 1.364159333 ,
period1,sc01,t4307, 1.411159167 ,
period1,sc01,t4308, 1.57307 ,
period1,sc01,t4309, 1.418149833 ,
period1,sc01,t4310, 1.502499 ,
period1,sc01,t4311, 1.492975667 ,
period1,sc01,t4312, 0.962025 ,
period1,sc01,t4313, 0.525555 ,
period1,sc01,t4314, 0.412585167 ,
period1,sc01,t4315, 0.484454667 ,
period1,sc01,t4316, 0.561532833 ,
period1,sc01,t4317, 0.39355 ,
period1,sc01,t4318, 0.3930355 ,
period1,sc01,t4319, 0.361599 ,
period1,sc01,t4320, 0.297741333 ,
period1,sc01,t4321, 0.2929445 ,
period1,sc01,t4322, 0.283757333 ,
period1,sc01,t4323, 0.2829975 ,
period1,sc01,t4324, 0.282253667 ,
period1,sc01,t4325, 0.282117333 ,
period1,sc01,t4326, 0.297794833 ,
period1,sc01,t4327, 0.397592167 ,
period1,sc01,t4328, 0.459196167 ,
period1,sc01,t4329, 0.676208 ,
period1,sc01,t4330, 0.7533745 ,
period1,sc01,t4331, 0.786559 ,
period1,sc01,t4332, 0.7105165 ,
period1,sc01,t4333, 0.749949167 ,
period1,sc01,t4334, 0.582336833 ,
period1,sc01,t4335, 0.5821405 ,
period1,sc01,t4336, 0.578597833 ,
period1,sc01,t4337, 0.40254 ,
period1,sc01,t4338, 0.396056333 ,
period1,sc01,t4339, 0.396426833 ,
period1,sc01,t4340, 0.395671167 ,
period1,sc01,t4341, 0.361846 ,
period1,sc01,t4342, 0.346123833 ,
period1,sc01,t4343, 0.336749 ,
period1,sc01,t4344, 0.2921585 ,
period1,sc01,t4345, 0.275372333 ,
period1,sc01,t4346, 0.264880667 ,
period1,sc01,t4347, 0.2642875 ,
period1,sc01,t4348, 0.261739167 ,
period1,sc01,t4349, 0.260021667 ,
period1,sc01,t4350, 0.301665 ,
period1,sc01,t4351, 0.351689333 ,
period1,sc01,t4352, 0.396966333 ,
period1,sc01,t4353, 0.425555833 ,
period1,sc01,t4354, 0.453737333 ,
period1,sc01,t4355, 0.425252167 ,
period1,sc01,t4356, 0.423989667 ,
period1,sc01,t4357, 0.376249667 ,
period1,sc01,t4358, 0.345524833 ,
period1,sc01,t4359, 0.343774333 ,
period1,sc01,t4360, 0.327713167 ,
period1,sc01,t4361, 0.304728 ,
period1,sc01,t4362, 0.295764333 ,
period1,sc01,t4363, 0.331334667 ,
period1,sc01,t4364, 0.360580167 ,
period1,sc01,t4365, 0.328843667 ,
period1,sc01,t4366, 0.300818667 ,
period1,sc01,t4367, 0.304834167 ,
period1,sc01,t4368, 0.268056 ,
period1,sc01,t4369, 0.276032333 ,
period1,sc01,t4370, 0.238215333 ,
period1,sc01,t4371, 0.226664 ,
period1,sc01,t4372, 0.222762167 ,
period1,sc01,t4373, 0.223156 ,
period1,sc01,t4374, 0.273796667 ,
period1,sc01,t4375, 0.282436333 ,
period1,sc01,t4376, 0.316923833 ,
period1,sc01,t4377, 0.344947 ,
period1,sc01,t4378, 0.314030167 ,
period1,sc01,t4379, 0.310303667 ,
period1,sc01,t4380, 0.298558333 ,
period1,sc01,t4381, 0.288866 ,
period1,sc01,t4382, 0.2796435 ,
period1,sc01,t4383, 0.271522333 ,
period1,sc01,t4384, 0.267417 ,
period1,sc01,t4385, 0.260816 ,
period1,sc01,t4386, 0.26509 ,
period1,sc01,t4387, 0.287549333 ,
period1,sc01,t4388, 0.289391 ,
period1,sc01,t4389, 0.261093833 ,
period1,sc01,t4390, 0.258966167 ,
period1,sc01,t4391, 0.2592295 ,
period1,sc01,t4392, 0.253174833 ,
period1,sc01,t4393, 0.2450065 ,
period1,sc01,t4394, 0.198507333 ,
period1,sc01,t4395, 0.182123833 ,
period1,sc01,t4396, 0.164537167 ,
period1,sc01,t4397, 0.157847 ,
period1,sc01,t4398, 0.156389 ,
period1,sc01,t4399, 0.185696 ,
period1,sc01,t4400, 0.212976167 ,
period1,sc01,t4401, 0.235246833 ,
period1,sc01,t4402, 0.239784667 ,
period1,sc01,t4403, 0.2400035 ,
period1,sc01,t4404, 0.23654 ,
period1,sc01,t4405, 0.228779167 ,
period1,sc01,t4406, 0.223288333 ,
period1,sc01,t4407, 0.215530833 ,
period1,sc01,t4408, 0.2163535 ,
period1,sc01,t4409, 0.227339833 ,
period1,sc01,t4410, 0.236759 ,
period1,sc01,t4411, 0.236147667 ,
period1,sc01,t4412, 0.238390333 ,
period1,sc01,t4413, 0.2395195 ,
period1,sc01,t4414, 0.235472833 ,
period1,sc01,t4415, 0.241691167 ,
period1,sc01,t4416, 0.215592 ,
period1,sc01,t4417, 0.203139833 ,
period1,sc01,t4418, 0.192225 ,
period1,sc01,t4419, 0.175079667 ,
period1,sc01,t4420, 0.154910333 ,
period1,sc01,t4421, 0.1147975 ,
period1,sc01,t4422, 0.114501667 ,
period1,sc01,t4423, 0.141040667 ,
period1,sc01,t4424, 0.169694333 ,
period1,sc01,t4425, 0.187829 ,
period1,sc01,t4426, 0.233261 ,
period1,sc01,t4427, 0.2369445 ,
period1,sc01,t4428, 0.241977 ,
period1,sc01,t4429, 0.2447845 ,
period1,sc01,t4430, 0.246863833 ,
period1,sc01,t4431, 0.249487667 ,
period1,sc01,t4432, 0.251681667 ,
period1,sc01,t4433, 0.250049167 ,
period1,sc01,t4434, 0.252357 ,
period1,sc01,t4435, 0.252270667 ,
period1,sc01,t4436, 0.257814333 ,
period1,sc01,t4437, 0.2695665 ,
period1,sc01,t4438, 0.2866485 ,
period1,sc01,t4439, 0.296938833 ,
period1,sc01,t4440, 0.282126 ,
period1,sc01,t4441, 0.247428833 ,
period1,sc01,t4442, 0.233137333 ,
period1,sc01,t4443, 0.229361667 ,
period1,sc01,t4444, 0.2247025 ,
period1,sc01,t4445, 0.222666833 ,
period1,sc01,t4446, 0.234215 ,
period1,sc01,t4447, 0.3005105 ,
period1,sc01,t4448, 0.331059 ,
period1,sc01,t4449, 0.355682667 ,
period1,sc01,t4450, 0.315158167 ,
period1,sc01,t4451, 0.316622667 ,
period1,sc01,t4452, 0.304812333 ,
period1,sc01,t4453, 0.294854333 ,
period1,sc01,t4454, 0.290972167 ,
period1,sc01,t4455, 0.290495833 ,
period1,sc01,t4456, 0.289721167 ,
period1,sc01,t4457, 0.293593 ,
period1,sc01,t4458, 0.309592333 ,
period1,sc01,t4459, 0.3384305 ,
period1,sc01,t4460, 0.360917667 ,
period1,sc01,t4461, 0.362656 ,
period1,sc01,t4462, 0.334006167 ,
period1,sc01,t4463, 0.328189667 ,
period1,sc01,t4464, 0.311144667 ,
period1,sc01,t4465, 0.280871 ,
period1,sc01,t4466, 0.253548667 ,
period1,sc01,t4467, 0.2390625 ,
period1,sc01,t4468, 0.2243895 ,
period1,sc01,t4469, 0.220562167 ,
period1,sc01,t4470, 0.240901 ,
period1,sc01,t4471, 0.285218333 ,
period1,sc01,t4472, 0.3207535 ,
period1,sc01,t4473, 0.33432 ,
period1,sc01,t4474, 0.321662167 ,
period1,sc01,t4475, 0.305690833 ,
period1,sc01,t4476, 0.295484333 ,
period1,sc01,t4477, 0.2821575 ,
period1,sc01,t4478, 0.281431 ,
period1,sc01,t4479, 0.282011 ,
period1,sc01,t4480, 0.277835167 ,
period1,sc01,t4481, 0.271621667 ,
period1,sc01,t4482, 0.2699705 ,
period1,sc01,t4483, 0.270979333 ,
period1,sc01,t4484, 0.259035167 ,
period1,sc01,t4485, 0.252879667 ,
period1,sc01,t4486, 0.2546755 ,
period1,sc01,t4487, 0.256974667 ,
period1,sc01,t4488, 0.2336935 ,
period1,sc01,t4489, 0.201095333 ,
period1,sc01,t4490, 0.179524833 ,
period1,sc01,t4491, 0.141179 ,
period1,sc01,t4492, 0.124436833 ,
period1,sc01,t4493, 0.115499 ,
period1,sc01,t4494, 0.157352333 ,
period1,sc01,t4495, 0.228594667 ,
period1,sc01,t4496, 0.2467975 ,
period1,sc01,t4497, 0.260290667 ,
period1,sc01,t4498, 0.264530667 ,
period1,sc01,t4499, 0.2687 ,
period1,sc01,t4500, 0.268659167 ,
period1,sc01,t4501, 0.266228 ,
period1,sc01,t4502, 0.264903333 ,
period1,sc01,t4503, 0.263267167 ,
period1,sc01,t4504, 0.259572667 ,
period1,sc01,t4505, 0.260337167 ,
period1,sc01,t4506, 0.261430167 ,
period1,sc01,t4507, 0.266218 ,
period1,sc01,t4508, 0.269691833 ,
period1,sc01,t4509, 0.2727845 ,
period1,sc01,t4510, 0.274732167 ,
period1,sc01,t4511, 0.269322333 ,
period1,sc01,t4512, 0.255810333 ,
period1,sc01,t4513, 0.250857667 ,
period1,sc01,t4514, 0.2357635 ,
period1,sc01,t4515, 0.223256667 ,
period1,sc01,t4516, 0.204314 ,
period1,sc01,t4517, 0.212581167 ,
period1,sc01,t4518, 0.234639 ,
period1,sc01,t4519, 0.2790365 ,
period1,sc01,t4520, 0.291504 ,
period1,sc01,t4521, 0.307976 ,
period1,sc01,t4522, 0.291027667 ,
period1,sc01,t4523, 0.279640667 ,
period1,sc01,t4524, 0.2771765 ,
period1,sc01,t4525, 0.268787167 ,
period1,sc01,t4526, 0.273354167 ,
period1,sc01,t4527, 0.2742075 ,
period1,sc01,t4528, 0.2751405 ,
period1,sc01,t4529, 0.269464 ,
period1,sc01,t4530, 0.281089833 ,
period1,sc01,t4531, 0.291745667 ,
period1,sc01,t4532, 0.294523667 ,
period1,sc01,t4533, 0.299385833 ,
period1,sc01,t4534, 0.2950115 ,
period1,sc01,t4535, 0.294903 ,
period1,sc01,t4536, 0.282968167 ,
period1,sc01,t4537, 0.264314167 ,
period1,sc01,t4538, 0.2490195 ,
period1,sc01,t4539, 0.236940667 ,
period1,sc01,t4540, 0.222185667 ,
period1,sc01,t4541, 0.2198605 ,
period1,sc01,t4542, 0.237786333 ,
period1,sc01,t4543, 0.284835167 ,
period1,sc01,t4544, 0.324048833 ,
period1,sc01,t4545, 0.356636333 ,
period1,sc01,t4546, 0.333700167 ,
period1,sc01,t4547, 0.315942 ,
period1,sc01,t4548, 0.311608 ,
period1,sc01,t4549, 0.2925105 ,
period1,sc01,t4550, 0.286629 ,
period1,sc01,t4551, 0.2858995 ,
period1,sc01,t4552, 0.2811025 ,
period1,sc01,t4553, 0.278334833 ,
period1,sc01,t4554, 0.280364667 ,
period1,sc01,t4555, 0.278925333 ,
period1,sc01,t4556, 0.281923167 ,
period1,sc01,t4557, 0.265992167 ,
period1,sc01,t4558, 0.255094667 ,
period1,sc01,t4559, 0.26551 ,
period1,sc01,t4560, 0.237177167 ,
period1,sc01,t4561, 0.236175333 ,
period1,sc01,t4562, 0.221538 ,
period1,sc01,t4563, 0.209548833 ,
period1,sc01,t4564, 0.205075333 ,
period1,sc01,t4565, 0.189009 ,
period1,sc01,t4566, 0.1974815 ,
period1,sc01,t4567, 0.213912 ,
period1,sc01,t4568, 0.2386715 ,
period1,sc01,t4569, 0.265586333 ,
period1,sc01,t4570, 0.28201 ,
period1,sc01,t4571, 0.2890805 ,
period1,sc01,t4572, 0.288414167 ,
period1,sc01,t4573, 0.282061167 ,
period1,sc01,t4574, 0.2753715 ,
period1,sc01,t4575, 0.25938 ,
period1,sc01,t4576, 0.2505175 ,
period1,sc01,t4577, 0.249778333 ,
period1,sc01,t4578, 0.250035167 ,
period1,sc01,t4579, 0.271201667 ,
period1,sc01,t4580, 0.2836805 ,
period1,sc01,t4581, 0.283115167 ,
period1,sc01,t4582, 0.2829105 ,
period1,sc01,t4583, 0.287286 ,
period1,sc01,t4584, 0.2645485 ,
period1,sc01,t4585, 0.224756167 ,
period1,sc01,t4586, 0.214358 ,
period1,sc01,t4587, 0.205826833 ,
period1,sc01,t4588, 0.196725167 ,
period1,sc01,t4589, 0.192836833 ,
period1,sc01,t4590, 0.189252167 ,
period1,sc01,t4591, 0.198071167 ,
period1,sc01,t4592, 0.224001 ,
period1,sc01,t4593, 0.253415333 ,
period1,sc01,t4594, 0.2797105 ,
period1,sc01,t4595, 0.281002167 ,
period1,sc01,t4596, 0.28579 ,
period1,sc01,t4597, 0.282246833 ,
period1,sc01,t4598, 0.282058333 ,
period1,sc01,t4599, 0.281914333 ,
period1,sc01,t4600, 0.279216833 ,
period1,sc01,t4601, 0.279048833 ,
period1,sc01,t4602, 0.2801695 ,
period1,sc01,t4603, 0.280831167 ,
period1,sc01,t4604, 0.286901 ,
period1,sc01,t4605, 0.2928615 ,
period1,sc01,t4606, 0.293040167 ,
period1,sc01,t4607, 0.298094667 ,
period1,sc01,t4608, 0.281614167 ,
period1,sc01,t4609, 0.232556667 ,
period1,sc01,t4610, 0.212752667 ,
period1,sc01,t4611, 0.2044685 ,
period1,sc01,t4612, 0.1936825 ,
period1,sc01,t4613, 0.189842833 ,
period1,sc01,t4614, 0.233842667 ,
period1,sc01,t4615, 0.278972667 ,
period1,sc01,t4616, 0.287096833 ,
period1,sc01,t4617, 0.304387333 ,
period1,sc01,t4618, 0.291243667 ,
period1,sc01,t4619, 0.290822667 ,
period1,sc01,t4620, 0.288015833 ,
period1,sc01,t4621, 0.287183 ,
period1,sc01,t4622, 0.287295333 ,
period1,sc01,t4623, 0.283432667 ,
period1,sc01,t4624, 0.280531 ,
period1,sc01,t4625, 0.2740685 ,
period1,sc01,t4626, 0.272333167 ,
period1,sc01,t4627, 0.279707333 ,
period1,sc01,t4628, 0.286123667 ,
period1,sc01,t4629, 0.290908333 ,
period1,sc01,t4630, 0.281761167 ,
period1,sc01,t4631, 0.269788333 ,
period1,sc01,t4632, 0.255235667 ,
period1,sc01,t4633, 0.2376945 ,
period1,sc01,t4634, 0.227088833 ,
period1,sc01,t4635, 0.212301667 ,
period1,sc01,t4636, 0.214168333 ,
period1,sc01,t4637, 0.214447667 ,
period1,sc01,t4638, 0.237357333 ,
period1,sc01,t4639, 0.274891333 ,
period1,sc01,t4640, 0.305944 ,
period1,sc01,t4641, 0.323079833 ,
period1,sc01,t4642, 0.310552 ,
period1,sc01,t4643, 0.303117 ,
period1,sc01,t4644, 0.309820833 ,
period1,sc01,t4645, 0.297957833 ,
period1,sc01,t4646, 0.291377833 ,
period1,sc01,t4647, 0.293523167 ,
period1,sc01,t4648, 0.2884205 ,
period1,sc01,t4649, 0.289810167 ,
period1,sc01,t4650, 0.3005695 ,
period1,sc01,t4651, 0.3082575 ,
period1,sc01,t4652, 0.310973 ,
period1,sc01,t4653, 0.305915833 ,
period1,sc01,t4654, 0.310363167 ,
period1,sc01,t4655, 0.308506667 ,
period1,sc01,t4656, 0.291934 ,
period1,sc01,t4657, 0.265473333 ,
period1,sc01,t4658, 0.256645167 ,
period1,sc01,t4659, 0.2461645 ,
period1,sc01,t4660, 0.236415833 ,
period1,sc01,t4661, 0.2376005 ,
period1,sc01,t4662, 0.253193167 ,
period1,sc01,t4663, 0.301657 ,
period1,sc01,t4664, 0.331253667 ,
period1,sc01,t4665, 0.3822415 ,
period1,sc01,t4666, 0.3839015 ,
period1,sc01,t4667, 0.372237167 ,
period1,sc01,t4668, 0.374448 ,
period1,sc01,t4669, 0.340843333 ,
period1,sc01,t4670, 0.349188167 ,
period1,sc01,t4671, 0.342188167 ,
period1,sc01,t4672, 0.318330167 ,
period1,sc01,t4673, 0.309650833 ,
period1,sc01,t4674, 0.3193465 ,
period1,sc01,t4675, 0.33153 ,
period1,sc01,t4676, 0.331206833 ,
period1,sc01,t4677, 0.3119115 ,
period1,sc01,t4678, 0.298431667 ,
period1,sc01,t4679, 0.2981485 ,
period1,sc01,t4680, 0.275004833 ,
period1,sc01,t4681, 0.237352 ,
period1,sc01,t4682, 0.226664333 ,
period1,sc01,t4683, 0.2156345 ,
period1,sc01,t4684, 0.211057167 ,
period1,sc01,t4685, 0.204280667 ,
period1,sc01,t4686, 0.2326575 ,
period1,sc01,t4687, 0.268770833 ,
period1,sc01,t4688, 0.285171833 ,
period1,sc01,t4689, 0.310055333 ,
period1,sc01,t4690, 0.309956167 ,
period1,sc01,t4691, 0.3203925 ,
period1,sc01,t4692, 0.322873333 ,
period1,sc01,t4693, 0.321374 ,
period1,sc01,t4694, 0.3257525 ,
period1,sc01,t4695, 0.326502667 ,
period1,sc01,t4696, 0.326979167 ,
period1,sc01,t4697, 0.3109765 ,
period1,sc01,t4698, 0.309796167 ,
period1,sc01,t4699, 0.321782167 ,
period1,sc01,t4700, 0.311102667 ,
period1,sc01,t4701, 0.2999115 ,
period1,sc01,t4702, 0.291544833 ,
period1,sc01,t4703, 0.279749833 ,
period1,sc01,t4704, 0.262939 ,
period1,sc01,t4705, 0.246035 ,
period1,sc01,t4706, 0.226384333 ,
period1,sc01,t4707, 0.198205333 ,
period1,sc01,t4708, 0.191432167 ,
period1,sc01,t4709, 0.191557167 ,
period1,sc01,t4710, 0.226834333 ,
period1,sc01,t4711, 0.264669833 ,
period1,sc01,t4712, 0.288922333 ,
period1,sc01,t4713, 0.293299833 ,
period1,sc01,t4714, 0.299817667 ,
period1,sc01,t4715, 0.302024333 ,
period1,sc01,t4716, 0.301056 ,
period1,sc01,t4717, 0.298439667 ,
period1,sc01,t4718, 0.297211667 ,
period1,sc01,t4719, 0.295526 ,
period1,sc01,t4720, 0.294667 ,
period1,sc01,t4721, 0.292691667 ,
period1,sc01,t4722, 0.291122 ,
period1,sc01,t4723, 0.297366167 ,
period1,sc01,t4724, 0.310548333 ,
period1,sc01,t4725, 0.300934667 ,
period1,sc01,t4726, 0.296662667 ,
period1,sc01,t4727, 0.306693 ,
period1,sc01,t4728, 0.297078333 ,
period1,sc01,t4729, 0.275569 ,
period1,sc01,t4730, 0.230455667 ,
period1,sc01,t4731, 0.2176525 ,
period1,sc01,t4732, 0.2083395 ,
period1,sc01,t4733, 0.207194667 ,
period1,sc01,t4734, 0.211394333 ,
period1,sc01,t4735, 0.234697167 ,
period1,sc01,t4736, 0.271949 ,
period1,sc01,t4737, 0.286718667 ,
period1,sc01,t4738, 0.2914625 ,
period1,sc01,t4739, 0.297514667 ,
period1,sc01,t4740, 0.297711167 ,
period1,sc01,t4741, 0.292945 ,
period1,sc01,t4742, 0.286079667 ,
period1,sc01,t4743, 0.281196667 ,
period1,sc01,t4744, 0.272765167 ,
period1,sc01,t4745, 0.274303667 ,
period1,sc01,t4746, 0.277692167 ,
period1,sc01,t4747, 0.290863 ,
period1,sc01,t4748, 0.294493333 ,
period1,sc01,t4749, 0.289367333 ,
period1,sc01,t4750, 0.288646833 ,
period1,sc01,t4751, 0.289796667 ,
period1,sc01,t4752, 0.263692167 ,
period1,sc01,t4753, 0.231566 ,
period1,sc01,t4754, 0.208225333 ,
period1,sc01,t4755, 0.2024415 ,
period1,sc01,t4756, 0.1906355 ,
period1,sc01,t4757, 0.185033167 ,
period1,sc01,t4758, 0.183461 ,
period1,sc01,t4759, 0.184426833 ,
period1,sc01,t4760, 0.203851167 ,
period1,sc01,t4761, 0.2471665 ,
period1,sc01,t4762, 0.257744 ,
period1,sc01,t4763, 0.267487667 ,
period1,sc01,t4764, 0.271428 ,
period1,sc01,t4765, 0.268401 ,
period1,sc01,t4766, 0.270775833 ,
period1,sc01,t4767, 0.2681275 ,
period1,sc01,t4768, 0.265632667 ,
period1,sc01,t4769, 0.266438333 ,
period1,sc01,t4770, 0.2699525 ,
period1,sc01,t4771, 0.274223667 ,
period1,sc01,t4772, 0.2738185 ,
period1,sc01,t4773, 0.2721695 ,
period1,sc01,t4774, 0.284605667 ,
period1,sc01,t4775, 0.288822667 ,
period1,sc01,t4776, 0.273761833 ,
period1,sc01,t4777, 0.245828 ,
period1,sc01,t4778, 0.227303333 ,
period1,sc01,t4779, 0.220391667 ,
period1,sc01,t4780, 0.218702667 ,
period1,sc01,t4781, 0.2178975 ,
period1,sc01,t4782, 0.2315385 ,
period1,sc01,t4783, 0.279689167 ,
period1,sc01,t4784, 0.306530333 ,
period1,sc01,t4785, 0.326364167 ,
period1,sc01,t4786, 0.311700833 ,
period1,sc01,t4787, 0.302288 ,
period1,sc01,t4788, 0.300982 ,
period1,sc01,t4789, 0.300513167 ,
period1,sc01,t4790, 0.300654333 ,
period1,sc01,t4791, 0.297873333 ,
period1,sc01,t4792, 0.292641833 ,
period1,sc01,t4793, 0.285763 ,
period1,sc01,t4794, 0.291462667 ,
period1,sc01,t4795, 0.304055833 ,
period1,sc01,t4796, 0.306733167 ,
period1,sc01,t4797, 0.3051705 ,
period1,sc01,t4798, 0.306364167 ,
period1,sc01,t4799, 0.3051385 ,
period1,sc01,t4800, 0.287490833 ,
period1,sc01,t4801, 0.260911167 ,
period1,sc01,t4802, 0.256152833 ,
period1,sc01,t4803, 0.249748 ,
period1,sc01,t4804, 0.244865833 ,
period1,sc01,t4805, 0.2423435 ,
period1,sc01,t4806, 0.248036167 ,
period1,sc01,t4807, 0.293788667 ,
period1,sc01,t4808, 0.326745 ,
period1,sc01,t4809, 0.360867333 ,
period1,sc01,t4810, 0.337272833 ,
period1,sc01,t4811, 0.312057333 ,
period1,sc01,t4812, 0.311190167 ,
period1,sc01,t4813, 0.304071167 ,
period1,sc01,t4814, 0.301183667 ,
period1,sc01,t4815, 0.3008495 ,
period1,sc01,t4816, 0.303235167 ,
period1,sc01,t4817, 0.306939333 ,
period1,sc01,t4818, 0.333798333 ,
period1,sc01,t4819, 0.353974833 ,
period1,sc01,t4820, 0.331650833 ,
period1,sc01,t4821, 0.3205735 ,
period1,sc01,t4822, 0.325105833 ,
period1,sc01,t4823, 0.301378667 ,
period1,sc01,t4824, 0.2734395 ,
period1,sc01,t4825, 0.265472833 ,
period1,sc01,t4826, 0.249615167 ,
period1,sc01,t4827, 0.243969333 ,
period1,sc01,t4828, 0.240957833 ,
period1,sc01,t4829, 0.2398445 ,
period1,sc01,t4830, 0.251846667 ,
period1,sc01,t4831, 0.283377 ,
period1,sc01,t4832, 0.3108365 ,
period1,sc01,t4833, 0.339835833 ,
