,,,,Production/Discharge [KWh],Production/Discharge [KWh],Production/Discharge [KWh],ENS [KWh],ENS [KWh],Load/Home [KWh],Load/Home [KWh],Electricity Buy [KWh],Electricity Buy [KWh],Electricity Sell [KWh],Electricity Sell [KWh],Spot Price [EUR/KWh],EleCost [EUR/KWh],ElePrice [EUR/KWh]
,,,,BESS,EV,Solar-PV,Node1,Node2,Node1,Node2,Node1,Node2,Node1,Node2,EleR_01,EleR_01,EleR_01
period1,sc01,t3593,2025-05-30 17:27:00,0.0,0.0,1.432178427,0.0,0.0,-1.092,0.0,0.0,0.0,-0.3401784269999999,0.0,0.199087,1.30510875,0.1592696
period1,sc01,t3594,2025-05-30 18:27:00,0.0,0.0,1.792614208,0.0,0.0,-1.008,0.0,0.0,0.0,-0.784614208,0.0,0.206631,1.31453875,0.16530480000000003
period1,sc01,t3595,2025-05-30 19:27:00,0.0,0.0,0.964489782,0.0,0.0,-0.964489782,0.0,0.0,0.0,0.0,0.0,0.209636833,1.31829604125,0.1677094664
period1,sc01,t3596,2025-05-30 20:27:00,0.0,0.0,0.098152323,0.0,0.0,-2.015510218,0.0,1.917357895,0.0,0.0,0.0,0.2094825,1.318103125,0.167586
period1,sc01,t3597,2025-05-30 21:27:00,0.0,0.0,0.0,0.0,0.0,-0.9229999999999999,0.0,0.9229999999999999,0.0,0.0,0.0,0.211441833,1.32055229125,0.1691534664
period1,sc01,t3598,2025-05-30 22:27:00,0.0,0.0,0.0,0.0,0.0,-0.747,0.0,0.747,0.0,0.0,0.0,0.213874333,1.32359291625,0.1710994664
period1,sc01,t3599,2025-05-30 23:27:00,0.0,0.0,0.0,0.0,0.0,-2.436,0.0,2.436,0.0,0.0,0.0,0.211336833,1.3204210412500001,0.1690694664
period1,sc01,t3600,2025-05-31 00:27:00,0.0,0.0,0.0,0.0,0.0,-3.224,0.0,3.224,0.0,0.0,0.0,0.185479833,1.28809979125,0.1483838664
period1,sc01,t3601,2025-05-31 01:27:00,0.0,0.0,0.0,0.0,0.0,-0.7490000000000001,0.0,0.7490000000000001,0.0,0.0,0.0,0.1671665,1.265208125,0.1337332
period1,sc01,t3602,2025-05-31 02:27:00,0.0,0.0,0.0,0.0,0.0,-2.111,0.0,2.111,0.0,0.0,0.0,0.131312333,1.2203904162499999,0.10504986640000001
period1,sc01,t3603,2025-05-31 03:27:00,0.0,0.0,0.0,0.0,0.0,-0.22999999999999998,0.0,0.22999999999999998,0.0,0.0,0.0,0.1165005,1.201875625,0.09320040000000002
period1,sc01,t3604,2025-05-31 04:27:00,0.0,0.0,0.000264448,0.0,0.0,-0.39,0.0,0.38973555200000004,0.0,0.0,0.0,0.1048645,1.187330625,0.08389160000000001
period1,sc01,t3605,2025-05-31 05:27:00,0.0,0.0,0.054855824,0.0,0.0,-0.20299999999999999,0.0,0.148144176,0.0,0.0,0.0,0.113969833,1.1987122912500001,0.09117586640000001
period1,sc01,t3606,2025-05-31 06:27:00,0.0,0.0,0.456922888,0.0,0.0,-0.387,0.0,0.0,0.0,-0.06992288800000002,0.0,0.183725,1.28590625,0.14698
period1,sc01,t3607,2025-05-31 07:27:00,0.0,0.0,0.947789394,0.0,0.0,-0.481,0.0,0.0,0.0,-0.46678939399999997,0.0,0.227325333,1.34040666625,0.1818602664
period1,sc01,t3608,2025-05-31 08:27:00,0.0,0.0,1.671017736,0.0,0.0,-0.29900000000000004,0.0,0.0,0.0,-1.372017736,0.0,0.241576667,1.35822083375,0.1932613336
period1,sc01,t3609,2025-05-31 09:27:00,0.0,0.0,2.590928281,0.0,0.0,-0.8499999999999999,0.0,0.0,0.0,-1.7409282810000002,0.0,0.263183667,1.3852295837500002,0.2105469336
period1,sc01,t3610,2025-05-31 10:27:00,0.0,0.0,2.888620397,0.0,0.0,-0.78,0.0,0.0,0.0,-2.108620397,0.0,0.261620667,1.38327583375,0.2092965336
period1,sc01,t3611,2025-05-31 11:27:00,0.0,0.0,2.83559822,0.0,0.0,-0.8,0.0,0.0,0.0,-2.03559822,0.0,0.2609045,1.382380625,0.2087236
period1,sc01,t3612,2025-05-31 12:27:00,0.0,0.0,2.748123073,0.0,0.0,-0.26,0.0,0.0,0.0,-2.4881230729999997,0.0,0.250989833,1.36998729125,0.20079186640000002
period1,sc01,t3613,2025-05-31 13:27:00,0.0,0.0,2.788950124,0.0,0.0,-0.161,0.0,0.0,0.0,-2.627950124,0.0,0.242026333,1.35878291625,0.1936210664
period1,sc01,t3614,2025-05-31 14:27:00,0.0,0.0,4.631507724,0.0,0.0,-2.3289999999999997,0.0,0.0,0.0,-2.3025077240000007,0.0,0.235852833,1.3510660412500002,0.18868226640000002
period1,sc01,t3615,2025-05-31 15:27:00,0.0,0.0,5.066643102,0.0,0.0,-0.573,0.0,0.0,0.0,-4.493643102,0.0,0.232422667,1.3467783337500001,0.1859381336
period1,sc01,t3616,2025-05-31 16:27:00,0.0,0.0,3.072351221,0.0,0.0,-1.0270000000000001,0.0,0.0,0.0,-2.0453512209999998,0.0,0.229030833,1.34253854125,0.1832246664
period1,sc01,t3617,2025-05-31 17:27:00,0.0,0.0,2.422661783,0.0,0.0,-0.7020000000000001,0.0,0.0,0.0,-1.7206617830000002,0.0,0.228528667,1.34191083375,0.18282293360000001
period1,sc01,t3618,2025-05-31 18:27:00,0.0,0.0,1.487180227,0.0,0.0,-0.7280000000000001,0.0,0.0,0.0,-0.759180227,0.0,0.230817667,1.34477208375,0.18465413360000002
period1,sc01,t3619,2025-05-31 19:27:00,0.0,0.0,0.877730452,0.0,0.0,-0.7929999999999999,0.0,0.0,0.0,-0.08473045200000007,0.0,0.231291667,1.3453645837500001,0.18503333360000002
period1,sc01,t3620,2025-05-31 20:27:00,0.0,0.0,0.277256947,0.0,0.0,-1.0770000000000002,0.0,0.7997430530000003,0.0,0.0,0.0,0.232542167,1.34692770875,0.1860337336
period1,sc01,t3621,2025-05-31 21:27:00,0.0,0.0,0.066601038,0.0,0.0,-1.371,0.0,1.304398962,0.0,0.0,0.0,0.2308195,1.344774375,0.18465560000000003
period1,sc01,t3622,2025-05-31 22:27:00,0.0,0.0,0.0,0.0,0.0,-0.29900000000000004,0.0,0.29900000000000004,0.0,0.0,0.0,0.225923,1.3386537500000002,0.18073840000000002
period1,sc01,t3623,2025-05-31 23:27:00,0.0,0.0,0.0,0.0,0.0,-0.15300000000000002,0.0,0.15300000000000002,0.0,0.0,0.0,0.217024167,1.3275302087499998,0.1736193336
period1,sc01,t3624,2025-06-01 00:27:00,0.0,0.0,0.0,0.0,0.0,-0.247,0.0,0.247,0.0,0.0,0.0,0.203577333,1.3107216662499999,0.1628618664
period1,sc01,t3625,2025-06-01 01:27:00,0.0,0.0,0.0,0.0,0.0,-0.19699999999999995,0.0,0.19699999999999995,0.0,0.0,0.0,0.196043167,1.3013039587500002,0.1568345336
period1,sc01,t3626,2025-06-01 02:27:00,0.0,0.0,0.0,0.0,0.0,-0.273,0.0,0.273,0.0,0.0,0.0,0.178095667,1.2788695837500001,0.1424765336
period1,sc01,t3627,2025-06-01 03:27:00,0.0,0.0,0.0,0.0,0.0,-0.40599999999999997,0.0,0.40599999999999997,0.0,0.0,0.0,0.152416,1.2467700000000002,0.12193280000000001
period1,sc01,t3628,2025-06-01 04:27:00,0.0,0.0,0.026560176,0.0,0.0,-1.6540000000000001,0.0,1.627439824,0.0,0.0,0.0,0.1494185,1.2430231250000001,0.11953480000000001
period1,sc01,t3629,2025-06-01 05:27:00,0.0,0.0,0.405140448,0.0,0.0,-0.312,0.0,0.0,0.0,-0.09314044799999999,0.0,0.161187667,1.25773458375,0.12895013360000002
period1,sc01,t3630,2025-06-01 06:27:00,0.0,0.0,1.109236127,0.0,0.0,-1.0879999999999999,0.0,0.0,0.0,-0.021236127000000105,0.0,0.199808167,1.30601020875,0.1598465336
period1,sc01,t3631,2025-06-01 07:27:00,0.0,0.0,3.105761025,0.0,0.0,-4.686000000000001,0.0,1.5802389750000008,0.0,0.0,0.0,0.22489,1.3373625,0.17991200000000002
period1,sc01,t3632,2025-06-01 08:27:00,0.0,0.0,5.589133306,0.0,0.0,-0.624,0.0,0.0,0.0,-4.965133306,0.0,0.284560833,1.41195104125,0.22764866640000003
period1,sc01,t3633,2025-06-01 09:27:00,0.0,0.0,7.302541377,0.0,0.0,-0.154,0.0,0.0,0.0,-7.148541377,0.0,0.324089,1.4613612500000002,0.25927120000000003
period1,sc01,t3634,2025-06-01 10:27:00,0.0,0.0,8.558114158,0.0,0.0,-0.386,0.0,0.0,0.0,-8.172114158000001,0.0,0.320999667,1.45749958375,0.2567997336
period1,sc01,t3635,2025-06-01 11:27:00,0.0,0.0,9.38725677,0.0,0.0,-0.325,0.0,0.0,0.0,-9.062256770000001,0.0,0.316389833,1.4517372912500002,0.2531118664
period1,sc01,t3636,2025-06-01 12:27:00,0.0,0.0,9.761020035,0.0,0.0,-0.575,0.0,0.0,0.0,-9.186020035,0.0,0.323594,1.4607424999999998,0.2588752
period1,sc01,t3637,2025-06-01 13:27:00,0.0,0.0,9.502254998,0.0,0.0,-0.28600000000000003,0.0,0.0,0.0,-9.216254998,0.0,0.296447333,1.42680916625,0.2371578664
period1,sc01,t3638,2025-06-01 14:27:00,0.0,0.0,8.928569037,0.0,0.0,-0.23399999999999999,0.0,0.0,0.0,-8.694569037,0.0,0.282057333,1.4088216662500002,0.22564586640000003
period1,sc01,t3639,2025-06-01 15:27:00,0.0,0.0,7.768385028,0.0,0.0,-0.294,0.0,0.0,0.0,-7.474385028,0.0,0.277595333,1.4032441662500001,0.2220762664
period1,sc01,t3640,2025-06-01 16:27:00,0.0,0.0,5.697053692,0.0,0.0,-0.8959999999999999,0.0,0.0,0.0,-4.801053692,0.0,0.267358,1.3904475,0.2138864
period1,sc01,t3641,2025-06-01 17:27:00,0.0,0.0,3.669192173,0.0,0.0,-1.307,0.0,0.0,0.0,-2.362192173,0.0,0.271731667,1.3959145837500002,0.2173853336
period1,sc01,t3642,2025-06-01 18:27:00,0.0,0.0,1.920203154,0.0,0.0,-0.20299999999999999,0.0,0.0,0.0,-1.717203154,0.0,0.293278667,1.4228483337500002,0.2346229336
period1,sc01,t3643,2025-06-01 19:27:00,0.0,0.0,0.562384023,0.0,0.0,-0.29900000000000004,0.0,0.0,0.0,-0.26338402299999997,0.0,0.3052515,1.437814375,0.2442012
period1,sc01,t3644,2025-06-01 20:27:00,0.0,0.0,0.30534502,0.0,0.0,-0.6209999999999999,0.0,0.31565497999999986,0.0,0.0,0.0,0.2851115,1.412639375,0.22808920000000002
period1,sc01,t3645,2025-06-01 21:27:00,0.0,0.0,0.077114408,0.0,0.0,-1.202,0.0,1.124885592,0.0,0.0,0.0,0.275116,1.400145,0.22009280000000003
period1,sc01,t3646,2025-06-01 22:27:00,0.0,0.0,0.0,0.0,0.0,-0.338,0.0,0.338,0.0,0.0,0.0,0.271733667,1.3959170837500001,0.21738693360000003
period1,sc01,t3647,2025-06-01 23:27:00,0.0,0.0,0.0,0.0,0.0,-0.126,0.0,0.126,0.0,0.0,0.0,0.259605833,1.38075729125,0.20768466640000002
period1,sc01,t3648,2025-06-02 00:27:00,0.0,0.0,0.0,0.0,0.0,-0.324,0.0,0.324,0.0,0.0,0.0,0.227334167,1.34041770875,0.18186733360000001
period1,sc01,t3649,2025-06-02 01:27:00,0.0,0.0,0.0,0.0,0.0,-0.161,0.0,0.161,0.0,0.0,0.0,0.217302333,1.3278779162499998,0.1738418664
period1,sc01,t3650,2025-06-02 02:27:00,0.0,0.0,0.0,0.0,0.0,-1.7189999999999999,0.0,1.7189999999999999,0.0,0.0,0.0,0.202573833,1.30946729125,0.1620590664
period1,sc01,t3651,2025-06-02 03:27:00,0.0,0.0,0.000232178,0.0,0.0,-0.21600000000000003,0.0,0.21576782200000003,0.0,0.0,0.0,0.195566667,1.30070833375,0.15645333360000002
period1,sc01,t3652,2025-06-02 04:27:00,0.0,0.0,0.047174985,0.0,0.0,-0.23399999999999999,0.0,0.18682501499999998,0.0,0.0,0.0,0.1865355,1.289419375,0.1492284
period1,sc01,t3653,2025-06-02 05:27:00,0.0,0.0,0.321522311,0.0,0.0,-0.321522311,0.0,0.0,0.0,0.0,0.0,0.18793,1.2911625,0.15034400000000003
period1,sc01,t3654,2025-06-02 06:27:00,0.0,0.0,1.203387706,0.0,0.0,-0.6184776889999999,0.0,0.0,0.0,-0.5849100170000001,0.0,0.217192833,1.32774104125,0.17375426640000002
period1,sc01,t3655,2025-06-02 07:27:00,0.0,0.0,2.996808772,0.0,0.0,-0.49199999999999994,0.0,0.0,0.0,-2.504808772,0.0,0.274077,1.39884625,0.21926160000000003
period1,sc01,t3656,2025-06-02 08:27:00,0.0,0.0,5.516065296,0.0,0.0,-0.16799999999999998,0.0,0.0,0.0,-5.348065296,0.0,0.348763333,1.49220416625,0.2790106664
period1,sc01,t3657,2025-06-02 09:27:00,0.0,0.0,7.393340171,0.0,0.0,-0.247,0.0,0.0,0.0,-7.146340171,0.0,0.379660167,1.53082520875,0.3037281336
period1,sc01,t3658,2025-06-02 10:27:00,0.0,0.0,7.792642112,0.0,0.0,-0.15300000000000002,0.0,0.0,0.0,-7.639642112000001,0.0,0.380763333,1.53220416625,0.3046106664
period1,sc01,t3659,2025-06-02 11:27:00,0.0,0.0,8.42018382,0.0,0.0,-0.5780000000000001,0.0,0.0,0.0,-7.84218382,0.0,0.375660833,1.52582604125,0.30052866640000003
period1,sc01,t3660,2025-06-02 12:27:00,0.0,0.0,7.763407331,0.0,0.0,-0.112,0.0,0.0,0.0,-7.651407331,0.0,0.375700833,1.52587604125,0.3005606664
period1,sc01,t3661,2025-06-02 13:27:00,0.0,0.0,8.876390099,0.0,0.0,-0.15300000000000002,0.0,0.0,0.0,-8.723390099,0.0,0.339648667,1.48081083375,0.27171893360000005
period1,sc01,t3662,2025-06-02 14:27:00,0.0,0.0,8.548795562,0.0,0.0,-0.247,0.0,0.0,0.0,-8.301795562,0.0,0.298082667,1.4288533337500002,0.23846613360000002
period1,sc01,t3663,2025-06-02 15:27:00,0.0,0.0,7.537677389,0.0,0.0,-0.133,0.0,0.0,0.0,-7.404677389,0.0,0.286729667,1.4146620837500001,0.22938373360000003
period1,sc01,t3664,2025-06-02 16:27:00,0.0,0.0,5.834617257,0.0,0.0,-0.567,0.0,0.0,0.0,-5.2676172569999995,0.0,0.26888,1.39235,0.21510400000000002
period1,sc01,t3665,2025-06-02 17:27:00,0.0,0.0,3.853496754,0.0,0.0,-0.258,0.0,0.0,0.0,-3.595496754,0.0,0.261518,1.3831475,0.2092144
period1,sc01,t3666,2025-06-02 18:27:00,0.0,0.0,2.33204745,0.0,0.0,-0.112,0.0,0.0,0.0,-2.22004745,0.0,0.280084833,1.40635604125,0.22406786639999998
period1,sc01,t3667,2025-06-02 19:27:00,0.0,0.0,0.913297299,0.0,0.0,-0.59,0.0,0.0,0.0,-0.32329729900000004,0.0,0.303420167,1.4355252087500001,0.24273613360000001
period1,sc01,t3668,2025-06-02 20:27:00,0.0,0.0,0.386044121,0.0,0.0,-0.28,0.0,0.0,0.0,-0.10604412099999999,0.0,0.305485,1.4381062500000001,0.24438800000000002
period1,sc01,t3669,2025-06-02 21:27:00,0.0,0.0,0.094637239,0.0,0.0,-0.569,0.0,0.47436276099999997,0.0,0.0,0.0,0.2872765,1.415345625,0.2298212
period1,sc01,t3670,2025-06-02 22:27:00,0.0,0.0,0.0,0.0,0.0,-0.35100000000000003,0.0,0.35100000000000003,0.0,0.0,0.0,0.274771333,1.3997141662500001,0.2198170664
period1,sc01,t3671,2025-06-02 23:27:00,0.0,0.0,0.0,0.0,0.0,-0.16399999999999998,0.0,0.16399999999999998,0.0,0.0,0.0,0.279515833,1.40564479125,0.2236126664
period1,sc01,t3672,2025-06-03 00:27:00,0.0,0.0,0.0,0.0,0.0,-0.28600000000000003,0.0,0.28600000000000003,0.0,0.0,0.0,0.240968667,1.35746083375,0.1927749336
period1,sc01,t3673,2025-06-03 01:27:00,0.0,0.0,0.0,0.0,0.0,-0.147,0.0,0.147,0.0,0.0,0.0,0.208759,1.31719875,0.16700720000000002
period1,sc01,t3674,2025-06-03 02:27:00,0.0,0.0,0.0,0.0,0.0,-0.6829999999999999,0.0,0.6829999999999999,0.0,0.0,0.0,0.192663167,1.2970789587500002,0.1541305336
period1,sc01,t3675,2025-06-03 03:27:00,0.0,0.0,0.0,0.0,0.0,-0.175,0.0,0.175,0.0,0.0,0.0,0.186350667,1.2891883337499999,0.1490805336
period1,sc01,t3676,2025-06-03 04:27:00,0.0,0.0,0.001240769,0.0,0.0,-0.325,0.0,0.32375923100000004,0.0,0.0,0.0,0.185840333,1.28855041625,0.1486722664
period1,sc01,t3677,2025-06-03 05:27:00,0.0,0.0,0.24551738,0.0,0.0,-0.24551738,0.0,0.0,0.0,0.0,0.0,0.188631833,1.2920397912500001,0.15090546640000002
period1,sc01,t3678,2025-06-03 06:27:00,0.0,0.0,0.722170736,0.0,0.0,-0.55448262,0.0,0.0,0.0,-0.167688116,0.0,0.213876,1.323595,0.17110080000000003
period1,sc01,t3679,2025-06-03 07:27:00,0.0,0.0,1.405446047,0.0,0.0,-1.004,0.0,0.0,0.0,-0.4014460470000001,0.0,0.271074167,1.39509270875,0.21685933359999998
period1,sc01,t3680,2025-06-03 08:27:00,0.0,0.0,2.732149071,0.0,0.0,-0.40599999999999997,0.0,0.0,0.0,-2.3261490709999997,0.0,0.353134833,1.49766854125,0.2825078664
period1,sc01,t3681,2025-06-03 09:27:00,0.0,0.0,3.088432108,0.0,0.0,-0.154,0.0,0.0,0.0,-2.934432108,0.0,0.376180667,1.5264758337500002,0.30094453360000006
period1,sc01,t3682,2025-06-03 10:27:00,0.0,0.0,4.215940411,0.0,0.0,-0.586,0.0,0.0,0.0,-3.629940411,0.0,0.361329167,1.5079114587500002,0.2890633336
period1,sc01,t3683,2025-06-03 11:27:00,0.0,0.0,4.695764421,0.0,0.0,-0.287,0.0,0.0,0.0,-4.408764421,0.0,0.352767667,1.49720958375,0.28221413360000003
period1,sc01,t3684,2025-06-03 12:27:00,0.0,0.0,7.358404257,0.0,0.0,-1.903,0.0,0.0,0.0,-5.455404257,0.0,0.337338,1.4779225000000002,0.2698704
period1,sc01,t3685,2025-06-03 13:27:00,0.0,0.0,8.492513143,0.0,0.0,-0.7409999999999999,0.0,0.0,0.0,-7.751513143,0.0,0.305034833,1.4375435412500002,0.24402786640000002
period1,sc01,t3686,2025-06-03 14:27:00,0.0,0.0,8.193584981,0.0,0.0,-10.839,0.0,2.6454150189999996,0.0,0.0,0.0,0.285749333,1.41343666625,0.2285994664
period1,sc01,t3687,2025-06-03 15:27:00,0.0,0.0,7.299749959,0.0,0.0,-4.05,0.0,0.0,0.0,-3.249749959,0.0,0.279540667,1.4056758337500002,0.22363253360000002
period1,sc01,t3688,2025-06-03 16:27:00,0.0,0.0,3.882470185,0.0,0.0,-0.78,0.0,0.0,0.0,-3.1024701849999996,0.0,0.2634255,1.385531875,0.2107404
period1,sc01,t3689,2025-06-03 17:27:00,0.0,0.0,3.88913158,0.0,0.0,-0.7409999999999999,0.0,0.0,0.0,-3.1481315800000003,0.0,0.250447833,1.36930979125,0.2003582664
period1,sc01,t3690,2025-06-03 18:27:00,0.0,0.0,1.773679271,0.0,0.0,-0.4790000000000001,0.0,0.0,0.0,-1.294679271,0.0,0.266742333,1.3896779162500001,0.21339386640000002
period1,sc01,t3691,2025-06-03 19:27:00,0.0,0.0,0.713153037,0.0,0.0,-1.9809999999999999,0.0,1.2678469629999998,0.0,0.0,0.0,0.2959635,1.4262043750000002,0.2367708
period1,sc01,t3692,2025-06-03 20:27:00,0.0,0.0,0.319385756,0.0,0.0,-0.7490000000000001,0.0,0.4296142440000001,0.0,0.0,0.0,0.306045167,1.43880645875,0.2448361336
period1,sc01,t3693,2025-06-03 21:27:00,0.0,0.0,0.084119172,0.0,0.0,-0.391,0.0,0.306880828,0.0,0.0,0.0,0.296522833,1.4269035412500002,0.2372182664
period1,sc01,t3694,2025-06-03 22:27:00,0.0,0.0,0.0,0.0,0.0,-0.29900000000000004,0.0,0.29900000000000004,0.0,0.0,0.0,0.273633667,1.3982920837500001,0.21890693360000002
period1,sc01,t3695,2025-06-03 23:27:00,0.0,0.0,0.0,0.0,0.0,-0.133,0.0,0.133,0.0,0.0,0.0,0.270192333,1.39399041625,0.2161538664
period1,sc01,t3696,2025-06-04 00:27:00,0.0,0.0,0.0,0.0,0.0,-0.257,0.0,0.257,0.0,0.0,0.0,0.228310833,1.34163854125,0.1826486664
period1,sc01,t3697,2025-06-04 01:27:00,0.0,0.0,0.0,0.0,0.0,-0.371,0.0,0.371,0.0,0.0,0.0,0.220370833,1.33171354125,0.1762966664
period1,sc01,t3698,2025-06-04 02:27:00,0.0,0.0,0.0,0.0,0.0,-1.9090000000000003,0.0,1.9090000000000003,0.0,0.0,0.0,0.201468667,1.30808583375,0.16117493360000001
period1,sc01,t3699,2025-06-04 03:27:00,0.0,0.0,0.000271421,0.0,0.0,-0.753,0.0,0.752728579,0.0,0.0,0.0,0.197170167,1.3027127087500001,0.15773613360000002
period1,sc01,t3700,2025-06-04 04:27:00,0.0,0.0,0.054583024,0.0,0.0,-0.507,0.0,0.452416976,0.0,0.0,0.0,0.191910333,1.2961379162500002,0.1535282664
period1,sc01,t3701,2025-06-04 05:27:00,0.0,0.0,0.393518633,0.0,0.0,-0.581,0.0,0.18748136699999995,0.0,0.0,0.0,0.194537833,1.29942229125,0.1556302664
period1,sc01,t3702,2025-06-04 06:27:00,0.0,0.0,0.871003539,0.0,0.0,-0.5589999999999999,0.0,0.0,0.0,-0.3120035390000001,0.0,0.2099285,1.318660625,0.1679428
period1,sc01,t3703,2025-06-04 07:27:00,0.0,0.0,1.026406377,0.0,0.0,-1.336225498,0.0,0.30981912099999986,0.0,0.0,0.0,0.256507833,1.37688479125,0.20520626640000003
period1,sc01,t3704,2025-06-04 08:27:00,0.0,0.0,0.583774502,0.0,0.0,-0.583774502,0.0,0.0,0.0,0.0,0.0,0.330257333,1.46907166625,0.2642058664
period1,sc01,t3705,2025-06-04 09:27:00,0.0,0.0,1.774403059,0.0,0.0,-0.20099999999999996,0.0,0.0,0.0,-1.5734030589999999,0.0,0.372556833,1.52194604125,0.2980454664
period1,sc01,t3706,2025-06-04 10:27:00,0.0,0.0,7.672381614,0.0,0.0,-0.29900000000000004,0.0,0.0,0.0,-7.3733816139999995,0.0,0.370649333,1.51956166625,0.29651946640000004
period1,sc01,t3707,2025-06-04 11:27:00,0.0,0.0,7.532242867,0.0,0.0,-0.175,0.0,0.0,0.0,-7.357242867,0.0,0.338626,1.4795325000000001,0.2709008
period1,sc01,t3708,2025-06-04 12:27:00,0.0,0.0,9.559019001,0.0,0.0,-0.615,0.0,0.0,0.0,-8.944019001,0.0,0.330578667,1.4694733337499999,0.2644629336
period1,sc01,t3709,2025-06-04 13:27:00,0.0,0.0,6.354531583,0.0,0.0,-0.161,0.0,0.0,0.0,-6.193531583,0.0,0.287048833,1.41506104125,0.2296390664
period1,sc01,t3710,2025-06-04 14:27:00,0.0,0.0,6.160181644,0.0,0.0,-0.30899999999999994,0.0,0.0,0.0,-5.8511816439999995,0.0,0.2641635,1.386454375,0.2113308
period1,sc01,t3711,2025-06-04 15:27:00,0.0,0.0,6.529938287,0.0,0.0,-0.133,0.0,0.0,0.0,-6.396938287,0.0,0.240670833,1.35708854125,0.1925366664
period1,sc01,t3712,2025-06-04 16:27:00,0.0,0.0,6.179015715,0.0,0.0,-0.297,0.0,0.0,0.0,-5.8820157150000005,0.0,0.234855667,1.34981958375,0.18788453360000001
period1,sc01,t3713,2025-06-04 17:27:00,0.0,0.0,4.055006598,0.0,0.0,-0.631,0.0,0.0,0.0,-3.424006598,0.0,0.237348833,1.35293604125,0.18987906640000002
period1,sc01,t3714,2025-06-04 18:27:00,0.0,0.0,2.009450686,0.0,0.0,-0.189,0.0,0.0,0.0,-1.820450686,0.0,0.260881833,1.3823522912500001,0.2087054664
period1,sc01,t3715,2025-06-04 19:27:00,0.0,0.0,0.90320182,0.0,0.0,-0.906099558,0.0,0.0028977379999999275,0.0,0.0,0.0,0.295951833,1.42618979125,0.2367614664
period1,sc01,t3716,2025-06-04 20:27:00,0.0,0.0,0.473900442,0.0,0.0,-0.473900442,0.0,0.0,0.0,0.0,0.0,0.304665167,1.43708145875,0.2437321336
period1,sc01,t3717,2025-06-04 21:27:00,0.0,0.0,0.14369877,0.0,0.0,-0.252,0.0,0.10830123,0.0,0.0,0.0,0.290020167,1.41877520875,0.2320161336
period1,sc01,t3718,2025-06-04 22:27:00,0.0,0.0,0.0,0.0,0.0,-1.3880000000000001,0.0,1.3880000000000001,0.0,0.0,0.0,0.2783385,1.404173125,0.2226708
period1,sc01,t3719,2025-06-04 23:27:00,0.0,0.0,0.0,0.0,0.0,-0.133,0.0,0.133,0.0,0.0,0.0,0.284371167,1.41171395875,0.2274969336
period1,sc01,t3720,2025-06-05 00:27:00,0.0,0.0,0.0,0.0,0.0,-0.277,0.0,0.277,0.0,0.0,0.0,0.261889833,1.38361229125,0.20951186640000002
period1,sc01,t3721,2025-06-05 01:27:00,0.0,0.0,0.0,0.0,0.0,-0.154,0.0,0.154,0.0,0.0,0.0,0.219321333,1.33040166625,0.17545706640000003
period1,sc01,t3722,2025-06-05 02:27:00,0.0,0.0,0.0,0.0,0.0,-0.486,0.0,0.486,0.0,0.0,0.0,0.2144365,1.324295625,0.1715492
period1,sc01,t3723,2025-06-05 03:27:00,0.0,0.0,0.000236758,0.0,0.0,-0.305,0.0,0.304763242,0.0,0.0,0.0,0.2000175,1.306271875,0.160014
period1,sc01,t3724,2025-06-05 04:27:00,0.0,0.0,0.047056376,0.0,0.0,-0.325,0.0,0.277943624,0.0,0.0,0.0,0.1969155,1.302394375,0.15753240000000002
period1,sc01,t3725,2025-06-05 05:27:00,0.0,0.0,0.293936001,0.0,0.0,-0.293936001,0.0,0.0,0.0,0.0,0.0,0.196656167,1.30207020875,0.1573249336
period1,sc01,t3726,2025-06-05 06:27:00,0.0,0.0,1.27615983,0.0,0.0,-0.3660639989999999,0.0,0.0,0.0,-0.9100958310000002,0.0,0.197055333,1.30256916625,0.1576442664
period1,sc01,t3727,2025-06-05 07:27:00,0.0,0.0,3.477874844,0.0,0.0,-2.701,0.0,0.0,0.0,-0.776874844,0.0,0.199443833,1.3055547912499998,0.1595550664
period1,sc01,t3728,2025-06-05 08:27:00,0.0,0.0,5.641988692,0.0,0.0,-0.9590000000000001,0.0,0.0,0.0,-4.682988692,0.0,0.217985,1.3287312500000001,0.17438800000000002
period1,sc01,t3729,2025-06-05 09:27:00,0.0,0.0,7.312913337,0.0,0.0,-1.057,0.0,0.0,0.0,-6.255913337000001,0.0,0.254499667,1.3743745837499999,0.2035997336
period1,sc01,t3730,2025-06-05 10:27:00,0.0,0.0,8.493698909,0.0,0.0,-0.483,0.0,0.0,0.0,-8.010698909,0.0,0.267677,1.39084625,0.21414160000000002
period1,sc01,t3731,2025-06-05 11:27:00,0.0,0.0,8.436051671,0.0,0.0,-0.41600000000000004,0.0,0.0,0.0,-8.020051671,0.0,0.245724,1.3634050000000002,0.1965792
period1,sc01,t3732,2025-06-05 12:27:00,0.0,0.0,9.47755499,0.0,0.0,-1.6840000000000002,0.0,0.0,0.0,-7.79355499,0.0,0.248825167,1.36728145875,0.19906013360000002
period1,sc01,t3733,2025-06-05 13:27:00,0.0,0.0,8.915896252,0.0,0.0,-1.428,0.0,0.0,0.0,-7.487896252,0.0,0.243419167,1.36052395875,0.1947353336
