,,,,Production/Discharge [KWh],Production/Discharge [KWh],Production/Discharge [KWh],ENS [KWh],ENS [KWh],Load/Home [KWh],Load/Home [KWh],Electricity Buy [KWh],Electricity Buy [KWh],Electricity Sell [KWh],Electricity Sell [KWh],Spot Price [EUR/KWh],EleCost [EUR/KWh],ElePrice [EUR/KWh]
,,,,BESS,EV,Solar-PV,Node1,Node2,Node1,Node2,Node1,Node2,Node1,Node2,EleR_01,EleR_01,EleR_01
period1,sc01,t0001,2025-01-01 01:27:00,0.0,0.0,0.0,0.0,0.0,-5.165999999999999,0.0,5.165999999999999,0.0,0.0,0.0,0.15041,1.2442625,0.12032799999999999
period1,sc01,t0002,2025-01-01 02:27:00,0.0,0.0,0.0,0.0,0.0,-9.464,0.0,9.464,0.0,0.0,0.0,0.1472,1.24025,0.11776
period1,sc01,t0003,2025-01-01 03:27:00,0.0,0.0,0.0,0.0,0.0,-5.145,0.0,5.145,0.0,0.0,0.0,0.14445,1.2368125,0.11556
period1,sc01,t0004,2025-01-01 04:27:00,0.0,0.0,0.0,0.0,0.0,-9.835,0.0,9.835,0.0,0.0,0.0,0.14289,1.2348625,0.114312
period1,sc01,t0005,2025-01-01 05:27:00,0.0,0.0,0.0,0.0,0.0,-9.386,0.0,9.386,0.0,0.0,0.0,0.14197,1.2337125,0.11357600000000001
period1,sc01,t0006,2025-01-01 06:27:00,0.0,0.0,0.0,0.0,0.0,-5.134,0.0,5.134,0.0,0.0,0.0,0.14454,1.236925,0.11563200000000001
period1,sc01,t0007,2025-01-01 07:27:00,0.0,0.0,0.0,0.0,0.0,-9.347000000000001,0.0,9.347000000000001,0.0,0.0,0.0,0.14096,1.23245,0.11276800000000001
period1,sc01,t0008,2025-01-01 08:27:00,0.0,0.0,0.0,0.0,0.0,-5.262999999999998,0.0,5.262999999999998,0.0,0.0,0.0,0.14105,1.2325625,0.11284000000000001
period1,sc01,t0009,2025-01-01 09:27:00,0.0,0.0,0.0,0.0,0.0,-9.204,0.0,9.204,0.0,0.0,0.0,0.1394,1.2305,0.11152000000000001
period1,sc01,t0010,2025-01-01 10:27:00,0.0,0.0,0.052847885,0.0,0.0,-5.196,0.0,5.1431521149999995,0.0,0.0,0.0,0.14123,1.2327875,0.112984
period1,sc01,t0011,2025-01-01 11:27:00,0.0,0.0,0.246613773,0.0,0.0,-6.448,0.0,6.201386227,0.0,0.0,0.0,0.14481,1.2372625,0.115848
period1,sc01,t0012,2025-01-01 12:27:00,0.0,0.0,0.362872714,0.0,0.0,-5.292,0.0,4.929127286,0.0,0.0,0.0,0.14821,1.2415125,0.118568
period1,sc01,t0013,2025-01-01 13:27:00,0.0,0.0,0.398100723,0.0,0.0,-7.085,0.0,6.686899277,0.0,0.0,0.0,0.15142,1.245525,0.12113600000000001
period1,sc01,t0014,2025-01-01 14:27:00,0.0,0.0,0.29240857,0.0,0.0,-5.315,0.0,5.02259143,0.0,0.0,0.0,0.15344,1.24805,0.122752
period1,sc01,t0015,2025-01-01 15:27:00,0.0,0.0,0.126826781,0.0,0.0,-9.191,0.0,9.064173219,0.0,0.0,0.0,0.15757,1.2532125,0.126056
period1,sc01,t0016,2025-01-01 16:27:00,0.0,0.0,0.007045915,0.0,0.0,-5.328999999999999,0.0,5.321954084999999,0.0,0.0,0.0,0.16519,1.2627375,0.13215200000000002
period1,sc01,t0017,2025-01-01 17:27:00,0.0,0.0,0.0,0.0,0.0,-7.735,0.0,7.735,0.0,0.0,0.0,0.17005,1.2688125000000001,0.13604000000000002
period1,sc01,t0018,2025-01-01 18:27:00,0.0,0.0,0.0,0.0,0.0,-6.585,0.0,6.585,0.0,0.0,0.0,0.17537,1.2754625000000002,0.140296
period1,sc01,t0019,2025-01-01 19:27:00,0.0,0.0,0.0,0.0,0.0,-6.986000000000001,0.0,6.986000000000001,0.0,0.0,0.0,0.17143,1.2705375,0.13714400000000002
period1,sc01,t0020,2025-01-01 20:27:00,0.0,0.0,0.0,0.0,0.0,-9.724,0.0,9.724,0.0,0.0,0.0,0.16454,1.261925,0.131632
period1,sc01,t0021,2025-01-01 21:27:00,0.0,0.0,0.0,0.0,0.0,-5.648,0.0,5.648,0.0,0.0,0.0,0.16234,1.259175,0.12987200000000002
period1,sc01,t0022,2025-01-01 22:27:00,0.0,0.0,0.0,0.0,0.0,-7.462,0.0,7.462,0.0,0.0,0.0,0.15904,1.2550500000000002,0.12723199999999998
period1,sc01,t0023,2025-01-01 23:27:00,0.0,0.0,0.0,0.0,0.0,-4.888000000000002,0.0,4.888000000000002,0.0,0.0,0.0,0.15371,1.2483875,0.12296800000000002
period1,sc01,t0024,2025-01-02 00:27:00,0.0,0.0,0.0,0.0,0.0,-8.892,0.0,8.892,0.0,0.0,0.0,0.14913,1.2426625,0.11930400000000002
period1,sc01,t0025,2025-01-02 01:27:00,0.0,0.0,0.0,0.0,0.0,-4.6179999999999986,0.0,4.6179999999999986,0.0,0.0,0.0,0.15139,1.2454874999999999,0.121112
period1,sc01,t0026,2025-01-02 02:27:00,0.0,0.0,0.0,0.0,0.0,-5.5120000000000005,0.0,5.5120000000000005,0.0,0.0,0.0,0.14606,1.238825,0.11684800000000001
period1,sc01,t0027,2025-01-02 03:27:00,0.0,0.0,0.0,0.0,0.0,-6.723000000000001,0.0,6.723000000000001,0.0,0.0,0.0,0.13816,1.2289500000000002,0.11052800000000002
period1,sc01,t0028,2025-01-02 04:27:00,0.0,0.0,0.0,0.0,0.0,-8.697000000000001,0.0,8.697000000000001,0.0,0.0,0.0,0.12124,1.2078,0.09699200000000001
period1,sc01,t0029,2025-01-02 05:27:00,0.0,0.0,0.0,0.0,0.0,-8.392,0.0,8.392,0.0,0.0,0.0,0.11665,1.2020624999999998,0.09332000000000001
period1,sc01,t0030,2025-01-02 06:27:00,0.0,0.0,0.0,0.0,0.0,-3.668,0.0,3.668,0.0,0.0,0.0,0.11894,1.204925,0.09515200000000001
period1,sc01,t0031,2025-01-02 07:27:00,0.0,0.0,0.0,0.0,0.0,-5.46,0.0,5.46,0.0,0.0,0.0,0.12492,1.2124,0.09993600000000001
period1,sc01,t0032,2025-01-02 08:27:00,0.0,0.0,0.0,0.0,0.0,-7.72,0.0,7.72,0.0,0.0,0.0,0.13099,1.2199875,0.104792
period1,sc01,t0033,2025-01-02 09:27:00,0.0,0.0,0.0,0.0,0.0,-9.657,0.0,9.657,0.0,0.0,0.0,0.14431,1.2366375,0.115448
period1,sc01,t0034,2025-01-02 10:27:00,0.0,0.0,0.003527229,0.0,0.0,-5.033,0.0,5.029472771,0.0,0.0,0.0,0.1445,1.2368750000000002,0.1156
period1,sc01,t0035,2025-01-02 11:27:00,0.0,0.0,0.095124661,0.0,0.0,-8.883,0.0,8.787875339,0.0,0.0,0.0,0.1468,1.2397500000000001,0.11744000000000002
period1,sc01,t0036,2025-01-02 12:27:00,0.0,0.0,0.155016782,0.0,0.0,-3.857,0.0,3.701983218,0.0,0.0,0.0,0.14836,1.2417,0.118688
period1,sc01,t0037,2025-01-02 13:27:00,0.0,0.0,0.225472564,0.0,0.0,-6.5649999999999995,0.0,6.339527435999999,0.0,0.0,0.0,0.14588,1.2386,0.11670400000000002
period1,sc01,t0038,2025-01-02 14:27:00,0.0,0.0,0.197286649,0.0,0.0,-5.4350000000000005,0.0,5.237713351000001,0.0,0.0,0.0,0.14689,1.2398625,0.117512
period1,sc01,t0039,2025-01-02 15:27:00,0.0,0.0,0.137391881,0.0,0.0,-8.866,0.0,8.728608119,0.0,0.0,0.0,0.14818,1.2414749999999999,0.11854400000000001
period1,sc01,t0040,2025-01-02 16:27:00,0.0,0.0,0.0176142,0.0,0.0,-4.774000000000001,0.0,4.756385800000001,0.0,0.0,0.0,0.15231,1.2466374999999998,0.12184800000000001
period1,sc01,t0041,2025-01-02 17:27:00,0.0,0.0,0.0,0.0,0.0,-10.686,0.0,10.686,0.0,0.0,0.0,0.15893,1.2549125,0.127144
period1,sc01,t0042,2025-01-02 18:27:00,0.0,0.0,0.0,0.0,0.0,-5.874000000000002,0.0,5.874000000000002,0.0,0.0,0.0,0.16104,1.2575500000000002,0.128832
period1,sc01,t0043,2025-01-02 19:27:00,0.0,0.0,0.0,0.0,0.0,-5.291,0.0,5.291,0.0,0.0,0.0,0.15967,1.2558375,0.12773600000000002
period1,sc01,t0044,2025-01-02 20:27:00,0.0,0.0,0.0,0.0,0.0,-9.009,0.0,9.009,0.0,0.0,0.0,0.1558,1.251,0.12464
period1,sc01,t0045,2025-01-02 21:27:00,0.0,0.0,0.0,0.0,0.0,-5.173,0.0,5.173,0.0,0.0,0.0,0.15222,1.246525,0.121776
period1,sc01,t0046,2025-01-02 22:27:00,0.0,0.0,0.0,0.0,0.0,-9.726999999999999,0.0,9.726999999999999,0.0,0.0,0.0,0.14551,1.2381375000000001,0.11640800000000001
period1,sc01,t0047,2025-01-02 23:27:00,0.0,0.0,0.0,0.0,0.0,-3.6159999999999997,0.0,3.6159999999999997,0.0,0.0,0.0,0.14542,1.238025,0.116336
period1,sc01,t0048,2025-01-03 00:27:00,0.0,0.0,0.0,0.0,0.0,-5.1739999999999995,0.0,5.1739999999999995,0.0,0.0,0.0,0.14073,1.2321625,0.112584
period1,sc01,t0049,2025-01-03 01:27:00,0.0,0.0,0.0,0.0,0.0,-4.380000000000001,0.0,4.380000000000001,0.0,0.0,0.0,0.14698,1.239975,0.11758400000000001
period1,sc01,t0050,2025-01-03 02:27:00,0.0,0.0,0.0,0.0,0.0,-8.06,0.0,8.06,0.0,0.0,0.0,0.14588,1.2386,0.11670400000000002
period1,sc01,t0051,2025-01-03 03:27:00,0.0,0.0,0.0,0.0,0.0,-0.105,0.0,0.105,0.0,0.0,0.0,0.14487,1.2373375000000002,0.115896
period1,sc01,t0052,2025-01-03 04:27:00,0.0,0.0,0.0,0.0,0.0,-0.20500000000000002,0.0,0.20500000000000002,0.0,0.0,0.0,0.1433,1.235375,0.11464000000000002
period1,sc01,t0053,2025-01-03 05:27:00,0.0,0.0,0.0,0.0,0.0,-1.8459999999999999,0.0,1.8459999999999999,0.0,0.0,0.0,0.14422,1.236525,0.11537599999999999
period1,sc01,t0054,2025-01-03 06:27:00,0.0,0.0,0.0,0.0,0.0,-6.343999999999999,0.0,6.343999999999999,0.0,0.0,0.0,0.14551,1.2381375000000001,0.11640800000000001
period1,sc01,t0055,2025-01-03 07:27:00,0.0,0.0,0.0,0.0,0.0,-11.361,0.0,11.361,0.0,0.0,0.0,0.1377,1.228375,0.11016
period1,sc01,t0056,2025-01-03 08:27:00,0.0,0.0,0.0,0.0,0.0,-4.599,0.0,4.599,0.0,0.0,0.0,0.14275,1.2346875,0.1142
period1,sc01,t0057,2025-01-03 09:27:00,0.0,0.0,0.0,0.0,0.0,-5.057,0.0,5.057,0.0,0.0,0.0,0.14514,1.237675,0.11611199999999999
period1,sc01,t0058,2025-01-03 10:27:00,0.0,0.0,0.063475357,0.0,0.0,-5.392999999999999,0.0,5.329524642999999,0.0,0.0,0.0,0.15038,1.244225,0.12030400000000002
period1,sc01,t0059,2025-01-03 11:27:00,0.0,0.0,0.831512187,0.0,0.0,-5.9799999999999995,0.0,5.148487812999999,0.0,0.0,0.0,0.15764,1.2533,0.126112
period1,sc01,t0060,2025-01-03 12:27:00,0.0,0.0,1.786361686,0.0,0.0,-4.160000000000001,0.0,2.373638314000001,0.0,0.0,0.0,0.1649,1.262375,0.13192
period1,sc01,t0061,2025-01-03 13:27:00,0.0,0.0,4.044194842,0.0,0.0,-4.044194842,0.0,0.0,0.0,0.0,0.0,0.1649,1.262375,0.13192
period1,sc01,t0062,2025-01-03 14:27:00,0.0,0.0,1.109678302,0.0,0.0,-4.845805158000001,0.0,3.736126856000001,0.0,0.0,0.0,0.16233,1.2591625000000002,0.129864
period1,sc01,t0063,2025-01-03 15:27:00,0.0,0.0,0.207845168,0.0,0.0,-4.815,0.0,4.607154832,0.0,0.0,0.0,0.16233,1.2591625000000002,0.129864
period1,sc01,t0064,2025-01-03 16:27:00,0.0,0.0,0.049318116,0.0,0.0,-6.954999999999999,0.0,6.905681883999999,0.0,0.0,0.0,0.16178,1.258475,0.129424
period1,sc01,t0065,2025-01-03 17:27:00,0.0,0.0,0.0,0.0,0.0,-6.73,0.0,6.73,0.0,0.0,0.0,0.17106,1.270075,0.136848
period1,sc01,t0066,2025-01-03 18:27:00,0.0,0.0,0.0,0.0,0.0,-3.57,0.0,3.57,0.0,0.0,0.0,0.17566,1.275825,0.14052800000000001
period1,sc01,t0067,2025-01-03 19:27:00,0.0,0.0,0.0,0.0,0.0,-3.423,0.0,3.423,0.0,0.0,0.0,0.17336,1.27295,0.138688
period1,sc01,t0068,2025-01-03 20:27:00,0.0,0.0,0.0,0.0,0.0,-10.336999999999998,0.0,10.336999999999998,0.0,0.0,0.0,0.17014,1.2689249999999999,0.136112
period1,sc01,t0069,2025-01-03 21:27:00,0.0,0.0,0.0,0.0,0.0,-7.9830000000000005,0.0,7.9830000000000005,0.0,0.0,0.0,0.16619,1.2639875,0.13295200000000001
period1,sc01,t0070,2025-01-03 22:27:00,0.0,0.0,0.0,0.0,0.0,-12.337,0.0,12.337,0.0,0.0,0.0,0.16288,1.25985,0.130304
period1,sc01,t0071,2025-01-03 23:27:00,0.0,0.0,0.0,0.0,0.0,-8.43,0.0,8.43,0.0,0.0,0.0,0.15654,1.251925,0.125232
period1,sc01,t0072,2025-01-04 00:27:00,0.0,0.0,0.0,0.0,0.0,-7.8,0.0,7.8,0.0,0.0,0.0,0.14468,1.2370999999999999,0.11574400000000001
period1,sc01,t0073,2025-01-04 01:27:00,0.0,0.0,0.0,0.0,0.0,-2.982,0.0,2.982,0.0,0.0,0.0,0.1467,1.2396250000000002,0.11736
period1,sc01,t0074,2025-01-04 02:27:00,0.0,0.0,0.0,0.0,0.0,-5.557999999999999,0.0,5.557999999999999,0.0,0.0,0.0,0.14533,1.2379125,0.11626399999999999
period1,sc01,t0075,2025-01-04 03:27:00,0.0,0.0,0.0,0.0,0.0,-6.339,0.0,6.339,0.0,0.0,0.0,0.14303,1.2350375,0.114424
period1,sc01,t0076,2025-01-04 04:27:00,0.0,0.0,0.0,0.0,0.0,-2.051,0.0,2.051,0.0,0.0,0.0,0.14312,1.23515,0.114496
period1,sc01,t0077,2025-01-04 05:27:00,0.0,0.0,0.0,0.0,0.0,-5.278,0.0,5.278,0.0,0.0,0.0,0.14634,1.239175,0.11707200000000001
period1,sc01,t0078,2025-01-04 06:27:00,0.0,0.0,0.0,0.0,0.0,-2.912,0.0,2.912,0.0,0.0,0.0,0.15406,1.248825,0.12324800000000001
period1,sc01,t0079,2025-01-04 07:27:00,0.0,0.0,0.0,0.0,0.0,-5.239000000000001,0.0,5.239000000000001,0.0,0.0,0.0,0.16555,1.2631875000000001,0.13244
period1,sc01,t0080,2025-01-04 08:27:00,0.0,0.0,0.0,0.0,0.0,-3.180999999999999,0.0,3.180999999999999,0.0,0.0,0.0,0.17961,1.2807625,0.143688
period1,sc01,t0081,2025-01-04 09:27:00,0.0,0.0,0.003554347,0.0,0.0,-2.8,0.0,2.7964456529999997,0.0,0.0,0.0,0.18834,1.291675,0.15067200000000003
period1,sc01,t0082,2025-01-04 10:27:00,0.0,0.0,0.28546379,0.0,0.0,-5.320000000000001,0.0,5.0345362100000015,0.0,0.0,0.0,0.18834,1.291675,0.15067200000000003
period1,sc01,t0083,2025-01-04 11:27:00,0.0,0.0,1.159266528,0.0,0.0,-3.8050000000000006,0.0,2.6457334720000008,0.0,0.0,0.0,0.18816,1.29145,0.150528
period1,sc01,t0084,2025-01-04 12:27:00,0.0,0.0,2.822031361,0.0,0.0,-5.265,0.0,2.4429686389999996,0.0,0.0,0.0,0.18513,1.2876625000000002,0.14810399999999999
period1,sc01,t0085,2025-01-04 13:27:00,0.0,0.0,3.547636563,0.0,0.0,-3.547636563,0.0,0.0,0.0,0.0,0.0,0.18246,1.2843250000000002,0.14596800000000001
period1,sc01,t0086,2025-01-04 14:27:00,0.0,0.0,3.071923177,0.0,0.0,-5.082363436999999,0.0,2.010440259999999,0.0,0.0,0.0,0.18228,1.2841,0.145824
period1,sc01,t0087,2025-01-04 15:27:00,0.0,0.0,1.719053472,0.0,0.0,-5.135,0.0,3.415946528,0.0,0.0,0.0,0.18274,1.284675,0.14619200000000002
period1,sc01,t0088,2025-01-04 16:27:00,0.0,0.0,0.165562441,0.0,0.0,-2.415,0.0,2.249437559,0.0,0.0,0.0,0.18467,1.2870875,0.147736
period1,sc01,t0089,2025-01-04 17:27:00,0.0,0.0,0.0,0.0,0.0,-6.947,0.0,6.947,0.0,0.0,0.0,0.20278,1.309725,0.162224
period1,sc01,t0090,2025-01-04 18:27:00,0.0,0.0,0.0,0.0,0.0,-3.633,0.0,3.633,0.0,0.0,0.0,0.26179,1.3834875,0.20943200000000003
period1,sc01,t0091,2025-01-04 19:27:00,0.0,0.0,0.0,0.0,0.0,-4.836000000000001,0.0,4.836000000000001,0.0,0.0,0.0,0.1888,1.2922500000000001,0.15104
period1,sc01,t0092,2025-01-04 20:27:00,0.0,0.0,0.0,0.0,0.0,-6.604,0.0,6.604,0.0,0.0,0.0,0.18173,1.2834124999999998,0.145384
period1,sc01,t0093,2025-01-04 21:27:00,0.0,0.0,0.0,0.0,0.0,-3.1720000000000015,0.0,3.1720000000000015,0.0,0.0,0.0,0.17511,1.2751375,0.140088
period1,sc01,t0094,2025-01-04 22:27:00,0.0,0.0,0.0,0.0,0.0,-5.537999999999999,0.0,5.537999999999999,0.0,0.0,0.0,0.17005,1.2688125000000001,0.13604000000000002
period1,sc01,t0095,2025-01-04 23:27:00,0.0,0.0,0.0,0.0,0.0,-2.7510000000000003,0.0,2.7510000000000003,0.0,0.0,0.0,0.16279,1.2597375,0.130232
period1,sc01,t0096,2025-01-05 00:27:00,0.0,0.0,0.0,0.0,0.0,-9.448999999999998,0.0,9.448999999999998,0.0,0.0,0.0,0.15654,1.251925,0.125232
period1,sc01,t0097,2025-01-05 01:27:00,0.0,0.0,0.0,0.0,0.0,-3.6300000000000017,0.0,3.6300000000000017,0.0,0.0,0.0,0.16213,1.2589125,0.129704
period1,sc01,t0098,2025-01-05 02:27:00,0.0,0.0,0.0,0.0,0.0,-5.329999999999999,0.0,5.329999999999999,0.0,0.0,0.0,0.15892,1.2549,0.127136
period1,sc01,t0099,2025-01-05 03:27:00,0.0,0.0,0.0,0.0,0.0,-6.824999999999999,0.0,6.824999999999999,0.0,0.0,0.0,0.15809,1.2538625,0.126472
period1,sc01,t0100,2025-01-05 04:27:00,0.0,0.0,0.0,0.0,0.0,-3.2550000000000003,0.0,3.2550000000000003,0.0,0.0,0.0,0.15883,1.2547875,0.127064
period1,sc01,t0101,2025-01-05 05:27:00,0.0,0.0,0.0,0.0,0.0,-5.135,0.0,5.135,0.0,0.0,0.0,0.161979833,1.25872479125,0.1295838664
period1,sc01,t0102,2025-01-05 06:27:00,0.0,0.0,0.0,0.0,0.0,-5.635,0.0,5.635,0.0,0.0,0.0,0.1644645,1.261830625,0.1315716
period1,sc01,t0103,2025-01-05 07:27:00,0.0,0.0,0.0,0.0,0.0,-10.14,0.0,10.14,0.0,0.0,0.0,0.172661333,1.27207666625,0.1381290664
period1,sc01,t0104,2025-01-05 08:27:00,0.0,0.0,0.0,0.0,0.0,-5.529999999999999,0.0,5.529999999999999,0.0,0.0,0.0,0.188396333,1.29174541625,0.15071706640000002
period1,sc01,t0105,2025-01-05 09:27:00,0.0,0.0,0.0,0.0,0.0,-8.125,0.0,8.125,0.0,0.0,0.0,0.207144,1.31518,0.1657152
period1,sc01,t0106,2025-01-05 10:27:00,0.0,0.0,0.31009967,0.0,0.0,-7.324999999999999,0.0,7.01490033,0.0,0.0,0.0,0.212112333,1.32139041625,0.1696898664
period1,sc01,t0107,2025-01-05 11:27:00,0.0,0.0,0.810715139,0.0,0.0,-3.364,0.0,2.553284861,0.0,0.0,0.0,0.212641333,1.32205166625,0.1701130664
period1,sc01,t0108,2025-01-05 12:27:00,0.0,0.0,3.649884029,0.0,0.0,-5.7459999999999996,0.0,2.0961159709999997,0.0,0.0,0.0,0.200825167,1.3072814587500001,0.1606601336
period1,sc01,t0109,2025-01-05 13:27:00,0.0,0.0,3.811767697,0.0,0.0,-3.811767697,0.0,0.0,0.0,0.0,0.0,0.195182667,1.3002283337500002,0.15614613360000001
period1,sc01,t0110,2025-01-05 14:27:00,0.0,0.0,2.800629242,0.0,0.0,-4.138232303000001,0.0,1.3376030610000007,0.0,0.0,0.0,0.192397667,1.2967470837500001,0.1539181336
period1,sc01,t0111,2025-01-05 15:27:00,0.0,0.0,1.609803874,0.0,0.0,-4.964,0.0,3.3541961260000006,0.0,0.0,0.0,0.193177,1.29772125,0.1545416
period1,sc01,t0112,2025-01-05 16:27:00,0.0,0.0,0.162034434,0.0,0.0,-2.156,0.0,1.9939655660000002,0.0,0.0,0.0,0.213663667,1.32332958375,0.1709309336
period1,sc01,t0113,2025-01-05 17:27:00,0.0,0.0,0.0,0.0,0.0,-5.252999999999998,0.0,5.252999999999998,0.0,0.0,0.0,0.284647833,1.41205979125,0.22771826640000004
period1,sc01,t0114,2025-01-05 18:27:00,0.0,0.0,0.0,0.0,0.0,-2.807,0.0,2.807,0.0,0.0,0.0,0.315962833,1.45120354125,0.2527702664
period1,sc01,t0115,2025-01-05 19:27:00,0.0,0.0,0.0,0.0,0.0,-3.843,0.0,3.843,0.0,0.0,0.0,0.221218,1.3327725,0.1769744
period1,sc01,t0116,2025-01-05 20:27:00,0.0,0.0,0.0,0.0,0.0,-10.537,0.0,10.537,0.0,0.0,0.0,0.190866333,1.29483291625,0.15269306640000002
period1,sc01,t0117,2025-01-05 21:27:00,0.0,0.0,0.0,0.0,0.0,-6.657,0.0,6.657,0.0,0.0,0.0,0.182313667,1.2841420837500002,0.1458509336
period1,sc01,t0118,2025-01-05 22:27:00,0.0,0.0,0.0,0.0,0.0,-12.852999999999998,0.0,12.852999999999998,0.0,0.0,0.0,0.177709167,1.27838645875,0.1421673336
period1,sc01,t0119,2025-01-05 23:27:00,0.0,0.0,0.0,0.0,0.0,-5.338000000000001,0.0,5.338000000000001,0.0,0.0,0.0,0.171643833,1.2708047912500002,0.1373150664
period1,sc01,t0120,2025-01-06 00:27:00,0.0,0.0,0.0,0.0,0.0,-7.462,0.0,7.462,0.0,0.0,0.0,0.1651195,1.262649375,0.1320956
period1,sc01,t0121,2025-01-06 01:27:00,0.0,0.0,0.0,0.0,0.0,-4.642000000000001,0.0,4.642000000000001,0.0,0.0,0.0,0.184500167,1.28687520875,0.1476001336
period1,sc01,t0122,2025-01-06 02:27:00,0.0,0.0,0.0,0.0,0.0,-7.618,0.0,7.618,0.0,0.0,0.0,0.180923833,1.28240479125,0.1447390664
period1,sc01,t0123,2025-01-06 03:27:00,0.0,0.0,0.0,0.0,0.0,-8.372,0.0,8.372,0.0,0.0,0.0,0.178203167,1.27900395875,0.1425625336
period1,sc01,t0124,2025-01-06 04:27:00,0.0,0.0,0.0,0.0,0.0,-5.7379999999999995,0.0,5.7379999999999995,0.0,0.0,0.0,0.1784145,1.279268125,0.14273160000000001
period1,sc01,t0125,2025-01-06 05:27:00,0.0,0.0,0.0,0.0,0.0,-10.385,0.0,10.385,0.0,0.0,0.0,0.179906167,1.28113270875,0.1439249336
period1,sc01,t0126,2025-01-06 06:27:00,0.0,0.0,0.0,0.0,0.0,-5.425000000000001,0.0,5.425000000000001,0.0,0.0,0.0,0.182736,1.28467,0.1461888
period1,sc01,t0127,2025-01-06 07:27:00,0.0,0.0,0.0,0.0,0.0,-10.829,0.0,10.829,0.0,0.0,0.0,0.189229667,1.29278708375,0.15138373360000001
period1,sc01,t0128,2025-01-06 08:27:00,0.0,0.0,0.0,0.0,0.0,-6.051000000000002,0.0,6.051000000000002,0.0,0.0,0.0,0.203851,1.31106375,0.16308080000000003
period1,sc01,t0129,2025-01-06 09:27:00,0.0,0.0,0.00356562,0.0,0.0,-10.963,0.0,10.95943438,0.0,0.0,0.0,0.2326985,1.347123125,0.1861588
period1,sc01,t0130,2025-01-06 10:27:00,0.0,0.0,0.243375066,0.0,0.0,-5.257,0.0,5.013624934,0.0,0.0,0.0,0.261374167,1.38296770875,0.2090993336
period1,sc01,t0131,2025-01-06 11:27:00,0.0,0.0,1.839396125,0.0,0.0,-13.019301164,0.0,11.179905039,0.0,0.0,0.0,0.322847833,1.45980979125,0.2582782664
period1,sc01,t0132,2025-01-06 12:27:00,0.0,0.0,3.910698836,0.0,0.0,-3.910698836,0.0,0.0,0.0,0.0,0.0,0.349770833,1.4934635412500001,0.2798166664
period1,sc01,t0133,2025-01-06 13:27:00,0.0,0.0,4.65015914,0.0,0.0,-4.65015914,0.0,0.0,0.0,0.0,0.0,0.344393333,1.48674166625,0.27551466640000005
period1,sc01,t0134,2025-01-06 14:27:00,0.0,0.0,3.332380431,0.0,0.0,-5.98984086,0.0,2.6574604290000003,0.0,0.0,0.0,0.336456,1.47682,0.2691648
period1,sc01,t0135,2025-01-06 15:27:00,0.0,0.0,1.130712587,0.0,0.0,-11.687000000000001,0.0,10.556287413000002,0.0,0.0,0.0,0.275236333,1.40029541625,0.22018906640000002
period1,sc01,t0136,2025-01-06 16:27:00,0.0,0.0,0.162029032,0.0,0.0,-9.902999999999999,0.0,9.740970968,0.0,0.0,0.0,0.333055167,1.47256895875,0.2664441336
period1,sc01,t0137,2025-01-06 17:27:00,0.0,0.0,0.0,0.0,0.0,-13.116999999999999,0.0,13.116999999999999,0.0,0.0,0.0,0.381123833,1.53265479125,0.30489906640000003
period1,sc01,t0138,2025-01-06 18:27:00,0.0,0.0,0.0,0.0,0.0,-8.833,0.0,8.833,0.0,0.0,0.0,0.414622,1.5745275,0.33169760000000004
period1,sc01,t0139,2025-01-06 19:27:00,0.0,0.0,0.0,0.0,0.0,-6.979000000000001,0.0,6.979000000000001,0.0,0.0,0.0,0.4277615,1.5909518750000002,0.34220920000000005
period1,sc01,t0140,2025-01-06 20:27:00,0.0,0.0,0.0,0.0,0.0,-13.151000000000002,0.0,13.151000000000002,0.0,0.0,0.0,0.392631333,1.54703916625,0.3141050664
period1,sc01,t0141,2025-01-06 21:27:00,0.0,0.0,0.0,0.0,0.0,-6.510000000000001,0.0,6.510000000000001,0.0,0.0,0.0,0.228848167,1.34231020875,0.1830785336
period1,sc01,t0142,2025-01-06 22:27:00,0.0,0.0,0.0,0.0,0.0,-12.239999999999998,0.0,12.239999999999998,0.0,0.0,0.0,0.203125667,1.31015708375,0.16250053360000002
period1,sc01,t0143,2025-01-06 23:27:00,0.0,0.0,0.0,0.0,0.0,-5.418,0.0,5.418,0.0,0.0,0.0,0.188541,1.2919262500000002,0.1508328
period1,sc01,t0144,2025-01-07 00:27:00,0.0,0.0,0.0,0.0,0.0,-11.072000000000003,0.0,11.072000000000003,0.0,0.0,0.0,0.1790735,1.280091875,0.1432588
period1,sc01,t0145,2025-01-07 01:27:00,0.0,0.0,0.0,0.0,0.0,-6.673999999999998,0.0,6.673999999999998,0.0,0.0,0.0,0.208647667,1.3170595837499999,0.16691813360000002
period1,sc01,t0146,2025-01-07 02:27:00,0.0,0.0,0.0,0.0,0.0,-10.556,0.0,10.556,0.0,0.0,0.0,0.2008015,1.3072518750000002,0.1606412
period1,sc01,t0147,2025-01-07 03:27:00,0.0,0.0,0.0,0.0,0.0,-10.491,0.0,10.491,0.0,0.0,0.0,0.198533167,1.30441645875,0.1588265336
period1,sc01,t0148,2025-01-07 04:27:00,0.0,0.0,0.0,0.0,0.0,-6.629000000000001,0.0,6.629000000000001,0.0,0.0,0.0,0.198767667,1.30470958375,0.15901413360000002
