Period,Scenario,LoadLevel,Sell,Date
period1,sc01,t6758,3.178379006,2025-10-09 14:27:00
period1,sc01,t4522,3.175651488,2025-07-08 10:27:00
period1,sc01,t6369,3.171920451,2025-09-23 09:27:00
period1,sc01,t2864,3.167512978,2025-04-30 08:27:00
period1,sc01,t3224,3.1645778239999998,2025-05-15 08:27:00
period1,sc01,t6681,3.1640094559999996,2025-10-06 09:27:00
period1,sc01,t3943,3.1634474729999997,2025-06-14 07:27:00
period1,sc01,t1139,3.160430441,2025-02-17 11:27:00
period1,sc01,t6394,3.156060289,2025-09-24 10:27:00
period1,sc01,t6176,3.1555953210000003,2025-09-15 08:27:00
period1,sc01,t6393,3.154677564,2025-09-24 09:27:00
period1,sc01,t3852,3.152903854,2025-06-10 12:27:00
period1,sc01,t3751,3.14987534,2025-06-06 07:27:00
period1,sc01,t3689,3.1481315800000003,2025-06-03 17:27:00
period1,sc01,t1143,3.124748885,2025-02-17 15:27:00
period1,sc01,t4238,3.121455966,2025-06-26 14:27:00
period1,sc01,t5025,3.115649243,2025-07-29 09:27:00
period1,sc01,t2510,3.1116671815000005,2025-04-15 14:27:00
period1,sc01,t3688,3.1024701849999996,2025-06-03 16:27:00
period1,sc01,t6081,3.101673751,2025-09-11 09:27:00
period1,sc01,t5890,3.1005075029999998,2025-09-03 10:27:00
period1,sc01,t5914,3.094042477,2025-09-04 10:27:00
period1,sc01,t5847,3.077339484,2025-09-01 15:27:00
period1,sc01,t2126,3.072582195,2025-03-30 14:27:00
period1,sc01,t2627,3.072527458,2025-04-20 11:27:00
period1,sc01,t3928,3.0678359984,2025-06-13 16:27:00
period1,sc01,t5967,3.067326045,2025-09-06 15:27:00
period1,sc01,t3399,3.064021225,2025-05-22 15:27:00
period1,sc01,t2269,3.0626428479999994,2025-04-05 13:27:00
period1,sc01,t5456,3.060935857,2025-08-16 08:27:00
period1,sc01,t5024,3.060490723,2025-07-29 08:27:00
period1,sc01,t5600,3.053254023,2025-08-22 08:27:00
period1,sc01,t6927,3.047560661,2025-10-16 15:27:00
period1,sc01,t5128,3.0452989529999996,2025-08-02 16:27:00
period1,sc01,t4311,3.0438886309999997,2025-06-29 15:27:00
period1,sc01,t4793,3.0400717989999997,2025-07-19 17:27:00
period1,sc01,t6063,3.0337963990000003,2025-09-10 15:27:00
period1,sc01,t1691,3.0335455109999994,2025-03-12 11:27:00
period1,sc01,t2626,3.0308033630000004,2025-04-20 10:27:00
period1,sc01,t4717,3.0294603689999997,2025-07-16 13:27:00
period1,sc01,t4649,3.028564583,2025-07-13 17:27:00
period1,sc01,t5273,3.028209084,2025-08-08 17:27:00
period1,sc01,t5177,3.027497973,2025-08-04 17:27:00
period1,sc01,t7260,3.027166962,2025-10-30 12:27:00
period1,sc01,t5225,3.0243535290000003,2025-08-06 17:27:00
period1,sc01,t4647,3.020312346,2025-07-13 15:27:00
period1,sc01,t5891,3.019846016,2025-09-03 11:27:00
period1,sc01,t1335,3.018878879,2025-02-25 15:27:00
period1,sc01,t5032,3.0168044800000002,2025-07-29 16:27:00
period1,sc01,t5726,3.013970246,2025-08-27 14:27:00
period1,sc01,t6272,3.0104995069999996,2025-09-19 08:27:00
period1,sc01,t2895,3.008349089,2025-05-01 15:27:00
period1,sc01,t6950,3.0033390859999995,2025-10-17 14:27:00
period1,sc01,t2025,2.9994621680000004,2025-03-26 09:27:00
period1,sc01,t5654,2.996454262,2025-08-24 14:27:00
period1,sc01,t6947,2.994976812,2025-10-17 11:27:00
period1,sc01,t4041,2.990823394,2025-06-18 09:27:00
period1,sc01,t5153,2.990570195,2025-08-03 17:27:00
period1,sc01,t5513,2.990412514,2025-08-18 17:27:00
period1,sc01,t6398,2.9844952539999996,2025-09-24 14:27:00
period1,sc01,t5892,2.975538911,2025-09-03 12:27:00
period1,sc01,t2411,2.9748127220000002,2025-04-11 11:27:00
period1,sc01,t4096,2.964650136,2025-06-20 16:27:00
period1,sc01,t0829,2.963686912,2025-02-04 13:27:00
period1,sc01,t6520,2.9531694330000002,2025-09-29 16:27:00
period1,sc01,t2720,2.952140655,2025-04-24 08:27:00
period1,sc01,t5768,2.9512454320000003,2025-08-29 08:27:00
period1,sc01,t5554,2.948755324,2025-08-20 10:27:00
period1,sc01,t4113,2.945439065,2025-06-21 09:27:00
period1,sc01,t4668,2.941417588,2025-07-14 12:27:00
period1,sc01,t4265,2.9410046579999998,2025-06-27 17:27:00
period1,sc01,t6707,2.940851106,2025-10-07 11:27:00
period1,sc01,t3681,2.934432108,2025-06-03 09:27:00
period1,sc01,t5241,2.930116367,2025-08-07 09:27:00
period1,sc01,t2029,2.927592856,2025-03-26 13:27:00
period1,sc01,t4619,2.926060351,2025-07-12 11:27:00
period1,sc01,t3079,2.923761588,2025-05-09 07:27:00
period1,sc01,t1912,2.9237363039999993,2025-03-21 16:27:00
period1,sc01,t3113,2.919990839,2025-05-10 17:27:00
period1,sc01,t6347,2.9167593469999997,2025-09-22 11:27:00
period1,sc01,t4049,2.916432618,2025-06-18 17:27:00
period1,sc01,t4496,2.912989496,2025-07-07 08:27:00
period1,sc01,t4115,2.9095431759999997,2025-06-21 11:27:00
period1,sc01,t6951,2.909516189,2025-10-17 15:27:00
period1,sc01,t4713,2.904749147,2025-07-16 09:27:00
period1,sc01,t2437,2.9007478686,2025-04-12 13:27:00
period1,sc01,t2945,2.895371318,2025-05-03 17:27:00
period1,sc01,t6062,2.880890631,2025-09-10 14:27:00
period1,sc01,t5105,2.87871464,2025-08-01 17:27:00
period1,sc01,t7306,2.8766205350000007,2025-11-01 10:27:00
period1,sc01,t4426,2.8711335840000003,2025-07-04 10:27:00
period1,sc01,t4018,2.8708219500000003,2025-06-17 10:27:00
period1,sc01,t4832,2.8699472729999997,2025-07-21 08:27:00
period1,sc01,t5249,2.867281306,2025-08-07 17:27:00
period1,sc01,t3904,2.8662252712000003,2025-06-12 16:27:00
period1,sc01,t1692,2.864350436,2025-03-12 12:27:00
period1,sc01,t5265,2.862208083,2025-08-08 09:27:00
period1,sc01,t6136,2.8616765959999997,2025-09-13 16:27:00
period1,sc01,t3833,2.8536672189999996,2025-06-09 17:27:00
period1,sc01,t3065,2.8526321709999998,2025-05-08 17:27:00
period1,sc01,t7405,2.8514697950000008,2025-11-05 13:27:00
period1,sc01,t6184,2.8487609889999996,2025-09-15 16:27:00
period1,sc01,t4472,2.8446383109999998,2025-07-06 08:27:00
period1,sc01,t0732,2.8424558550000003,2025-01-31 12:27:00
period1,sc01,t4689,2.8377721570000003,2025-07-15 09:27:00
period1,sc01,t3175,2.832540074,2025-05-13 07:27:00
period1,sc01,t2199,2.8233991090000004,2025-04-02 15:27:00
period1,sc01,t6472,2.818137623,2025-09-27 16:27:00
period1,sc01,t5345,2.811992417,2025-08-11 17:27:00
period1,sc01,t4695,2.8096699669999996,2025-07-15 15:27:00
period1,sc01,t3157,2.809665378,2025-05-12 13:27:00
period1,sc01,t5392,2.800079873,2025-08-13 16:27:00
period1,sc01,t2867,2.7936791550000004,2025-04-30 11:27:00
period1,sc01,t6564,2.783688459,2025-10-01 12:27:00
period1,sc01,t2508,2.7747080914,2025-04-15 12:27:00
period1,sc01,t4841,2.764754925,2025-07-21 17:27:00
period1,sc01,t3997,2.760349056,2025-06-16 13:27:00
period1,sc01,t2436,2.7555041023000006,2025-04-12 12:27:00
period1,sc01,t4117,2.754948046,2025-06-21 13:27:00
period1,sc01,t3568,2.752638397,2025-05-29 16:27:00
period1,sc01,t5080,2.751617545,2025-07-31 16:27:00
period1,sc01,t4456,2.742976812,2025-07-05 16:27:00
period1,sc01,t5752,2.739404065,2025-08-28 16:27:00
period1,sc01,t3223,2.7391750360000002,2025-05-15 07:27:00
period1,sc01,t5555,2.726539332,2025-08-20 11:27:00
period1,sc01,t5129,2.724061454,2025-08-02 17:27:00
period1,sc01,t3977,2.7223069239999997,2025-06-15 17:27:00
period1,sc01,t5915,2.706202647,2025-09-04 11:27:00
period1,sc01,t5777,2.704469649,2025-08-29 17:27:00
period1,sc01,t0806,2.7040238970000003,2025-02-03 14:27:00
period1,sc01,t5724,2.7003049490000004,2025-08-27 12:27:00
period1,sc01,t6038,2.6974735910000005,2025-09-09 14:27:00
period1,sc01,t3895,2.69719528105,2025-06-12 07:27:00
period1,sc01,t4256,2.694589484,2025-06-27 08:27:00
period1,sc01,t5725,2.693066557,2025-08-27 13:27:00
period1,sc01,t5528,2.6929995090000003,2025-08-19 08:27:00
period1,sc01,t4428,2.69132175,2025-07-04 12:27:00
period1,sc01,t5872,2.682982172,2025-09-02 16:27:00
period1,sc01,t6080,2.678216868,2025-09-11 08:27:00
period1,sc01,t5072,2.6769880280000002,2025-07-31 08:27:00
period1,sc01,t2147,2.67226341,2025-03-31 11:27:00
period1,sc01,t4762,2.6688292479999998,2025-07-18 10:27:00
period1,sc01,t2319,2.668563721,2025-04-07 15:27:00
period1,sc01,t3298,2.667279617,2025-05-18 10:27:00
period1,sc01,t5408,2.66689666,2025-08-14 08:27:00
period1,sc01,t3592,2.6558852329999993,2025-05-30 16:27:00
period1,sc01,t4641,2.652484283,2025-07-13 09:27:00
period1,sc01,t4382,2.646953708,2025-07-02 14:27:00
period1,sc01,t2416,2.646759405,2025-04-11 16:27:00
period1,sc01,t4402,2.639833796,2025-07-03 10:27:00
period1,sc01,t4688,2.6386148250000003,2025-07-15 08:27:00
period1,sc01,t4673,2.6284682999999998,2025-07-14 17:27:00
period1,sc01,t3613,2.627950124,2025-05-31 13:27:00
period1,sc01,t5681,2.621891168,2025-08-25 17:27:00
period1,sc01,t4961,2.597772758,2025-07-26 17:27:00
period1,sc01,t3007,2.5975286570000002,2025-05-06 07:27:00
period1,sc01,t1383,2.596695199,2025-02-27 15:27:00
period1,sc01,t2268,2.590615325,2025-04-05 12:27:00
period1,sc01,t4739,2.5713984009999997,2025-07-17 11:27:00
period1,sc01,t5727,2.57043552,2025-08-27 15:27:00
period1,sc01,t0828,2.567429745,2025-02-04 12:27:00
period1,sc01,t4691,2.5657419519999998,2025-07-15 11:27:00
period1,sc01,t3467,2.564191009,2025-05-25 11:27:00
period1,sc01,t4600,2.558009377,2025-07-11 16:27:00
period1,sc01,t4073,2.5575506040000002,2025-06-19 17:27:00
period1,sc01,t2148,2.554656665,2025-03-31 12:27:00
period1,sc01,t3809,2.552951694,2025-06-08 17:27:00
period1,sc01,t3473,2.548176314,2025-05-25 17:27:00
period1,sc01,t6470,2.540397166,2025-09-27 14:27:00
period1,sc01,t7237,2.535963805,2025-10-29 13:27:00
period1,sc01,t2507,2.5308795416,2025-04-15 11:27:00
period1,sc01,t4616,2.530613494,2025-07-12 08:27:00
period1,sc01,t1888,2.530206669,2025-03-20 16:27:00
period1,sc01,t4601,2.5287535599999997,2025-07-11 17:27:00
period1,sc01,t0804,2.5277682840000004,2025-02-03 12:27:00
period1,sc01,t4783,2.5182873409999997,2025-07-19 07:27:00
period1,sc01,t4095,2.510933733,2025-06-20 15:27:00
period1,sc01,t3871,2.5049336010000003,2025-06-11 07:27:00
period1,sc01,t3655,2.504808772,2025-06-02 07:27:00
period1,sc01,t5965,2.504686564,2025-09-06 13:27:00
period1,sc01,t4544,2.503204856,2025-07-09 08:27:00
period1,sc01,t5629,2.503107635,2025-08-23 13:27:00
period1,sc01,t4694,2.499042799,2025-07-15 14:27:00
period1,sc01,t2776,2.493991082,2025-04-26 16:27:00
period1,sc01,t6111,2.4929453489999998,2025-09-12 15:27:00
period1,sc01,t4975,2.4928497829999996,2025-07-27 07:27:00
period1,sc01,t5009,2.4913058869999998,2025-07-28 17:27:00
period1,sc01,t3612,2.4881230729999997,2025-05-31 12:27:00
period1,sc01,t6326,2.487942748,2025-09-21 14:27:00
period1,sc01,t4447,2.474769993,2025-07-05 07:27:00
period1,sc01,t5728,2.473824206,2025-08-27 16:27:00
period1,sc01,t4091,2.4703157100000004,2025-06-20 11:27:00
period1,sc01,t2657,2.466418767,2025-04-21 17:27:00
period1,sc01,t4857,2.466313106,2025-07-22 09:27:00
period1,sc01,t5889,2.46331197,2025-09-03 09:27:00
period1,sc01,t3103,2.462401577,2025-05-10 07:27:00
period1,sc01,t2990,2.4576619650000002,2025-05-05 14:27:00
period1,sc01,t3953,2.4514362819999995,2025-06-14 17:27:00
period1,sc01,t4407,2.4501837249999996,2025-07-03 15:27:00
period1,sc01,t3857,2.4451208769999995,2025-06-10 17:27:00
period1,sc01,t1717,2.443685635,2025-03-13 13:27:00
period1,sc01,t2969,2.4298222879999996,2025-05-04 17:27:00
period1,sc01,t3398,2.420975568,2025-05-22 14:27:00
period1,sc01,t3319,2.419312344,2025-05-19 07:27:00
period1,sc01,t2817,2.417388668,2025-04-28 09:27:00
period1,sc01,t5913,2.416710241,2025-09-04 09:27:00
period1,sc01,t5527,2.414180841,2025-08-19 07:27:00
period1,sc01,t6441,2.4134004849999995,2025-09-26 09:27:00
period1,sc01,t2580,2.409864474,2025-04-18 12:27:00
period1,sc01,t3055,2.409818173,2025-05-08 07:27:00
period1,sc01,t6008,2.409402181,2025-09-08 08:27:00
period1,sc01,t2270,2.4089966560000002,2025-04-05 14:27:00
period1,sc01,t4569,2.405111277,2025-07-10 09:27:00
period1,sc01,t6706,2.401922723,2025-10-07 10:27:00
period1,sc01,t3199,2.398225728,2025-05-14 07:27:00
period1,sc01,t3348,2.398069406,2025-05-20 12:27:00
period1,sc01,t5846,2.396006942,2025-09-01 14:27:00
period1,sc01,t2390,2.3917093979999997,2025-04-10 14:27:00
period1,sc01,t4433,2.372643175,2025-07-04 17:27:00
period1,sc01,t3585,2.3712529140000003,2025-05-30 09:27:00
period1,sc01,t3641,2.362192173,2025-06-01 17:27:00
period1,sc01,t2582,2.354846651,2025-04-18 14:27:00
period1,sc01,t6584,2.3541756749999996,2025-10-02 08:27:00
period1,sc01,t3545,2.353310658,2025-05-28 17:27:00
period1,sc01,t6399,2.350878514,2025-09-24 15:27:00
period1,sc01,t4621,2.3418227959999998,2025-07-12 13:27:00
period1,sc01,t4358,2.341438486,2025-07-01 14:27:00
period1,sc01,t2916,2.332092062,2025-05-02 12:27:00
period1,sc01,t4497,2.3300334350000007,2025-07-07 09:27:00
period1,sc01,t4431,2.328925714,2025-07-04 15:27:00
period1,sc01,t5023,2.3279597130000003,2025-07-29 07:27:00
period1,sc01,t3680,2.3261490709999997,2025-06-03 08:27:00
period1,sc01,t6587,2.323671171,2025-10-02 11:27:00
period1,sc01,t4022,2.3104590929999995,2025-06-17 14:27:00
period1,sc01,t4521,2.304776358,2025-07-08 09:27:00
period1,sc01,t1331,2.3028882160000004,2025-02-25 11:27:00
period1,sc01,t3160,2.3028107479999997,2025-05-12 16:27:00
period1,sc01,t3614,2.3025077240000007,2025-05-31 14:27:00
period1,sc01,t5465,2.293054342,2025-08-16 17:27:00
period1,sc01,t6419,2.274568025,2025-09-25 11:27:00
period1,sc01,t2246,2.2744535909999994,2025-04-04 14:27:00
period1,sc01,t5412,2.27304123,2025-08-14 12:27:00
period1,sc01,t5673,2.264487922,2025-08-25 09:27:00
period1,sc01,t1953,2.2636191649999997,2025-03-23 09:27:00
period1,sc01,t1406,2.258575908,2025-02-28 14:27:00
period1,sc01,t1694,2.251826315,2025-03-12 14:27:00
period1,sc01,t4406,2.240781915,2025-07-03 14:27:00
period1,sc01,t5081,2.240174143,2025-07-31 17:27:00
period1,sc01,t4114,2.239115338,2025-06-21 10:27:00
period1,sc01,t1384,2.2365454069999995,2025-02-27 16:27:00
period1,sc01,t6417,2.2335057689999998,2025-09-25 09:27:00
period1,sc01,t5626,2.2264320790000003,2025-08-23 10:27:00
period1,sc01,t3397,2.226255003,2025-05-22 13:27:00
period1,sc01,t3998,2.225084381,2025-06-16 14:27:00
period1,sc01,t5753,2.2205732190000003,2025-08-28 17:27:00
period1,sc01,t3666,2.22004745,2025-06-02 18:27:00
period1,sc01,t1886,2.214763767999999,2025-03-20 14:27:00
period1,sc01,t5867,2.211361362,2025-09-02 11:27:00
period1,sc01,t4136,2.197799062,2025-06-22 08:27:00
period1,sc01,t2608,2.1952206299999997,2025-04-19 16:27:00
period1,sc01,t4233,2.1899528239999997,2025-06-26 09:27:00
period1,sc01,t2149,2.1831382990000003,2025-03-31 13:27:00
period1,sc01,t6110,2.1815641479999996,2025-09-12 14:27:00
period1,sc01,t3588,2.172935109,2025-05-30 12:27:00
period1,sc01,t5916,2.170815509,2025-09-04 12:27:00
period1,sc01,t0899,2.1703881270000003,2025-02-07 11:27:00
period1,sc01,t1957,2.1699286879999997,2025-03-23 13:27:00
period1,sc01,t4404,2.1670022909999997,2025-07-03 12:27:00
period1,sc01,t5434,2.1445480949999993,2025-08-15 10:27:00
period1,sc01,t6352,2.137637121,2025-09-22 16:27:00
period1,sc01,t3152,2.1348390119999996,2025-05-12 08:27:00
period1,sc01,t4002,2.1284685,2025-06-16 18:27:00
period1,sc01,t3775,2.1259804069999997,2025-06-07 07:27:00
period1,sc01,t4838,2.123422298,2025-07-21 14:27:00
period1,sc01,t3418,2.117102295,2025-05-23 10:27:00
period1,sc01,t3610,2.108620397,2025-05-31 10:27:00
period1,sc01,t7282,2.1050533590000002,2025-10-31 10:27:00
period1,sc01,t4471,2.103342631,2025-07-06 07:27:00
period1,sc01,t6514,2.09932817,2025-09-29 10:27:00
period1,sc01,t3999,2.0981070649999998,2025-06-16 15:27:00
period1,sc01,t6565,2.09315022,2025-10-01 13:27:00
period1,sc01,t3416,2.092547509,2025-05-23 08:27:00
period1,sc01,t1811,2.0880050779999992,2025-03-17 11:27:00
period1,sc01,t6440,2.08723672,2025-09-26 08:27:00
period1,sc01,t1334,2.085760801,2025-02-25 14:27:00
period1,sc01,t3449,2.083598218,2025-05-24 17:27:00
period1,sc01,t5697,2.07446542,2025-08-26 09:27:00
period1,sc01,t3978,2.069380571,2025-06-15 18:27:00
period1,sc01,t5008,2.06697691,2025-07-28 16:27:00
period1,sc01,t3535,2.066146028,2025-05-28 07:27:00
period1,sc01,t4170,2.063640317,2025-06-23 18:27:00
period1,sc01,t5002,2.060746146,2025-07-28 10:27:00
period1,sc01,t2242,2.058835913,2025-04-04 10:27:00
period1,sc01,t4381,2.047741372,2025-07-02 13:27:00
period1,sc01,t6207,2.047514564,2025-09-16 15:27:00
period1,sc01,t5440,2.0463550169999998,2025-08-15 16:27:00
period1,sc01,t3395,2.045736904,2025-05-22 11:27:00
period1,sc01,t3616,2.0453512209999998,2025-05-31 16:27:00
period1,sc01,t1693,2.0444934999999997,2025-03-12 13:27:00
period1,sc01,t2292,2.043999161,2025-04-06 12:27:00
period1,sc01,t2296,2.040222401,2025-04-06 16:27:00
period1,sc01,t6489,2.0398211240000004,2025-09-28 09:27:00
period1,sc01,t6064,2.0379166960000004,2025-09-10 16:27:00
period1,sc01,t2891,2.0368437569999998,2025-05-01 11:27:00
period1,sc01,t3611,2.03559822,2025-05-31 11:27:00
period1,sc01,t4287,2.033529454,2025-06-28 15:27:00
period1,sc01,t6804,2.0332159819999998,2025-10-11 12:27:00
period1,sc01,t4746,2.032351623,2025-07-17 18:27:00
period1,sc01,t4951,2.030991044,2025-07-26 07:27:00
period1,sc01,t4040,2.029478086,2025-06-18 08:27:00
period1,sc01,t5074,2.0264765970000003,2025-07-31 10:27:00
period1,sc01,t4458,2.017242895,2025-07-05 18:27:00
period1,sc01,t3280,2.010636702,2025-05-17 16:27:00
period1,sc01,t2554,1.9986174079999999,2025-04-17 10:27:00
period1,sc01,t3823,1.995582312,2025-06-09 07:27:00
period1,sc01,t3347,1.9938559160000002,2025-05-20 11:27:00
period1,sc01,t1477,1.9893590950000002,2025-03-03 13:27:00
period1,sc01,t1835,1.9860597880000002,2025-03-18 11:27:00
period1,sc01,t5602,1.984211422,2025-08-22 10:27:00
period1,sc01,t5720,1.9744583980000001,2025-08-27 08:27:00
period1,sc01,t4162,1.9713822870000002,2025-06-23 10:27:00
period1,sc01,t3566,1.9713710419999995,2025-05-29 14:27:00
period1,sc01,t4403,1.970838669,2025-07-03 11:27:00
period1,sc01,t1308,1.970632496,2025-02-24 12:27:00
period1,sc01,t3302,1.9693715319999998,2025-05-18 14:27:00
period1,sc01,t4144,1.9636455640000001,2025-06-22 16:27:00
period1,sc01,t6017,1.963145,2025-09-08 17:27:00
period1,sc01,t2794,1.96162114,2025-04-27 10:27:00
period1,sc01,t3448,1.959476437,2025-05-24 16:27:00
period1,sc01,t2362,1.9575096820000002,2025-04-09 10:27:00
period1,sc01,t3300,1.952053081,2025-05-18 12:27:00
period1,sc01,t2825,1.9511521160000003,2025-04-28 17:27:00
period1,sc01,t5458,1.945273272,2025-08-16 10:27:00
period1,sc01,t3464,1.9444279119999999,2025-05-25 08:27:00
period1,sc01,t4618,1.941973022,2025-07-12 10:27:00
period1,sc01,t4554,1.9393614449999999,2025-07-09 18:27:00
period1,sc01,t3567,1.9355318330000002,2025-05-29 15:27:00
period1,sc01,t4313,1.934743134,2025-06-29 17:27:00
period1,sc01,t5411,1.932252914,2025-08-14 11:27:00
period1,sc01,t6400,1.9301459640000003,2025-09-24 16:27:00
period1,sc01,t5029,1.9223818790000005,2025-07-29 13:27:00
period1,sc01,t2992,1.9177836739999998,2025-05-05 16:27:00
period1,sc01,t3834,1.911572354,2025-06-09 18:27:00
period1,sc01,t4928,1.899096105,2025-07-25 08:27:00
period1,sc01,t4648,1.898070836,2025-07-13 16:27:00
period1,sc01,t4794,1.8972351260000002,2025-07-19 18:27:00
period1,sc01,t5704,1.8968738010000001,2025-08-26 16:27:00
period1,sc01,t6568,1.895950254,2025-10-01 16:27:00
period1,sc01,t5455,1.893137702,2025-08-16 07:27:00
period1,sc01,t4215,1.8907798859999998,2025-06-25 15:27:00
period1,sc01,t4818,1.8895302539999999,2025-07-20 18:27:00
period1,sc01,t2769,1.8865648659999998,2025-04-26 09:27:00
period1,sc01,t6831,1.879447012,2025-10-12 15:27:00
period1,sc01,t2872,1.877877131,2025-04-30 16:27:00
period1,sc01,t6612,1.8701171780000005,2025-10-03 12:27:00
period1,sc01,t4530,1.868981965,2025-07-08 18:27:00
period1,sc01,t4807,1.8648859289999997,2025-07-20 07:27:00
period1,sc01,t3278,1.8647666600000001,2025-05-17 14:27:00
period1,sc01,t5840,1.855804294,2025-09-01 08:27:00
period1,sc01,t3017,1.853446831,2025-05-06 17:27:00
period1,sc01,t5653,1.836776278,2025-08-24 13:27:00
period1,sc01,t4338,1.829707059,2025-06-30 18:27:00
period1,sc01,t1019,1.8244367750000001,2025-02-12 11:27:00
period1,sc01,t3714,1.820450686,2025-06-04 18:27:00
period1,sc01,t4670,1.813920073,2025-07-14 14:27:00
period1,sc01,t3350,1.807364652,2025-05-20 14:27:00
period1,sc01,t3570,1.8072618280000001,2025-05-29 18:27:00
period1,sc01,t5871,1.798326275,2025-09-02 15:27:00
period1,sc01,t4864,1.7957631430000003,2025-07-22 16:27:00
period1,sc01,t3349,1.7898743590000001,2025-05-20 13:27:00
period1,sc01,t4720,1.78806204,2025-07-16 16:27:00
period1,sc01,t4769,1.7846887919999999,2025-07-18 17:27:00
period1,sc01,t3296,1.77991129,2025-05-18 08:27:00
period1,sc01,t2993,1.778206046,2025-05-05 17:27:00
period1,sc01,t6465,1.778153428,2025-09-27 09:27:00
period1,sc01,t3161,1.7761095670000002,2025-05-12 17:27:00
period1,sc01,t2705,1.772884638,2025-04-23 17:27:00
period1,sc01,t4903,1.7633156900000002,2025-07-24 07:27:00
period1,sc01,t4448,1.762466213,2025-07-05 08:27:00
period1,sc01,t4738,1.7583776679999998,2025-07-17 10:27:00
period1,sc01,t5439,1.757104597,2025-08-15 15:27:00
period1,sc01,t0613,1.7474250329999998,2025-01-26 13:27:00
period1,sc01,t5633,1.7412578619999999,2025-08-23 17:27:00
period1,sc01,t3609,1.7409282810000002,2025-05-31 09:27:00
period1,sc01,t5101,1.7349799249999993,2025-08-01 13:27:00
period1,sc01,t1954,1.734126826,2025-03-23 10:27:00
period1,sc01,t4674,1.7297790380000002,2025-07-14 18:27:00
period1,sc01,t4520,1.727138129,2025-07-08 08:27:00
period1,sc01,t5010,1.727081674,2025-07-28 18:27:00
period1,sc01,t5557,1.725054571,2025-08-20 13:27:00
period1,sc01,t4163,1.724670539,2025-06-23 11:27:00
period1,sc01,t3929,1.724501241,2025-06-13 17:27:00
period1,sc01,t2840,1.7208999480000002,2025-04-29 08:27:00
period1,sc01,t3617,1.7206617830000002,2025-05-31 17:27:00
period1,sc01,t5119,1.71972719,2025-08-02 07:27:00
period1,sc01,t3297,1.718784197,2025-05-18 09:27:00
period1,sc01,t3642,1.717203154,2025-06-01 18:27:00
period1,sc01,t5384,1.717179167,2025-08-13 08:27:00
period1,sc01,t3786,1.712972929,2025-06-07 18:27:00
period1,sc01,t4568,1.7096987810000002,2025-07-10 08:27:00
period1,sc01,t5944,1.7092583180000003,2025-09-05 16:27:00
period1,sc01,t4327,1.7048482839999999,2025-06-30 07:27:00
period1,sc01,t2266,1.7014515909999999,2025-04-05 10:27:00
period1,sc01,t3351,1.696788004,2025-05-20 15:27:00
period1,sc01,t5033,1.6862444900000002,2025-07-29 17:27:00
period1,sc01,t3569,1.68285566,2025-05-29 17:27:00
period1,sc01,t2241,1.6796746290000004,2025-04-04 09:27:00
period1,sc01,t3950,1.6758360620000001,2025-06-14 14:27:00
period1,sc01,t2555,1.675364495,2025-04-17 11:27:00
period1,sc01,t2984,1.669085462,2025-05-05 08:27:00
period1,sc01,t2824,1.6672170190000002,2025-04-28 16:27:00
period1,sc01,t3276,1.666047294,2025-05-17 12:27:00
period1,sc01,t4667,1.665396796,2025-07-14 11:27:00
period1,sc01,t4072,1.664626029,2025-06-19 16:27:00
period1,sc01,t1881,1.6635072290000004,2025-03-20 09:27:00
period1,sc01,t2991,1.6602915780000003,2025-05-05 15:27:00
period1,sc01,t8003,1.6593669700000002,2025-11-30 11:27:00
period1,sc01,t4620,1.65885951,2025-07-12 12:27:00
period1,sc01,t2389,1.6548092429999999,2025-04-10 13:27:00
period1,sc01,t3584,1.649273635,2025-05-30 08:27:00
period1,sc01,t5535,1.6482433770000002,2025-08-19 15:27:00
period1,sc01,t3304,1.645871992,2025-05-18 16:27:00
period1,sc01,t3591,1.6444303780000002,2025-05-30 15:27:00
period1,sc01,t4401,1.6425059629999998,2025-07-03 09:27:00
period1,sc01,t4736,1.641628115,2025-07-17 08:27:00
period1,sc01,t1905,1.6412788790000001,2025-03-21 09:27:00
period1,sc01,t3301,1.63888855,2025-05-18 13:27:00
period1,sc01,t4376,1.6356807629999999,2025-07-02 08:27:00
period1,sc01,t3330,1.628791297,2025-05-19 18:27:00
period1,sc01,t6537,1.6242064639999998,2025-09-30 09:27:00
period1,sc01,t2320,1.6236712889999998,2025-04-07 16:27:00
period1,sc01,t3369,1.621069477,2025-05-21 09:27:00
period1,sc01,t1959,1.618009753,2025-03-23 15:27:00
period1,sc01,t6567,1.616089367,2025-10-01 15:27:00
period1,sc01,t4242,1.615950658,2025-06-26 18:27:00
period1,sc01,t1791,1.613254066,2025-03-16 15:27:00
period1,sc01,t6328,1.6124266979999997,2025-09-21 16:27:00
period1,sc01,t2936,1.6111023100000001,2025-05-03 08:27:00
period1,sc01,t2388,1.605560751,2025-04-10 12:27:00
period1,sc01,t6446,1.5993611259999998,2025-09-26 14:27:00
period1,sc01,t4856,1.599120377,2025-07-22 08:27:00
period1,sc01,t6611,1.593133168,2025-10-03 11:27:00
period1,sc01,t2534,1.5929000209999997,2025-04-16 14:27:00
period1,sc01,t3546,1.592498591,2025-05-28 18:27:00
period1,sc01,t4640,1.5912324450000002,2025-07-13 08:27:00
period1,sc01,t3393,1.5906138579999998,2025-05-22 09:27:00
period1,sc01,t4118,1.5903177089999998,2025-06-21 14:27:00
