Period,Scenario,LoadLevel,Sell,Date
period1,sc01,t3703,0.0,2025-06-04 07:27:00
period1,sc01,t3704,0.0,2025-06-04 08:27:00
period1,sc01,t3715,0.0,2025-06-04 19:27:00
period1,sc01,t3716,0.0,2025-06-04 20:27:00
period1,sc01,t3717,0.0,2025-06-04 21:27:00
period1,sc01,t3718,0.0,2025-06-04 22:27:00
period1,sc01,t3719,0.0,2025-06-04 23:27:00
period1,sc01,t3720,0.0,2025-06-05 00:27:00
period1,sc01,t3721,0.0,2025-06-05 01:27:00
period1,sc01,t3722,0.0,2025-06-05 02:27:00
period1,sc01,t3723,0.0,2025-06-05 03:27:00
period1,sc01,t3724,0.0,2025-06-05 04:27:00
period1,sc01,t3725,0.0,2025-06-05 05:27:00
period1,sc01,t3740,0.0,2025-06-05 20:27:00
period1,sc01,t3741,0.0,2025-06-05 21:27:00
period1,sc01,t3742,0.0,2025-06-05 22:27:00
period1,sc01,t3743,0.0,2025-06-05 23:27:00
period1,sc01,t3744,0.0,2025-06-06 00:27:00
period1,sc01,t3745,0.0,2025-06-06 01:27:00
period1,sc01,t3746,0.0,2025-06-06 02:27:00
period1,sc01,t3747,0.0,2025-06-06 03:27:00
period1,sc01,t3748,0.0,2025-06-06 04:27:00
period1,sc01,t3749,0.0,2025-06-06 05:27:00
period1,sc01,t3763,0.0,2025-06-06 19:27:00
period1,sc01,t3764,0.0,2025-06-06 20:27:00
period1,sc01,t3765,0.0,2025-06-06 21:27:00
period1,sc01,t3766,0.0,2025-06-06 22:27:00
period1,sc01,t3767,0.0,2025-06-06 23:27:00
period1,sc01,t3768,0.0,2025-06-07 00:27:00
period1,sc01,t3769,0.0,2025-06-07 01:27:00
period1,sc01,t3770,0.0,2025-06-07 02:27:00
period1,sc01,t3771,0.0,2025-06-07 03:27:00
period1,sc01,t3772,0.0,2025-06-07 04:27:00
period1,sc01,t3773,0.0,2025-06-07 05:27:00
period1,sc01,t3774,0.0,2025-06-07 06:27:00
period1,sc01,t3787,0.0,2025-06-07 19:27:00
period1,sc01,t3788,0.0,2025-06-07 20:27:00
period1,sc01,t3789,0.0,2025-06-07 21:27:00
period1,sc01,t3790,0.0,2025-06-07 22:27:00
period1,sc01,t3791,0.0,2025-06-07 23:27:00
period1,sc01,t3792,0.0,2025-06-08 00:27:00
period1,sc01,t3793,0.0,2025-06-08 01:27:00
period1,sc01,t3794,0.0,2025-06-08 02:27:00
period1,sc01,t3795,0.0,2025-06-08 03:27:00
period1,sc01,t3796,0.0,2025-06-08 04:27:00
period1,sc01,t3797,0.0,2025-06-08 05:27:00
period1,sc01,t3798,0.0,2025-06-08 06:27:00
period1,sc01,t3811,0.0,2025-06-08 19:27:00
period1,sc01,t3812,0.0,2025-06-08 20:27:00
period1,sc01,t3813,0.0,2025-06-08 21:27:00
period1,sc01,t3814,0.0,2025-06-08 22:27:00
period1,sc01,t3815,0.0,2025-06-08 23:27:00
period1,sc01,t3816,0.0,2025-06-09 00:27:00
period1,sc01,t3817,0.0,2025-06-09 01:27:00
period1,sc01,t3818,0.0,2025-06-09 02:27:00
period1,sc01,t3819,0.0,2025-06-09 03:27:00
period1,sc01,t3820,0.0,2025-06-09 04:27:00
period1,sc01,t3821,0.0,2025-06-09 05:27:00
period1,sc01,t3822,0.0,2025-06-09 06:27:00
period1,sc01,t3837,0.0,2025-06-09 21:27:00
period1,sc01,t3838,0.0,2025-06-09 22:27:00
period1,sc01,t3839,0.0,2025-06-09 23:27:00
period1,sc01,t3840,0.0,2025-06-10 00:27:00
period1,sc01,t3841,0.0,2025-06-10 01:27:00
period1,sc01,t3842,0.0,2025-06-10 02:27:00
period1,sc01,t3843,0.0,2025-06-10 03:27:00
period1,sc01,t3844,0.0,2025-06-10 04:27:00
period1,sc01,t3845,0.0,2025-06-10 05:27:00
period1,sc01,t3846,0.0,2025-06-10 06:27:00
period1,sc01,t3847,0.0,2025-06-10 07:27:00
period1,sc01,t3858,0.0,2025-06-10 18:27:00
period1,sc01,t3859,0.0,2025-06-10 19:27:00
period1,sc01,t3860,0.0,2025-06-10 20:27:00
period1,sc01,t3861,0.0,2025-06-10 21:27:00
period1,sc01,t3862,0.0,2025-06-10 22:27:00
period1,sc01,t3863,0.0,2025-06-10 23:27:00
period1,sc01,t3864,0.0,2025-06-11 00:27:00
period1,sc01,t3865,0.0,2025-06-11 01:27:00
period1,sc01,t3866,0.0,2025-06-11 02:27:00
period1,sc01,t3867,0.0,2025-06-11 03:27:00
period1,sc01,t3868,0.0,2025-06-11 04:27:00
period1,sc01,t3869,0.0,2025-06-11 05:27:00
period1,sc01,t3883,0.0,2025-06-11 19:27:00
period1,sc01,t3884,0.0,2025-06-11 20:27:00
period1,sc01,t3885,0.0,2025-06-11 21:27:00
period1,sc01,t3886,0.0,2025-06-11 22:27:00
period1,sc01,t3887,0.0,2025-06-11 23:27:00
period1,sc01,t3888,0.0,2025-06-12 00:27:00
period1,sc01,t3889,0.0,2025-06-12 01:27:00
period1,sc01,t3890,0.0,2025-06-12 02:27:00
period1,sc01,t3891,0.0,2025-06-12 03:27:00
period1,sc01,t3892,0.0,2025-06-12 04:27:00
period1,sc01,t3893,0.0,2025-06-12 05:27:00
period1,sc01,t3907,0.0,2025-06-12 19:27:00
period1,sc01,t3908,0.0,2025-06-12 20:27:00
period1,sc01,t3909,0.0,2025-06-12 21:27:00
period1,sc01,t3910,0.0,2025-06-12 22:27:00
period1,sc01,t3911,0.0,2025-06-12 23:27:00
period1,sc01,t3912,0.0,2025-06-13 00:27:00
period1,sc01,t3913,0.0,2025-06-13 01:27:00
period1,sc01,t3914,0.0,2025-06-13 02:27:00
period1,sc01,t3915,0.0,2025-06-13 03:27:00
period1,sc01,t3916,0.0,2025-06-13 04:27:00
period1,sc01,t3917,0.0,2025-06-13 05:27:00
period1,sc01,t3931,0.0,2025-06-13 19:27:00
period1,sc01,t3932,0.0,2025-06-13 20:27:00
period1,sc01,t3933,0.0,2025-06-13 21:27:00
period1,sc01,t3934,0.0,2025-06-13 22:27:00
period1,sc01,t3935,0.0,2025-06-13 23:27:00
period1,sc01,t3936,0.0,2025-06-14 00:27:00
period1,sc01,t3937,0.0,2025-06-14 01:27:00
period1,sc01,t3938,0.0,2025-06-14 02:27:00
period1,sc01,t3939,0.0,2025-06-14 03:27:00
period1,sc01,t3940,0.0,2025-06-14 04:27:00
period1,sc01,t3941,0.0,2025-06-14 05:27:00
period1,sc01,t3956,0.0,2025-06-14 20:27:00
period1,sc01,t3957,0.0,2025-06-14 21:27:00
period1,sc01,t3958,0.0,2025-06-14 22:27:00
period1,sc01,t3959,0.0,2025-06-14 23:27:00
period1,sc01,t3960,0.0,2025-06-15 00:27:00
period1,sc01,t3961,0.0,2025-06-15 01:27:00
period1,sc01,t3962,0.0,2025-06-15 02:27:00
period1,sc01,t3963,0.0,2025-06-15 03:27:00
period1,sc01,t3964,0.0,2025-06-15 04:27:00
period1,sc01,t3965,0.0,2025-06-15 05:27:00
period1,sc01,t3979,0.0,2025-06-15 19:27:00
period1,sc01,t3980,0.0,2025-06-15 20:27:00
period1,sc01,t3981,0.0,2025-06-15 21:27:00
period1,sc01,t3982,0.0,2025-06-15 22:27:00
period1,sc01,t3983,0.0,2025-06-15 23:27:00
period1,sc01,t3984,0.0,2025-06-16 00:27:00
period1,sc01,t3985,0.0,2025-06-16 01:27:00
period1,sc01,t3986,0.0,2025-06-16 02:27:00
period1,sc01,t3987,0.0,2025-06-16 03:27:00
period1,sc01,t3988,0.0,2025-06-16 04:27:00
period1,sc01,t3989,0.0,2025-06-16 05:27:00
period1,sc01,t3990,0.0,2025-06-16 06:27:00
period1,sc01,t4005,0.0,2025-06-16 21:27:00
period1,sc01,t4006,0.0,2025-06-16 22:27:00
period1,sc01,t4007,0.0,2025-06-16 23:27:00
period1,sc01,t4008,0.0,2025-06-17 00:27:00
period1,sc01,t4009,0.0,2025-06-17 01:27:00
period1,sc01,t4010,0.0,2025-06-17 02:27:00
period1,sc01,t4011,0.0,2025-06-17 03:27:00
period1,sc01,t4012,0.0,2025-06-17 04:27:00
period1,sc01,t4013,0.0,2025-06-17 05:27:00
period1,sc01,t4014,0.0,2025-06-17 06:27:00
period1,sc01,t4015,0.0,2025-06-17 07:27:00
period1,sc01,t4016,0.0,2025-06-17 08:27:00
period1,sc01,t4019,0.0,2025-06-17 11:27:00
period1,sc01,t4023,0.0,2025-06-17 15:27:00
period1,sc01,t4026,0.0,2025-06-17 18:27:00
period1,sc01,t4027,0.0,2025-06-17 19:27:00
period1,sc01,t4028,0.0,2025-06-17 20:27:00
period1,sc01,t4029,0.0,2025-06-17 21:27:00
period1,sc01,t4030,0.0,2025-06-17 22:27:00
period1,sc01,t4031,0.0,2025-06-17 23:27:00
period1,sc01,t4032,0.0,2025-06-18 00:27:00
period1,sc01,t4033,0.0,2025-06-18 01:27:00
period1,sc01,t4034,0.0,2025-06-18 02:27:00
period1,sc01,t4035,0.0,2025-06-18 03:27:00
period1,sc01,t4036,0.0,2025-06-18 04:27:00
period1,sc01,t4053,0.0,2025-06-18 21:27:00
period1,sc01,t4054,0.0,2025-06-18 22:27:00
period1,sc01,t4055,0.0,2025-06-18 23:27:00
period1,sc01,t4056,0.0,2025-06-19 00:27:00
period1,sc01,t4057,0.0,2025-06-19 01:27:00
period1,sc01,t4058,0.0,2025-06-19 02:27:00
period1,sc01,t4059,0.0,2025-06-19 03:27:00
period1,sc01,t4060,0.0,2025-06-19 04:27:00
period1,sc01,t4061,0.0,2025-06-19 05:27:00
period1,sc01,t4076,0.0,2025-06-19 20:27:00
period1,sc01,t4077,0.0,2025-06-19 21:27:00
period1,sc01,t4078,0.0,2025-06-19 22:27:00
period1,sc01,t4079,0.0,2025-06-19 23:27:00
period1,sc01,t4080,0.0,2025-06-20 00:27:00
period1,sc01,t4081,0.0,2025-06-20 01:27:00
period1,sc01,t4082,0.0,2025-06-20 02:27:00
period1,sc01,t4083,0.0,2025-06-20 03:27:00
period1,sc01,t4084,0.0,2025-06-20 04:27:00
period1,sc01,t4085,0.0,2025-06-20 05:27:00
period1,sc01,t4098,0.0,2025-06-20 18:27:00
period1,sc01,t4099,0.0,2025-06-20 19:27:00
period1,sc01,t4100,0.0,2025-06-20 20:27:00
period1,sc01,t4101,0.0,2025-06-20 21:27:00
period1,sc01,t4102,0.0,2025-06-20 22:27:00
period1,sc01,t4103,0.0,2025-06-20 23:27:00
period1,sc01,t4104,0.0,2025-06-21 00:27:00
period1,sc01,t4105,0.0,2025-06-21 01:27:00
period1,sc01,t4106,0.0,2025-06-21 02:27:00
period1,sc01,t4107,0.0,2025-06-21 03:27:00
period1,sc01,t4108,0.0,2025-06-21 04:27:00
period1,sc01,t4109,0.0,2025-06-21 05:27:00
period1,sc01,t4110,0.0,2025-06-21 06:27:00
period1,sc01,t4120,0.0,2025-06-21 16:27:00
period1,sc01,t4121,0.0,2025-06-21 17:27:00
period1,sc01,t4123,0.0,2025-06-21 19:27:00
period1,sc01,t4124,0.0,2025-06-21 20:27:00
period1,sc01,t4125,0.0,2025-06-21 21:27:00
period1,sc01,t4126,0.0,2025-06-21 22:27:00
period1,sc01,t4127,0.0,2025-06-21 23:27:00
period1,sc01,t4128,0.0,2025-06-22 00:27:00
period1,sc01,t4129,0.0,2025-06-22 01:27:00
period1,sc01,t4130,0.0,2025-06-22 02:27:00
period1,sc01,t4131,0.0,2025-06-22 03:27:00
period1,sc01,t4132,0.0,2025-06-22 04:27:00
period1,sc01,t4133,0.0,2025-06-22 05:27:00
period1,sc01,t4135,0.0,2025-06-22 07:27:00
period1,sc01,t4147,0.0,2025-06-22 19:27:00
period1,sc01,t4148,0.0,2025-06-22 20:27:00
period1,sc01,t4149,0.0,2025-06-22 21:27:00
period1,sc01,t4150,0.0,2025-06-22 22:27:00
period1,sc01,t4151,0.0,2025-06-22 23:27:00
period1,sc01,t4152,0.0,2025-06-23 00:27:00
period1,sc01,t4153,0.0,2025-06-23 01:27:00
period1,sc01,t4154,0.0,2025-06-23 02:27:00
period1,sc01,t4155,0.0,2025-06-23 03:27:00
period1,sc01,t4156,0.0,2025-06-23 04:27:00
period1,sc01,t4157,0.0,2025-06-23 05:27:00
period1,sc01,t4158,0.0,2025-06-23 06:27:00
period1,sc01,t4159,0.0,2025-06-23 07:27:00
period1,sc01,t4173,0.0,2025-06-23 21:27:00
period1,sc01,t4174,0.0,2025-06-23 22:27:00
period1,sc01,t4175,0.0,2025-06-23 23:27:00
period1,sc01,t4176,0.0,2025-06-24 00:27:00
period1,sc01,t4177,0.0,2025-06-24 01:27:00
period1,sc01,t4178,0.0,2025-06-24 02:27:00
period1,sc01,t4179,0.0,2025-06-24 03:27:00
period1,sc01,t4180,0.0,2025-06-24 04:27:00
period1,sc01,t4192,0.0,2025-06-24 16:27:00
period1,sc01,t4195,0.0,2025-06-24 19:27:00
period1,sc01,t4196,0.0,2025-06-24 20:27:00
period1,sc01,t4197,0.0,2025-06-24 21:27:00
period1,sc01,t4198,0.0,2025-06-24 22:27:00
period1,sc01,t4199,0.0,2025-06-24 23:27:00
period1,sc01,t4200,0.0,2025-06-25 00:27:00
period1,sc01,t4201,0.0,2025-06-25 01:27:00
period1,sc01,t4202,0.0,2025-06-25 02:27:00
period1,sc01,t4203,0.0,2025-06-25 03:27:00
period1,sc01,t4204,0.0,2025-06-25 04:27:00
period1,sc01,t4205,0.0,2025-06-25 05:27:00
period1,sc01,t4217,0.0,2025-06-25 17:27:00
period1,sc01,t4218,0.0,2025-06-25 18:27:00
period1,sc01,t4219,0.0,2025-06-25 19:27:00
period1,sc01,t4220,0.0,2025-06-25 20:27:00
period1,sc01,t4221,0.0,2025-06-25 21:27:00
period1,sc01,t4222,0.0,2025-06-25 22:27:00
period1,sc01,t4223,0.0,2025-06-25 23:27:00
period1,sc01,t4224,0.0,2025-06-26 00:27:00
period1,sc01,t4225,0.0,2025-06-26 01:27:00
period1,sc01,t4226,0.0,2025-06-26 02:27:00
period1,sc01,t4227,0.0,2025-06-26 03:27:00
period1,sc01,t4228,0.0,2025-06-26 04:27:00
period1,sc01,t4235,0.0,2025-06-26 11:27:00
period1,sc01,t4236,0.0,2025-06-26 12:27:00
period1,sc01,t4243,0.0,2025-06-26 19:27:00
period1,sc01,t4244,0.0,2025-06-26 20:27:00
period1,sc01,t4245,0.0,2025-06-26 21:27:00
period1,sc01,t4246,0.0,2025-06-26 22:27:00
period1,sc01,t4247,0.0,2025-06-26 23:27:00
period1,sc01,t4248,0.0,2025-06-27 00:27:00
period1,sc01,t4249,0.0,2025-06-27 01:27:00
period1,sc01,t4250,0.0,2025-06-27 02:27:00
period1,sc01,t4251,0.0,2025-06-27 03:27:00
period1,sc01,t4252,0.0,2025-06-27 04:27:00
period1,sc01,t4269,0.0,2025-06-27 21:27:00
period1,sc01,t4270,0.0,2025-06-27 22:27:00
period1,sc01,t4271,0.0,2025-06-27 23:27:00
period1,sc01,t4272,0.0,2025-06-28 00:27:00
period1,sc01,t4273,0.0,2025-06-28 01:27:00
period1,sc01,t4274,0.0,2025-06-28 02:27:00
period1,sc01,t4275,0.0,2025-06-28 03:27:00
period1,sc01,t4276,0.0,2025-06-28 04:27:00
period1,sc01,t4277,0.0,2025-06-28 05:27:00
period1,sc01,t4278,0.0,2025-06-28 06:27:00
period1,sc01,t4291,0.0,2025-06-28 19:27:00
period1,sc01,t4292,0.0,2025-06-28 20:27:00
period1,sc01,t4293,0.0,2025-06-28 21:27:00
period1,sc01,t4294,0.0,2025-06-28 22:27:00
period1,sc01,t4295,0.0,2025-06-28 23:27:00
period1,sc01,t4296,0.0,2025-06-29 00:27:00
period1,sc01,t4297,0.0,2025-06-29 01:27:00
period1,sc01,t4298,0.0,2025-06-29 02:27:00
period1,sc01,t4299,0.0,2025-06-29 03:27:00
period1,sc01,t4300,0.0,2025-06-29 04:27:00
period1,sc01,t4301,0.0,2025-06-29 05:27:00
period1,sc01,t4317,0.0,2025-06-29 21:27:00
period1,sc01,t4318,0.0,2025-06-29 22:27:00
period1,sc01,t4319,0.0,2025-06-29 23:27:00
period1,sc01,t4320,0.0,2025-06-30 00:27:00
period1,sc01,t4321,0.0,2025-06-30 01:27:00
period1,sc01,t4322,0.0,2025-06-30 02:27:00
period1,sc01,t4323,0.0,2025-06-30 03:27:00
period1,sc01,t4324,0.0,2025-06-30 04:27:00
period1,sc01,t4325,0.0,2025-06-30 05:27:00
period1,sc01,t4340,0.0,2025-06-30 20:27:00
period1,sc01,t4341,0.0,2025-06-30 21:27:00
period1,sc01,t4342,0.0,2025-06-30 22:27:00
period1,sc01,t4343,0.0,2025-06-30 23:27:00
period1,sc01,t4344,0.0,2025-07-01 00:27:00
period1,sc01,t4345,0.0,2025-07-01 01:27:00
period1,sc01,t4346,0.0,2025-07-01 02:27:00
period1,sc01,t4347,0.0,2025-07-01 03:27:00
period1,sc01,t4348,0.0,2025-07-01 04:27:00
period1,sc01,t4349,0.0,2025-07-01 05:27:00
period1,sc01,t4363,0.0,2025-07-01 19:27:00
period1,sc01,t4364,0.0,2025-07-01 20:27:00
period1,sc01,t4365,0.0,2025-07-01 21:27:00
period1,sc01,t4366,0.0,2025-07-01 22:27:00
period1,sc01,t4367,0.0,2025-07-01 23:27:00
period1,sc01,t1093,0.0,2025-02-15 13:27:00
period1,sc01,t4369,0.0,2025-07-02 01:27:00
period1,sc01,t4370,0.0,2025-07-02 02:27:00
period1,sc01,t4371,0.0,2025-07-02 03:27:00
period1,sc01,t4372,0.0,2025-07-02 04:27:00
period1,sc01,t4373,0.0,2025-07-02 05:27:00
period1,sc01,t8721,0.0,2025-12-30 09:27:00
period1,sc01,t4375,0.0,2025-07-02 07:27:00
period1,sc01,t8722,0.0,2025-12-30 10:27:00
period1,sc01,t8723,0.0,2025-12-30 11:27:00
period1,sc01,t8724,0.0,2025-12-30 12:27:00
period1,sc01,t8725,0.0,2025-12-30 13:27:00
period1,sc01,t8726,0.0,2025-12-30 14:27:00
period1,sc01,t8727,0.0,2025-12-30 15:27:00
period1,sc01,t8728,0.0,2025-12-30 16:27:00
period1,sc01,t8729,0.0,2025-12-30 17:27:00
period1,sc01,t8730,0.0,2025-12-30 18:27:00
period1,sc01,t8731,0.0,2025-12-30 19:27:00
period1,sc01,t8732,0.0,2025-12-30 20:27:00
period1,sc01,t4387,0.0,2025-07-02 19:27:00
period1,sc01,t8733,0.0,2025-12-30 21:27:00
period1,sc01,t4389,0.0,2025-07-02 21:27:00
period1,sc01,t4390,0.0,2025-07-02 22:27:00
period1,sc01,t4391,0.0,2025-07-02 23:27:00
period1,sc01,t4392,0.0,2025-07-03 00:27:00
period1,sc01,t4393,0.0,2025-07-03 01:27:00
period1,sc01,t4394,0.0,2025-07-03 02:27:00
period1,sc01,t4395,0.0,2025-07-03 03:27:00
period1,sc01,t4396,0.0,2025-07-03 04:27:00
period1,sc01,t4397,0.0,2025-07-03 05:27:00
period1,sc01,t4398,0.0,2025-07-03 06:27:00
period1,sc01,t4399,0.0,2025-07-03 07:27:00
period1,sc01,t4400,0.0,2025-07-03 08:27:00
period1,sc01,t8734,0.0,2025-12-30 22:27:00
period1,sc01,t8735,0.0,2025-12-30 23:27:00
period1,sc01,t8736,0.0,2025-12-31 00:27:00
period1,sc01,t0017,0.0,2025-01-01 17:27:00
period1,sc01,t0018,0.0,2025-01-01 18:27:00
period1,sc01,t0019,0.0,2025-01-01 19:27:00
period1,sc01,t0020,0.0,2025-01-01 20:27:00
period1,sc01,t4408,0.0,2025-07-03 16:27:00
period1,sc01,t4409,0.0,2025-07-03 17:27:00
period1,sc01,t4410,0.0,2025-07-03 18:27:00
period1,sc01,t4411,0.0,2025-07-03 19:27:00
period1,sc01,t4412,0.0,2025-07-03 20:27:00
period1,sc01,t4413,0.0,2025-07-03 21:27:00
period1,sc01,t4414,0.0,2025-07-03 22:27:00
period1,sc01,t4415,0.0,2025-07-03 23:27:00
period1,sc01,t4416,0.0,2025-07-04 00:27:00
period1,sc01,t4417,0.0,2025-07-04 01:27:00
period1,sc01,t4418,0.0,2025-07-04 02:27:00
period1,sc01,t4419,0.0,2025-07-04 03:27:00
period1,sc01,t4420,0.0,2025-07-04 04:27:00
period1,sc01,t4421,0.0,2025-07-04 05:27:00
period1,sc01,t4422,0.0,2025-07-04 06:27:00
period1,sc01,t0021,0.0,2025-01-01 21:27:00
period1,sc01,t0022,0.0,2025-01-01 22:27:00
period1,sc01,t0023,0.0,2025-01-01 23:27:00
period1,sc01,t0024,0.0,2025-01-02 00:27:00
period1,sc01,t0025,0.0,2025-01-02 01:27:00
period1,sc01,t0026,0.0,2025-01-02 02:27:00
period1,sc01,t0027,0.0,2025-01-02 03:27:00
period1,sc01,t0028,0.0,2025-01-02 04:27:00
period1,sc01,t0029,0.0,2025-01-02 05:27:00
period1,sc01,t0030,0.0,2025-01-02 06:27:00
period1,sc01,t0031,0.0,2025-01-02 07:27:00
period1,sc01,t0032,0.0,2025-01-02 08:27:00
period1,sc01,t4435,0.0,2025-07-04 19:27:00
period1,sc01,t4436,0.0,2025-07-04 20:27:00
period1,sc01,t4437,0.0,2025-07-04 21:27:00
period1,sc01,t4438,0.0,2025-07-04 22:27:00
period1,sc01,t4439,0.0,2025-07-04 23:27:00
period1,sc01,t4440,0.0,2025-07-05 00:27:00
period1,sc01,t4441,0.0,2025-07-05 01:27:00
period1,sc01,t4442,0.0,2025-07-05 02:27:00
period1,sc01,t4443,0.0,2025-07-05 03:27:00
period1,sc01,t4444,0.0,2025-07-05 04:27:00
period1,sc01,t4445,0.0,2025-07-05 05:27:00
period1,sc01,t0033,0.0,2025-01-02 09:27:00
period1,sc01,t0034,0.0,2025-01-02 10:27:00
period1,sc01,t0035,0.0,2025-01-02 11:27:00
period1,sc01,t0036,0.0,2025-01-02 12:27:00
period1,sc01,t0037,0.0,2025-01-02 13:27:00
period1,sc01,t0038,0.0,2025-01-02 14:27:00
period1,sc01,t0039,0.0,2025-01-02 15:27:00
period1,sc01,t0040,0.0,2025-01-02 16:27:00
period1,sc01,t0041,0.0,2025-01-02 17:27:00
period1,sc01,t0042,0.0,2025-01-02 18:27:00
period1,sc01,t0043,0.0,2025-01-02 19:27:00
period1,sc01,t0044,0.0,2025-01-02 20:27:00
period1,sc01,t0045,0.0,2025-01-02 21:27:00
period1,sc01,t0046,0.0,2025-01-02 22:27:00
period1,sc01,t4460,0.0,2025-07-05 20:27:00
period1,sc01,t4461,0.0,2025-07-05 21:27:00
period1,sc01,t4462,0.0,2025-07-05 22:27:00
period1,sc01,t4463,0.0,2025-07-05 23:27:00
period1,sc01,t4464,0.0,2025-07-06 00:27:00
period1,sc01,t4465,0.0,2025-07-06 01:27:00
period1,sc01,t4466,0.0,2025-07-06 02:27:00
period1,sc01,t4467,0.0,2025-07-06 03:27:00
period1,sc01,t4468,0.0,2025-07-06 04:27:00
period1,sc01,t0047,0.0,2025-01-02 23:27:00
period1,sc01,t0048,0.0,2025-01-03 00:27:00
period1,sc01,t0049,0.0,2025-01-03 01:27:00
period1,sc01,t0050,0.0,2025-01-03 02:27:00
period1,sc01,t0051,0.0,2025-01-03 03:27:00
period1,sc01,t0052,0.0,2025-01-03 04:27:00
period1,sc01,t0053,0.0,2025-01-03 05:27:00
period1,sc01,t0054,0.0,2025-01-03 06:27:00
period1,sc01,t0055,0.0,2025-01-03 07:27:00
period1,sc01,t0056,0.0,2025-01-03 08:27:00
period1,sc01,t0057,0.0,2025-01-03 09:27:00
period1,sc01,t0058,0.0,2025-01-03 10:27:00
period1,sc01,t0059,0.0,2025-01-03 11:27:00
period1,sc01,t0060,0.0,2025-01-03 12:27:00
period1,sc01,t4483,0.0,2025-07-06 19:27:00
period1,sc01,t4484,0.0,2025-07-06 20:27:00
period1,sc01,t4485,0.0,2025-07-06 21:27:00
period1,sc01,t4486,0.0,2025-07-06 22:27:00
period1,sc01,t4487,0.0,2025-07-06 23:27:00
period1,sc01,t4488,0.0,2025-07-07 00:27:00
period1,sc01,t4489,0.0,2025-07-07 01:27:00
period1,sc01,t4490,0.0,2025-07-07 02:27:00
period1,sc01,t4491,0.0,2025-07-07 03:27:00
period1,sc01,t4492,0.0,2025-07-07 04:27:00
period1,sc01,t4493,0.0,2025-07-07 05:27:00
period1,sc01,t0061,0.0,2025-01-03 13:27:00
period1,sc01,t0062,0.0,2025-01-03 14:27:00
period1,sc01,t0063,0.0,2025-01-03 15:27:00
period1,sc01,t0064,0.0,2025-01-03 16:27:00
period1,sc01,t0065,0.0,2025-01-03 17:27:00
period1,sc01,t0066,0.0,2025-01-03 18:27:00
period1,sc01,t0067,0.0,2025-01-03 19:27:00
period1,sc01,t0068,0.0,2025-01-03 20:27:00
period1,sc01,t0069,0.0,2025-01-03 21:27:00
period1,sc01,t0070,0.0,2025-01-03 22:27:00
period1,sc01,t0071,0.0,2025-01-03 23:27:00
period1,sc01,t0072,0.0,2025-01-04 00:27:00
period1,sc01,t4506,0.0,2025-07-07 18:27:00
period1,sc01,t0073,0.0,2025-01-04 01:27:00
period1,sc01,t0074,0.0,2025-01-04 02:27:00
period1,sc01,t4509,0.0,2025-07-07 21:27:00
period1,sc01,t4510,0.0,2025-07-07 22:27:00
period1,sc01,t4511,0.0,2025-07-07 23:27:00
period1,sc01,t4512,0.0,2025-07-08 00:27:00
period1,sc01,t4513,0.0,2025-07-08 01:27:00
period1,sc01,t4514,0.0,2025-07-08 02:27:00
period1,sc01,t4515,0.0,2025-07-08 03:27:00
period1,sc01,t4516,0.0,2025-07-08 04:27:00
period1,sc01,t4517,0.0,2025-07-08 05:27:00
period1,sc01,t0075,0.0,2025-01-04 03:27:00
period1,sc01,t0076,0.0,2025-01-04 04:27:00
period1,sc01,t0077,0.0,2025-01-04 05:27:00
period1,sc01,t0078,0.0,2025-01-04 06:27:00
period1,sc01,t0079,0.0,2025-01-04 07:27:00
period1,sc01,t0080,0.0,2025-01-04 08:27:00
period1,sc01,t0081,0.0,2025-01-04 09:27:00
period1,sc01,t0082,0.0,2025-01-04 10:27:00
period1,sc01,t0083,0.0,2025-01-04 11:27:00
period1,sc01,t0084,0.0,2025-01-04 12:27:00
period1,sc01,t0085,0.0,2025-01-04 13:27:00
period1,sc01,t0086,0.0,2025-01-04 14:27:00
period1,sc01,t0087,0.0,2025-01-04 15:27:00
period1,sc01,t4531,0.0,2025-07-08 19:27:00
period1,sc01,t4532,0.0,2025-07-08 20:27:00
period1,sc01,t4533,0.0,2025-07-08 21:27:00
period1,sc01,t4534,0.0,2025-07-08 22:27:00
period1,sc01,t4535,0.0,2025-07-08 23:27:00
period1,sc01,t4536,0.0,2025-07-09 00:27:00
period1,sc01,t4537,0.0,2025-07-09 01:27:00
period1,sc01,t4538,0.0,2025-07-09 02:27:00
period1,sc01,t4539,0.0,2025-07-09 03:27:00
period1,sc01,t4540,0.0,2025-07-09 04:27:00
period1,sc01,t4541,0.0,2025-07-09 05:27:00
period1,sc01,t0088,0.0,2025-01-04 16:27:00
period1,sc01,t0089,0.0,2025-01-04 17:27:00
period1,sc01,t0090,0.0,2025-01-04 18:27:00
period1,sc01,t0091,0.0,2025-01-04 19:27:00
period1,sc01,t0092,0.0,2025-01-04 20:27:00
period1,sc01,t0093,0.0,2025-01-04 21:27:00
period1,sc01,t0094,0.0,2025-01-04 22:27:00
period1,sc01,t0095,0.0,2025-01-04 23:27:00
period1,sc01,t0096,0.0,2025-01-05 00:27:00
period1,sc01,t0097,0.0,2025-01-05 01:27:00
period1,sc01,t0098,0.0,2025-01-05 02:27:00
period1,sc01,t0099,0.0,2025-01-05 03:27:00
period1,sc01,t0100,0.0,2025-01-05 04:27:00
period1,sc01,t4555,0.0,2025-07-09 19:27:00
period1,sc01,t4556,0.0,2025-07-09 20:27:00
