Period,Scenario,LoadLevel,Date,MWh,KWh,Type
period1,sc01,t0312,2025-01-14 00:27:00,-10.546,-10.546,NetDemand
period1,sc01,t0313,2025-01-14 01:27:00,-5.404,-5.404,NetDemand
period1,sc01,t0314,2025-01-14 02:27:00,-10.306000000000001,-10.306000000000001,NetDemand
period1,sc01,t0315,2025-01-14 03:27:00,-5.491,-5.491,NetDemand
period1,sc01,t0316,2025-01-14 04:27:00,-10.179,-10.179,NetDemand
period1,sc01,t0317,2025-01-14 05:27:00,-11.272,-11.272,NetDemand
period1,sc01,t0318,2025-01-14 06:27:00,-5.9079999999999995,-5.9079999999999995,NetDemand
period1,sc01,t0319,2025-01-14 07:27:00,-10.369,-10.369,NetDemand
period1,sc01,t0320,2025-01-14 08:27:00,-5.551,-5.551,NetDemand
period1,sc01,t0321,2025-01-14 09:27:00,-6.203999999999999,-6.203999999999999,NetDemand
period1,sc01,t0322,2025-01-14 10:27:00,-10.762194541,-10.762194541,NetDemand
period1,sc01,t0323,2025-01-14 11:27:00,-4.6059278180000005,-4.6059278180000005,NetDemand
period1,sc01,t0324,2025-01-14 12:27:00,-0.508120882,-0.508120882,NetDemand
period1,sc01,t0325,2025-01-14 13:27:00,-11.520522759000002,-11.520522759000002,NetDemand
period1,sc01,t0326,2025-01-14 14:27:00,-5.372334893,-5.372334893,NetDemand
period1,sc01,t0327,2025-01-14 15:27:00,-8.21130609,-8.21130609,NetDemand
period1,sc01,t0328,2025-01-14 16:27:00,-8.005892691,-8.005892691,NetDemand
period1,sc01,t0329,2025-01-14 17:27:00,-9.672,-9.672,NetDemand
period1,sc01,t0330,2025-01-14 18:27:00,-7.878,-7.878,NetDemand
period1,sc01,t0331,2025-01-14 19:27:00,-8.064,-8.064,NetDemand
period1,sc01,t0332,2025-01-14 20:27:00,-15.576,-15.576,NetDemand
period1,sc01,t0333,2025-01-14 21:27:00,-10.319,-10.319,NetDemand
period1,sc01,t0334,2025-01-14 22:27:00,-11.141,-11.141,NetDemand
period1,sc01,t0335,2025-01-14 23:27:00,-5.5440000000000005,-5.5440000000000005,NetDemand
period1,sc01,t0336,2025-01-15 00:27:00,-10.565999999999999,-10.565999999999999,NetDemand
period1,sc01,t0337,2025-01-15 01:27:00,-6.075999999999999,-6.075999999999999,NetDemand
period1,sc01,t0338,2025-01-15 02:27:00,-10.504,-10.504,NetDemand
period1,sc01,t0339,2025-01-15 03:27:00,-6.321,-6.321,NetDemand
period1,sc01,t0340,2025-01-15 04:27:00,-12.559,-12.559,NetDemand
period1,sc01,t0341,2025-01-15 05:27:00,-11.154,-11.154,NetDemand
period1,sc01,t0342,2025-01-15 06:27:00,-6.925999999999998,-6.925999999999998,NetDemand
period1,sc01,t0343,2025-01-15 07:27:00,-16.679,-16.679,NetDemand
period1,sc01,t0344,2025-01-15 08:27:00,-10.591000000000001,-10.591000000000001,NetDemand
period1,sc01,t0345,2025-01-15 09:27:00,-13.767,-13.767,NetDemand
period1,sc01,t0346,2025-01-15 10:27:00,-8.687321959000002,-8.687321959000002,NetDemand
period1,sc01,t0347,2025-01-15 11:27:00,-4.891133901,-4.891133901,NetDemand
period1,sc01,t0348,2025-01-15 12:27:00,-10.641952940999998,-10.641952940999998,NetDemand
period1,sc01,t0349,2025-01-15 13:27:00,-5.438975567999998,-5.438975567999998,NetDemand
period1,sc01,t0350,2025-01-15 14:27:00,-6.260392712999999,-6.260392712999999,NetDemand
period1,sc01,t0351,2025-01-15 15:27:00,-7.029763531999999,-7.029763531999999,NetDemand
period1,sc01,t0352,2025-01-15 16:27:00,-7.073754033000001,-7.073754033000001,NetDemand
period1,sc01,t0353,2025-01-15 17:27:00,-11.713,-11.713,NetDemand
period1,sc01,t0354,2025-01-15 18:27:00,-6.936999999999999,-6.936999999999999,NetDemand
period1,sc01,t0355,2025-01-15 19:27:00,-11.490000000000002,-11.490000000000002,NetDemand
period1,sc01,t0356,2025-01-15 20:27:00,-17.0,-17.0,NetDemand
period1,sc01,t0357,2025-01-15 21:27:00,-9.107,-9.107,NetDemand
period1,sc01,t0358,2025-01-15 22:27:00,-16.963,-16.963,NetDemand
period1,sc01,t0359,2025-01-15 23:27:00,-6.143000000000001,-6.143000000000001,NetDemand
period1,sc01,t0360,2025-01-16 00:27:00,-10.387,-10.387,NetDemand
period1,sc01,t0361,2025-01-16 01:27:00,-5.691000000000001,-5.691000000000001,NetDemand
period1,sc01,t0362,2025-01-16 02:27:00,-10.689000000000002,-10.689000000000002,NetDemand
period1,sc01,t0363,2025-01-16 03:27:00,-5.621,-5.621,NetDemand
period1,sc01,t0364,2025-01-16 04:27:00,-9.269,-9.269,NetDemand
period1,sc01,t0365,2025-01-16 05:27:00,-8.456,-8.456,NetDemand
period1,sc01,t0366,2025-01-16 06:27:00,-4.494,-4.494,NetDemand
period1,sc01,t0367,2025-01-16 07:27:00,-10.303999999999998,-10.303999999999998,NetDemand
period1,sc01,t0368,2025-01-16 08:27:00,-3.416,-3.416,NetDemand
period1,sc01,t0369,2025-01-16 09:27:00,-6.383,-6.383,NetDemand
period1,sc01,t0370,2025-01-16 10:27:00,-3.4700461639999998,-3.4700461639999998,NetDemand
period1,sc01,t0371,2025-01-16 11:27:00,-4.542322549,-4.542322549,NetDemand
period1,sc01,t0372,2025-01-16 12:27:00,-8.19693332,-8.19693332,NetDemand
period1,sc01,t0373,2025-01-16 13:27:00,-3.3128247949999996,-3.3128247949999996,NetDemand
period1,sc01,t0374,2025-01-16 14:27:00,-3.639098336,-3.639098336,NetDemand
period1,sc01,t0375,2025-01-16 15:27:00,-5.255220301,-5.255220301,NetDemand
period1,sc01,t0376,2025-01-16 16:27:00,-3.866309237,-3.866309237,NetDemand
period1,sc01,t0377,2025-01-16 17:27:00,-9.191,-9.191,NetDemand
period1,sc01,t0378,2025-01-16 18:27:00,-7.068999999999997,-7.068999999999997,NetDemand
period1,sc01,t0379,2025-01-16 19:27:00,-11.639000000000003,-11.639000000000003,NetDemand
period1,sc01,t0380,2025-01-16 20:27:00,-13.741,-13.741,NetDemand
period1,sc01,t0381,2025-01-16 21:27:00,-3.8360000000000003,-3.8360000000000003,NetDemand
period1,sc01,t0382,2025-01-16 22:27:00,-10.444,-10.444,NetDemand
period1,sc01,t0383,2025-01-16 23:27:00,-4.151,-4.151,NetDemand
period1,sc01,t0384,2025-01-17 00:27:00,-11.439,-11.439,NetDemand
period1,sc01,t0385,2025-01-17 01:27:00,-7.018999999999998,-7.018999999999998,NetDemand
period1,sc01,t0386,2025-01-17 02:27:00,-12.311,-12.311,NetDemand
period1,sc01,t0387,2025-01-17 03:27:00,-14.754999999999999,-14.754999999999999,NetDemand
period1,sc01,t0388,2025-01-17 04:27:00,-6.265,-6.265,NetDemand
period1,sc01,t0389,2025-01-17 05:27:00,-11.295999999999998,-11.295999999999998,NetDemand
period1,sc01,t0390,2025-01-17 06:27:00,-5.683999999999999,-5.683999999999999,NetDemand
period1,sc01,t0391,2025-01-17 07:27:00,-12.364,-12.364,NetDemand
period1,sc01,t0392,2025-01-17 08:27:00,-5.726,-5.726,NetDemand
period1,sc01,t0393,2025-01-17 09:27:00,-9.36,-9.36,NetDemand
period1,sc01,t0394,2025-01-17 10:27:00,-6.021190894000002,-6.021190894000002,NetDemand
period1,sc01,t0395,2025-01-17 11:27:00,-9.206017074000002,-9.206017074000002,NetDemand
period1,sc01,t0396,2025-01-17 12:27:00,-5.5590383339999985,-5.5590383339999985,NetDemand
period1,sc01,t0397,2025-01-17 13:27:00,-7.830809340000002,-7.830809340000002,NetDemand
period1,sc01,t0398,2025-01-17 14:27:00,-2.2579821630000003,-2.2579821630000003,NetDemand
period1,sc01,t0399,2025-01-17 15:27:00,-7.016223524999999,-7.016223524999999,NetDemand
period1,sc01,t0400,2025-01-17 16:27:00,-6.017143141000002,-6.017143141000002,NetDemand
period1,sc01,t0401,2025-01-17 17:27:00,-11.352478926,-11.352478926,NetDemand
period1,sc01,t0402,2025-01-17 18:27:00,-5.683999999999999,-5.683999999999999,NetDemand
period1,sc01,t0403,2025-01-17 19:27:00,-8.329999999999998,-8.329999999999998,NetDemand
period1,sc01,t0404,2025-01-17 20:27:00,-17.0,-17.0,NetDemand
period1,sc01,t0405,2025-01-17 21:27:00,-10.245000000000001,-10.245000000000001,NetDemand
period1,sc01,t0406,2025-01-17 22:27:00,-14.884999999999998,-14.884999999999998,NetDemand
period1,sc01,t0407,2025-01-17 23:27:00,-5.775,-5.775,NetDemand
period1,sc01,t0408,2025-01-18 00:27:00,-11.334999999999999,-11.334999999999999,NetDemand
period1,sc01,t0409,2025-01-18 01:27:00,-5.7540000000000004,-5.7540000000000004,NetDemand
period1,sc01,t0410,2025-01-18 02:27:00,-10.706,-10.706,NetDemand
period1,sc01,t0411,2025-01-18 03:27:00,-6.691999999999998,-6.691999999999998,NetDemand
period1,sc01,t0412,2025-01-18 04:27:00,-11.778,-11.778,NetDemand
period1,sc01,t0413,2025-01-18 05:27:00,-14.252,-14.252,NetDemand
period1,sc01,t0414,2025-01-18 06:27:00,-5.2780000000000005,-5.2780000000000005,NetDemand
period1,sc01,t0415,2025-01-18 07:27:00,-7.6370000000000005,-7.6370000000000005,NetDemand
period1,sc01,t0416,2025-01-18 08:27:00,-3.1430000000000002,-3.1430000000000002,NetDemand
period1,sc01,t0417,2025-01-18 09:27:00,-3.0729999999999995,-3.0729999999999995,NetDemand
period1,sc01,t0418,2025-01-18 10:27:00,-6.050166622999999,-6.050166622999999,NetDemand
period1,sc01,t0419,2025-01-18 11:27:00,-5.840121997,-5.840121997,NetDemand
period1,sc01,t0420,2025-01-18 12:27:00,-4.16315844,-4.16315844,NetDemand
period1,sc01,t0421,2025-01-18 13:27:00,-1.2358746639999998,-1.2358746639999998,NetDemand
period1,sc01,t0422,2025-01-18 14:27:00,-3.4915395849999995,-3.4915395849999995,NetDemand
period1,sc01,t0423,2025-01-18 15:27:00,-3.913298783000001,-3.913298783000001,NetDemand
period1,sc01,t0424,2025-01-18 16:27:00,-2.349358907,-2.349358907,NetDemand
period1,sc01,t0425,2025-01-18 17:27:00,-5.86,-5.86,NetDemand
period1,sc01,t0426,2025-01-18 18:27:00,-2.9400000000000004,-2.9400000000000004,NetDemand
period1,sc01,t0427,2025-01-18 19:27:00,-3.968,-3.968,NetDemand
period1,sc01,t0428,2025-01-18 20:27:00,-5.382,-5.382,NetDemand
period1,sc01,t0429,2025-01-18 21:27:00,-3.1450000000000014,-3.1450000000000014,NetDemand
period1,sc01,t0430,2025-01-18 22:27:00,-5.654999999999999,-5.654999999999999,NetDemand
period1,sc01,t0431,2025-01-18 23:27:00,-2.716,-2.716,NetDemand
period1,sc01,t0432,2025-01-19 00:27:00,-5.254,-5.254,NetDemand
period1,sc01,t0433,2025-01-19 01:27:00,-1.96,-1.96,NetDemand
period1,sc01,t0434,2025-01-19 02:27:00,-5.1499999999999995,-5.1499999999999995,NetDemand
period1,sc01,t0435,2025-01-19 03:27:00,-4.703,-4.703,NetDemand
period1,sc01,t0436,2025-01-19 04:27:00,-1.6870000000000003,-1.6870000000000003,NetDemand
period1,sc01,t0437,2025-01-19 05:27:00,-4.815,-4.815,NetDemand
period1,sc01,t0438,2025-01-19 06:27:00,-1.925,-1.925,NetDemand
period1,sc01,t0439,2025-01-19 07:27:00,-5.851,-5.851,NetDemand
period1,sc01,t0440,2025-01-19 08:27:00,-2.989,-2.989,NetDemand
period1,sc01,t0441,2025-01-19 09:27:00,-3.0380000000000003,-3.0380000000000003,NetDemand
period1,sc01,t0442,2025-01-19 10:27:00,-7.661999999999999,-7.661999999999999,NetDemand
period1,sc01,t0443,2025-01-19 11:27:00,-7.1370000000000005,-7.1370000000000005,NetDemand
period1,sc01,t0444,2025-01-19 12:27:00,-7.762435243,-7.762435243,NetDemand
period1,sc01,t0445,2025-01-19 13:27:00,-3.6754791419999995,-3.6754791419999995,NetDemand
period1,sc01,t0446,2025-01-19 14:27:00,-5.681,-5.681,NetDemand
period1,sc01,t0447,2025-01-19 15:27:00,-5.694,-5.694,NetDemand
period1,sc01,t0448,2025-01-19 16:27:00,-3.2860000000000005,-3.2860000000000005,NetDemand
period1,sc01,t0449,2025-01-19 17:27:00,-5.681,-5.681,NetDemand
period1,sc01,t0450,2025-01-19 18:27:00,-2.989,-2.989,NetDemand
period1,sc01,t0451,2025-01-19 19:27:00,-3.1479999999999997,-3.1479999999999997,NetDemand
period1,sc01,t0452,2025-01-19 20:27:00,-5.6419999999999995,-5.6419999999999995,NetDemand
period1,sc01,t0453,2025-01-19 21:27:00,-3.024,-3.024,NetDemand
period1,sc01,t0454,2025-01-19 22:27:00,-5.8660000000000005,-5.8660000000000005,NetDemand
period1,sc01,t0455,2025-01-19 23:27:00,-2.716,-2.716,NetDemand
period1,sc01,t0456,2025-01-20 00:27:00,-5.104,-5.104,NetDemand
period1,sc01,t0457,2025-01-20 01:27:00,-2.786,-2.786,NetDemand
period1,sc01,t0458,2025-01-20 02:27:00,-5.304,-5.304,NetDemand
period1,sc01,t0459,2025-01-20 03:27:00,-2.747,-2.747,NetDemand
period1,sc01,t0460,2025-01-20 04:27:00,-5.083,-5.083,NetDemand
period1,sc01,t0461,2025-01-20 05:27:00,-5.057,-5.057,NetDemand
period1,sc01,t0462,2025-01-20 06:27:00,-3.1229999999999993,-3.1229999999999993,NetDemand
period1,sc01,t0463,2025-01-20 07:27:00,-12.527000000000001,-12.527000000000001,NetDemand
period1,sc01,t0464,2025-01-20 08:27:00,-4.893000000000001,-4.893000000000001,NetDemand
period1,sc01,t0465,2025-01-20 09:27:00,-3.669999999999999,-3.669999999999999,NetDemand
period1,sc01,t0466,2025-01-20 10:27:00,-5.46,-5.46,NetDemand
period1,sc01,t0467,2025-01-20 11:27:00,-3.0360000000000014,-3.0360000000000014,NetDemand
period1,sc01,t0468,2025-01-20 12:27:00,-5.564,-5.564,NetDemand
period1,sc01,t0469,2025-01-20 13:27:00,-2.8280000000000003,-2.8280000000000003,NetDemand
period1,sc01,t0470,2025-01-20 14:27:00,-5.344956233,-5.344956233,NetDemand
period1,sc01,t0471,2025-01-20 15:27:00,-3.066479269000001,-3.066479269000001,NetDemand
period1,sc01,t0472,2025-01-20 16:27:00,-5.46,-5.46,NetDemand
period1,sc01,t0473,2025-01-20 17:27:00,-5.304,-5.304,NetDemand
period1,sc01,t0474,2025-01-20 18:27:00,-2.9559999999999995,-2.9559999999999995,NetDemand
period1,sc01,t0475,2025-01-20 19:27:00,-3.0729999999999995,-3.0729999999999995,NetDemand
period1,sc01,t0476,2025-01-20 20:27:00,-6.027,-6.027,NetDemand
period1,sc01,t0477,2025-01-20 21:27:00,-5.117,-5.117,NetDemand
period1,sc01,t0478,2025-01-20 22:27:00,-9.663,-9.663,NetDemand
period1,sc01,t0479,2025-01-20 23:27:00,-5.823,-5.823,NetDemand
period1,sc01,t0480,2025-01-21 00:27:00,-7.1370000000000005,-7.1370000000000005,NetDemand
period1,sc01,t0481,2025-01-21 01:27:00,-5.1240000000000006,-5.1240000000000006,NetDemand
period1,sc01,t0482,2025-01-21 02:27:00,-10.656,-10.656,NetDemand
period1,sc01,t0483,2025-01-21 03:27:00,-12.149999999999999,-12.149999999999999,NetDemand
period1,sc01,t0484,2025-01-21 04:27:00,-5.46,-5.46,NetDemand
period1,sc01,t0485,2025-01-21 05:27:00,-11.547,-11.547,NetDemand
period1,sc01,t0486,2025-01-21 06:27:00,-6.153,-6.153,NetDemand
period1,sc01,t0487,2025-01-21 07:27:00,-10.764,-10.764,NetDemand
period1,sc01,t0488,2025-01-21 08:27:00,-6.596,-6.596,NetDemand
period1,sc01,t0489,2025-01-21 09:27:00,-6.026999999999999,-6.026999999999999,NetDemand
period1,sc01,t0490,2025-01-21 10:27:00,-16.295882155999998,-16.295882155999998,NetDemand
period1,sc01,t0491,2025-01-21 11:27:00,-10.903217458000002,-10.903217458000002,NetDemand
period1,sc01,t0492,2025-01-21 12:27:00,-16.044323025,-16.044323025,NetDemand
period1,sc01,t0493,2025-01-21 13:27:00,-10.312828878,-10.312828878,NetDemand
period1,sc01,t0494,2025-01-21 14:27:00,-11.009601568999999,-11.009601568999999,NetDemand
period1,sc01,t0495,2025-01-21 15:27:00,-5.915539248,-5.915539248,NetDemand
period1,sc01,t0496,2025-01-21 16:27:00,-4.446438173999999,-4.446438173999999,NetDemand
period1,sc01,t0497,2025-01-21 17:27:00,-10.374,-10.374,NetDemand
period1,sc01,t0498,2025-01-21 18:27:00,-5.616,-5.616,NetDemand
period1,sc01,t0499,2025-01-21 19:27:00,-8.436999999999998,-8.436999999999998,NetDemand
period1,sc01,t0500,2025-01-21 20:27:00,-12.363,-12.363,NetDemand
period1,sc01,t0501,2025-01-21 21:27:00,-10.087,-10.087,NetDemand
period1,sc01,t0502,2025-01-21 22:27:00,-10.673000000000002,-10.673000000000002,NetDemand
period1,sc01,t0503,2025-01-21 23:27:00,-4.023,-4.023,NetDemand
period1,sc01,t0504,2025-01-22 00:27:00,-5.447000000000001,-5.447000000000001,NetDemand
period1,sc01,t0505,2025-01-22 01:27:00,-2.793,-2.793,NetDemand
period1,sc01,t0506,2025-01-22 02:27:00,-5.406999999999999,-5.406999999999999,NetDemand
period1,sc01,t0507,2025-01-22 03:27:00,-5.304,-5.304,NetDemand
period1,sc01,t0508,2025-01-22 04:27:00,-3.1959999999999997,-3.1959999999999997,NetDemand
period1,sc01,t0509,2025-01-22 05:27:00,-5.135,-5.135,NetDemand
period1,sc01,t0510,2025-01-22 06:27:00,-2.5549999999999997,-2.5549999999999997,NetDemand
period1,sc01,t0511,2025-01-22 07:27:00,-5.304,-5.304,NetDemand
period1,sc01,t0512,2025-01-22 08:27:00,-4.276,-4.276,NetDemand
period1,sc01,t0513,2025-01-22 09:27:00,-3.497,-3.497,NetDemand
period1,sc01,t0514,2025-01-22 10:27:00,-4.823,-4.823,NetDemand
period1,sc01,t0515,2025-01-22 11:27:00,-2.460474454,-2.460474454,NetDemand
period1,sc01,t0516,2025-01-22 12:27:00,-5.558951417999999,-5.558951417999999,NetDemand
period1,sc01,t0517,2025-01-22 13:27:00,-5.826435957,-5.826435957,NetDemand
period1,sc01,t0518,2025-01-22 14:27:00,-9.239479499,-9.239479499,NetDemand
period1,sc01,t0519,2025-01-22 15:27:00,-8.652,-8.652,NetDemand
period1,sc01,t0520,2025-01-22 16:27:00,-3.458,-3.458,NetDemand
period1,sc01,t0521,2025-01-22 17:27:00,-5.007,-5.007,NetDemand
period1,sc01,t0522,2025-01-22 18:27:00,-2.163,-2.163,NetDemand
period1,sc01,t0523,2025-01-22 19:27:00,-3.0300000000000002,-3.0300000000000002,NetDemand
period1,sc01,t0524,2025-01-22 20:27:00,-4.16,-4.16,NetDemand
period1,sc01,t0525,2025-01-22 21:27:00,-2.87,-2.87,NetDemand
period1,sc01,t0526,2025-01-22 22:27:00,-5.54,-5.54,NetDemand
period1,sc01,t0527,2025-01-22 23:27:00,-2.779,-2.779,NetDemand
period1,sc01,t0528,2025-01-23 00:27:00,-5.361000000000001,-5.361000000000001,NetDemand
period1,sc01,t0529,2025-01-23 01:27:00,-2.7720000000000002,-2.7720000000000002,NetDemand
period1,sc01,t0530,2025-01-23 02:27:00,-5.688000000000001,-5.688000000000001,NetDemand
period1,sc01,t0531,2025-01-23 03:27:00,-7.460999999999999,-7.460999999999999,NetDemand
period1,sc01,t0532,2025-01-23 04:27:00,-3.059,-3.059,NetDemand
period1,sc01,t0533,2025-01-23 05:27:00,-2.8740000000000006,-2.8740000000000006,NetDemand
period1,sc01,t0534,2025-01-23 06:27:00,-5.225999999999999,-5.225999999999999,NetDemand
period1,sc01,t0535,2025-01-23 07:27:00,-4.732,-4.732,NetDemand
period1,sc01,t0536,2025-01-23 08:27:00,-3.098,-3.098,NetDemand
period1,sc01,t0537,2025-01-23 09:27:00,-6.669,-6.669,NetDemand
period1,sc01,t0538,2025-01-23 10:27:00,-10.690999999999999,-10.690999999999999,NetDemand
period1,sc01,t0539,2025-01-23 11:27:00,-6.898387478,-6.898387478,NetDemand
period1,sc01,t0540,2025-01-23 12:27:00,-3.929897326999999,-3.929897326999999,NetDemand
period1,sc01,t0541,2025-01-23 13:27:00,-4.465834248999999,-4.465834248999999,NetDemand
period1,sc01,t0542,2025-01-23 14:27:00,-9.132479616,-9.132479616,NetDemand
period1,sc01,t0543,2025-01-23 15:27:00,-7.319,-7.319,NetDemand
period1,sc01,t0544,2025-01-23 16:27:00,-4.461000000000001,-4.461000000000001,NetDemand
period1,sc01,t0545,2025-01-23 17:27:00,-7.527,-7.527,NetDemand
period1,sc01,t0546,2025-01-23 18:27:00,-4.352999999999999,-4.352999999999999,NetDemand
period1,sc01,t0547,2025-01-23 19:27:00,-2.702,-2.702,NetDemand
period1,sc01,t0548,2025-01-23 20:27:00,-5.827999999999999,-5.827999999999999,NetDemand
period1,sc01,t0549,2025-01-23 21:27:00,-2.436,-2.436,NetDemand
period1,sc01,t0550,2025-01-23 22:27:00,-5.254,-5.254,NetDemand
period1,sc01,t0551,2025-01-23 23:27:00,-3.8870000000000005,-3.8870000000000005,NetDemand
period1,sc01,t0552,2025-01-24 00:27:00,-3.0329999999999995,-3.0329999999999995,NetDemand
period1,sc01,t0553,2025-01-24 01:27:00,-2.1,-2.1,NetDemand
period1,sc01,t0554,2025-01-24 02:27:00,-4.790000000000001,-4.790000000000001,NetDemand
period1,sc01,t0555,2025-01-24 03:27:00,-2.037,-2.037,NetDemand
period1,sc01,t0556,2025-01-24 04:27:00,-4.493,-4.493,NetDemand
period1,sc01,t0557,2025-01-24 05:27:00,-3.9389999999999996,-3.9389999999999996,NetDemand
period1,sc01,t0558,2025-01-24 06:27:00,-3.281000000000001,-3.281000000000001,NetDemand
period1,sc01,t0559,2025-01-24 07:27:00,-3.5229999999999997,-3.5229999999999997,NetDemand
period1,sc01,t0560,2025-01-24 08:27:00,-2.367000000000001,-2.367000000000001,NetDemand
period1,sc01,t0561,2025-01-24 09:27:00,-2.8179999999999996,-2.8179999999999996,NetDemand
period1,sc01,t0562,2025-01-24 10:27:00,-3.952,-3.952,NetDemand
period1,sc01,t0563,2025-01-24 11:27:00,-4.225,-4.225,NetDemand
period1,sc01,t0564,2025-01-24 12:27:00,-2.7186683570000008,-2.7186683570000008,NetDemand
period1,sc01,t0565,2025-01-24 13:27:00,-2.0851467,-2.0851467,NetDemand
period1,sc01,t0566,2025-01-24 14:27:00,-3.296231476,-3.296231476,NetDemand
period1,sc01,t0567,2025-01-24 15:27:00,-3.5996222039999997,-3.5996222039999997,NetDemand
period1,sc01,t0568,2025-01-24 16:27:00,-2.78615564,-2.78615564,NetDemand
period1,sc01,t0569,2025-01-24 17:27:00,-4.069,-4.069,NetDemand
period1,sc01,t0570,2025-01-24 18:27:00,-4.921,-4.921,NetDemand
period1,sc01,t0571,2025-01-24 19:27:00,-3.306,-3.306,NetDemand
period1,sc01,t0572,2025-01-24 20:27:00,-5.824000000000001,-5.824000000000001,NetDemand
period1,sc01,t0573,2025-01-24 21:27:00,-6.3370000000000015,-6.3370000000000015,NetDemand
period1,sc01,t0574,2025-01-24 22:27:00,-5.212999999999999,-5.212999999999999,NetDemand
period1,sc01,t0575,2025-01-24 23:27:00,-3.1110000000000007,-3.1110000000000007,NetDemand
period1,sc01,t0576,2025-01-25 00:27:00,-4.718999999999999,-4.718999999999999,NetDemand
period1,sc01,t0577,2025-01-25 01:27:00,-0.8119999999999999,-0.8119999999999999,NetDemand
period1,sc01,t0578,2025-01-25 02:27:00,-4.2379999999999995,-4.2379999999999995,NetDemand
period1,sc01,t0579,2025-01-25 03:27:00,-5.365,-5.365,NetDemand
period1,sc01,t0580,2025-01-25 04:27:00,-2.345,-2.345,NetDemand
period1,sc01,t0581,2025-01-25 05:27:00,-4.425,-4.425,NetDemand
period1,sc01,t0582,2025-01-25 06:27:00,-2.135,-2.135,NetDemand
period1,sc01,t0583,2025-01-25 07:27:00,-4.689,-4.689,NetDemand
period1,sc01,t0584,2025-01-25 08:27:00,-2.261,-2.261,NetDemand
period1,sc01,t0585,2025-01-25 09:27:00,-2.492,-2.492,NetDemand
period1,sc01,t0586,2025-01-25 10:27:00,-4.349958281,-4.349958281,NetDemand
period1,sc01,t0587,2025-01-25 11:27:00,-1.9584138320000004,-1.9584138320000004,NetDemand
period1,sc01,t0588,2025-01-25 12:27:00,-5.387821515999999,-5.387821515999999,NetDemand
period1,sc01,t0589,2025-01-25 13:27:00,-4.800652703,-4.800652703,NetDemand
period1,sc01,t0590,2025-01-25 14:27:00,-3.446629729,-3.446629729,NetDemand
period1,sc01,t0591,2025-01-25 15:27:00,-3.5481250870000003,-3.5481250870000003,NetDemand
period1,sc01,t0592,2025-01-25 16:27:00,-7.7187986099999994,-7.7187986099999994,NetDemand
period1,sc01,t0593,2025-01-25 17:27:00,-7.838000000000001,-7.838000000000001,NetDemand
period1,sc01,t0594,2025-01-25 18:27:00,-3.962,-3.962,NetDemand
period1,sc01,t0595,2025-01-25 19:27:00,-3.7989999999999995,-3.7989999999999995,NetDemand
period1,sc01,t0596,2025-01-25 20:27:00,-6.850999999999999,-6.850999999999999,NetDemand
