Period,Scenario,LoadLevel,TotalOutput,Date
period1,sc01,t0592,0.03520139,2025-01-25 16:27:00
period1,sc01,t0713,0.035195469,2025-01-30 17:27:00
period1,sc01,t1169,0.035173157,2025-02-18 17:27:00
period1,sc01,t1599,0.035167755,2025-03-08 15:27:00
period1,sc01,t1505,0.035156716,2025-03-04 17:27:00
period1,sc01,t2684,0.035099026,2025-04-22 20:27:00
period1,sc01,t2924,0.035087283,2025-05-02 20:27:00
period1,sc01,t4365,0.035016773,2025-07-01 21:27:00
period1,sc01,t7550,0.034897866,2025-11-11 14:27:00
period1,sc01,t7960,0.034840866,2025-11-28 16:27:00
period1,sc01,t8511,0.034813905,2025-12-21 15:27:00
period1,sc01,t8535,0.034812731,2025-12-22 15:27:00
period1,sc01,t5886,0.03473085,2025-09-03 06:27:00
period1,sc01,t2789,0.033180611,2025-04-27 05:27:00
period1,sc01,t6102,0.032930847,2025-09-12 06:27:00
period1,sc01,t7522,0.032811309,2025-11-10 10:27:00
period1,sc01,t7089,0.032366242,2025-10-23 09:27:00
period1,sc01,t0376,0.031690763,2025-01-16 16:27:00
period1,sc01,t1046,0.031686824,2025-02-13 14:27:00
period1,sc01,t0737,0.031674866,2025-01-31 17:27:00
period1,sc01,t2299,0.031606078,2025-04-06 19:27:00
period1,sc01,t2636,0.031591238,2025-04-20 20:27:00
period1,sc01,t2876,0.031580668,2025-04-30 20:27:00
period1,sc01,t5684,0.03145701,2025-08-25 20:27:00
period1,sc01,t6139,0.031436973,2025-09-13 19:27:00
period1,sc01,t7241,0.031388443,2025-10-29 17:27:00
period1,sc01,t8558,0.031372315,2025-12-23 14:27:00
period1,sc01,t7936,0.031357836,2025-11-27 16:27:00
period1,sc01,t2382,0.031353178,2025-04-10 06:27:00
period1,sc01,t8097,0.029811111,2025-12-04 09:27:00
period1,sc01,t4588,0.029777818,2025-07-11 04:27:00
period1,sc01,t6198,0.029300569,2025-09-16 06:27:00
period1,sc01,t3844,0.029218478,2025-06-10 04:27:00
period1,sc01,t7256,0.028966405,2025-10-30 08:27:00
period1,sc01,t4013,0.02875355,2025-06-17 05:27:00
period1,sc01,t6943,0.028373355,2025-10-17 07:27:00
period1,sc01,t7475,0.028330531,2025-11-08 11:27:00
period1,sc01,t8362,0.028266069,2025-12-15 10:27:00
period1,sc01,t1547,0.028206941,2025-03-06 11:27:00
period1,sc01,t2813,0.028170487,2025-04-28 05:27:00
period1,sc01,t0541,0.028165751,2025-01-23 13:27:00
period1,sc01,t2035,0.028104626,2025-03-26 19:27:00
period1,sc01,t2275,0.028095231,2025-04-05 19:27:00
period1,sc01,t3381,0.028051937,2025-05-21 21:27:00
period1,sc01,t3405,0.028050998,2025-05-22 21:27:00
period1,sc01,t4149,0.028021874,2025-06-22 21:27:00
period1,sc01,t4965,0.027989932,2025-07-26 21:27:00
period1,sc01,t5923,0.027952431,2025-09-04 19:27:00
period1,sc01,t6762,0.027919588,2025-10-09 18:27:00
period1,sc01,t7193,0.027902717,2025-10-27 17:27:00
period1,sc01,t7217,0.027901778,2025-10-28 17:27:00
period1,sc01,t7696,0.027883027,2025-11-17 16:27:00
period1,sc01,t7864,0.027876451,2025-11-24 16:27:00
period1,sc01,t8032,0.027869874,2025-12-01 16:27:00
period1,sc01,t8392,0.027855782,2025-12-16 16:27:00
period1,sc01,t6751,0.027347535,2025-10-09 07:27:00
period1,sc01,t7617,0.027232562,2025-11-14 09:27:00
period1,sc01,t7593,0.026630084,2025-11-13 09:27:00
period1,sc01,t3628,0.026560176,2025-06-01 04:27:00
period1,sc01,t4708,0.026250413,2025-07-16 04:27:00
period1,sc01,t1831,0.025708879,2025-03-18 07:27:00
period1,sc01,t7546,0.025251912,2025-11-11 10:27:00
period1,sc01,t5597,0.025053785,2025-08-22 05:27:00
period1,sc01,t4276,0.024974986,2025-06-28 04:27:00
period1,sc01,t2814,0.024922738,2025-04-28 06:27:00
period1,sc01,t5525,0.024841228,2025-08-19 05:27:00
period1,sc01,t0873,0.024819087,2025-02-06 09:27:00
period1,sc01,t0304,0.024650838,2025-01-13 16:27:00
period1,sc01,t0665,0.024638473,2025-01-28 17:27:00
period1,sc01,t1915,0.024595658,2025-03-21 19:27:00
period1,sc01,t1987,0.024593192,2025-03-24 19:27:00
period1,sc01,t2131,0.02458826,2025-03-30 19:27:00
period1,sc01,t3285,0.024548733,2025-05-17 21:27:00
period1,sc01,t5061,0.024487902,2025-07-30 21:27:00
period1,sc01,t5109,0.024486258,2025-08-01 21:27:00
period1,sc01,t5157,0.024484614,2025-08-03 21:27:00
period1,sc01,t5181,0.024483792,2025-08-04 21:27:00
period1,sc01,t5205,0.02448297,2025-08-05 21:27:00
period1,sc01,t5229,0.024482148,2025-08-06 21:27:00
period1,sc01,t5253,0.024481326,2025-08-07 21:27:00
period1,sc01,t5277,0.024480504,2025-08-08 21:27:00
period1,sc01,t5301,0.024479682,2025-08-09 21:27:00
period1,sc01,t5325,0.02447886,2025-08-10 21:27:00
period1,sc01,t5349,0.024478038,2025-08-11 21:27:00
period1,sc01,t5373,0.024477216,2025-08-12 21:27:00
period1,sc01,t5444,0.024474784,2025-08-15 20:27:00
period1,sc01,t6115,0.024451801,2025-09-12 19:27:00
period1,sc01,t7816,0.024393539,2025-11-22 16:27:00
period1,sc01,t8721,0.024380944,2025-12-30 09:27:00
period1,sc01,t8439,0.0243722,2025-12-18 15:27:00
period1,sc01,t2741,0.023672128,2025-04-25 05:27:00
period1,sc01,t7064,0.023522825,2025-10-22 08:27:00
period1,sc01,t3460,0.023440019,2025-05-25 04:27:00
period1,sc01,t7040,0.022688101,2025-10-21 08:27:00
period1,sc01,t3748,0.022641611,2025-06-06 04:27:00
period1,sc01,t2909,0.022618017,2025-05-02 05:27:00
period1,sc01,t8434,0.022582409,2025-12-18 10:27:00
period1,sc01,t4636,0.022544317,2025-07-13 04:27:00
period1,sc01,t4684,0.02251305,2025-07-15 04:27:00
period1,sc01,t7665,0.021925701,2025-11-16 09:27:00
period1,sc01,t5501,0.021918635,2025-08-18 05:27:00
period1,sc01,t1161,0.021751193,2025-02-18 09:27:00
period1,sc01,t1496,0.02151126,2025-03-04 08:27:00
period1,sc01,t2214,0.021470079,2025-04-03 06:27:00
period1,sc01,t5453,0.021136546,2025-08-16 05:27:00
period1,sc01,t0253,0.021134486,2025-01-11 13:27:00
period1,sc01,t0183,0.021132842,2025-01-08 15:27:00
period1,sc01,t0977,0.021109531,2025-02-10 17:27:00
period1,sc01,t1795,0.021085516,2025-03-16 19:27:00
period1,sc01,t2660,0.02106012,2025-04-21 20:27:00
period1,sc01,t8294,0.021016449,2025-12-12 14:27:00
period1,sc01,t4677,0.021000904,2025-07-14 21:27:00
period1,sc01,t4989,0.020991744,2025-07-27 21:27:00
period1,sc01,t7097,0.020929856,2025-10-23 17:27:00
period1,sc01,t7888,0.020906633,2025-11-25 16:27:00
period1,sc01,t8223,0.020896798,2025-12-09 15:27:00
period1,sc01,t8416,0.020891132,2025-12-17 16:27:00
period1,sc01,t6967,0.020751008,2025-10-18 07:27:00
period1,sc01,t6775,0.02065501,2025-10-10 07:27:00
period1,sc01,t5381,0.019931746,2025-08-13 05:27:00
period1,sc01,t4780,0.018901282,2025-07-19 04:27:00
period1,sc01,t1807,0.018675588,2025-03-17 07:27:00
period1,sc01,t7184,0.018458686,2025-10-27 08:27:00
period1,sc01,t2286,0.018397806,2025-04-06 06:27:00
period1,sc01,t2335,0.018243282,2025-04-08 07:27:00
period1,sc01,t1304,0.018137963,2025-02-24 08:27:00
period1,sc01,t0040,0.0176142,2025-01-02 16:27:00
period1,sc01,t0539,0.017612522,2025-01-23 11:27:00
period1,sc01,t1047,0.017594681,2025-02-13 15:27:00
period1,sc01,t0929,0.01759245,2025-02-08 17:27:00
period1,sc01,t1963,0.017567153,2025-03-23 19:27:00
period1,sc01,t2179,0.017561868,2025-04-01 19:27:00
period1,sc01,t2588,0.017551862,2025-04-18 20:27:00
period1,sc01,t4029,0.017516607,2025-06-17 21:27:00
period1,sc01,t5133,0.017489597,2025-08-02 21:27:00
period1,sc01,t6163,0.017464398,2025-09-14 19:27:00
period1,sc01,t7001,0.017443895,2025-10-19 17:27:00
period1,sc01,t7072,0.017442158,2025-10-22 16:27:00
period1,sc01,t7313,0.017436262,2025-11-01 17:27:00
period1,sc01,t7337,0.017435675,2025-11-02 17:27:00
period1,sc01,t7912,0.017421607,2025-11-26 16:27:00
period1,sc01,t8584,0.017405167,2025-12-24 16:27:00
period1,sc01,t3936,0.0159714346,2025-06-14 00:27:00
period1,sc01,t6030,0.015832655,2025-09-09 06:27:00
period1,sc01,t8507,0.015756953,2025-12-21 11:27:00
period1,sc01,t3412,0.015727781,2025-05-23 04:27:00
period1,sc01,t5477,0.015579691,2025-08-17 05:27:00
period1,sc01,t3912,0.0152454603,2025-06-13 00:27:00
period1,sc01,t2885,0.015221061,2025-05-01 05:27:00
period1,sc01,t4228,0.015146964,2025-06-26 04:27:00
period1,sc01,t1711,0.015096189,2025-03-13 07:27:00
period1,sc01,t6318,0.015020096,2025-09-21 06:27:00
period1,sc01,t3888,0.014519486,2025-06-12 00:27:00
period1,sc01,t1280,0.014423812,2025-02-23 08:27:00
period1,sc01,t1065,0.01426393,2025-02-14 09:27:00
period1,sc01,t0540,0.014102673,2025-01-23 12:27:00
period1,sc01,t8337,0.01407694,2025-12-14 09:27:00
period1,sc01,t1146,0.014069713,2025-02-17 18:27:00
period1,sc01,t1290,0.014066894,2025-02-23 18:27:00
period1,sc01,t1458,0.014063606,2025-03-02 18:27:00
period1,sc01,t1843,0.014056071,2025-03-18 19:27:00
period1,sc01,t1939,0.014054192,2025-03-22 19:27:00
period1,sc01,t2540,0.014042429,2025-04-16 20:27:00
period1,sc01,t3237,0.014028787,2025-05-15 21:27:00
period1,sc01,t3333,0.014026908,2025-05-19 21:27:00
period1,sc01,t3477,0.01402409,2025-05-25 21:27:00
period1,sc01,t5037,0.013993557,2025-07-29 21:27:00
period1,sc01,t5420,0.01398606,2025-08-14 20:27:00
period1,sc01,t5660,0.013981363,2025-08-24 20:27:00
period1,sc01,t6067,0.013973397,2025-09-10 19:27:00
period1,sc01,t6810,0.013958855,2025-10-11 18:27:00
period1,sc01,t7025,0.013954647,2025-10-20 17:27:00
period1,sc01,t7720,0.013941044,2025-11-18 16:27:00
period1,sc01,t7768,0.013940104,2025-11-20 16:27:00
period1,sc01,t7839,0.013938715,2025-11-23 15:27:00
period1,sc01,t8128,0.013933058,2025-12-05 16:27:00
period1,sc01,t8176,0.013932119,2025-12-07 16:27:00
period1,sc01,t1687,0.012598537,2025-03-12 07:27:00
period1,sc01,t7016,0.01255995,2025-10-20 08:27:00
period1,sc01,t6270,0.012454,2025-09-19 06:27:00
period1,sc01,t2669,0.012448984,2025-04-22 05:27:00
period1,sc01,t7232,0.012408959,2025-10-29 08:27:00
period1,sc01,t4924,0.012351661,2025-07-25 04:27:00
period1,sc01,t7953,0.012281131,2025-11-28 09:27:00
period1,sc01,t6992,0.012005816,2025-10-19 08:27:00
period1,sc01,t7352,0.011935923,2025-11-03 08:27:00
period1,sc01,t1112,0.01174332,2025-02-16 08:27:00
period1,sc01,t4804,0.011673667,2025-07-20 04:27:00
period1,sc01,t5645,0.011409498,2025-08-24 05:27:00
period1,sc01,t7450,0.011370965,2025-11-07 10:27:00
period1,sc01,t4420,0.011325885,2025-07-04 04:27:00
period1,sc01,t2238,0.011094495,2025-04-04 06:27:00
period1,sc01,t8290,0.0110558,2025-12-12 10:27:00
period1,sc01,t4564,0.011015637,2025-07-10 04:27:00
period1,sc01,t0970,0.010654438,2025-02-10 10:27:00
period1,sc01,t0274,0.010601152,2025-01-12 10:27:00
period1,sc01,t0178,0.010590744,2025-01-08 10:27:00
period1,sc01,t0254,0.010569093,2025-01-11 14:27:00
period1,sc01,t0255,0.010565364,2025-01-11 15:27:00
period1,sc01,t0444,0.010564757,2025-01-19 12:27:00
period1,sc01,t0517,0.010564043,2025-01-22 13:27:00
period1,sc01,t0496,0.010561826,2025-01-21 16:27:00
period1,sc01,t1218,0.010551228,2025-02-20 18:27:00
period1,sc01,t1242,0.010550875,2025-02-21 18:27:00
period1,sc01,t2468,0.010532879,2025-04-13 20:27:00
period1,sc01,t2612,0.010530765,2025-04-19 20:27:00
period1,sc01,t3189,0.010522295,2025-05-13 21:27:00
period1,sc01,t3213,0.010521943,2025-05-14 21:27:00
period1,sc01,t3309,0.010520533,2025-05-18 21:27:00
period1,sc01,t3501,0.010517715,2025-05-26 21:27:00
period1,sc01,t4078,0.010509245,2025-06-19 22:27:00
period1,sc01,t4221,0.010507146,2025-06-25 21:27:00
period1,sc01,t4294,0.010506074,2025-06-28 22:27:00
period1,sc01,t5085,0.010494463,2025-07-31 21:27:00
period1,sc01,t5611,0.010486742,2025-08-22 19:27:00
period1,sc01,t5732,0.010484965,2025-08-27 20:27:00
period1,sc01,t7672,0.010456487,2025-11-16 16:27:00
period1,sc01,t8295,0.010447342,2025-12-12 15:27:00
period1,sc01,t8608,0.010442748,2025-12-25 16:27:00
period1,sc01,t8169,0.010163479,2025-12-07 09:27:00
period1,sc01,t8409,0.009802524,2025-12-17 09:27:00
period1,sc01,t8385,0.009794656,2025-12-16 09:27:00
period1,sc01,t7497,0.009063391,2025-11-09 09:27:00
period1,sc01,t6438,0.009061864,2025-09-26 06:27:00
period1,sc01,t8145,0.008958835,2025-12-06 09:27:00
period1,sc01,t2861,0.008571438,2025-04-30 05:27:00
period1,sc01,t4828,0.008463203,2025-07-21 04:27:00
period1,sc01,t8073,0.008349467,2025-12-03 09:27:00
period1,sc01,t4516,0.008018126,2025-07-08 04:27:00
period1,sc01,t7112,0.007846344,2025-10-24 08:27:00
period1,sc01,t1256,0.007721555,2025-02-22 08:27:00
period1,sc01,t6054,0.007697657,2025-09-10 06:27:00
period1,sc01,t1855,0.007617586,2025-03-19 07:27:00
period1,sc01,t1642,0.007576014,2025-03-10 10:27:00
period1,sc01,t1232,0.007533958,2025-02-21 08:27:00
period1,sc01,t0681,0.007272319,2025-01-29 09:27:00
period1,sc01,t1593,0.00712396,2025-03-08 09:27:00
period1,sc01,t0490,0.007117844,2025-01-21 10:27:00
period1,sc01,t0516,0.007048582,2025-01-22 12:27:00
period1,sc01,t0016,0.007045915,2025-01-01 16:27:00
period1,sc01,t0470,0.007043767,2025-01-20 14:27:00
period1,sc01,t0881,0.00703745,2025-02-06 17:27:00
period1,sc01,t1122,0.007035091,2025-02-16 18:27:00
period1,sc01,t1554,0.007030864,2025-03-06 18:27:00
period1,sc01,t1600,0.007030414,2025-03-08 16:27:00
period1,sc01,t2420,0.007022389,2025-04-11 20:27:00
period1,sc01,t2492,0.007021684,2025-04-14 20:27:00
period1,sc01,t2852,0.007018161,2025-04-29 20:27:00
period1,sc01,t3117,0.007015568,2025-05-10 21:27:00
period1,sc01,t3141,0.007015333,2025-05-11 21:27:00
period1,sc01,t3357,0.007013219,2025-05-20 21:27:00
period1,sc01,t4438,0.00700264,2025-07-04 22:27:00
period1,sc01,t5780,0.006989507,2025-08-29 20:27:00
period1,sc01,t6187,0.006985524,2025-09-15 19:27:00
period1,sc01,t6211,0.006985289,2025-09-16 19:27:00
period1,sc01,t6235,0.006985054,2025-09-17 19:27:00
period1,sc01,t6930,0.006978253,2025-10-16 18:27:00
period1,sc01,t7049,0.006977088,2025-10-21 17:27:00
period1,sc01,t7361,0.006974035,2025-11-03 17:27:00
period1,sc01,t7478,0.00697289,2025-11-08 14:27:00
period1,sc01,t8152,0.006966294,2025-12-06 16:27:00
period1,sc01,t8248,0.006965355,2025-12-10 16:27:00
period1,sc01,t8463,0.006963251,2025-12-19 15:27:00
period1,sc01,t8632,0.006961597,2025-12-26 16:27:00
period1,sc01,t8680,0.006961127,2025-12-28 16:27:00
period1,sc01,t7640,0.006700197,2025-11-15 08:27:00
period1,sc01,t6366,0.006509224,2025-09-23 06:27:00
period1,sc01,t8673,0.006493341,2025-12-28 09:27:00
period1,sc01,t6294,0.005894039,2025-09-20 06:27:00
period1,sc01,t6126,0.005874173,2025-09-13 06:27:00
period1,sc01,t6847,0.005800908,2025-10-13 07:27:00
period1,sc01,t4204,0.005538471,2025-06-25 04:27:00
period1,sc01,t7160,0.005449667,2025-10-26 08:27:00
period1,sc01,t6390,0.005430016,2025-09-24 06:27:00
period1,sc01,t4756,0.005337835,2025-07-18 04:27:00
period1,sc01,t2166,0.005059099,2025-04-01 06:27:00
period1,sc01,t6559,0.005031213,2025-10-01 07:27:00
period1,sc01,t3580,0.004731388,2025-05-30 04:27:00
period1,sc01,t2070,0.004727767,2025-03-28 06:27:00
period1,sc01,t8313,0.004539818,2025-12-13 09:27:00
period1,sc01,t7689,0.004538722,2025-11-17 09:27:00
period1,sc01,t4876,0.00450104,2025-07-23 04:27:00
period1,sc01,t2262,0.004264273,2025-04-05 06:27:00
period1,sc01,t1783,0.004264189,2025-03-16 07:27:00
period1,sc01,t4396,0.004125176,2025-07-03 04:27:00
period1,sc01,t7328,0.004122955,2025-11-02 08:27:00
period1,sc01,t4060,0.004059281,2025-06-19 04:27:00
period1,sc01,t0705,0.004019074,2025-01-30 09:27:00
period1,sc01,t4156,0.004010971,2025-06-23 04:27:00
period1,sc01,t8555,0.003983443,2025-12-23 11:27:00
period1,sc01,t7400,0.003946245,2025-11-05 08:27:00
period1,sc01,t1735,0.003743632,2025-03-14 07:27:00
period1,sc01,t0129,0.00356562,2025-01-06 09:27:00
period1,sc01,t0081,0.003554347,2025-01-04 09:27:00
period1,sc01,t0252,0.003529172,2025-01-11 12:27:00
period1,sc01,t0034,0.003527229,2025-01-02 10:27:00
period1,sc01,t0515,0.003525546,2025-01-22 11:27:00
period1,sc01,t0280,0.003521666,2025-01-12 16:27:00
period1,sc01,t0401,0.003521074,2025-01-17 17:27:00
period1,sc01,t0445,0.003520858,2025-01-19 13:27:00
period1,sc01,t0471,0.003520731,2025-01-20 15:27:00
period1,sc01,t0518,0.003520501,2025-01-22 14:27:00
period1,sc01,t0542,0.003520384,2025-01-23 14:27:00
period1,sc01,t0785,0.003519195,2025-02-02 17:27:00
period1,sc01,t0905,0.003518607,2025-02-07 17:27:00
period1,sc01,t1048,0.003517908,2025-02-13 16:27:00
period1,sc01,t1098,0.003517663,2025-02-15 18:27:00
period1,sc01,t1194,0.003517193,2025-02-19 18:27:00
period1,sc01,t1578,0.003515314,2025-03-07 18:27:00
period1,sc01,t1747,0.003514487,2025-03-14 19:27:00
period1,sc01,t1819,0.003514135,2025-03-17 19:27:00
period1,sc01,t1867,0.0035139,2025-03-19 19:27:00
period1,sc01,t2107,0.003512726,2025-03-29 19:27:00
period1,sc01,t2804,0.003509315,2025-04-27 20:27:00
period1,sc01,t3093,0.003507901,2025-05-09 21:27:00
period1,sc01,t3165,0.003507549,2025-05-12 21:27:00
period1,sc01,t3261,0.003507079,2025-05-16 21:27:00
period1,sc01,t3429,0.003506257,2025-05-23 21:27:00
period1,sc01,t3766,0.003504608,2025-06-06 22:27:00
period1,sc01,t3958,0.003503669,2025-06-14 22:27:00
period1,sc01,t3982,0.003503551,2025-06-15 22:27:00
period1,sc01,t4174,0.003502612,2025-06-23 22:27:00
period1,sc01,t4246,0.00350226,2025-06-26 22:27:00
period1,sc01,t4342,0.00350179,2025-06-30 22:27:00
period1,sc01,t4390,0.003501555,2025-07-02 22:27:00
period1,sc01,t4462,0.003501203,2025-07-05 22:27:00
period1,sc01,t4486,0.003501085,2025-07-06 22:27:00
period1,sc01,t4534,0.00350085,2025-07-08 22:27:00
period1,sc01,t4606,0.003500498,2025-07-11 22:27:00
period1,sc01,t4726,0.003499911,2025-07-16 22:27:00
period1,sc01,t5540,0.003495928,2025-08-19 20:27:00
period1,sc01,t5756,0.003494871,2025-08-28 20:27:00
period1,sc01,t5948,0.003493932,2025-09-05 20:27:00
period1,sc01,t6283,0.003492292,2025-09-19 19:27:00
period1,sc01,t6379,0.003491823,2025-09-23 19:27:00
period1,sc01,t6427,0.003491588,2025-09-25 19:27:00
period1,sc01,t6475,0.003491353,2025-09-27 19:27:00
period1,sc01,t6834,0.003489596,2025-10-12 18:27:00
period1,sc01,t7121,0.003488192,2025-10-24 17:27:00
period1,sc01,t7385,0.0034869,2025-11-04 17:27:00
period1,sc01,t7528,0.0034862,2025-11-10 16:27:00
period1,sc01,t7551,0.003486088,2025-11-11 15:27:00
period1,sc01,t7649,0.003485608,2025-11-15 17:27:00
period1,sc01,t8320,0.003482325,2025-12-13 16:27:00
period1,sc01,t8488,0.003481503,2025-12-20 16:27:00
period1,sc01,t8559,0.003481156,2025-12-23 15:27:00
period1,sc01,t8656,0.003480681,2025-12-27 16:27:00
period1,sc01,t8601,0.003240214,2025-12-25 09:27:00
period1,sc01,t4036,0.003119501,2025-06-18 04:27:00
period1,sc01,t5741,0.003033334,2025-08-28 05:27:00
period1,sc01,t5717,0.002796899,2025-08-27 05:27:00
period1,sc01,t8577,0.002769576,2025-12-24 09:27:00
period1,sc01,t8697,0.002723228,2025-12-29 09:27:00
period1,sc01,t6462,0.002718834,2025-09-27 06:27:00
period1,sc01,t8265,0.002668817,2025-12-11 09:27:00
period1,sc01,t5837,0.002598611,2025-09-01 05:27:00
period1,sc01,t6582,0.002447316,2025-10-02 06:27:00
period1,sc01,t7736,0.002346586,2025-11-19 08:27:00
period1,sc01,t8625,0.0022787,2025-12-26 09:27:00
period1,sc01,t5765,0.002087086,2025-08-29 05:27:00
period1,sc01,t7929,0.001900834,2025-11-27 09:27:00
period1,sc01,t5621,0.001897448,2025-08-23 05:27:00
period1,sc01,t6005,0.001880205,2025-09-08 05:27:00
period1,sc01,t6606,0.0018745,2025-10-03 06:27:00
period1,sc01,t5693,0.001810351,2025-08-26 05:27:00
period1,sc01,t5981,0.001726385,2025-09-07 05:27:00
period1,sc01,t2118,0.001719545,2025-03-30 06:27:00
period1,sc01,t5957,0.001719457,2025-09-06 05:27:00
period1,sc01,t6414,0.001663113,2025-09-25 06:27:00
period1,sc01,t8217,0.001648272,2025-12-09 09:27:00
period1,sc01,t7784,0.001599488,2025-11-21 08:27:00
period1,sc01,t6246,0.001588987,2025-09-18 06:27:00
period1,sc01,t6919,0.001523273,2025-10-16 07:27:00
period1,sc01,t6678,0.001437536,2025-10-06 06:27:00
period1,sc01,t6630,0.001329892,2025-10-04 06:27:00
period1,sc01,t5020,0.001326159,2025-07-29 04:27:00
period1,sc01,t8048,0.001299369,2025-12-02 08:27:00
period1,sc01,t6654,0.001269599,2025-10-05 06:27:00
period1,sc01,t5573,0.001254162,2025-08-21 05:27:00
period1,sc01,t3676,0.001240769,2025-06-03 04:27:00
period1,sc01,t6702,0.001180393,2025-10-07 06:27:00
period1,sc01,t2022,0.001176787,2025-03-26 06:27:00
period1,sc01,t3292,0.001159431,2025-05-18 04:27:00
period1,sc01,t7207,0.001128311,2025-10-28 07:27:00
period1,sc01,t5909,0.00112743,2025-09-04 05:27:00
period1,sc01,t4972,0.001094563,2025-07-27 04:27:00
period1,sc01,t7904,0.001082766,2025-11-26 08:27:00
period1,sc01,t4900,0.00107871,2025-07-24 04:27:00
period1,sc01,t1974,0.001061951,2025-03-24 06:27:00
period1,sc01,t2094,0.001044609,2025-03-29 06:27:00
period1,sc01,t5861,0.001032249,2025-09-02 05:27:00
period1,sc01,t7976,0.001014585,2025-11-29 08:27:00
period1,sc01,t3556,0.000974119,2025-05-29 04:27:00
period1,sc01,t2645,0.000931491,2025-04-21 05:27:00
period1,sc01,t3172,0.00089993,2025-05-13 04:27:00
period1,sc01,t6799,0.00089811,2025-10-11 07:27:00
period1,sc01,t7279,0.0008903,2025-10-31 07:27:00
period1,sc01,t2717,0.000877118,2025-04-24 05:27:00
period1,sc01,t2453,0.000875846,2025-04-13 05:27:00
period1,sc01,t7712,0.000867807,2025-11-18 08:27:00
period1,sc01,t8000,0.000861079,2025-11-30 08:27:00
period1,sc01,t5116,0.00085096,2025-08-02 04:27:00
period1,sc01,t7880,0.000848161,2025-11-25 08:27:00
period1,sc01,t2477,0.000848073,2025-04-14 05:27:00
period1,sc01,t1926,0.00084773,2025-03-22 06:27:00
period1,sc01,t8241,0.000846703,2025-12-10 09:27:00
period1,sc01,t5669,0.000804289,2025-08-25 05:27:00
period1,sc01,t4108,0.000803839,2025-06-21 04:27:00
period1,sc01,t3196,0.000797307,2025-05-14 04:27:00
period1,sc01,t5356,0.000786077,2025-08-12 04:27:00
period1,sc01,t5332,0.000782554,2025-08-11 04:27:00
period1,sc01,t5308,0.000779031,2025-08-10 04:27:00
period1,sc01,t3052,0.000776301,2025-05-08 04:27:00
period1,sc01,t5284,0.000775508,2025-08-09 04:27:00
period1,sc01,t5260,0.000771985,2025-08-08 04:27:00
period1,sc01,t1471,0.000769637,2025-03-03 07:27:00
period1,sc01,t5236,0.000768462,2025-08-07 04:27:00
period1,sc01,t5212,0.000764939,2025-08-06 04:27:00
period1,sc01,t6486,0.000761563,2025-09-28 06:27:00
period1,sc01,t5188,0.000761416,2025-08-05 04:27:00
period1,sc01,t5164,0.000757893,2025-08-04 04:27:00
period1,sc01,t5140,0.00075437,2025-08-03 04:27:00
period1,sc01,t5092,0.000747324,2025-08-01 04:27:00
period1,sc01,t5044,0.000740278,2025-07-30 04:27:00
period1,sc01,t7135,0.000733056,2025-10-25 07:27:00
period1,sc01,t2190,0.000728348,2025-04-02 06:27:00
period1,sc01,t3436,0.000722736,2025-05-24 04:27:00
period1,sc01,t8649,0.000719365,2025-12-27 09:27:00
period1,sc01,t6077,0.000713532,2025-09-11 05:27:00
period1,sc01,t8024,0.000706633,2025-12-01 08:27:00
period1,sc01,t4732,0.000694478,2025-07-17 04:27:00
period1,sc01,t8192,0.00068135,2025-12-08 08:27:00
period1,sc01,t2142,0.000680949,2025-03-31 06:27:00
period1,sc01,t7303,0.00067886,2025-11-01 07:27:00
period1,sc01,t4467,0.000677431,2025-07-06 03:27:00
period1,sc01,t6895,0.000674661,2025-10-15 07:27:00
period1,sc01,t4996,0.000659909,2025-07-28 04:27:00
period1,sc01,t3124,0.00065709,2025-05-11 04:27:00
period1,sc01,t7856,0.000653401,2025-11-24 08:27:00
period1,sc01,t7808,0.000649408,2025-11-22 08:27:00
period1,sc01,t8120,0.000635634,2025-12-05 08:27:00
period1,sc01,t2429,0.000629664,2025-04-12 05:27:00
period1,sc01,t6342,0.000620544,2025-09-22 06:27:00
period1,sc01,t2621,0.000589717,2025-04-20 05:27:00
period1,sc01,t8529,0.000584198,2025-12-22 09:27:00
period1,sc01,t6149,0.000571573,2025-09-14 05:27:00
period1,sc01,t6871,0.000571466,2025-10-14 07:27:00
period1,sc01,t3939,0.000558802,2025-06-14 03:27:00
period1,sc01,t5429,0.000557755,2025-08-15 05:27:00
period1,sc01,t6173,0.000543604,2025-09-15 05:27:00
period1,sc01,t2310,0.000531014,2025-04-07 06:27:00
period1,sc01,t4852,0.000522202,2025-07-22 04:27:00
period1,sc01,t5068,0.000520661,2025-07-31 04:27:00
period1,sc01,t3316,0.000519061,2025-05-19 04:27:00
period1,sc01,t2501,0.000513776,2025-04-15 05:27:00
period1,sc01,t8481,0.000497922,2025-12-20 09:27:00
period1,sc01,t6726,0.000493592,2025-10-08 06:27:00
period1,sc01,t7760,0.000493553,2025-11-20 08:27:00
period1,sc01,t3340,0.000490142,2025-05-20 04:27:00
period1,sc01,t3100,0.000485239,2025-05-10 04:27:00
period1,sc01,t7832,0.000459815,2025-11-23 08:27:00
period1,sc01,t8457,0.000455137,2025-12-19 09:27:00
period1,sc01,t5813,0.00045502,2025-08-31 05:27:00
period1,sc01,t0896,0.000446692,2025-02-07 08:27:00
period1,sc01,t6221,0.000426092,2025-09-17 05:27:00
