Period,Scenario,LoadLevel,TotalOutput,Date
period1,sc01,t4050,1.523015641,2025-06-18 18:27:00
period1,sc01,t4938,1.522110563,2025-07-25 18:27:00
period1,sc01,t3254,1.518744635,2025-05-16 14:27:00
period1,sc01,t4400,1.518476371,2025-07-03 08:27:00
period1,sc01,t5558,1.516701461,2025-08-20 14:27:00
period1,sc01,t5360,1.514549977,2025-08-12 08:27:00
period1,sc01,t6161,1.514530977,2025-09-14 17:27:00
period1,sc01,t5336,1.514441115,2025-08-11 08:27:00
period1,sc01,t4698,1.514335331,2025-07-15 18:27:00
period1,sc01,t5312,1.514332253,2025-08-10 08:27:00
period1,sc01,t5288,1.514223392,2025-08-09 08:27:00
period1,sc01,t5264,1.51411453,2025-08-08 08:27:00
period1,sc01,t5240,1.514005668,2025-08-07 08:27:00
period1,sc01,t5216,1.513896806,2025-08-06 08:27:00
period1,sc01,t5192,1.513787944,2025-08-05 08:27:00
period1,sc01,t5168,1.513679083,2025-08-04 08:27:00
period1,sc01,t5144,1.513570221,2025-08-03 08:27:00
period1,sc01,t5096,1.513352497,2025-08-01 08:27:00
period1,sc01,t5048,1.513134774,2025-07-30 08:27:00
period1,sc01,t5416,1.511644231,2025-08-14 16:27:00
period1,sc01,t1862,1.509859515,2025-03-19 14:27:00
period1,sc01,t0157,1.507755675,2025-01-07 13:27:00
period1,sc01,t4615,1.506408075,2025-07-12 07:27:00
period1,sc01,t5657,1.506019455,2025-08-24 17:27:00
period1,sc01,t4255,1.503090315,2025-06-27 07:27:00
period1,sc01,t2144,1.501062798,2025-03-31 08:27:00
period1,sc01,t2386,1.500800792,2025-04-10 10:27:00
period1,sc01,t4362,1.500770582,2025-07-01 18:27:00
period1,sc01,t5577,1.499556074,2025-08-21 09:27:00
period1,sc01,t6448,1.499318377,2025-09-26 16:27:00
period1,sc01,t1451,1.491164394,2025-03-02 11:27:00
period1,sc01,t2384,1.491011621,2025-04-10 08:27:00
period1,sc01,t6233,1.490138295,2025-09-17 17:27:00
period1,sc01,t4768,1.489306354,2025-07-18 16:27:00
period1,sc01,t3618,1.487180227,2025-05-31 18:27:00
period1,sc01,t2935,1.485047953,2025-05-03 07:27:00
period1,sc01,t1409,1.476999828,2025-02-28 17:27:00
period1,sc01,t1433,1.476954263,2025-03-01 17:27:00
period1,sc01,t2052,1.473921502,2025-03-27 12:27:00
period1,sc01,t3186,1.464490834,2025-05-13 18:27:00
period1,sc01,t4194,1.458549426,2025-06-24 18:27:00
period1,sc01,t6271,1.456980559,2025-09-19 07:27:00
period1,sc01,t3281,1.456448346,2025-05-17 17:27:00
period1,sc01,t3066,1.450437538,2025-05-08 18:27:00
period1,sc01,t1786,1.4492496,2025-03-16 10:27:00
period1,sc01,t2946,1.448275231,2025-05-03 18:27:00
period1,sc01,t4288,1.446917898,2025-06-28 16:27:00
period1,sc01,t6255,1.446707152,2025-09-18 15:27:00
period1,sc01,t1312,1.446368373,2025-02-24 16:27:00
period1,sc01,t1385,1.445351659,2025-02-27 17:27:00
period1,sc01,t2778,1.444758869,2025-04-26 18:27:00
period1,sc01,t1284,1.444147583,2025-02-23 12:27:00
period1,sc01,t4434,1.443878673,2025-07-04 18:27:00
period1,sc01,t4999,1.44302421,2025-07-28 07:27:00
period1,sc01,t3462,1.442749139,2025-05-25 06:27:00
period1,sc01,t4161,1.441996883,2025-06-23 09:27:00
period1,sc01,t2054,1.439874875,2025-03-27 14:27:00
period1,sc01,t4639,1.437209601,2025-07-13 07:27:00
period1,sc01,t2096,1.437075211,2025-03-29 08:27:00
period1,sc01,t4047,1.433383236,2025-06-18 15:27:00
period1,sc01,t0351,1.433236468,2025-01-15 15:27:00
period1,sc01,t3138,1.432975876,2025-05-11 18:27:00
period1,sc01,t3593,1.432178427,2025-05-30 17:27:00
period1,sc01,t6832,1.431527242,2025-10-12 16:27:00
period1,sc01,t0802,1.430742946,2025-02-03 10:27:00
period1,sc01,t5394,1.426880593,2025-08-13 18:27:00
period1,sc01,t7407,1.421371324,2025-11-05 15:27:00
period1,sc01,t3521,1.421117044,2025-05-27 17:27:00
period1,sc01,t6975,1.416760756,2025-10-18 15:27:00
period1,sc01,t8197,1.416085757,2025-12-08 13:27:00
period1,sc01,t0949,1.416021824,2025-02-09 13:27:00
period1,sc01,t4926,1.414590953,2025-07-25 06:27:00
period1,sc01,t0709,1.413161476,2025-01-30 13:27:00
period1,sc01,t6086,1.4128457,2025-09-11 14:27:00
period1,sc01,t4764,1.41152346,2025-07-18 12:27:00
period1,sc01,t3344,1.40980121,2025-05-20 08:27:00
period1,sc01,t0327,1.40869391,2025-01-14 15:27:00
period1,sc01,t2624,1.406112846,2025-04-20 08:27:00
period1,sc01,t3679,1.405446047,2025-06-03 07:27:00
period1,sc01,t6185,1.403355087,2025-09-15 17:27:00
period1,sc01,t4591,1.400282774,2025-07-11 07:27:00
period1,sc01,t1361,1.399677443,2025-02-26 17:27:00
period1,sc01,t1214,1.397895389,2025-02-20 14:27:00
period1,sc01,t2601,1.394370592,2025-04-19 09:27:00
period1,sc01,t2513,1.393153574,2025-04-15 17:27:00
period1,sc01,t2994,1.391151398,2025-05-05 18:27:00
period1,sc01,t2553,1.389283769,2025-04-17 09:27:00
period1,sc01,t8052,1.385896062,2025-12-02 12:27:00
period1,sc01,t4191,1.384773309,2025-06-24 15:27:00
period1,sc01,t1018,1.382118076,2025-02-12 10:27:00
period1,sc01,t3990,1.38048187,2025-06-16 06:27:00
period1,sc01,t6828,1.376353797,2025-10-12 12:27:00
period1,sc01,t4763,1.374238336,2025-07-18 11:27:00
period1,sc01,t3042,1.373398195,2025-05-07 18:27:00
period1,sc01,t3966,1.37286928,2025-06-15 06:27:00
period1,sc01,t3942,1.369460523,2025-06-14 06:27:00
period1,sc01,t4735,1.363433988,2025-07-17 07:27:00
period1,sc01,t1426,1.362023541,2025-03-01 10:27:00
period1,sc01,t1402,1.361987606,2025-02-28 10:27:00
period1,sc01,t6778,1.35973211,2025-10-10 10:27:00
period1,sc01,t4543,1.3572994,2025-07-09 07:27:00
period1,sc01,t0658,1.355968597,2025-01-28 10:27:00
period1,sc01,t7380,1.355572535,2025-11-04 12:27:00
period1,sc01,t4602,1.35280979,2025-07-11 18:27:00
period1,sc01,t5624,1.351576952,2025-08-23 08:27:00
period1,sc01,t4435,1.350066749,2025-07-04 19:27:00
period1,sc01,t4087,1.349065121,2025-06-20 07:27:00
period1,sc01,t0902,1.348337673,2025-02-07 14:27:00
period1,sc01,t6952,1.348223795,2025-10-17 16:27:00
period1,sc01,t6425,1.342816616,2025-09-25 17:27:00
period1,sc01,t5578,1.340389048,2025-08-21 10:27:00
period1,sc01,t1240,1.337011763,2025-02-21 16:27:00
period1,sc01,t2631,1.330598933,2025-04-20 15:27:00
period1,sc01,t5560,1.330427219,2025-08-20 16:27:00
period1,sc01,t2911,1.329429638,2025-05-02 07:27:00
period1,sc01,t1858,1.329182139,2025-03-19 10:27:00
period1,sc01,t2393,1.329060482,2025-04-10 17:27:00
period1,sc01,t2297,1.328672322,2025-04-06 17:27:00
period1,sc01,t2604,1.32659558,2025-04-19 12:27:00
period1,sc01,t2361,1.323677063,2025-04-09 09:27:00
period1,sc01,t3561,1.323370554,2025-05-29 09:27:00
period1,sc01,t3849,1.322680514,2025-06-10 09:27:00
period1,sc01,t6923,1.319916154,2025-10-16 11:27:00
period1,sc01,t3274,1.319663469,2025-05-17 10:27:00
period1,sc01,t1742,1.317025729,2025-03-14 14:27:00
period1,sc01,t3534,1.314931054,2025-05-28 06:27:00
period1,sc01,t3774,1.312183091,2025-06-07 06:27:00
period1,sc01,t4408,1.309020207,2025-07-03 16:27:00
period1,sc01,t7885,1.305102004,2025-11-25 13:27:00
period1,sc01,t1337,1.30123993,2025-02-25 17:27:00
period1,sc01,t4134,1.301187354,2025-06-22 06:27:00
period1,sc01,t4038,1.296244231,2025-06-18 06:27:00
period1,sc01,t2920,1.296194552,2025-05-02 16:27:00
period1,sc01,t3018,1.295894404,2025-05-06 18:27:00
period1,sc01,t4664,1.294540193,2025-07-14 08:27:00
period1,sc01,t2898,1.293541055,2025-05-01 18:27:00
period1,sc01,t6517,1.287501358,2025-09-29 13:27:00
period1,sc01,t6827,1.286741263,2025-10-12 11:27:00
period1,sc01,t2600,1.28628777,2025-04-19 08:27:00
period1,sc01,t8029,1.284045397,2025-12-01 13:27:00
period1,sc01,t2629,1.282550749,2025-04-20 13:27:00
period1,sc01,t3252,1.281905999,2025-05-16 12:27:00
period1,sc01,t2215,1.280534966,2025-04-03 07:27:00
period1,sc01,t1285,1.277773278,2025-02-23 13:27:00
period1,sc01,t6591,1.276973422,2025-10-02 15:27:00
period1,sc01,t3726,1.27615983,2025-06-05 06:27:00
period1,sc01,t7381,1.274960193,2025-11-04 13:27:00
period1,sc01,t4120,1.2731403,2025-06-21 16:27:00
period1,sc01,t4193,1.272921774,2025-06-24 17:27:00
period1,sc01,t7813,1.272833532,2025-11-22 13:27:00
period1,sc01,t8173,1.272685388,2025-12-07 13:27:00
period1,sc01,t4314,1.26780571,2025-06-29 18:27:00
period1,sc01,t6876,1.267180977,2025-10-14 12:27:00
period1,sc01,t8028,1.264925178,2025-12-01 12:27:00
period1,sc01,t7836,1.264499708,2025-11-23 12:27:00
period1,sc01,t2706,1.262094428,2025-04-23 18:27:00
period1,sc01,t1258,1.259757868,2025-02-22 10:27:00
period1,sc01,t5000,1.258427868,2025-07-28 08:27:00
period1,sc01,t0926,1.256613108,2025-02-08 14:27:00
period1,sc01,t6007,1.251226098,2025-09-08 07:27:00
period1,sc01,t5466,1.250261319,2025-08-16 18:27:00
period1,sc01,t4063,1.247485789,2025-06-19 07:27:00
period1,sc01,t2538,1.244161188,2025-04-16 18:27:00
period1,sc01,t6969,1.243880593,2025-10-18 09:27:00
period1,sc01,t3822,1.243474773,2025-06-09 06:27:00
period1,sc01,t1523,1.242832568,2025-03-05 11:27:00
period1,sc01,t1984,1.242252055,2025-03-24 16:27:00
period1,sc01,t2603,1.240412419,2025-04-19 11:27:00
period1,sc01,t1263,1.238840959,2025-02-22 15:27:00
period1,sc01,t3354,1.237481801,2025-05-20 18:27:00
period1,sc01,t0950,1.235924438,2025-02-09 14:27:00
period1,sc01,t4765,1.231635729,2025-07-18 13:27:00
period1,sc01,t6079,1.230494227,2025-09-11 07:27:00
period1,sc01,t6329,1.230229475,2025-09-21 17:27:00
period1,sc01,t7837,1.230061153,2025-11-23 13:27:00
period1,sc01,t2607,1.228914786,2025-04-19 15:27:00
period1,sc01,t4567,1.228881488,2025-07-10 07:27:00
period1,sc01,t4350,1.225946203,2025-07-01 06:27:00
period1,sc01,t2561,1.225880068,2025-04-17 17:27:00
period1,sc01,t1480,1.224538403,2025-03-03 16:27:00
period1,sc01,t5936,1.220643902,2025-09-05 08:27:00
period1,sc01,t3450,1.219926499,2025-05-24 18:27:00
period1,sc01,t3516,1.21893427,2025-05-27 12:27:00
period1,sc01,t1167,1.21755374,2025-02-18 15:27:00
period1,sc01,t4326,1.216621833,2025-06-30 06:27:00
period1,sc01,t2442,1.216149869,2025-04-12 18:27:00
period1,sc01,t4375,1.216010474,2025-07-02 07:27:00
period1,sc01,t8125,1.215907797,2025-12-05 13:27:00
period1,sc01,t4446,1.214098483,2025-07-05 06:27:00
period1,sc01,t1090,1.211858664,2025-02-15 10:27:00
period1,sc01,t2050,1.211341101,2025-03-27 10:27:00
period1,sc01,t3517,1.210821541,2025-05-27 13:27:00
period1,sc01,t2369,1.210288858,2025-04-09 17:27:00
period1,sc01,t1833,1.210246195,2025-03-18 09:27:00
period1,sc01,t7378,1.204154617,2025-11-04 10:27:00
period1,sc01,t3798,1.203789807,2025-06-08 06:27:00
period1,sc01,t3654,1.203387706,2025-06-02 06:27:00
period1,sc01,t8579,1.203292393,2025-12-24 11:27:00
period1,sc01,t5599,1.201816818,2025-08-22 07:27:00
period1,sc01,t5490,1.201335856,2025-08-17 18:27:00
period1,sc01,t3306,1.201318769,2025-05-18 18:27:00
period1,sc01,t8171,1.198854626,2025-12-07 11:27:00
period1,sc01,t4016,1.198204112,2025-06-17 08:27:00
period1,sc01,t4879,1.197004601,2025-07-23 07:27:00
period1,sc01,t7906,1.196457777,2025-11-26 10:27:00
period1,sc01,t4302,1.195490082,2025-06-29 06:27:00
period1,sc01,t8246,1.193580323,2025-12-10 14:27:00
period1,sc01,t3930,1.1923703869,2025-06-13 18:27:00
period1,sc01,t0399,1.186776475,2025-01-17 15:27:00
period1,sc01,t4315,1.182596334,2025-06-29 19:27:00
period1,sc01,t1793,1.181572555,2025-03-16 17:27:00
period1,sc01,t3583,1.180390518,2025-05-30 07:27:00
period1,sc01,t2152,1.180099554,2025-03-31 16:27:00
period1,sc01,t4675,1.178569656,2025-07-14 19:27:00
period1,sc01,t3253,1.1782358,2025-05-16 13:27:00
period1,sc01,t4758,1.177289209,2025-07-18 06:27:00
period1,sc01,t1880,1.176871162,2025-03-20 08:27:00
period1,sc01,t4182,1.176613955,2025-06-24 06:27:00
period1,sc01,t4075,1.175112095,2025-06-19 19:27:00
period1,sc01,t7358,1.174486727,2025-11-03 14:27:00
period1,sc01,t1091,1.173059667,2025-02-15 11:27:00
period1,sc01,t3234,1.173022196,2025-05-15 18:27:00
period1,sc01,t0946,1.172341575,2025-02-09 10:27:00
period1,sc01,t2959,1.17209231,2025-05-04 07:27:00
period1,sc01,t5561,1.163810725,2025-08-20 17:27:00
period1,sc01,t4459,1.163047508,2025-07-05 19:27:00
period1,sc01,t0300,1.163030309,2025-01-13 12:27:00
period1,sc01,t6635,1.162695503,2025-10-04 11:27:00
period1,sc01,t0083,1.159266528,2025-01-04 11:27:00
period1,sc01,t5514,1.159190454,2025-08-18 18:27:00
period1,sc01,t6250,1.157211947,2025-09-18 10:27:00
period1,sc01,t3515,1.155863613,2025-05-27 11:27:00
period1,sc01,t0855,1.155169672,2025-02-05 15:27:00
period1,sc01,t3811,1.154714746,2025-06-08 19:27:00
period1,sc01,t2002,1.152767182,2025-03-25 10:27:00
period1,sc01,t3954,1.152652747,2025-06-14 18:27:00
period1,sc01,t7646,1.151745218,2025-11-15 14:27:00
period1,sc01,t1211,1.151131143,2025-02-20 11:27:00
period1,sc01,t6877,1.150584349,2025-10-14 13:27:00
period1,sc01,t6665,1.148968772,2025-10-05 17:27:00
period1,sc01,t6035,1.143627728,2025-09-09 11:27:00
period1,sc01,t6296,1.142620879,2025-09-20 08:27:00
period1,sc01,t3560,1.142367548,2025-05-29 08:27:00
period1,sc01,t3495,1.141941843,2025-05-26 15:27:00
period1,sc01,t8603,1.140712553,2025-12-25 11:27:00
period1,sc01,t2153,1.139545537,2025-03-31 17:27:00
period1,sc01,t3906,1.13817173295,2025-06-12 18:27:00
period1,sc01,t7379,1.136690313,2025-11-04 11:27:00
period1,sc01,t2633,1.135775346,2025-04-20 17:27:00
period1,sc01,t0135,1.130712587,2025-01-06 15:27:00
period1,sc01,t6806,1.130353624,2025-10-11 14:27:00
period1,sc01,t3256,1.129953202,2025-05-16 16:27:00
period1,sc01,t5864,1.129217171,2025-09-02 08:27:00
period1,sc01,t1282,1.126862154,2025-02-23 10:27:00
period1,sc01,t5586,1.124580132,2025-08-21 18:27:00
period1,sc01,t7644,1.122799692,2025-11-15 12:27:00
period1,sc01,t5706,1.121479767,2025-08-26 18:27:00
period1,sc01,t4254,1.119027485,2025-06-27 06:27:00
period1,sc01,t3054,1.116492044,2025-05-08 06:27:00
period1,sc01,t1740,1.114298837,2025-03-14 12:27:00
period1,sc01,t6922,1.111718894,2025-10-16 10:27:00
period1,sc01,t0062,1.109678302,2025-01-03 14:27:00
period1,sc01,t6223,1.109258171,2025-09-17 07:27:00
period1,sc01,t3630,1.109236127,2025-06-01 06:27:00
period1,sc01,t8103,1.108470268,2025-12-04 15:27:00
period1,sc01,t1456,1.108088758,2025-03-02 16:27:00
period1,sc01,t0419,1.106878003,2025-01-18 11:27:00
period1,sc01,t2577,1.102519513,2025-04-18 09:27:00
period1,sc01,t8007,1.101917226,2025-11-30 15:27:00
period1,sc01,t4542,1.100763212,2025-07-09 06:27:00
period1,sc01,t6759,1.099104283,2025-10-09 15:27:00
period1,sc01,t5576,1.098799682,2025-08-21 08:27:00
period1,sc01,t3463,1.097763616,2025-05-25 07:27:00
period1,sc01,t5849,1.092572183,2025-09-01 17:27:00
period1,sc01,t5607,1.091438255,2025-08-22 15:27:00
period1,sc01,t2418,1.089301166,2025-04-11 18:27:00
period1,sc01,t6345,1.088911646,2025-09-22 09:27:00
period1,sc01,t0302,1.088221811,2025-01-13 14:27:00
period1,sc01,t4051,1.085346711,2025-06-18 19:27:00
period1,sc01,t7188,1.085275687,2025-10-27 12:27:00
period1,sc01,t3882,1.083973079,2025-06-11 18:27:00
period1,sc01,t2826,1.082895637,2025-04-28 18:27:00
period1,sc01,t6304,1.080837406,2025-09-20 16:27:00
period1,sc01,t6424,1.080498852,2025-09-25 16:27:00
period1,sc01,t3439,1.080172198,2025-05-24 07:27:00
period1,sc01,t2338,1.079797019,2025-04-08 10:27:00
period1,sc01,t6853,1.07919001,2025-10-13 13:27:00
period1,sc01,t6737,1.078992221,2025-10-08 17:27:00
period1,sc01,t5820,1.077819652,2025-08-31 12:27:00
period1,sc01,t6633,1.07744918,2025-10-04 09:27:00
period1,sc01,t5417,1.077277295,2025-08-14 17:27:00
period1,sc01,t1743,1.07431131,2025-03-14 15:27:00
period1,sc01,t2055,1.072876133,2025-03-27 15:27:00
period1,sc01,t1809,1.071379753,2025-03-17 09:27:00
period1,sc01,t0735,1.070347714,2025-01-31 15:27:00
period1,sc01,t1673,1.069095138,2025-03-11 17:27:00
period1,sc01,t4494,1.068594089,2025-07-07 06:27:00
period1,sc01,t4089,1.068581009,2025-06-20 09:27:00
period1,sc01,t3562,1.066778057,2025-05-29 10:27:00
period1,sc01,t4206,1.063904923,2025-06-25 06:27:00
period1,sc01,t4986,1.063321117,2025-07-27 18:27:00
period1,sc01,t5672,1.062295718,2025-08-25 08:27:00
period1,sc01,t3368,1.060220743,2025-05-21 08:27:00
period1,sc01,t2313,1.059945828,2025-04-07 09:27:00
period1,sc01,t3250,1.059913916,2025-05-16 10:27:00
period1,sc01,t2682,1.057533112,2025-04-22 18:27:00
period1,sc01,t1425,1.05750848,2025-03-01 09:27:00
period1,sc01,t1401,1.05749838,2025-02-28 09:27:00
period1,sc01,t6851,1.055434469,2025-10-13 11:27:00
period1,sc01,t6689,1.054694113,2025-10-06 17:27:00
period1,sc01,t3331,1.053552678,2025-05-19 19:27:00
period1,sc01,t4624,1.050751219,2025-07-12 16:27:00
period1,sc01,t4650,1.049792028,2025-07-13 18:27:00
period1,sc01,t5821,1.049521454,2025-08-31 13:27:00
period1,sc01,t6083,1.049238232,2025-09-11 11:27:00
period1,sc01,t6175,1.048905305,2025-09-15 07:27:00
period1,sc01,t6418,1.048519082,2025-09-25 10:27:00
period1,sc01,t6353,1.045802455,2025-09-22 17:27:00
period1,sc01,t0636,1.042512629,2025-01-27 12:27:00
period1,sc01,t4866,1.041174585,2025-07-22 18:27:00
period1,sc01,t4374,1.040342576,2025-07-02 06:27:00
period1,sc01,t0158,1.039227261,2025-01-07 14:27:00
period1,sc01,t1573,1.038301833,2025-03-07 13:27:00
period1,sc01,t2177,1.038197415,2025-04-01 17:27:00
period1,sc01,t2658,1.036303871,2025-04-21 18:27:00
period1,sc01,t4626,1.03574109,2025-07-12 18:27:00
period1,sc01,t8675,1.03462511,2025-12-28 11:27:00
period1,sc01,t6713,1.033555536,2025-10-07 17:27:00
period1,sc01,t7811,1.03256823,2025-11-22 11:27:00
period1,sc01,t4806,1.032537521,2025-07-20 06:27:00
period1,sc01,t2681,1.032352943,2025-04-22 17:27:00
period1,sc01,t4111,1.029465433,2025-06-21 07:27:00
period1,sc01,t2632,1.02912409,2025-04-20 16:27:00
period1,sc01,t7645,1.026623283,2025-11-15 13:27:00
period1,sc01,t3703,1.026406377,2025-06-04 07:27:00
period1,sc01,t3494,1.025783088,2025-05-26 14:27:00
period1,sc01,t2340,1.024995964,2025-04-08 12:27:00
period1,sc01,t2272,1.023424014,2025-04-05 16:27:00
period1,sc01,t2344,1.020681527,2025-04-08 16:27:00
period1,sc01,t4663,1.019912409,2025-07-14 07:27:00
period1,sc01,t7140,1.019403281,2025-10-25 12:27:00
period1,sc01,t6085,1.017877773,2025-09-11 13:27:00
period1,sc01,t2250,1.015514809,2025-04-04 18:27:00
period1,sc01,t3514,1.01532046,2025-05-27 10:27:00
period1,sc01,t7239,1.014578866,2025-10-29 15:27:00
period1,sc01,t4123,1.014263221,2025-06-21 19:27:00
period1,sc01,t6728,1.010315757,2025-10-08 08:27:00
period1,sc01,t2051,1.008910893,2025-03-27 11:27:00
period1,sc01,t4767,1.007212061,2025-07-18 15:27:00
period1,sc01,t6392,1.006744055,2025-09-24 08:27:00
period1,sc01,t5822,1.00399799,2025-08-31 14:27:00
period1,sc01,t0781,1.003571444,2025-02-02 13:27:00
period1,sc01,t3571,1.001321252,2025-05-29 19:27:00
period1,sc01,t6041,1.000605928,2025-09-09 17:27:00
period1,sc01,t8055,1.00050881,2025-12-02 15:27:00
period1,sc01,t3282,0.999465121,2025-05-17 18:27:00
period1,sc01,t6878,0.998589064,2025-10-14 14:27:00
period1,sc01,t2321,0.998497396,2025-04-07 17:27:00
period1,sc01,t6544,0.997883463,2025-09-30 16:27:00
period1,sc01,t8723,0.997525611,2025-12-30 11:27:00
period1,sc01,t3030,0.992944745,2025-05-07 06:27:00
period1,sc01,t6562,0.99195372,2025-10-01 10:27:00
period1,sc01,t7139,0.990320935,2025-10-25 11:27:00
period1,sc01,t3518,0.989081619,2025-05-27 14:27:00
period1,sc01,t7978,0.988631517,2025-11-29 10:27:00
period1,sc01,t2383,0.988115353,2025-04-10 07:27:00
period1,sc01,t4782,0.987833843,2025-07-19 06:27:00
period1,sc01,t1163,0.986388248,2025-02-18 11:27:00
period1,sc01,t7910,0.98590958,2025-11-26 14:27:00
period1,sc01,t1744,0.985032873,2025-03-14 16:27:00
period1,sc01,t6252,0.984352085,2025-09-18 12:27:00
period1,sc01,t4291,0.983215955,2025-06-28 19:27:00
period1,sc01,t7642,0.980719698,2025-11-15 10:27:00
period1,sc01,t1522,0.979953311,2025-03-05 10:27:00
period1,sc01,t6593,0.978126754,2025-10-02 17:27:00
period1,sc01,t1306,0.977986757,2025-02-24 10:27:00
period1,sc01,t6084,0.976206954,2025-09-11 12:27:00
period1,sc01,t2343,0.976028517,2025-04-08 15:27:00
period1,sc01,t3522,0.974191136,2025-05-27 18:27:00
period1,sc01,t1450,0.973398757,2025-03-02 10:27:00
period1,sc01,t4385,0.973026509,2025-07-02 17:27:00
period1,sc01,t6779,0.970698237,2025-10-10 11:27:00
period1,sc01,t4987,0.967867458,2025-07-27 19:27:00
period1,sc01,t2922,0.96598922,2025-05-02 18:27:00
period1,sc01,t7957,0.965349378,2025-11-28 13:27:00
period1,sc01,t0711,0.964709429,2025-01-30 15:27:00
period1,sc01,t3595,0.964489782,2025-05-30 19:27:00
period1,sc01,t1695,0.964315778,2025-03-12 15:27:00
period1,sc01,t3174,0.96405685,2025-05-13 06:27:00
period1,sc01,t2341,0.963699546,2025-04-08 13:27:00
period1,sc01,t7958,0.963616265,2025-11-28 14:27:00
period1,sc01,t3414,0.962990535,2025-05-23 06:27:00
period1,sc01,t3931,0.9619702268,2025-06-13 19:27:00
period1,sc01,t0923,0.961782907,2025-02-08 11:27:00
period1,sc01,t4286,0.960129282,2025-06-28 14:27:00
period1,sc01,t5118,0.959906518,2025-08-02 06:27:00
period1,sc01,t0924,0.959393471,2025-02-08 12:27:00
period1,sc01,t2176,0.958509165,2025-04-01 16:27:00
period1,sc01,t1215,0.953963186,2025-02-20 15:27:00
period1,sc01,t7860,0.953741529,2025-11-24 12:27:00
period1,sc01,t4891,0.953694276,2025-07-23 19:27:00
period1,sc01,t3343,0.953344184,2025-05-20 07:27:00
period1,sc01,t4963,0.953311351,2025-07-26 19:27:00
period1,sc01,t6401,0.951531474,2025-09-24 17:27:00
period1,sc01,t7163,0.950968748,2025-10-26 11:27:00
period1,sc01,t4411,0.950684581,2025-07-03 19:27:00
period1,sc01,t4003,0.950630859,2025-06-16 19:27:00
period1,sc01,t8002,0.95012614,2025-11-30 10:27:00
period1,sc01,t1145,0.949729334,2025-02-17 17:27:00
period1,sc01,t5730,0.949611391,2025-08-27 18:27:00
period1,sc01,t3249,0.948187972,2025-05-16 09:27:00
period1,sc01,t5432,0.948010357,2025-08-15 08:27:00
period1,sc01,t3607,0.947789394,2025-05-31 07:27:00
period1,sc01,t1165,0.947655426,2025-02-18 13:27:00
period1,sc01,t4026,0.946727923,2025-06-17 18:27:00
period1,sc01,t6251,0.944447501,2025-09-18 11:27:00
period1,sc01,t8391,0.943944377,2025-12-16 15:27:00
period1,sc01,t8126,0.939664486,2025-12-05 14:27:00
period1,sc01,t6449,0.937546608,2025-09-26 17:27:00
period1,sc01,t2315,0.936343252,2025-04-07 11:27:00
period1,sc01,t8676,0.936192226,2025-12-28 12:27:00
period1,sc01,t4878,0.935369083,2025-07-23 06:27:00
period1,sc01,t5406,0.934517727,2025-08-14 06:27:00
period1,sc01,t5797,0.933177765,2025-08-30 13:27:00
period1,sc01,t3126,0.932407433,2025-05-11 06:27:00
period1,sc01,t7356,0.93183585,2025-11-03 12:27:00
period1,sc01,t1234,0.931763403,2025-02-21 10:27:00
period1,sc01,t5575,0.931362026,2025-08-21 07:27:00
period1,sc01,t5383,0.93061847,2025-08-13 07:27:00
period1,sc01,t1137,0.929514268,2025-02-17 09:27:00
period1,sc01,t2585,0.925672045,2025-04-18 17:27:00
period1,sc01,t5825,0.924191822,2025-08-31 17:27:00
period1,sc01,t1166,0.923512918,2025-02-18 14:27:00
period1,sc01,t3257,0.92214189,2025-05-16 17:27:00
period1,sc01,t1863,0.922086539,2025-03-19 15:27:00
period1,sc01,t3078,0.922070768,2025-05-09 06:27:00
period1,sc01,t7790,0.92162392,2025-11-21 14:27:00
period1,sc01,t6423,0.920925106,2025-09-25 15:27:00
period1,sc01,t2490,0.920464323,2025-04-14 18:27:00
period1,sc01,t3907,0.9182443074,2025-06-12 19:27:00
period1,sc01,t5682,0.918086083,2025-08-25 18:27:00
period1,sc01,t4902,0.916999608,2025-07-24 06:27:00
period1,sc01,t5022,0.913614964,2025-07-29 06:27:00
period1,sc01,t3667,0.913297299,2025-06-02 19:27:00
period1,sc01,t6257,0.912592902,2025-09-18 17:27:00
period1,sc01,t4363,0.911740616,2025-07-01 19:27:00
period1,sc01,t2240,0.910616601,2025-04-04 08:27:00
period1,sc01,t2314,0.90902118,2025-04-07 10:27:00
period1,sc01,t5819,0.906813861,2025-08-31 11:27:00
period1,sc01,t1190,0.906442875,2025-02-19 14:27:00
period1,sc01,t1188,0.90537246,2025-02-19 12:27:00
period1,sc01,t2504,0.905214951,2025-04-15 08:27:00
period1,sc01,t5634,0.904035766,2025-08-23 18:27:00
period1,sc01,t6852,0.90360555,2025-10-13 12:27:00
period1,sc01,t3715,0.90320182,2025-06-04 19:27:00
period1,sc01,t4747,0.902492867,2025-07-17 19:27:00
period1,sc01,t3198,0.901557492,2025-05-14 06:27:00
period1,sc01,t7620,0.899882675,2025-11-14 12:27:00
period1,sc01,t4985,0.899519063,2025-07-27 17:27:00
period1,sc01,t2466,0.899483593,2025-04-13 18:27:00
period1,sc01,t4436,0.897447205,2025-07-04 20:27:00
period1,sc01,t8702,0.896116393,2025-12-29 14:27:00
period1,sc01,t3499,0.894915414,2025-05-26 19:27:00
period1,sc01,t3151,0.894770574,2025-05-12 07:27:00
period1,sc01,t7382,0.894436218,2025-11-04 14:27:00
