Period,Scenario,LoadLevel,Demand,Type,KWh,Date
period1,sc01,t2305,EleD_01,BaseDemand,0.3416,2025-04-07 01:27:00
period1,sc01,t2306,EleD_01,BaseDemand,0.3632,2025-04-07 02:27:00
period1,sc01,t2307,EleD_01,BaseDemand,0.3848,2025-04-07 03:27:00
period1,sc01,t2308,EleD_01,BaseDemand,0.4064,2025-04-07 04:27:00
period1,sc01,t2309,EleD_01,BaseDemand,0.428,2025-04-07 05:27:00
period1,sc01,t2310,EleD_01,BaseDemand,0.4496,2025-04-07 06:27:00
period1,sc01,t2311,EleD_01,BaseDemand,0.4712,2025-04-07 07:27:00
period1,sc01,t2312,EleD_01,BaseDemand,0.4928,2025-04-07 08:27:00
period1,sc01,t2313,EleD_01,BaseDemand,0.5144,2025-04-07 09:27:00
period1,sc01,t2314,EleD_01,BaseDemand,0.536,2025-04-07 10:27:00
period1,sc01,t2315,EleD_01,BaseDemand,0.5576,2025-04-07 11:27:00
period1,sc01,t2316,EleD_01,BaseDemand,0.5792,2025-04-07 12:27:00
period1,sc01,t2317,EleD_01,BaseDemand,0.6008,2025-04-07 13:27:00
period1,sc01,t2318,EleD_01,BaseDemand,0.6224,2025-04-07 14:27:00
period1,sc01,t2319,EleD_01,BaseDemand,0.644,2025-04-07 15:27:00
period1,sc01,t2320,EleD_01,BaseDemand,0.6656,2025-04-07 16:27:00
period1,sc01,t2321,EleD_01,BaseDemand,0.6872,2025-04-07 17:27:00
period1,sc01,t2322,EleD_01,BaseDemand,0.7088,2025-04-07 18:27:00
period1,sc01,t2323,EleD_01,BaseDemand,0.7304,2025-04-07 19:27:00
period1,sc01,t2324,EleD_01,BaseDemand,0.752,2025-04-07 20:27:00
period1,sc01,t2325,EleD_01,BaseDemand,0.7736,2025-04-07 21:27:00
period1,sc01,t2326,EleD_01,BaseDemand,0.7952,2025-04-07 22:27:00
period1,sc01,t2327,EleD_01,BaseDemand,0.8168,2025-04-07 23:27:00
period1,sc01,t2328,EleD_01,BaseDemand,0.8384,2025-04-08 00:27:00
period1,sc01,t2329,EleD_01,BaseDemand,0.86,2025-04-08 01:27:00
period1,sc01,t2330,EleD_01,BaseDemand,1.1,2025-04-08 02:27:00
period1,sc01,t2331,EleD_01,BaseDemand,1.33,2025-04-08 03:27:00
period1,sc01,t2332,EleD_01,BaseDemand,1.1,2025-04-08 04:27:00
period1,sc01,t2333,EleD_01,BaseDemand,0.3,2025-04-08 05:27:00
period1,sc01,t2334,EleD_01,BaseDemand,1.24,2025-04-08 06:27:00
period1,sc01,t2335,EleD_01,BaseDemand,2.06,2025-04-08 07:27:00
period1,sc01,t2336,EleD_01,BaseDemand,1.38,2025-04-08 08:27:00
period1,sc01,t2337,EleD_01,BaseDemand,2.8,2025-04-08 09:27:00
period1,sc01,t2338,EleD_01,BaseDemand,4.57,2025-04-08 10:27:00
period1,sc01,t2339,EleD_01,BaseDemand,3.44,2025-04-08 11:27:00
period1,sc01,t2340,EleD_01,BaseDemand,0.59,2025-04-08 12:27:00
period1,sc01,t2341,EleD_01,BaseDemand,0.69,2025-04-08 13:27:00
period1,sc01,t2342,EleD_01,BaseDemand,0.41,2025-04-08 14:27:00
period1,sc01,t2343,EleD_01,BaseDemand,1.26,2025-04-08 15:27:00
period1,sc01,t2344,EleD_01,BaseDemand,2.07,2025-04-08 16:27:00
period1,sc01,t2345,EleD_01,BaseDemand,2.22,2025-04-08 17:27:00
period1,sc01,t2346,EleD_01,BaseDemand,1.85,2025-04-08 18:27:00
period1,sc01,t2347,EleD_01,BaseDemand,3.38,2025-04-08 19:27:00
period1,sc01,t2348,EleD_01,BaseDemand,1.09,2025-04-08 20:27:00
period1,sc01,t2349,EleD_01,BaseDemand,1.78,2025-04-08 21:27:00
period1,sc01,t2350,EleD_01,BaseDemand,1.29,2025-04-08 22:27:00
period1,sc01,t2351,EleD_01,BaseDemand,1.49,2025-04-08 23:27:00
period1,sc01,t2352,EleD_01,BaseDemand,1.01,2025-04-09 00:27:00
period1,sc01,t2353,EleD_01,BaseDemand,0.97,2025-04-09 01:27:00
period1,sc01,t2354,EleD_01,BaseDemand,2.88,2025-04-09 02:27:00
period1,sc01,t2355,EleD_01,BaseDemand,2.09,2025-04-09 03:27:00
period1,sc01,t2356,EleD_01,BaseDemand,1.16,2025-04-09 04:27:00
period1,sc01,t2357,EleD_01,BaseDemand,1.39,2025-04-09 05:27:00
period1,sc01,t2358,EleD_01,BaseDemand,1.65,2025-04-09 06:27:00
period1,sc01,t2359,EleD_01,BaseDemand,3.21,2025-04-09 07:27:00
period1,sc01,t2360,EleD_01,BaseDemand,0.72,2025-04-09 08:27:00
period1,sc01,t2361,EleD_01,BaseDemand,1.04,2025-04-09 09:27:00
period1,sc01,t2362,EleD_01,BaseDemand,0.21,2025-04-09 10:27:00
period1,sc01,t2363,EleD_01,BaseDemand,1.61,2025-04-09 11:27:00
period1,sc01,t2364,EleD_01,BaseDemand,3.5,2025-04-09 12:27:00
period1,sc01,t2365,EleD_01,BaseDemand,1.73,2025-04-09 13:27:00
period1,sc01,t2366,EleD_01,BaseDemand,0.19,2025-04-09 14:27:00
period1,sc01,t2367,EleD_01,BaseDemand,0.36,2025-04-09 15:27:00
period1,sc01,t2368,EleD_01,BaseDemand,1.58,2025-04-09 16:27:00
period1,sc01,t2369,EleD_01,BaseDemand,0.43,2025-04-09 17:27:00
period1,sc01,t2370,EleD_01,BaseDemand,1.18,2025-04-09 18:27:00
period1,sc01,t2371,EleD_01,BaseDemand,1.24,2025-04-09 19:27:00
period1,sc01,t2372,EleD_01,BaseDemand,2.26,2025-04-09 20:27:00
period1,sc01,t2373,EleD_01,BaseDemand,1.08,2025-04-09 21:27:00
period1,sc01,t2374,EleD_01,BaseDemand,1.67,2025-04-09 22:27:00
period1,sc01,t2375,EleD_01,BaseDemand,2.16,2025-04-09 23:27:00
period1,sc01,t2376,EleD_01,BaseDemand,1.92,2025-04-10 00:27:00
period1,sc01,t2377,EleD_01,BaseDemand,1.968,2025-04-10 01:27:00
period1,sc01,t2378,EleD_01,BaseDemand,2.016,2025-04-10 02:27:00
period1,sc01,t2379,EleD_01,BaseDemand,2.064,2025-04-10 03:27:00
period1,sc01,t2380,EleD_01,BaseDemand,2.112,2025-04-10 04:27:00
period1,sc01,t2381,EleD_01,BaseDemand,2.16,2025-04-10 05:27:00
period1,sc01,t2382,EleD_01,BaseDemand,2.208,2025-04-10 06:27:00
period1,sc01,t2383,EleD_01,BaseDemand,2.256,2025-04-10 07:27:00
period1,sc01,t2384,EleD_01,BaseDemand,2.304,2025-04-10 08:27:00
period1,sc01,t2385,EleD_01,BaseDemand,2.352,2025-04-10 09:27:00
period1,sc01,t2386,EleD_01,BaseDemand,2.4,2025-04-10 10:27:00
period1,sc01,t2387,EleD_01,BaseDemand,2.448,2025-04-10 11:27:00
period1,sc01,t2388,EleD_01,BaseDemand,2.496,2025-04-10 12:27:00
period1,sc01,t2389,EleD_01,BaseDemand,2.544,2025-04-10 13:27:00
period1,sc01,t2390,EleD_01,BaseDemand,2.592,2025-04-10 14:27:00
period1,sc01,t2391,EleD_01,BaseDemand,2.64,2025-04-10 15:27:00
period1,sc01,t2392,EleD_01,BaseDemand,2.688,2025-04-10 16:27:00
period1,sc01,t2393,EleD_01,BaseDemand,2.736,2025-04-10 17:27:00
period1,sc01,t2394,EleD_01,BaseDemand,2.784,2025-04-10 18:27:00
period1,sc01,t2395,EleD_01,BaseDemand,2.832,2025-04-10 19:27:00
period1,sc01,t2396,EleD_01,BaseDemand,2.88,2025-04-10 20:27:00
period1,sc01,t2397,EleD_01,BaseDemand,2.928,2025-04-10 21:27:00
period1,sc01,t2398,EleD_01,BaseDemand,2.976,2025-04-10 22:27:00
period1,sc01,t2399,EleD_01,BaseDemand,3.024,2025-04-10 23:27:00
period1,sc01,t2400,EleD_01,BaseDemand,3.072,2025-04-11 00:27:00
period1,sc01,t2401,EleD_01,BaseDemand,3.12,2025-04-11 01:27:00
period1,sc01,t2402,EleD_01,BaseDemand,4.09,2025-04-11 02:27:00
period1,sc01,t2403,EleD_01,BaseDemand,10.82,2025-04-11 03:27:00
period1,sc01,t2404,EleD_01,BaseDemand,4.38,2025-04-11 04:27:00
period1,sc01,t2405,EleD_01,BaseDemand,2.88,2025-04-11 05:27:00
period1,sc01,t2406,EleD_01,BaseDemand,3.03,2025-04-11 06:27:00
period1,sc01,t2407,EleD_01,BaseDemand,3.01,2025-04-11 07:27:00
period1,sc01,t2408,EleD_01,BaseDemand,2.45,2025-04-11 08:27:00
period1,sc01,t2409,EleD_01,BaseDemand,2.35,2025-04-11 09:27:00
period1,sc01,t2410,EleD_01,BaseDemand,1.1,2025-04-11 10:27:00
period1,sc01,t2411,EleD_01,BaseDemand,0.71,2025-04-11 11:27:00
period1,sc01,t2412,EleD_01,BaseDemand,2.16,2025-04-11 12:27:00
period1,sc01,t2413,EleD_01,BaseDemand,0.59,2025-04-11 13:27:00
period1,sc01,t2414,EleD_01,BaseDemand,0.49,2025-04-11 14:27:00
period1,sc01,t2415,EleD_01,BaseDemand,0.91,2025-04-11 15:27:00
period1,sc01,t2416,EleD_01,BaseDemand,1.04,2025-04-11 16:27:00
period1,sc01,t2417,EleD_01,BaseDemand,3.12,2025-04-11 17:27:00
period1,sc01,t2418,EleD_01,BaseDemand,1.98,2025-04-11 18:27:00
period1,sc01,t2419,EleD_01,BaseDemand,1.86,2025-04-11 19:27:00
period1,sc01,t2420,EleD_01,BaseDemand,3.47,2025-04-11 20:27:00
period1,sc01,t2421,EleD_01,BaseDemand,1.66,2025-04-11 21:27:00
period1,sc01,t2422,EleD_01,BaseDemand,1.64,2025-04-11 22:27:00
period1,sc01,t2423,EleD_01,BaseDemand,1.43,2025-04-11 23:27:00
period1,sc01,t2424,EleD_01,BaseDemand,1.41,2025-04-12 00:27:00
period1,sc01,t2425,EleD_01,BaseDemand,1.413195876,2025-04-12 01:27:00
period1,sc01,t2426,EleD_01,BaseDemand,1.416391753,2025-04-12 02:27:00
period1,sc01,t2427,EleD_01,BaseDemand,1.419587629,2025-04-12 03:27:00
period1,sc01,t2428,EleD_01,BaseDemand,1.422783505,2025-04-12 04:27:00
period1,sc01,t2429,EleD_01,BaseDemand,1.425979381,2025-04-12 05:27:00
period1,sc01,t2430,EleD_01,BaseDemand,1.429175258,2025-04-12 06:27:00
period1,sc01,t2431,EleD_01,BaseDemand,1.432371134,2025-04-12 07:27:00
period1,sc01,t2432,EleD_01,BaseDemand,1.43556701,2025-04-12 08:27:00
period1,sc01,t2433,EleD_01,BaseDemand,1.438762887,2025-04-12 09:27:00
period1,sc01,t2434,EleD_01,BaseDemand,1.441958763,2025-04-12 10:27:00
period1,sc01,t2435,EleD_01,BaseDemand,1.445154639,2025-04-12 11:27:00
period1,sc01,t2436,EleD_01,BaseDemand,1.448350515,2025-04-12 12:27:00
period1,sc01,t2437,EleD_01,BaseDemand,1.451546392,2025-04-12 13:27:00
period1,sc01,t2438,EleD_01,BaseDemand,1.454742268,2025-04-12 14:27:00
period1,sc01,t2439,EleD_01,BaseDemand,1.457938144,2025-04-12 15:27:00
period1,sc01,t2440,EleD_01,BaseDemand,1.461134021,2025-04-12 16:27:00
period1,sc01,t2441,EleD_01,BaseDemand,1.464329897,2025-04-12 17:27:00
period1,sc01,t2442,EleD_01,BaseDemand,1.467525773,2025-04-12 18:27:00
period1,sc01,t2443,EleD_01,BaseDemand,1.470721649,2025-04-12 19:27:00
period1,sc01,t2444,EleD_01,BaseDemand,1.473917526,2025-04-12 20:27:00
period1,sc01,t2445,EleD_01,BaseDemand,1.477113402,2025-04-12 21:27:00
period1,sc01,t2446,EleD_01,BaseDemand,1.480309278,2025-04-12 22:27:00
period1,sc01,t2447,EleD_01,BaseDemand,1.483505155,2025-04-12 23:27:00
period1,sc01,t2448,EleD_01,BaseDemand,1.486701031,2025-04-13 00:27:00
period1,sc01,t2449,EleD_01,BaseDemand,1.489896907,2025-04-13 01:27:00
period1,sc01,t2450,EleD_01,BaseDemand,1.493092784,2025-04-13 02:27:00
period1,sc01,t2451,EleD_01,BaseDemand,1.49628866,2025-04-13 03:27:00
period1,sc01,t2452,EleD_01,BaseDemand,1.499484536,2025-04-13 04:27:00
period1,sc01,t2453,EleD_01,BaseDemand,1.502680412,2025-04-13 05:27:00
period1,sc01,t2454,EleD_01,BaseDemand,1.505876289,2025-04-13 06:27:00
period1,sc01,t2455,EleD_01,BaseDemand,1.509072165,2025-04-13 07:27:00
period1,sc01,t2456,EleD_01,BaseDemand,1.512268041,2025-04-13 08:27:00
period1,sc01,t2457,EleD_01,BaseDemand,1.515463918,2025-04-13 09:27:00
period1,sc01,t2458,EleD_01,BaseDemand,1.518659794,2025-04-13 10:27:00
period1,sc01,t2459,EleD_01,BaseDemand,1.52185567,2025-04-13 11:27:00
period1,sc01,t2460,EleD_01,BaseDemand,1.525051546,2025-04-13 12:27:00
period1,sc01,t2461,EleD_01,BaseDemand,1.528247423,2025-04-13 13:27:00
period1,sc01,t2462,EleD_01,BaseDemand,1.531443299,2025-04-13 14:27:00
period1,sc01,t2463,EleD_01,BaseDemand,1.534639175,2025-04-13 15:27:00
period1,sc01,t2464,EleD_01,BaseDemand,1.537835052,2025-04-13 16:27:00
period1,sc01,t2465,EleD_01,BaseDemand,1.541030928,2025-04-13 17:27:00
period1,sc01,t2466,EleD_01,BaseDemand,1.544226804,2025-04-13 18:27:00
period1,sc01,t2467,EleD_01,BaseDemand,1.54742268,2025-04-13 19:27:00
period1,sc01,t2468,EleD_01,BaseDemand,1.550618557,2025-04-13 20:27:00
period1,sc01,t2469,EleD_01,BaseDemand,1.553814433,2025-04-13 21:27:00
period1,sc01,t2470,EleD_01,BaseDemand,1.557010309,2025-04-13 22:27:00
period1,sc01,t2471,EleD_01,BaseDemand,1.560206186,2025-04-13 23:27:00
period1,sc01,t2472,EleD_01,BaseDemand,1.563402062,2025-04-14 00:27:00
period1,sc01,t2473,EleD_01,BaseDemand,1.566597938,2025-04-14 01:27:00
period1,sc01,t2474,EleD_01,BaseDemand,1.569793814,2025-04-14 02:27:00
period1,sc01,t2475,EleD_01,BaseDemand,1.572989691,2025-04-14 03:27:00
period1,sc01,t2476,EleD_01,BaseDemand,1.576185567,2025-04-14 04:27:00
period1,sc01,t2477,EleD_01,BaseDemand,1.579381443,2025-04-14 05:27:00
period1,sc01,t2478,EleD_01,BaseDemand,1.58257732,2025-04-14 06:27:00
period1,sc01,t2479,EleD_01,BaseDemand,1.585773196,2025-04-14 07:27:00
period1,sc01,t2480,EleD_01,BaseDemand,1.588969072,2025-04-14 08:27:00
period1,sc01,t2481,EleD_01,BaseDemand,1.592164948,2025-04-14 09:27:00
period1,sc01,t2482,EleD_01,BaseDemand,1.595360825,2025-04-14 10:27:00
period1,sc01,t2483,EleD_01,BaseDemand,1.598556701,2025-04-14 11:27:00
period1,sc01,t2484,EleD_01,BaseDemand,1.601752577,2025-04-14 12:27:00
period1,sc01,t2485,EleD_01,BaseDemand,1.604948454,2025-04-14 13:27:00
period1,sc01,t2486,EleD_01,BaseDemand,1.60814433,2025-04-14 14:27:00
period1,sc01,t2487,EleD_01,BaseDemand,1.611340206,2025-04-14 15:27:00
period1,sc01,t2488,EleD_01,BaseDemand,1.614536082,2025-04-14 16:27:00
period1,sc01,t2489,EleD_01,BaseDemand,1.617731959,2025-04-14 17:27:00
period1,sc01,t2490,EleD_01,BaseDemand,1.620927835,2025-04-14 18:27:00
period1,sc01,t2491,EleD_01,BaseDemand,1.624123711,2025-04-14 19:27:00
period1,sc01,t2492,EleD_01,BaseDemand,1.627319588,2025-04-14 20:27:00
period1,sc01,t2493,EleD_01,BaseDemand,1.630515464,2025-04-14 21:27:00
period1,sc01,t2494,EleD_01,BaseDemand,1.63371134,2025-04-14 22:27:00
period1,sc01,t2495,EleD_01,BaseDemand,1.636907216,2025-04-14 23:27:00
period1,sc01,t2496,EleD_01,BaseDemand,1.640103093,2025-04-15 00:27:00
period1,sc01,t2497,EleD_01,BaseDemand,1.643298969,2025-04-15 01:27:00
period1,sc01,t2498,EleD_01,BaseDemand,1.646494845,2025-04-15 02:27:00
period1,sc01,t2499,EleD_01,BaseDemand,1.649690722,2025-04-15 03:27:00
period1,sc01,t2500,EleD_01,BaseDemand,1.652886598,2025-04-15 04:27:00
period1,sc01,t2501,EleD_01,BaseDemand,1.656082474,2025-04-15 05:27:00
period1,sc01,t2502,EleD_01,BaseDemand,1.659278351,2025-04-15 06:27:00
period1,sc01,t2503,EleD_01,BaseDemand,1.662474227,2025-04-15 07:27:00
period1,sc01,t2504,EleD_01,BaseDemand,1.665670103,2025-04-15 08:27:00
period1,sc01,t2505,EleD_01,BaseDemand,1.668865979,2025-04-15 09:27:00
period1,sc01,t2506,EleD_01,BaseDemand,1.672061856,2025-04-15 10:27:00
period1,sc01,t2507,EleD_01,BaseDemand,1.675257732,2025-04-15 11:27:00
period1,sc01,t2508,EleD_01,BaseDemand,1.678453608,2025-04-15 12:27:00
period1,sc01,t2509,EleD_01,BaseDemand,1.681649485,2025-04-15 13:27:00
period1,sc01,t2510,EleD_01,BaseDemand,1.684845361,2025-04-15 14:27:00
period1,sc01,t2511,EleD_01,BaseDemand,1.688041237,2025-04-15 15:27:00
period1,sc01,t2512,EleD_01,BaseDemand,1.691237113,2025-04-15 16:27:00
period1,sc01,t2513,EleD_01,BaseDemand,1.69443299,2025-04-15 17:27:00
period1,sc01,t2514,EleD_01,BaseDemand,1.697628866,2025-04-15 18:27:00
period1,sc01,t2515,EleD_01,BaseDemand,1.700824742,2025-04-15 19:27:00
period1,sc01,t2516,EleD_01,BaseDemand,1.704020619,2025-04-15 20:27:00
period1,sc01,t2517,EleD_01,BaseDemand,1.707216495,2025-04-15 21:27:00
period1,sc01,t2518,EleD_01,BaseDemand,1.710412371,2025-04-15 22:27:00
period1,sc01,t2519,EleD_01,BaseDemand,1.713608247,2025-04-15 23:27:00
period1,sc01,t2520,EleD_01,BaseDemand,1.716804124,2025-04-16 00:27:00
period1,sc01,t2521,EleD_01,BaseDemand,1.72,2025-04-16 01:27:00
period1,sc01,t2522,EleD_01,BaseDemand,2.99,2025-04-16 02:27:00
period1,sc01,t2523,EleD_01,BaseDemand,3.34,2025-04-16 03:27:00
period1,sc01,t2524,EleD_01,BaseDemand,2.01,2025-04-16 04:27:00
period1,sc01,t2525,EleD_01,BaseDemand,1.7,2025-04-16 05:27:00
period1,sc01,t2526,EleD_01,BaseDemand,0.5,2025-04-16 06:27:00
period1,sc01,t2527,EleD_01,BaseDemand,2.69,2025-04-16 07:27:00
period1,sc01,t2528,EleD_01,BaseDemand,0.85,2025-04-16 08:27:00
period1,sc01,t2529,EleD_01,BaseDemand,0.21,2025-04-16 09:27:00
period1,sc01,t2530,EleD_01,BaseDemand,0.23,2025-04-16 10:27:00
period1,sc01,t2531,EleD_01,BaseDemand,0.75,2025-04-16 11:27:00
period1,sc01,t2532,EleD_01,BaseDemand,0.65,2025-04-16 12:27:00
period1,sc01,t2533,EleD_01,BaseDemand,0.8,2025-04-16 13:27:00
period1,sc01,t2534,EleD_01,BaseDemand,0.86,2025-04-16 14:27:00
period1,sc01,t2535,EleD_01,BaseDemand,0.69,2025-04-16 15:27:00
period1,sc01,t2536,EleD_01,BaseDemand,0.78,2025-04-16 16:27:00
period1,sc01,t2537,EleD_01,BaseDemand,0.87,2025-04-16 17:27:00
period1,sc01,t2538,EleD_01,BaseDemand,0.48,2025-04-16 18:27:00
period1,sc01,t2539,EleD_01,BaseDemand,1.36,2025-04-16 19:27:00
period1,sc01,t2540,EleD_01,BaseDemand,1.32,2025-04-16 20:27:00
period1,sc01,t2541,EleD_01,BaseDemand,1.23,2025-04-16 21:27:00
period1,sc01,t2542,EleD_01,BaseDemand,2.07,2025-04-16 22:27:00
period1,sc01,t2543,EleD_01,BaseDemand,0.65,2025-04-16 23:27:00
period1,sc01,t2544,EleD_01,BaseDemand,2.68,2025-04-17 00:27:00
period1,sc01,t2545,EleD_01,BaseDemand,3.11,2025-04-17 01:27:00
period1,sc01,t2546,EleD_01,BaseDemand,3.11,2025-04-17 02:27:00
period1,sc01,t2547,EleD_01,BaseDemand,0.51,2025-04-17 03:27:00
period1,sc01,t2548,EleD_01,BaseDemand,1.46,2025-04-17 04:27:00
period1,sc01,t2549,EleD_01,BaseDemand,1.43,2025-04-17 05:27:00
period1,sc01,t2550,EleD_01,BaseDemand,1.55,2025-04-17 06:27:00
period1,sc01,t2551,EleD_01,BaseDemand,3.22,2025-04-17 07:27:00
period1,sc01,t2552,EleD_01,BaseDemand,1.61,2025-04-17 08:27:00
period1,sc01,t2553,EleD_01,BaseDemand,0.93,2025-04-17 09:27:00
period1,sc01,t2554,EleD_01,BaseDemand,1.0,2025-04-17 10:27:00
period1,sc01,t2555,EleD_01,BaseDemand,1.15,2025-04-17 11:27:00
period1,sc01,t2556,EleD_01,BaseDemand,1.71,2025-04-17 12:27:00
period1,sc01,t2557,EleD_01,BaseDemand,1.87,2025-04-17 13:27:00
period1,sc01,t2558,EleD_01,BaseDemand,2.82,2025-04-17 14:27:00
period1,sc01,t2559,EleD_01,BaseDemand,1.04,2025-04-17 15:27:00
period1,sc01,t2560,EleD_01,BaseDemand,1.18,2025-04-17 16:27:00
period1,sc01,t2561,EleD_01,BaseDemand,2.93,2025-04-17 17:27:00
period1,sc01,t2562,EleD_01,BaseDemand,2.07,2025-04-17 18:27:00
period1,sc01,t2563,EleD_01,BaseDemand,2.99,2025-04-17 19:27:00
period1,sc01,t2564,EleD_01,BaseDemand,2.46,2025-04-17 20:27:00
period1,sc01,t2565,EleD_01,BaseDemand,1.23,2025-04-17 21:27:00
period1,sc01,t2566,EleD_01,BaseDemand,1.66,2025-04-17 22:27:00
period1,sc01,t2567,EleD_01,BaseDemand,1.15,2025-04-17 23:27:00
period1,sc01,t2568,EleD_01,BaseDemand,0.65,2025-04-18 00:27:00
period1,sc01,t2569,EleD_01,BaseDemand,0.59,2025-04-18 01:27:00
period1,sc01,t2570,EleD_01,BaseDemand,1.92,2025-04-18 02:27:00
period1,sc01,t2571,EleD_01,BaseDemand,0.82,2025-04-18 03:27:00
period1,sc01,t2572,EleD_01,BaseDemand,1.45,2025-04-18 04:27:00
period1,sc01,t2573,EleD_01,BaseDemand,1.15,2025-04-18 05:27:00
period1,sc01,t2574,EleD_01,BaseDemand,1.08,2025-04-18 06:27:00
period1,sc01,t2575,EleD_01,BaseDemand,1.02,2025-04-18 07:27:00
period1,sc01,t2576,EleD_01,BaseDemand,6.0,2025-04-18 08:27:00
period1,sc01,t2577,EleD_01,BaseDemand,9.06,2025-04-18 09:27:00
period1,sc01,t2578,EleD_01,BaseDemand,3.14,2025-04-18 10:27:00
period1,sc01,t2579,EleD_01,BaseDemand,1.21,2025-04-18 11:27:00
period1,sc01,t2580,EleD_01,BaseDemand,0.99,2025-04-18 12:27:00
period1,sc01,t2581,EleD_01,BaseDemand,1.2,2025-04-18 13:27:00
period1,sc01,t2582,EleD_01,BaseDemand,0.63,2025-04-18 14:27:00
period1,sc01,t2583,EleD_01,BaseDemand,4.14,2025-04-18 15:27:00
period1,sc01,t2584,EleD_01,BaseDemand,3.15,2025-04-18 16:27:00
period1,sc01,t2585,EleD_01,BaseDemand,2.07,2025-04-18 17:27:00
period1,sc01,t2586,EleD_01,BaseDemand,1.51,2025-04-18 18:27:00
period1,sc01,t2587,EleD_01,BaseDemand,1.62,2025-04-18 19:27:00
period1,sc01,t2588,EleD_01,BaseDemand,1.77,2025-04-18 20:27:00
period1,sc01,t2589,EleD_01,BaseDemand,1.84,2025-04-18 21:27:00
period1,sc01,t2590,EleD_01,BaseDemand,2.15,2025-04-18 22:27:00
period1,sc01,t2591,EleD_01,BaseDemand,1.66,2025-04-18 23:27:00
period1,sc01,t2592,EleD_01,BaseDemand,1.59,2025-04-19 00:27:00
period1,sc01,t2593,EleD_01,BaseDemand,1.49,2025-04-19 01:27:00
period1,sc01,t2594,EleD_01,BaseDemand,3.4,2025-04-19 02:27:00
period1,sc01,t2595,EleD_01,BaseDemand,1.93,2025-04-19 03:27:00
period1,sc01,t2596,EleD_01,BaseDemand,2.5,2025-04-19 04:27:00
period1,sc01,t2597,EleD_01,BaseDemand,1.46,2025-04-19 05:27:00
period1,sc01,t2598,EleD_01,BaseDemand,1.6,2025-04-19 06:27:00
period1,sc01,t2599,EleD_01,BaseDemand,2.01,2025-04-19 07:27:00
period1,sc01,t2600,EleD_01,BaseDemand,1.42,2025-04-19 08:27:00
period1,sc01,t2601,EleD_01,BaseDemand,0.53,2025-04-19 09:27:00
period1,sc01,t2602,EleD_01,BaseDemand,1.05,2025-04-19 10:27:00
period1,sc01,t2603,EleD_01,BaseDemand,0.84,2025-04-19 11:27:00
period1,sc01,t2604,EleD_01,BaseDemand,1.42,2025-04-19 12:27:00
period1,sc01,t2605,EleD_01,BaseDemand,0.91,2025-04-19 13:27:00
period1,sc01,t2606,EleD_01,BaseDemand,1.59,2025-04-19 14:27:00
period1,sc01,t2607,EleD_01,BaseDemand,1.46,2025-04-19 15:27:00
period1,sc01,t2608,EleD_01,BaseDemand,1.36,2025-04-19 16:27:00
period1,sc01,t2609,EleD_01,BaseDemand,2.15,2025-04-19 17:27:00
period1,sc01,t2610,EleD_01,BaseDemand,1.77,2025-04-19 18:27:00
period1,sc01,t2611,EleD_01,BaseDemand,2.6,2025-04-19 19:27:00
period1,sc01,t2612,EleD_01,BaseDemand,1.73,2025-04-19 20:27:00
period1,sc01,t2613,EleD_01,BaseDemand,1.7,2025-04-19 21:27:00
period1,sc01,t2614,EleD_01,BaseDemand,1.44,2025-04-19 22:27:00
period1,sc01,t2615,EleD_01,BaseDemand,2.12,2025-04-19 23:27:00
period1,sc01,t2616,EleD_01,BaseDemand,1.9,2025-04-20 00:27:00
period1,sc01,t2617,EleD_01,BaseDemand,1.5,2025-04-20 01:27:00
period1,sc01,t2618,EleD_01,BaseDemand,1.42,2025-04-20 02:27:00
period1,sc01,t2619,EleD_01,BaseDemand,1.34,2025-04-20 03:27:00
period1,sc01,t2620,EleD_01,BaseDemand,2.95,2025-04-20 04:27:00
period1,sc01,t2621,EleD_01,BaseDemand,3.63,2025-04-20 05:27:00
period1,sc01,t2622,EleD_01,BaseDemand,3.67,2025-04-20 06:27:00
period1,sc01,t2623,EleD_01,BaseDemand,2.48,2025-04-20 07:27:00
period1,sc01,t2624,EleD_01,BaseDemand,1.52,2025-04-20 08:27:00
period1,sc01,t2625,EleD_01,BaseDemand,1.37,2025-04-20 09:27:00
period1,sc01,t2626,EleD_01,BaseDemand,0.38,2025-04-20 10:27:00
period1,sc01,t2627,EleD_01,BaseDemand,1.29,2025-04-20 11:27:00
period1,sc01,t2628,EleD_01,BaseDemand,1.2,2025-04-20 12:27:00
period1,sc01,t2629,EleD_01,BaseDemand,0.59,2025-04-20 13:27:00
period1,sc01,t2630,EleD_01,BaseDemand,1.04,2025-04-20 14:27:00
period1,sc01,t2631,EleD_01,BaseDemand,2.54,2025-04-20 15:27:00
period1,sc01,t2632,EleD_01,BaseDemand,1.18,2025-04-20 16:27:00
period1,sc01,t2633,EleD_01,BaseDemand,0.33,2025-04-20 17:27:00
period1,sc01,t2634,EleD_01,BaseDemand,0.26,2025-04-20 18:27:00
period1,sc01,t2635,EleD_01,BaseDemand,1.04,2025-04-20 19:27:00
period1,sc01,t2636,EleD_01,BaseDemand,4.2,2025-04-20 20:27:00
period1,sc01,t2637,EleD_01,BaseDemand,2.12,2025-04-20 21:27:00
period1,sc01,t2638,EleD_01,BaseDemand,1.5,2025-04-20 22:27:00
period1,sc01,t2639,EleD_01,BaseDemand,2.61,2025-04-20 23:27:00
