Period,Scenario,LoadLevel,Demand,Type,KWh,Date
period1,sc01,t0174,EleD_01,ShiftedDemand,2.156,2025-01-08 06:27:00
period1,sc01,t0175,EleD_01,ShiftedDemand,6.837999999999999,2025-01-08 07:27:00
period1,sc01,t0176,EleD_01,ShiftedDemand,3.732000000000001,2025-01-08 08:27:00
period1,sc01,t0177,EleD_01,ShiftedDemand,5.291,2025-01-08 09:27:00
period1,sc01,t0178,EleD_01,ShiftedDemand,2.939,2025-01-08 10:27:00
period1,sc01,t0179,EleD_01,ShiftedDemand,3.1129999999999995,2025-01-08 11:27:00
period1,sc01,t0180,EleD_01,ShiftedDemand,4.147,2025-01-08 12:27:00
period1,sc01,t0181,EleD_01,ShiftedDemand,2.681,2025-01-08 13:27:00
period1,sc01,t0182,EleD_01,ShiftedDemand,5.079,2025-01-08 14:27:00
period1,sc01,t0183,EleD_01,ShiftedDemand,5.329999999999999,2025-01-08 15:27:00
period1,sc01,t0184,EleD_01,ShiftedDemand,3.1000000000000005,2025-01-08 16:27:00
period1,sc01,t0185,EleD_01,ShiftedDemand,4.6819999999999995,2025-01-08 17:27:00
period1,sc01,t0186,EleD_01,ShiftedDemand,2.338,2025-01-08 18:27:00
period1,sc01,t0187,EleD_01,ShiftedDemand,3.059,2025-01-08 19:27:00
period1,sc01,t0188,EleD_01,ShiftedDemand,6.381000000000001,2025-01-08 20:27:00
period1,sc01,t0189,EleD_01,ShiftedDemand,3.9800000000000004,2025-01-08 21:27:00
period1,sc01,t0190,EleD_01,ShiftedDemand,6.629999999999999,2025-01-08 22:27:00
period1,sc01,t0191,EleD_01,ShiftedDemand,2.457,2025-01-08 23:27:00
period1,sc01,t0192,EleD_01,ShiftedDemand,4.953,2025-01-09 00:27:00
period1,sc01,t0193,EleD_01,ShiftedDemand,2.761,2025-01-09 01:27:00
period1,sc01,t0194,EleD_01,ShiftedDemand,5.109,2025-01-09 02:27:00
period1,sc01,t0195,EleD_01,ShiftedDemand,2.8519999999999994,2025-01-09 03:27:00
period1,sc01,t0196,EleD_01,ShiftedDemand,5.278,2025-01-09 04:27:00
period1,sc01,t0197,EleD_01,ShiftedDemand,3.861,2025-01-09 05:27:00
period1,sc01,t0198,EleD_01,ShiftedDemand,3.039,2025-01-09 06:27:00
period1,sc01,t0199,EleD_01,ShiftedDemand,5.427999999999999,2025-01-09 07:27:00
period1,sc01,t0200,EleD_01,ShiftedDemand,2.7720000000000002,2025-01-09 08:27:00
period1,sc01,t0201,EleD_01,ShiftedDemand,5.356,2025-01-09 09:27:00
period1,sc01,t0202,EleD_01,ShiftedDemand,3.194000000000001,2025-01-09 10:27:00
period1,sc01,t0203,EleD_01,ShiftedDemand,5.768,2025-01-09 11:27:00
period1,sc01,t0204,EleD_01,ShiftedDemand,2.912,2025-01-09 12:27:00
period1,sc01,t0205,EleD_01,ShiftedDemand,4.046,2025-01-09 13:27:00
period1,sc01,t0206,EleD_01,ShiftedDemand,8.174,2025-01-09 14:27:00
period1,sc01,t0207,EleD_01,ShiftedDemand,9.568000000000001,2025-01-09 15:27:00
period1,sc01,t0208,EleD_01,ShiftedDemand,8.072,2025-01-09 16:27:00
period1,sc01,t0209,EleD_01,ShiftedDemand,11.543000000000001,2025-01-09 17:27:00
period1,sc01,t0210,EleD_01,ShiftedDemand,3.577,2025-01-09 18:27:00
period1,sc01,t0211,EleD_01,ShiftedDemand,3.1710000000000003,2025-01-09 19:27:00
period1,sc01,t0212,EleD_01,ShiftedDemand,6.749,2025-01-09 20:27:00
period1,sc01,t0213,EleD_01,ShiftedDemand,4.600999999999999,2025-01-09 21:27:00
period1,sc01,t0214,EleD_01,ShiftedDemand,5.369,2025-01-09 22:27:00
period1,sc01,t0215,EleD_01,ShiftedDemand,2.415,2025-01-09 23:27:00
period1,sc01,t0216,EleD_01,ShiftedDemand,4.8549999999999995,2025-01-10 00:27:00
period1,sc01,t0217,EleD_01,ShiftedDemand,3.3770000000000002,2025-01-10 01:27:00
period1,sc01,t0218,EleD_01,ShiftedDemand,3.913,2025-01-10 02:27:00
period1,sc01,t0219,EleD_01,ShiftedDemand,2.016,2025-01-10 03:27:00
period1,sc01,t0220,EleD_01,ShiftedDemand,4.814,2025-01-10 04:27:00
period1,sc01,t0221,EleD_01,ShiftedDemand,3.9909999999999997,2025-01-10 05:27:00
period1,sc01,t0222,EleD_01,ShiftedDemand,3.3390000000000004,2025-01-10 06:27:00
period1,sc01,t0223,EleD_01,ShiftedDemand,3.718,2025-01-10 07:27:00
period1,sc01,t0224,EleD_01,ShiftedDemand,3.2520000000000007,2025-01-10 08:27:00
period1,sc01,t0225,EleD_01,ShiftedDemand,3.575,2025-01-10 09:27:00
period1,sc01,t0226,EleD_01,ShiftedDemand,4.175,2025-01-10 10:27:00
period1,sc01,t0227,EleD_01,ShiftedDemand,5.321000000000001,2025-01-10 11:27:00
period1,sc01,t0228,EleD_01,ShiftedDemand,2.6390000000000002,2025-01-10 12:27:00
period1,sc01,t0229,EleD_01,ShiftedDemand,3.5799999999999996,2025-01-10 13:27:00
period1,sc01,t0230,EleD_01,ShiftedDemand,3.5100000000000002,2025-01-10 14:27:00
period1,sc01,t0231,EleD_01,ShiftedDemand,3.731,2025-01-10 15:27:00
period1,sc01,t0232,EleD_01,ShiftedDemand,3.069000000000001,2025-01-10 16:27:00
period1,sc01,t0233,EleD_01,ShiftedDemand,4.263999999999999,2025-01-10 17:27:00
period1,sc01,t0234,EleD_01,ShiftedDemand,2.426,2025-01-10 18:27:00
period1,sc01,t0235,EleD_01,ShiftedDemand,2.982,2025-01-10 19:27:00
period1,sc01,t0236,EleD_01,ShiftedDemand,6.228000000000001,2025-01-10 20:27:00
period1,sc01,t0237,EleD_01,ShiftedDemand,2.982,2025-01-10 21:27:00
period1,sc01,t0238,EleD_01,ShiftedDemand,6.158,2025-01-10 22:27:00
period1,sc01,t0239,EleD_01,ShiftedDemand,2.105,2025-01-10 23:27:00
period1,sc01,t0240,EleD_01,ShiftedDemand,3.445,2025-01-11 00:27:00
period1,sc01,t0241,EleD_01,ShiftedDemand,2.994,2025-01-11 01:27:00
period1,sc01,t0242,EleD_01,ShiftedDemand,3.796,2025-01-11 02:27:00
period1,sc01,t0243,EleD_01,ShiftedDemand,3.630000000000001,2025-01-11 03:27:00
period1,sc01,t0244,EleD_01,ShiftedDemand,6.24,2025-01-11 04:27:00
period1,sc01,t0245,EleD_01,ShiftedDemand,5.433999999999999,2025-01-11 05:27:00
period1,sc01,t0246,EleD_01,ShiftedDemand,3.136000000000001,2025-01-11 06:27:00
period1,sc01,t0247,EleD_01,ShiftedDemand,9.459999999999999,2025-01-11 07:27:00
period1,sc01,t0248,EleD_01,ShiftedDemand,3.01,2025-01-11 08:27:00
period1,sc01,t0249,EleD_01,ShiftedDemand,2.9330000000000003,2025-01-11 09:27:00
period1,sc01,t0250,EleD_01,ShiftedDemand,6.567,2025-01-11 10:27:00
period1,sc01,t0251,EleD_01,ShiftedDemand,3.654,2025-01-11 11:27:00
period1,sc01,t0252,EleD_01,ShiftedDemand,7.006,2025-01-11 12:27:00
period1,sc01,t0253,EleD_01,ShiftedDemand,1.68,2025-01-11 13:27:00
period1,sc01,t0254,EleD_01,ShiftedDemand,5.76,2025-01-11 14:27:00
period1,sc01,t0255,EleD_01,ShiftedDemand,1.96,2025-01-11 15:27:00
period1,sc01,t0256,EleD_01,ShiftedDemand,4.239999999999999,2025-01-11 16:27:00
period1,sc01,t0257,EleD_01,ShiftedDemand,3.809,2025-01-11 17:27:00
period1,sc01,t0258,EleD_01,ShiftedDemand,3.6209999999999996,2025-01-11 18:27:00
period1,sc01,t0259,EleD_01,ShiftedDemand,2.6390000000000002,2025-01-11 19:27:00
period1,sc01,t0260,EleD_01,ShiftedDemand,6.941,2025-01-11 20:27:00
period1,sc01,t0261,EleD_01,ShiftedDemand,2.5390000000000006,2025-01-11 21:27:00
period1,sc01,t0262,EleD_01,ShiftedDemand,3.601,2025-01-11 22:27:00
period1,sc01,t0263,EleD_01,ShiftedDemand,2.359,2025-01-11 23:27:00
period1,sc01,t0264,EleD_01,ShiftedDemand,4.441000000000001,2025-01-12 00:27:00
period1,sc01,t0265,EleD_01,ShiftedDemand,3.1160000000000005,2025-01-12 01:27:00
period1,sc01,t0266,EleD_01,ShiftedDemand,3.354,2025-01-12 02:27:00
period1,sc01,t0267,EleD_01,ShiftedDemand,4.382,2025-01-12 03:27:00
period1,sc01,t0268,EleD_01,ShiftedDemand,4.1080000000000005,2025-01-12 04:27:00
period1,sc01,t0269,EleD_01,ShiftedDemand,3.809,2025-01-12 05:27:00
period1,sc01,t0270,EleD_01,ShiftedDemand,3.3210000000000006,2025-01-12 06:27:00
period1,sc01,t0271,EleD_01,ShiftedDemand,3.965,2025-01-12 07:27:00
period1,sc01,t0272,EleD_01,ShiftedDemand,3.705,2025-01-12 08:27:00
period1,sc01,t0273,EleD_01,ShiftedDemand,4.600999999999999,2025-01-12 09:27:00
period1,sc01,t0274,EleD_01,ShiftedDemand,2.079,2025-01-12 10:27:00
period1,sc01,t0275,EleD_01,ShiftedDemand,2.5620000000000003,2025-01-12 11:27:00
period1,sc01,t0276,EleD_01,ShiftedDemand,13.027999999999999,2025-01-12 12:27:00
period1,sc01,t0277,EleD_01,ShiftedDemand,3.7479999999999993,2025-01-12 13:27:00
period1,sc01,t0278,EleD_01,ShiftedDemand,5.122,2025-01-12 14:27:00
period1,sc01,t0279,EleD_01,ShiftedDemand,5.103999999999999,2025-01-12 15:27:00
period1,sc01,t0280,EleD_01,ShiftedDemand,2.576,2025-01-12 16:27:00
period1,sc01,t0281,EleD_01,ShiftedDemand,2.457,2025-01-12 17:27:00
period1,sc01,t0282,EleD_01,ShiftedDemand,3.3529999999999998,2025-01-12 18:27:00
period1,sc01,t0283,EleD_01,ShiftedDemand,2.051,2025-01-12 19:27:00
period1,sc01,t0284,EleD_01,ShiftedDemand,4.679,2025-01-12 20:27:00
period1,sc01,t0285,EleD_01,ShiftedDemand,3.5649999999999995,2025-01-12 21:27:00
period1,sc01,t0286,EleD_01,ShiftedDemand,3.705,2025-01-12 22:27:00
period1,sc01,t0287,EleD_01,ShiftedDemand,2.667,2025-01-12 23:27:00
period1,sc01,t0288,EleD_01,ShiftedDemand,5.093,2025-01-13 00:27:00
period1,sc01,t0289,EleD_01,ShiftedDemand,3.463,2025-01-13 01:27:00
period1,sc01,t0290,EleD_01,ShiftedDemand,3.367,2025-01-13 02:27:00
period1,sc01,t0291,EleD_01,ShiftedDemand,3.571999999999999,2025-01-13 03:27:00
period1,sc01,t0292,EleD_01,ShiftedDemand,6.058,2025-01-13 04:27:00
period1,sc01,t0293,EleD_01,ShiftedDemand,5.304,2025-01-13 05:27:00
period1,sc01,t0294,EleD_01,ShiftedDemand,2.9459999999999997,2025-01-13 06:27:00
period1,sc01,t0295,EleD_01,ShiftedDemand,6.617,2025-01-13 07:27:00
period1,sc01,t0296,EleD_01,ShiftedDemand,3.9530000000000003,2025-01-13 08:27:00
period1,sc01,t0297,EleD_01,ShiftedDemand,5.239000000000001,2025-01-13 09:27:00
period1,sc01,t0298,EleD_01,ShiftedDemand,2.8309999999999995,2025-01-13 10:27:00
period1,sc01,t0299,EleD_01,ShiftedDemand,5.172,2025-01-13 11:27:00
period1,sc01,t0300,EleD_01,ShiftedDemand,2.758,2025-01-13 12:27:00
period1,sc01,t0301,EleD_01,ShiftedDemand,4.212,2025-01-13 13:27:00
period1,sc01,t0302,EleD_01,ShiftedDemand,2.7680000000000007,2025-01-13 14:27:00
period1,sc01,t0303,EleD_01,ShiftedDemand,3.705,2025-01-13 15:27:00
period1,sc01,t0304,EleD_01,ShiftedDemand,3.125,2025-01-13 16:27:00
period1,sc01,t0305,EleD_01,ShiftedDemand,4.212,2025-01-13 17:27:00
period1,sc01,t0306,EleD_01,ShiftedDemand,2.9880000000000004,2025-01-13 18:27:00
period1,sc01,t0307,EleD_01,ShiftedDemand,2.737,2025-01-13 19:27:00
period1,sc01,t0308,EleD_01,ShiftedDemand,6.273,2025-01-13 20:27:00
period1,sc01,t0309,EleD_01,ShiftedDemand,3.9610000000000003,2025-01-13 21:27:00
period1,sc01,t0310,EleD_01,ShiftedDemand,5.4990000000000006,2025-01-13 22:27:00
period1,sc01,t0311,EleD_01,ShiftedDemand,2.814,2025-01-13 23:27:00
period1,sc01,t0312,EleD_01,ShiftedDemand,10.546,2025-01-14 00:27:00
period1,sc01,t0313,EleD_01,ShiftedDemand,5.404,2025-01-14 01:27:00
period1,sc01,t0314,EleD_01,ShiftedDemand,10.306000000000001,2025-01-14 02:27:00
period1,sc01,t0315,EleD_01,ShiftedDemand,5.491,2025-01-14 03:27:00
period1,sc01,t0316,EleD_01,ShiftedDemand,10.179,2025-01-14 04:27:00
period1,sc01,t0317,EleD_01,ShiftedDemand,11.272,2025-01-14 05:27:00
period1,sc01,t0318,EleD_01,ShiftedDemand,5.9079999999999995,2025-01-14 06:27:00
period1,sc01,t0319,EleD_01,ShiftedDemand,10.369,2025-01-14 07:27:00
period1,sc01,t0320,EleD_01,ShiftedDemand,5.551,2025-01-14 08:27:00
period1,sc01,t0321,EleD_01,ShiftedDemand,6.203999999999999,2025-01-14 09:27:00
period1,sc01,t0322,EleD_01,ShiftedDemand,10.946,2025-01-14 10:27:00
period1,sc01,t0323,EleD_01,ShiftedDemand,6.1530000000000005,2025-01-14 11:27:00
period1,sc01,t0324,EleD_01,ShiftedDemand,3.087,2025-01-14 12:27:00
period1,sc01,t0325,EleD_01,ShiftedDemand,14.145000000000003,2025-01-14 13:27:00
period1,sc01,t0326,EleD_01,ShiftedDemand,7.595,2025-01-14 14:27:00
period1,sc01,t0327,EleD_01,ShiftedDemand,9.620000000000001,2025-01-14 15:27:00
period1,sc01,t0328,EleD_01,ShiftedDemand,8.27,2025-01-14 16:27:00
period1,sc01,t0329,EleD_01,ShiftedDemand,9.672,2025-01-14 17:27:00
period1,sc01,t0330,EleD_01,ShiftedDemand,7.878,2025-01-14 18:27:00
period1,sc01,t0331,EleD_01,ShiftedDemand,8.064,2025-01-14 19:27:00
period1,sc01,t0332,EleD_01,ShiftedDemand,15.576,2025-01-14 20:27:00
period1,sc01,t0333,EleD_01,ShiftedDemand,10.319,2025-01-14 21:27:00
period1,sc01,t0334,EleD_01,ShiftedDemand,11.141,2025-01-14 22:27:00
period1,sc01,t0335,EleD_01,ShiftedDemand,5.5440000000000005,2025-01-14 23:27:00
period1,sc01,t0336,EleD_01,ShiftedDemand,10.565999999999999,2025-01-15 00:27:00
period1,sc01,t0337,EleD_01,ShiftedDemand,6.075999999999999,2025-01-15 01:27:00
period1,sc01,t0338,EleD_01,ShiftedDemand,10.504,2025-01-15 02:27:00
period1,sc01,t0339,EleD_01,ShiftedDemand,6.321,2025-01-15 03:27:00
period1,sc01,t0340,EleD_01,ShiftedDemand,12.559,2025-01-15 04:27:00
period1,sc01,t0341,EleD_01,ShiftedDemand,11.154,2025-01-15 05:27:00
period1,sc01,t0342,EleD_01,ShiftedDemand,6.925999999999998,2025-01-15 06:27:00
period1,sc01,t0343,EleD_01,ShiftedDemand,16.679,2025-01-15 07:27:00
period1,sc01,t0344,EleD_01,ShiftedDemand,10.591000000000001,2025-01-15 08:27:00
period1,sc01,t0345,EleD_01,ShiftedDemand,13.767,2025-01-15 09:27:00
period1,sc01,t0346,EleD_01,ShiftedDemand,8.903000000000002,2025-01-15 10:27:00
period1,sc01,t0347,EleD_01,ShiftedDemand,6.72,2025-01-15 11:27:00
period1,sc01,t0348,EleD_01,ShiftedDemand,13.329999999999998,2025-01-15 12:27:00
period1,sc01,t0349,EleD_01,ShiftedDemand,8.073999999999998,2025-01-15 13:27:00
period1,sc01,t0350,EleD_01,ShiftedDemand,8.475999999999999,2025-01-15 14:27:00
period1,sc01,t0351,EleD_01,ShiftedDemand,8.463,2025-01-15 15:27:00
period1,sc01,t0352,EleD_01,ShiftedDemand,7.197000000000001,2025-01-15 16:27:00
period1,sc01,t0353,EleD_01,ShiftedDemand,11.713,2025-01-15 17:27:00
period1,sc01,t0354,EleD_01,ShiftedDemand,6.936999999999999,2025-01-15 18:27:00
period1,sc01,t0355,EleD_01,ShiftedDemand,11.490000000000002,2025-01-15 19:27:00
period1,sc01,t0356,EleD_01,ShiftedDemand,17.0,2025-01-15 20:27:00
period1,sc01,t0357,EleD_01,ShiftedDemand,9.107,2025-01-15 21:27:00
period1,sc01,t0358,EleD_01,ShiftedDemand,16.963,2025-01-15 22:27:00
period1,sc01,t0359,EleD_01,ShiftedDemand,6.143000000000001,2025-01-15 23:27:00
period1,sc01,t0360,EleD_01,ShiftedDemand,10.387,2025-01-16 00:27:00
period1,sc01,t0361,EleD_01,ShiftedDemand,5.691000000000001,2025-01-16 01:27:00
period1,sc01,t0362,EleD_01,ShiftedDemand,10.689000000000002,2025-01-16 02:27:00
period1,sc01,t0363,EleD_01,ShiftedDemand,5.621,2025-01-16 03:27:00
period1,sc01,t0364,EleD_01,ShiftedDemand,9.269,2025-01-16 04:27:00
period1,sc01,t0365,EleD_01,ShiftedDemand,8.456,2025-01-16 05:27:00
period1,sc01,t0366,EleD_01,ShiftedDemand,4.494,2025-01-16 06:27:00
period1,sc01,t0367,EleD_01,ShiftedDemand,10.303999999999998,2025-01-16 07:27:00
period1,sc01,t0368,EleD_01,ShiftedDemand,3.416,2025-01-16 08:27:00
period1,sc01,t0369,EleD_01,ShiftedDemand,6.383,2025-01-16 09:27:00
period1,sc01,t0370,EleD_01,ShiftedDemand,3.537,2025-01-16 10:27:00
period1,sc01,t0371,EleD_01,ShiftedDemand,4.641,2025-01-16 11:27:00
period1,sc01,t0372,EleD_01,ShiftedDemand,8.359,2025-01-16 12:27:00
period1,sc01,t0373,EleD_01,ShiftedDemand,3.4889999999999994,2025-01-16 13:27:00
period1,sc01,t0374,EleD_01,ShiftedDemand,3.861,2025-01-16 14:27:00
period1,sc01,t0375,EleD_01,ShiftedDemand,5.382,2025-01-16 15:27:00
period1,sc01,t0376,EleD_01,ShiftedDemand,3.8979999999999997,2025-01-16 16:27:00
period1,sc01,t0377,EleD_01,ShiftedDemand,9.191,2025-01-16 17:27:00
period1,sc01,t0378,EleD_01,ShiftedDemand,7.068999999999997,2025-01-16 18:27:00
period1,sc01,t0379,EleD_01,ShiftedDemand,11.639000000000003,2025-01-16 19:27:00
period1,sc01,t0380,EleD_01,ShiftedDemand,13.741,2025-01-16 20:27:00
period1,sc01,t0381,EleD_01,ShiftedDemand,3.8360000000000003,2025-01-16 21:27:00
period1,sc01,t0382,EleD_01,ShiftedDemand,10.444,2025-01-16 22:27:00
period1,sc01,t0383,EleD_01,ShiftedDemand,4.151,2025-01-16 23:27:00
period1,sc01,t0384,EleD_01,ShiftedDemand,11.439,2025-01-17 00:27:00
period1,sc01,t0385,EleD_01,ShiftedDemand,7.018999999999998,2025-01-17 01:27:00
period1,sc01,t0386,EleD_01,ShiftedDemand,12.311,2025-01-17 02:27:00
period1,sc01,t0387,EleD_01,ShiftedDemand,14.754999999999999,2025-01-17 03:27:00
period1,sc01,t0388,EleD_01,ShiftedDemand,6.265,2025-01-17 04:27:00
period1,sc01,t0389,EleD_01,ShiftedDemand,11.295999999999998,2025-01-17 05:27:00
period1,sc01,t0390,EleD_01,ShiftedDemand,5.683999999999999,2025-01-17 06:27:00
period1,sc01,t0391,EleD_01,ShiftedDemand,12.364,2025-01-17 07:27:00
period1,sc01,t0392,EleD_01,ShiftedDemand,5.726,2025-01-17 08:27:00
period1,sc01,t0393,EleD_01,ShiftedDemand,9.36,2025-01-17 09:27:00
period1,sc01,t0394,EleD_01,ShiftedDemand,6.060000000000002,2025-01-17 10:27:00
period1,sc01,t0395,EleD_01,ShiftedDemand,9.347000000000001,2025-01-17 11:27:00
period1,sc01,t0396,EleD_01,ShiftedDemand,5.812999999999999,2025-01-17 12:27:00
period1,sc01,t0397,EleD_01,ShiftedDemand,8.638000000000002,2025-01-17 13:27:00
period1,sc01,t0398,EleD_01,ShiftedDemand,3.822,2025-01-17 14:27:00
period1,sc01,t0399,EleD_01,ShiftedDemand,8.203,2025-01-17 15:27:00
period1,sc01,t0400,EleD_01,ShiftedDemand,6.327000000000002,2025-01-17 16:27:00
period1,sc01,t0401,EleD_01,ShiftedDemand,11.356,2025-01-17 17:27:00
period1,sc01,t0402,EleD_01,ShiftedDemand,5.683999999999999,2025-01-17 18:27:00
period1,sc01,t0403,EleD_01,ShiftedDemand,8.329999999999998,2025-01-17 19:27:00
period1,sc01,t0404,EleD_01,ShiftedDemand,17.0,2025-01-17 20:27:00
period1,sc01,t0405,EleD_01,ShiftedDemand,10.245000000000001,2025-01-17 21:27:00
period1,sc01,t0406,EleD_01,ShiftedDemand,14.884999999999998,2025-01-17 22:27:00
period1,sc01,t0407,EleD_01,ShiftedDemand,5.775,2025-01-17 23:27:00
period1,sc01,t0408,EleD_01,ShiftedDemand,11.334999999999999,2025-01-18 00:27:00
period1,sc01,t0409,EleD_01,ShiftedDemand,5.7540000000000004,2025-01-18 01:27:00
period1,sc01,t0410,EleD_01,ShiftedDemand,10.706,2025-01-18 02:27:00
period1,sc01,t0411,EleD_01,ShiftedDemand,6.691999999999998,2025-01-18 03:27:00
period1,sc01,t0412,EleD_01,ShiftedDemand,11.778,2025-01-18 04:27:00
period1,sc01,t0413,EleD_01,ShiftedDemand,14.252,2025-01-18 05:27:00
period1,sc01,t0414,EleD_01,ShiftedDemand,5.2780000000000005,2025-01-18 06:27:00
period1,sc01,t0415,EleD_01,ShiftedDemand,7.6370000000000005,2025-01-18 07:27:00
period1,sc01,t0416,EleD_01,ShiftedDemand,3.1430000000000002,2025-01-18 08:27:00
period1,sc01,t0417,EleD_01,ShiftedDemand,3.0729999999999995,2025-01-18 09:27:00
period1,sc01,t0418,EleD_01,ShiftedDemand,6.166999999999999,2025-01-18 10:27:00
period1,sc01,t0419,EleD_01,ShiftedDemand,6.947,2025-01-18 11:27:00
period1,sc01,t0420,EleD_01,ShiftedDemand,6.383,2025-01-18 12:27:00
period1,sc01,t0421,EleD_01,ShiftedDemand,4.026,2025-01-18 13:27:00
period1,sc01,t0422,EleD_01,ShiftedDemand,6.084,2025-01-18 14:27:00
period1,sc01,t0423,EleD_01,ShiftedDemand,5.667000000000001,2025-01-18 15:27:00
period1,sc01,t0424,EleD_01,ShiftedDemand,2.793,2025-01-18 16:27:00
period1,sc01,t0425,EleD_01,ShiftedDemand,5.86,2025-01-18 17:27:00
period1,sc01,t0426,EleD_01,ShiftedDemand,2.9400000000000004,2025-01-18 18:27:00
period1,sc01,t0427,EleD_01,ShiftedDemand,3.968,2025-01-18 19:27:00
period1,sc01,t0428,EleD_01,ShiftedDemand,5.382,2025-01-18 20:27:00
period1,sc01,t0429,EleD_01,ShiftedDemand,3.1450000000000014,2025-01-18 21:27:00
period1,sc01,t0430,EleD_01,ShiftedDemand,5.654999999999999,2025-01-18 22:27:00
period1,sc01,t0431,EleD_01,ShiftedDemand,2.716,2025-01-18 23:27:00
period1,sc01,t0432,EleD_01,ShiftedDemand,5.254,2025-01-19 00:27:00
period1,sc01,t0433,EleD_01,ShiftedDemand,1.96,2025-01-19 01:27:00
period1,sc01,t0434,EleD_01,ShiftedDemand,5.1499999999999995,2025-01-19 02:27:00
period1,sc01,t0435,EleD_01,ShiftedDemand,4.703,2025-01-19 03:27:00
period1,sc01,t0436,EleD_01,ShiftedDemand,1.6870000000000003,2025-01-19 04:27:00
period1,sc01,t0437,EleD_01,ShiftedDemand,4.815,2025-01-19 05:27:00
period1,sc01,t0438,EleD_01,ShiftedDemand,1.925,2025-01-19 06:27:00
period1,sc01,t0439,EleD_01,ShiftedDemand,5.851,2025-01-19 07:27:00
period1,sc01,t0440,EleD_01,ShiftedDemand,2.989,2025-01-19 08:27:00
period1,sc01,t0441,EleD_01,ShiftedDemand,3.0380000000000003,2025-01-19 09:27:00
period1,sc01,t0442,EleD_01,ShiftedDemand,7.661999999999999,2025-01-19 10:27:00
period1,sc01,t0443,EleD_01,ShiftedDemand,7.1370000000000005,2025-01-19 11:27:00
period1,sc01,t0444,EleD_01,ShiftedDemand,7.773,2025-01-19 12:27:00
period1,sc01,t0445,EleD_01,ShiftedDemand,3.6789999999999994,2025-01-19 13:27:00
period1,sc01,t0446,EleD_01,ShiftedDemand,5.681,2025-01-19 14:27:00
period1,sc01,t0447,EleD_01,ShiftedDemand,5.694,2025-01-19 15:27:00
period1,sc01,t0448,EleD_01,ShiftedDemand,3.2860000000000005,2025-01-19 16:27:00
period1,sc01,t0449,EleD_01,ShiftedDemand,5.681,2025-01-19 17:27:00
period1,sc01,t0450,EleD_01,ShiftedDemand,2.989,2025-01-19 18:27:00
period1,sc01,t0451,EleD_01,ShiftedDemand,3.1479999999999997,2025-01-19 19:27:00
period1,sc01,t0452,EleD_01,ShiftedDemand,5.6419999999999995,2025-01-19 20:27:00
period1,sc01,t0453,EleD_01,ShiftedDemand,3.024,2025-01-19 21:27:00
period1,sc01,t0454,EleD_01,ShiftedDemand,5.8660000000000005,2025-01-19 22:27:00
period1,sc01,t0455,EleD_01,ShiftedDemand,2.716,2025-01-19 23:27:00
period1,sc01,t0456,EleD_01,ShiftedDemand,5.104,2025-01-20 00:27:00
period1,sc01,t0457,EleD_01,ShiftedDemand,2.786,2025-01-20 01:27:00
period1,sc01,t0458,EleD_01,ShiftedDemand,5.304,2025-01-20 02:27:00
period1,sc01,t0459,EleD_01,ShiftedDemand,2.747,2025-01-20 03:27:00
period1,sc01,t0460,EleD_01,ShiftedDemand,5.083,2025-01-20 04:27:00
period1,sc01,t0461,EleD_01,ShiftedDemand,5.057,2025-01-20 05:27:00
period1,sc01,t0462,EleD_01,ShiftedDemand,3.1229999999999993,2025-01-20 06:27:00
period1,sc01,t0463,EleD_01,ShiftedDemand,12.527000000000001,2025-01-20 07:27:00
period1,sc01,t0464,EleD_01,ShiftedDemand,4.893000000000001,2025-01-20 08:27:00
period1,sc01,t0465,EleD_01,ShiftedDemand,3.669999999999999,2025-01-20 09:27:00
period1,sc01,t0466,EleD_01,ShiftedDemand,5.46,2025-01-20 10:27:00
period1,sc01,t0467,EleD_01,ShiftedDemand,3.0360000000000014,2025-01-20 11:27:00
period1,sc01,t0468,EleD_01,ShiftedDemand,5.564,2025-01-20 12:27:00
period1,sc01,t0469,EleD_01,ShiftedDemand,2.8280000000000003,2025-01-20 13:27:00
period1,sc01,t0470,EleD_01,ShiftedDemand,5.351999999999999,2025-01-20 14:27:00
period1,sc01,t0471,EleD_01,ShiftedDemand,3.070000000000001,2025-01-20 15:27:00
period1,sc01,t0472,EleD_01,ShiftedDemand,5.46,2025-01-20 16:27:00
period1,sc01,t0473,EleD_01,ShiftedDemand,5.304,2025-01-20 17:27:00
period1,sc01,t0474,EleD_01,ShiftedDemand,2.9559999999999995,2025-01-20 18:27:00
period1,sc01,t0475,EleD_01,ShiftedDemand,3.0729999999999995,2025-01-20 19:27:00
period1,sc01,t0476,EleD_01,ShiftedDemand,6.027,2025-01-20 20:27:00
period1,sc01,t0477,EleD_01,ShiftedDemand,5.117,2025-01-20 21:27:00
period1,sc01,t0478,EleD_01,ShiftedDemand,9.663,2025-01-20 22:27:00
period1,sc01,t0479,EleD_01,ShiftedDemand,5.823,2025-01-20 23:27:00
period1,sc01,t0480,EleD_01,ShiftedDemand,7.1370000000000005,2025-01-21 00:27:00
period1,sc01,t0481,EleD_01,ShiftedDemand,5.1240000000000006,2025-01-21 01:27:00
period1,sc01,t0482,EleD_01,ShiftedDemand,10.656,2025-01-21 02:27:00
period1,sc01,t0483,EleD_01,ShiftedDemand,12.149999999999999,2025-01-21 03:27:00
period1,sc01,t0484,EleD_01,ShiftedDemand,5.46,2025-01-21 04:27:00
