Home,Scenario,H,HType,Cluster,Month,BESS_kWh,V2G_hours,total_hours
1,T0,7,SF,ClusterE,8,0.0,0,744
1,T0,7,SF,ClusterE,9,0.0,0,720
1,T0,8,SF,ClusterA,1,0.0,0,744
1,T0,8,SF,ClusterA,10,0.0,0,744
1,T0,8,SF,ClusterA,11,0.0,0,720
1,T0,8,SF,ClusterA,12,0.0,0,720
1,T0,8,SF,ClusterA,2,0.0,0,672
1,T0,8,SF,ClusterA,3,0.0,0,744
1,T0,8,SF,ClusterA,4,0.0,0,720
1,T0,8,SF,ClusterA,5,0.0,0,744
1,T0,8,SF,ClusterA,6,0.0,0,720
1,T0,8,SF,ClusterA,7,0.0,0,744
1,T0,8,SF,ClusterA,8,0.0,0,744
1,T0,8,SF,ClusterA,9,0.0,0,720
1,T0,8,SF,ClusterB,1,160.08436596221634,0,744
1,T0,8,SF,ClusterB,10,185.6420851566461,0,744
1,T0,8,SF,ClusterB,11,155.86566498989885,0,720
1,T0,8,SF,ClusterB,12,131.14623700429374,0,720
1,T0,8,SF,ClusterB,2,175.43702829637203,0,672
1,T0,8,SF,ClusterB,3,172.78605800642794,0,744
1,T0,8,SF,ClusterB,4,186.61862014014352,0,720
1,T0,8,SF,ClusterB,5,249.59686348479903,0,744
1,T0,8,SF,ClusterB,6,147.3067826710593,0,720
1,T0,8,SF,ClusterB,7,169.08617184344507,0,744
1,T0,8,SF,ClusterB,8,179.4599162340446,0,744
1,T0,8,SF,ClusterB,9,183.74463473912724,0,720
1,T0,8,SF,ClusterC,1,154.6361876155841,0,744
1,T0,8,SF,ClusterC,10,163.39337353995634,0,744
1,T0,8,SF,ClusterC,11,152.06759142240838,0,720
1,T0,8,SF,ClusterC,12,135.95326376899675,0,720
1,T0,8,SF,ClusterC,2,171.72832954422825,0,672
1,T0,8,SF,ClusterC,3,171.83959272912955,0,744
1,T0,8,SF,ClusterC,4,177.77742812568425,0,720
1,T0,8,SF,ClusterC,5,225.78767492941242,0,744
1,T0,8,SF,ClusterC,6,138.90996630133657,0,720
1,T0,8,SF,ClusterC,7,151.78069223531952,0,744
1,T0,8,SF,ClusterC,8,173.146932955868,0,744
1,T0,8,SF,ClusterC,9,170.99462600941274,0,720
1,T0,8,SF,ClusterD,1,106.882725911877,200,744
1,T0,8,SF,ClusterD,10,123.28904582962238,95,744
1,T0,8,SF,ClusterD,11,101.16995577637735,135,720
1,T0,8,SF,ClusterD,12,92.79066721472199,126,720
1,T0,8,SF,ClusterD,2,131.4772190930055,144,672
1,T0,8,SF,ClusterD,3,117.28688615015292,137,744
1,T0,8,SF,ClusterD,4,132.66860089206727,164,720
1,T0,8,SF,ClusterD,5,176.16368817164343,126,744
1,T0,8,SF,ClusterD,6,97.1961348325136,134,720
1,T0,8,SF,ClusterD,7,101.69170392325839,129,744
1,T0,8,SF,ClusterD,8,142.9745138051772,109,744
1,T0,8,SF,ClusterD,9,127.4434222741373,100,720
1,T0,8,SF,ClusterE,1,0.0,0,744
1,T0,8,SF,ClusterE,10,0.0,0,744
1,T0,8,SF,ClusterE,11,0.0,0,720
1,T0,8,SF,ClusterE,12,0.0,0,720
1,T0,8,SF,ClusterE,2,0.0,0,672
1,T0,8,SF,ClusterE,3,0.0,0,744
1,T0,8,SF,ClusterE,4,0.0,0,720
1,T0,8,SF,ClusterE,5,0.0,0,744
1,T0,8,SF,ClusterE,6,0.0,0,720
1,T0,8,SF,ClusterE,7,0.0,0,744
1,T0,8,SF,ClusterE,8,0.0,0,744
1,T0,8,SF,ClusterE,9,0.0,0,720
1,T0,9,SF,ClusterA,1,0.0,0,744
1,T0,9,SF,ClusterA,10,0.0,0,744
1,T0,9,SF,ClusterA,11,0.0,0,720
1,T0,9,SF,ClusterA,12,0.0,0,720
1,T0,9,SF,ClusterA,2,0.0,0,672
1,T0,9,SF,ClusterA,3,0.0,0,744
1,T0,9,SF,ClusterA,4,0.0,0,720
1,T0,9,SF,ClusterA,5,0.0,0,744
1,T0,9,SF,ClusterA,6,0.0,0,720
1,T0,9,SF,ClusterA,7,0.0,0,744
1,T0,9,SF,ClusterA,8,0.0,0,744
1,T0,9,SF,ClusterA,9,0.0,0,720
1,T0,9,SF,ClusterB,1,158.36595891114104,0,744
1,T0,9,SF,ClusterB,10,168.9469332399877,0,744
1,T0,9,SF,ClusterB,11,150.9636932562679,0,720
1,T0,9,SF,ClusterB,12,132.1922212368671,0,720
1,T0,9,SF,ClusterB,2,169.6942757926537,0,672
1,T0,9,SF,ClusterB,3,168.943567826887,0,744
1,T0,9,SF,ClusterB,4,174.48408938707252,0,720
1,T0,9,SF,ClusterB,5,243.15590839842804,0,744
1,T0,9,SF,ClusterB,6,141.8197991595858,0,720
1,T0,9,SF,ClusterB,7,162.00023590862793,0,744
1,T0,9,SF,ClusterB,8,182.63445002151815,0,744
1,T0,9,SF,ClusterB,9,158.61412281169476,0,720
1,T0,9,SF,ClusterC,1,155.1531778641877,0,744
1,T0,9,SF,ClusterC,10,159.84614629432772,0,744
1,T0,9,SF,ClusterC,11,144.61420988499972,0,720
1,T0,9,SF,ClusterC,12,131.40832652348575,0,720
1,T0,9,SF,ClusterC,2,167.60585712350604,0,672
1,T0,9,SF,ClusterC,3,164.41846317083287,0,744
1,T0,9,SF,ClusterC,4,170.093432244327,0,720
1,T0,9,SF,ClusterC,5,220.25474734809822,0,744
1,T0,9,SF,ClusterC,6,140.48720334638918,0,720
1,T0,9,SF,ClusterC,7,142.13552603413427,0,744
1,T0,9,SF,ClusterC,8,167.16311300700443,0,744
1,T0,9,SF,ClusterC,9,146.9909498612386,0,720
1,T0,9,SF,ClusterD,1,113.34869070684702,168,744
1,T0,9,SF,ClusterD,10,130.3109097687212,106,744
1,T0,9,SF,ClusterD,11,100.02738721053638,136,720
1,T0,9,SF,ClusterD,12,87.0988032370839,160,720
1,T0,9,SF,ClusterD,2,119.72899751935651,141,672
1,T0,9,SF,ClusterD,3,122.07601793702183,135,744
1,T0,9,SF,ClusterD,4,111.18974989260178,198,720
1,T0,9,SF,ClusterD,5,202.16487420307828,86,744
1,T0,9,SF,ClusterD,6,102.69822142317247,117,720
1,T0,9,SF,ClusterD,7,118.3367749846793,134,744
1,T0,9,SF,ClusterD,8,155.81630193203418,93,744
1,T0,9,SF,ClusterD,9,123.69900774598786,104,720
1,T0,9,SF,ClusterE,1,0.0,0,744
1,T0,9,SF,ClusterE,10,0.0,0,744
1,T0,9,SF,ClusterE,11,0.0,0,720
1,T0,9,SF,ClusterE,12,0.0,0,720
1,T0,9,SF,ClusterE,2,0.0,0,672
1,T0,9,SF,ClusterE,3,0.0,0,744
1,T0,9,SF,ClusterE,4,0.0,0,720
1,T0,9,SF,ClusterE,5,0.0,0,744
1,T0,9,SF,ClusterE,6,0.0,0,720
1,T0,9,SF,ClusterE,7,0.0,0,744
1,T0,9,SF,ClusterE,8,0.0,0,744
1,T0,9,SF,ClusterE,9,0.0,0,720
1,T1,10,SF,ClusterA,1,0.0,0,744
1,T1,10,SF,ClusterA,10,0.0,0,744
1,T1,10,SF,ClusterA,11,0.0,0,720
1,T1,10,SF,ClusterA,12,0.0,0,720
1,T1,10,SF,ClusterA,2,0.0,0,672
1,T1,10,SF,ClusterA,3,0.0,0,744
1,T1,10,SF,ClusterA,4,0.0,0,720
1,T1,10,SF,ClusterA,5,0.0,0,744
1,T1,10,SF,ClusterA,6,0.0,0,720
1,T1,10,SF,ClusterA,7,0.0,0,744
1,T1,10,SF,ClusterA,8,0.0,0,744
1,T1,10,SF,ClusterA,9,0.0,0,720
1,T1,10,SF,ClusterB,1,138.10125827157898,0,744
1,T1,10,SF,ClusterB,10,150.00278842819523,0,744
1,T1,10,SF,ClusterB,11,126.53826124046932,0,720
1,T1,10,SF,ClusterB,12,112.08979996118508,0,720
1,T1,10,SF,ClusterB,2,150.7664782048907,0,672
1,T1,10,SF,ClusterB,3,164.62693462166857,0,744
1,T1,10,SF,ClusterB,4,195.6088542648956,0,720
1,T1,10,SF,ClusterB,5,243.45567648220646,0,744
1,T1,10,SF,ClusterB,6,159.63016406574428,0,720
1,T1,10,SF,ClusterB,7,161.20591747318988,0,744
1,T1,10,SF,ClusterB,8,170.72908161926742,0,744
1,T1,10,SF,ClusterB,9,167.2540981361776,0,720
1,T1,10,SF,ClusterC,1,138.10125827157898,0,744
1,T1,10,SF,ClusterC,10,146.12197642645296,0,744
1,T1,10,SF,ClusterC,11,126.53826124046932,0,720
1,T1,10,SF,ClusterC,12,112.08979996118508,0,720
1,T1,10,SF,ClusterC,2,147.5705841699614,0,672
1,T1,10,SF,ClusterC,3,163.79518016823926,0,744
1,T1,10,SF,ClusterC,4,190.59129264572866,0,720
1,T1,10,SF,ClusterC,5,216.89858356458652,0,744
1,T1,10,SF,ClusterC,6,154.1913540165382,0,720
1,T1,10,SF,ClusterC,7,137.99271952490534,0,744
1,T1,10,SF,ClusterC,8,165.36265210726432,0,744
1,T1,10,SF,ClusterC,9,160.37242650574623,0,720
1,T1,10,SF,ClusterD,1,128.42454483668584,175,744
1,T1,10,SF,ClusterD,10,129.82002500006553,76,744
1,T1,10,SF,ClusterD,11,101.07995320611491,165,720
1,T1,10,SF,ClusterD,12,95.68615602451305,121,720
1,T1,10,SF,ClusterD,2,109.21621642671776,151,672
1,T1,10,SF,ClusterD,3,117.37254274185943,162,744
1,T1,10,SF,ClusterD,4,151.16432965250965,168,720
1,T1,10,SF,ClusterD,5,177.07164161797496,152,744
1,T1,10,SF,ClusterD,6,112.69437983796546,163,720
1,T1,10,SF,ClusterD,7,106.10314022356033,157,744
1,T1,10,SF,ClusterD,8,154.54999584546908,114,744
1,T1,10,SF,ClusterD,9,133.54135280327026,104,720
1,T1,10,SF,ClusterE,1,0.0,0,744
1,T1,10,SF,ClusterE,10,0.0,0,744
1,T1,10,SF,ClusterE,11,0.0,0,720
1,T1,10,SF,ClusterE,12,0.0,0,720
1,T1,10,SF,ClusterE,2,0.0,0,672
1,T1,10,SF,ClusterE,3,0.0,0,744
1,T1,10,SF,ClusterE,4,0.0,0,720
1,T1,10,SF,ClusterE,5,0.0,0,744
1,T1,10,SF,ClusterE,6,0.0,0,720
1,T1,10,SF,ClusterE,7,0.0,0,744
1,T1,10,SF,ClusterE,8,0.0,0,744
1,T1,10,SF,ClusterE,9,0.0,0,720
1,T1,1,Apt,ClusterA,1,0.0,0,744
1,T1,1,Apt,ClusterA,10,0.0,0,744
1,T1,1,Apt,ClusterA,11,0.0,0,720
1,T1,1,Apt,ClusterA,12,0.0,0,720
1,T1,1,Apt,ClusterA,2,0.0,0,672
1,T1,1,Apt,ClusterA,3,0.0,0,744
1,T1,1,Apt,ClusterA,4,0.0,0,720
1,T1,1,Apt,ClusterA,5,0.0,0,744
1,T1,1,Apt,ClusterA,6,0.0,0,720
1,T1,1,Apt,ClusterA,7,0.0,0,744
1,T1,1,Apt,ClusterA,8,0.0,0,744
1,T1,1,Apt,ClusterA,9,0.0,0,720
1,T1,1,Apt,ClusterB,1,90.48141539804372,0,744
1,T1,1,Apt,ClusterB,10,111.74320582612265,0,744
1,T1,1,Apt,ClusterB,11,81.99934046553103,0,720
1,T1,1,Apt,ClusterB,12,71.84207955691464,0,720
1,T1,1,Apt,ClusterB,2,110.03737653175054,0,672
1,T1,1,Apt,ClusterB,3,118.11235134727852,0,744
1,T1,1,Apt,ClusterB,4,106.48345336575944,0,720
1,T1,1,Apt,ClusterB,5,193.65680802690994,0,744
1,T1,1,Apt,ClusterB,6,89.25973421296209,0,720
1,T1,1,Apt,ClusterB,7,87.51481355633106,0,744
1,T1,1,Apt,ClusterB,8,115.37753362369995,0,744
1,T1,1,Apt,ClusterB,9,132.42997924984974,0,720
1,T1,1,Apt,ClusterC,1,90.48141539804372,0,744
1,T1,1,Apt,ClusterC,10,91.84904179277675,0,744
1,T1,1,Apt,ClusterC,11,81.53716292695137,0,720
1,T1,1,Apt,ClusterC,12,71.92827155094807,0,720
1,T1,1,Apt,ClusterC,2,108.7397466353154,0,672
1,T1,1,Apt,ClusterC,3,116.08856189979636,0,744
1,T1,1,Apt,ClusterC,4,107.69017739932838,0,720
1,T1,1,Apt,ClusterC,5,180.52316125762306,0,744
1,T1,1,Apt,ClusterC,6,80.29094422347208,0,720
1,T1,1,Apt,ClusterC,7,66.44674587389292,0,744
1,T1,1,Apt,ClusterC,8,112.50387802705802,0,744
1,T1,1,Apt,ClusterC,9,128.55228101811326,0,720
1,T1,1,Apt,ClusterD,1,80.1032369951954,173,744
1,T1,1,Apt,ClusterD,10,85.58199741628482,93,744
1,T1,1,Apt,ClusterD,11,60.39032548140537,190,720
1,T1,1,Apt,ClusterD,12,55.938648433885135,140,720
1,T1,1,Apt,ClusterD,2,105.81372186479888,129,672
1,T1,1,Apt,ClusterD,3,104.81867190855004,157,744
1,T1,1,Apt,ClusterD,4,99.10898835881925,152,720
1,T1,1,Apt,ClusterD,5,143.82831052346174,159,744
1,T1,1,Apt,ClusterD,6,69.43815909044164,97,720
1,T1,1,Apt,ClusterD,7,55.190675954445524,90,744
1,T1,1,Apt,ClusterD,8,97.73588495181397,104,744
1,T1,1,Apt,ClusterD,9,118.21119104620536,68,720
1,T1,1,Apt,ClusterE,1,0.0,0,744
1,T1,1,Apt,ClusterE,10,0.0,0,744
1,T1,1,Apt,ClusterE,11,0.0,0,720
1,T1,1,Apt,ClusterE,12,0.0,0,720
1,T1,1,Apt,ClusterE,2,0.0,0,672
1,T1,1,Apt,ClusterE,3,0.0,0,744
1,T1,1,Apt,ClusterE,4,0.0,0,720
1,T1,1,Apt,ClusterE,5,0.0,0,744
1,T1,1,Apt,ClusterE,6,0.0,0,720
1,T1,1,Apt,ClusterE,7,0.0,0,744
1,T1,1,Apt,ClusterE,8,0.0,0,744
1,T1,1,Apt,ClusterE,9,0.0,0,720
1,T1,2,Apt,ClusterA,1,0.0,0,744
1,T1,2,Apt,ClusterA,10,0.0,0,744
1,T1,2,Apt,ClusterA,11,0.0,0,720
1,T1,2,Apt,ClusterA,12,0.0,0,720
1,T1,2,Apt,ClusterA,2,0.0,0,672
1,T1,2,Apt,ClusterA,3,0.0,0,744
1,T1,2,Apt,ClusterA,4,0.0,0,720
1,T1,2,Apt,ClusterA,5,0.0,0,744
1,T1,2,Apt,ClusterA,6,0.0,0,720
1,T1,2,Apt,ClusterA,7,0.0,0,744
1,T1,2,Apt,ClusterA,8,0.0,0,744
1,T1,2,Apt,ClusterA,9,0.0,0,720
1,T1,2,Apt,ClusterB,1,88.85205677534155,0,744
1,T1,2,Apt,ClusterB,10,116.92394572472408,0,744
1,T1,2,Apt,ClusterB,11,81.25589595762429,0,720
1,T1,2,Apt,ClusterB,12,65.36389961243196,0,720
1,T1,2,Apt,ClusterB,2,119.33455811228674,0,672
1,T1,2,Apt,ClusterB,3,128.98285247614382,0,744
1,T1,2,Apt,ClusterB,4,101.88864023586277,0,720
1,T1,2,Apt,ClusterB,5,177.7450984650055,0,744
1,T1,2,Apt,ClusterB,6,77.50420015072152,0,720
1,T1,2,Apt,ClusterB,7,94.31048592460004,0,744
1,T1,2,Apt,ClusterB,8,117.33634880159093,0,744
1,T1,2,Apt,ClusterB,9,120.13164898336183,0,720
1,T1,2,Apt,ClusterC,1,88.85205677534155,0,744
1,T1,2,Apt,ClusterC,10,104.91093833602525,0,744
1,T1,2,Apt,ClusterC,11,81.15658984673632,0,720
1,T1,2,Apt,ClusterC,12,65.36389961243196,0,720
1,T1,2,Apt,ClusterC,2,115.86921791325187,0,672
1,T1,2,Apt,ClusterC,3,127.31305904137659,0,744
1,T1,2,Apt,ClusterC,4,98.97500749088621,0,720
1,T1,2,Apt,ClusterC,5,170.21505478107105,0,744
1,T1,2,Apt,ClusterC,6,77.08382931591865,0,720
1,T1,2,Apt,ClusterC,7,68.80223193347955,0,744
1,T1,2,Apt,ClusterC,8,122.22025515415321,0,744
1,T1,2,Apt,ClusterC,9,114.59533471247042,0,720
1,T1,2,Apt,ClusterD,1,80.56737577707761,187,744
1,T1,2,Apt,ClusterD,10,91.11480896680796,105,744
1,T1,2,Apt,ClusterD,11,66.82119200410463,200,720
1,T1,2,Apt,ClusterD,12,51.622328334682365,196,720
1,T1,2,Apt,ClusterD,2,97.86672070931121,194,672
1,T1,2,Apt,ClusterD,3,113.93782823800868,143,744
1,T1,2,Apt,ClusterD,4,95.08863672292259,122,720
1,T1,2,Apt,ClusterD,5,144.5941595685195,113,744
1,T1,2,Apt,ClusterD,6,76.12731561100532,89,720
1,T1,2,Apt,ClusterD,7,57.18662673268442,96,744
1,T1,2,Apt,ClusterD,8,117.87246629738299,83,744
1,T1,2,Apt,ClusterD,9,104.68685427151303,86,720
1,T1,2,Apt,ClusterE,1,0.0,0,744
1,T1,2,Apt,ClusterE,10,0.0,0,744
1,T1,2,Apt,ClusterE,11,0.0,0,720
1,T1,2,Apt,ClusterE,12,0.0,0,720
1,T1,2,Apt,ClusterE,2,0.0,0,672
1,T1,2,Apt,ClusterE,3,0.0,0,744
1,T1,2,Apt,ClusterE,4,0.0,0,720
1,T1,2,Apt,ClusterE,5,0.0,0,744
1,T1,2,Apt,ClusterE,6,0.0,0,720
1,T1,2,Apt,ClusterE,7,0.0,0,744
1,T1,2,Apt,ClusterE,8,0.0,0,744
1,T1,2,Apt,ClusterE,9,0.0,0,720
1,T1,3,Apt,ClusterA,1,0.0,0,744
1,T1,3,Apt,ClusterA,10,0.0,0,744
1,T1,3,Apt,ClusterA,11,0.0,0,720
1,T1,3,Apt,ClusterA,12,0.0,0,720
1,T1,3,Apt,ClusterA,2,0.0,0,672
1,T1,3,Apt,ClusterA,3,0.0,0,744
1,T1,3,Apt,ClusterA,4,0.0,0,720
1,T1,3,Apt,ClusterA,5,0.0,0,744
1,T1,3,Apt,ClusterA,6,0.0,0,720
1,T1,3,Apt,ClusterA,7,0.0,0,744
1,T1,3,Apt,ClusterA,8,0.0,0,744
1,T1,3,Apt,ClusterA,9,0.0,0,720
1,T1,3,Apt,ClusterB,1,93.10592367032348,0,744
1,T1,3,Apt,ClusterB,10,117.04101256728964,0,744
1,T1,3,Apt,ClusterB,11,75.4755149393489,0,720
1,T1,3,Apt,ClusterB,12,64.4021220277521,0,720
1,T1,3,Apt,ClusterB,2,116.49554379800472,0,672
1,T1,3,Apt,ClusterB,3,120.02813107852975,0,744
1,T1,3,Apt,ClusterB,4,112.04658363660658,0,720
1,T1,3,Apt,ClusterB,5,186.37947578055343,0,744
1,T1,3,Apt,ClusterB,6,86.38323320693212,0,720
1,T1,3,Apt,ClusterB,7,89.92703675016837,0,744
1,T1,3,Apt,ClusterB,8,113.9955407298155,0,744
1,T1,3,Apt,ClusterB,9,119.1776851187667,0,720
1,T1,3,Apt,ClusterC,1,92.62235721818912,0,744
1,T1,3,Apt,ClusterC,10,98.49627634220539,0,744
1,T1,3,Apt,ClusterC,11,75.4755149393489,0,720
1,T1,3,Apt,ClusterC,12,64.0856621300762,0,720
1,T1,3,Apt,ClusterC,2,113.20652058834011,0,672
1,T1,3,Apt,ClusterC,3,117.73457548605853,0,744
1,T1,3,Apt,ClusterC,4,110.71297793701463,0,720
1,T1,3,Apt,ClusterC,5,168.20823961849706,0,744
1,T1,3,Apt,ClusterC,6,80.51635672686167,0,720
1,T1,3,Apt,ClusterC,7,68.70754378782817,0,744
1,T1,3,Apt,ClusterC,8,119.42129668068183,0,744
1,T1,3,Apt,ClusterC,9,117.29576179902209,0,720
1,T1,3,Apt,ClusterD,1,82.72223623749036,174,744
1,T1,3,Apt,ClusterD,10,84.64272410173035,103,744
1,T1,3,Apt,ClusterD,11,64.25973929757633,159,720
1,T1,3,Apt,ClusterD,12,51.86951353773782,150,720
1,T1,3,Apt,ClusterD,2,93.98548464314784,175,672
1,T1,3,Apt,ClusterD,3,107.48348213462059,140,744
1,T1,3,Apt,ClusterD,4,93.10370432812935,148,720
1,T1,3,Apt,ClusterD,5,153.37811782976036,126,744
1,T1,3,Apt,ClusterD,6,71.29859394461272,117,720
1,T1,3,Apt,ClusterD,7,58.84729313838728,94,744
1,T1,3,Apt,ClusterD,8,116.52340943937268,56,744
1,T1,3,Apt,ClusterD,9,113.66845889159482,45,720
1,T1,3,Apt,ClusterE,1,0.0,0,744
1,T1,3,Apt,ClusterE,10,0.0,0,744
1,T1,3,Apt,ClusterE,11,0.0,0,720
1,T1,3,Apt,ClusterE,12,0.0,0,720
1,T1,3,Apt,ClusterE,2,0.0,0,672
1,T1,3,Apt,ClusterE,3,0.0,0,744
1,T1,3,Apt,ClusterE,4,0.0,0,720
1,T1,3,Apt,ClusterE,5,0.0,0,744
1,T1,3,Apt,ClusterE,6,0.0,0,720
1,T1,3,Apt,ClusterE,7,0.0,0,744
1,T1,3,Apt,ClusterE,8,0.0,0,744
1,T1,3,Apt,ClusterE,9,0.0,0,720
1,T1,4,Apt,ClusterA,1,0.0,0,744
1,T1,4,Apt,ClusterA,10,0.0,0,744
1,T1,4,Apt,ClusterA,11,0.0,0,720
1,T1,4,Apt,ClusterA,12,0.0,0,720
1,T1,4,Apt,ClusterA,2,0.0,0,672
1,T1,4,Apt,ClusterA,3,0.0,0,744
1,T1,4,Apt,ClusterA,4,0.0,0,720
1,T1,4,Apt,ClusterA,5,0.0,0,744
1,T1,4,Apt,ClusterA,6,0.0,0,720
1,T1,4,Apt,ClusterA,7,0.0,0,744
1,T1,4,Apt,ClusterA,8,0.0,0,744
1,T1,4,Apt,ClusterA,9,0.0,0,720
1,T1,4,Apt,ClusterB,1,88.61401973442612,0,744
1,T1,4,Apt,ClusterB,10,114.8690023316783,0,744
1,T1,4,Apt,ClusterB,11,81.66094383192849,0,720
1,T1,4,Apt,ClusterB,12,68.18200890230892,0,720
1,T1,4,Apt,ClusterB,2,113.0245171905276,0,672
1,T1,4,Apt,ClusterB,3,131.67055720073648,0,744
1,T1,4,Apt,ClusterB,4,101.53366387545995,0,720
1,T1,4,Apt,ClusterB,5,188.99665035096282,0,744
1,T1,4,Apt,ClusterB,6,85.89716516394812,0,720
1,T1,4,Apt,ClusterB,7,90.22617177168674,0,744
1,T1,4,Apt,ClusterB,8,109.97144239605876,0,744
1,T1,4,Apt,ClusterB,9,124.1369902814643,0,720
1,T1,4,Apt,ClusterC,1,88.61401973442612,0,744
1,T1,4,Apt,ClusterC,10,88.71883489882316,0,744
1,T1,4,Apt,ClusterC,11,80.72350709689621,0,720
1,T1,4,Apt,ClusterC,12,68.3023119023564,0,720
1,T1,4,Apt,ClusterC,2,112.66708352767361,0,672
1,T1,4,Apt,ClusterC,3,129.59638450873467,0,744
1,T1,4,Apt,ClusterC,4,100.04538303677373,0,720
1,T1,4,Apt,ClusterC,5,178.50414368129088,0,744
1,T1,4,Apt,ClusterC,6,82.63027726042861,0,720
1,T1,4,Apt,ClusterC,7,66.32003296994675,0,744
1,T1,4,Apt,ClusterC,8,109.70820791313105,0,744
1,T1,4,Apt,ClusterC,9,116.20772226177509,0,720
1,T1,4,Apt,ClusterD,1,80.92825550342269,157,744
1,T1,4,Apt,ClusterD,10,80.13087744212584,98,744
1,T1,4,Apt,ClusterD,11,69.0919361843305,141,720
1,T1,4,Apt,ClusterD,12,59.691869543079584,95,720
1,T1,4,Apt,ClusterD,2,101.84585119758941,122,672
1,T1,4,Apt,ClusterD,3,114.09315101356515,143,744
1,T1,4,Apt,ClusterD,4,97.70315407476187,148,720
1,T1,4,Apt,ClusterD,5,141.7307417554124,134,744
1,T1,4,Apt,ClusterD,6,64.02713345408463,101,720
1,T1,4,Apt,ClusterD,7,56.43365021832169,67,744
1,T1,4,Apt,ClusterD,8,102.76235448831747,106,744
1,T1,4,Apt,ClusterD,9,104.33141257629508,85,720
1,T1,4,Apt,ClusterE,1,0.0,0,744
1,T1,4,Apt,ClusterE,10,0.0,0,744
1,T1,4,Apt,ClusterE,11,0.0,0,720
1,T1,4,Apt,ClusterE,12,0.0,0,720
1,T1,4,Apt,ClusterE,2,0.0,0,672
1,T1,4,Apt,ClusterE,3,0.0,0,744
1,T1,4,Apt,ClusterE,4,0.0,0,720
1,T1,4,Apt,ClusterE,5,0.0,0,744
1,T1,4,Apt,ClusterE,6,0.0,0,720
1,T1,4,Apt,ClusterE,7,0.0,0,744
1,T1,4,Apt,ClusterE,8,0.0,0,744
1,T1,4,Apt,ClusterE,9,0.0,0,720
1,T1,5,Apt,ClusterA,1,0.0,0,744
1,T1,5,Apt,ClusterA,10,0.0,0,744
1,T1,5,Apt,ClusterA,11,0.0,0,720
1,T1,5,Apt,ClusterA,12,0.0,0,720
1,T1,5,Apt,ClusterA,2,0.0,0,672
1,T1,5,Apt,ClusterA,3,0.0,0,744
1,T1,5,Apt,ClusterA,4,0.0,0,720
1,T1,5,Apt,ClusterA,5,0.0,0,744
1,T1,5,Apt,ClusterA,6,0.0,0,720
1,T1,5,Apt,ClusterA,7,0.0,0,744
1,T1,5,Apt,ClusterA,8,0.0,0,744
1,T1,5,Apt,ClusterA,9,0.0,0,720
1,T1,5,Apt,ClusterB,1,92.32496663040645,0,744
1,T1,5,Apt,ClusterB,10,112.1156529341636,0,744
1,T1,5,Apt,ClusterB,11,77.05384991183202,0,720
1,T1,5,Apt,ClusterB,12,68.8098828751316,0,720
1,T1,5,Apt,ClusterB,2,110.81314058450246,0,672
1,T1,5,Apt,ClusterB,3,120.41257855334584,0,744
1,T1,5,Apt,ClusterB,4,97.35634730262849,0,720
1,T1,5,Apt,ClusterB,5,193.56152495243492,0,744
1,T1,5,Apt,ClusterB,6,83.77593233266498,0,720
1,T1,5,Apt,ClusterB,7,94.71714912563031,0,744
1,T1,5,Apt,ClusterB,8,113.59511055162045,0,744
1,T1,5,Apt,ClusterB,9,122.59585497147796,0,720
1,T1,5,Apt,ClusterC,1,93.8508136237975,0,744
1,T1,5,Apt,ClusterC,10,79.95204951913499,0,744
1,T1,5,Apt,ClusterC,11,76.34926419777388,0,720
1,T1,5,Apt,ClusterC,12,68.90265946493433,0,720
1,T1,5,Apt,ClusterC,2,108.98595498748041,0,672
1,T1,5,Apt,ClusterC,3,117.96391416178243,0,744
1,T1,5,Apt,ClusterC,4,97.02871589690696,0,720
1,T1,5,Apt,ClusterC,5,174.50704578898234,0,744
1,T1,5,Apt,ClusterC,6,79.66178793270994,0,720
1,T1,5,Apt,ClusterC,7,68.12304705221368,0,744
1,T1,5,Apt,ClusterC,8,113.59929092846522,0,744
1,T1,5,Apt,ClusterC,9,113.98964372891984,0,720
1,T1,5,Apt,ClusterD,1,85.53131416933117,143,744
1,T1,5,Apt,ClusterD,10,66.22487193954177,114,744
1,T1,5,Apt,ClusterD,11,57.36644009427993,167,720
1,T1,5,Apt,ClusterD,12,55.70309200959814,148,720
1,T1,5,Apt,ClusterD,2,95.43061276731208,132,672
1,T1,5,Apt,ClusterD,3,109.24249610293293,153,744
1,T1,5,Apt,ClusterD,4,89.35531661217063,153,720
1,T1,5,Apt,ClusterD,5,153.36271727998,106,744
1,T1,5,Apt,ClusterD,6,66.90116181681495,123,720
1,T1,5,Apt,ClusterD,7,54.54184114259382,85,744
1,T1,5,Apt,ClusterD,8,109.29909457186268,107,744
1,T1,5,Apt,ClusterD,9,100.85452838769083,114,720
1,T1,5,Apt,ClusterE,1,0.0,0,744
1,T1,5,Apt,ClusterE,10,0.0,0,744
1,T1,5,Apt,ClusterE,11,0.0,0,720
1,T1,5,Apt,ClusterE,12,0.0,0,720
1,T1,5,Apt,ClusterE,2,0.0,0,672
1,T1,5,Apt,ClusterE,3,0.0,0,744
1,T1,5,Apt,ClusterE,4,0.0,0,720
1,T1,5,Apt,ClusterE,5,0.0,0,744
1,T1,5,Apt,ClusterE,6,0.0,0,720
1,T1,5,Apt,ClusterE,7,0.0,0,744
1,T1,5,Apt,ClusterE,8,0.0,0,744
