,,,EleR_01,HydR_01
period1,sc01,t2014, 0.4803232 ,
period1,sc01,t2015, 0.4466868 ,
period1,sc01,t2016, 0.3829728 ,
period1,sc01,t2017, 0.455296799999999 ,
period1,sc01,t2018, 0.4503604 ,
period1,sc01,t2019, 0.4605776 ,
period1,sc01,t2020, 0.4693024 ,
period1,sc01,t2021, 0.4641364 ,
period1,sc01,t2022, 0.47068 ,
period1,sc01,t2023, 0.47929 ,
period1,sc01,t2024, 0.4981172 ,
period1,sc01,t2025, 0.5471368 ,
period1,sc01,t2026, 0.5696376 ,
period1,sc01,t2027, 0.574114799999999 ,
period1,sc01,t2028, 0.5323276 ,
period1,sc01,t2029, 0.497084 ,
period1,sc01,t2030, 0.50799 ,
period1,sc01,t2031, 0.4945584 ,
period1,sc01,t2032, 0.555057999999999 ,
period1,sc01,t2033, 0.7160076 ,
period1,sc01,t2034, 0.8619184 ,
period1,sc01,t2035, 1.108394 ,
period1,sc01,t2036, 0.8618036 ,
period1,sc01,t2037, 0.5071864 ,
period1,sc01,t2038, 0.4691876 ,
period1,sc01,t2039, 0.4489828 ,
period1,sc01,t2040, 0.4836524 ,
period1,sc01,t2041, 0.4627588 ,
period1,sc01,t2042, 0.458626 ,
period1,sc01,t2043, 0.4608072 ,
period1,sc01,t2044, 0.4772236 ,
period1,sc01,t2045, 0.5025944 ,
period1,sc01,t2046, 0.6200348 ,
period1,sc01,t2047, 1.3627908 ,
period1,sc01,t2048, 1.169238 ,
period1,sc01,t2049, 1.123318 ,
period1,sc01,t2050, 1.0627036 ,
period1,sc01,t2051, 0.9290764 ,
period1,sc01,t2052, 0.7836248 ,
period1,sc01,t2053, 0.6303668 ,
period1,sc01,t2054, 0.4922624 ,
period1,sc01,t2055, 0.5283096 ,
period1,sc01,t2056, 0.5696376 ,
period1,sc01,t2057, 0.8097992 ,
period1,sc01,t2058, 0.8619184 ,
period1,sc01,t2059, 1.1058684 ,
period1,sc01,t2060, 0.5733112 ,
period1,sc01,t2061, 0.5465628 ,
period1,sc01,t2062, 0.491918 ,
period1,sc01,t2063, 0.463218 ,
period1,sc01,t2064, 0.331198 ,
period1,sc01,t2065, 0.3361344 ,
period1,sc01,t2066, 0.3328052 ,
period1,sc01,t2067, 0.339119199999999 ,
period1,sc01,t2068, 0.3648344 ,
period1,sc01,t2069, 0.4611516 ,
period1,sc01,t2070, 0.4361252 ,
period1,sc01,t2071, 1.8358816 ,
period1,sc01,t2072, 1.6431324 ,
period1,sc01,t2073, 1.2601596 ,
period1,sc01,t2074, 0.9144968 ,
period1,sc01,t2075, 0.672154 ,
period1,sc01,t2076, 0.5696376 ,
period1,sc01,t2077, 0.5054644 ,
period1,sc01,t2078, 0.4932956 ,
period1,sc01,t2079, 0.4967396 ,
period1,sc01,t2080, 0.5433484 ,
period1,sc01,t2081, 1.1641868 ,
period1,sc01,t2082, 1.5225924 ,
period1,sc01,t2083, 1.7889284 ,
period1,sc01,t2084, 1.5106532 ,
period1,sc01,t2085, 1.4669144 ,
period1,sc01,t2086, 1.2307708 ,
period1,sc01,t2087, 1.147426 ,
period1,sc01,t2088, 0.6140652 ,
period1,sc01,t2089, 0.5956972 ,
period1,sc01,t2090, 0.6056848 ,
period1,sc01,t2091, 0.6140652 ,
period1,sc01,t2092, 0.6571152 ,
period1,sc01,t2093, 0.750217999999999 ,
period1,sc01,t2094, 1.2399548 ,
period1,sc01,t2095, 1.60662599999999 ,
period1,sc01,t2096, 1.6943332 ,
period1,sc01,t2097, 1.6069704 ,
period1,sc01,t2098, 1.4491204 ,
period1,sc01,t2099, 1.3243328 ,
period1,sc01,t2100, 1.2370848 ,
period1,sc01,t2101, 1.174978 ,
period1,sc01,t2102, 1.1521328 ,
period1,sc01,t2103, 1.1563804 ,
period1,sc01,t2104, 1.1768148 ,
period1,sc01,t2105, 1.3639388 ,
period1,sc01,t2106, 1.617532 ,
period1,sc01,t2107, 1.6791796 ,
period1,sc01,t2108, 1.4696696 ,
period1,sc01,t2109, 1.27715 ,
period1,sc01,t2110, 1.18875399999999 ,
period1,sc01,t2111, 1.0621296 ,
period1,sc01,t2112, 1.02987079999999 ,
period1,sc01,t2113, 0.94423 ,
period1,sc01,t2114, 0.92701 ,
period1,sc01,t2115, 0.9042796 ,
period1,sc01,t2116, 0.8944068 ,
period1,sc01,t2117, 0.881664 ,
period1,sc01,t2118, 1.0323964 ,
period1,sc01,t2119, 1.3251364 ,
period1,sc01,t2120, 1.4397068 ,
period1,sc01,t2121, 1.2223904 ,
period1,sc01,t2122, 1.0407768 ,
period1,sc01,t2123, 0.9184 ,
period1,sc01,t2124, 0.7883316 ,
period1,sc01,t2125, 0.579166 ,
period1,sc01,t2126, 0.5555172 ,
period1,sc01,t2127, 0.5687192 ,
period1,sc01,t2128, 0.5342792 ,
period1,sc01,t2129, 0.7431004 ,
period1,sc01,t2130, 0.6483904 ,
period1,sc01,t2131, 0.5683748 ,
period1,sc01,t2132, 0.5050052 ,
period1,sc01,t2133, 0.4831932 ,
period1,sc01,t2134, 0.4468016 ,
period1,sc01,t2135, 0.3946824 ,
period1,sc01,t2136, 0.4275152 ,
period1,sc01,t2137, 0.435092 ,
period1,sc01,t2138, 0.4252192 ,
period1,sc01,t2139, 0.432566399999999 ,
period1,sc01,t2140, 0.4554116 ,
period1,sc01,t2141, 0.4727464 ,
period1,sc01,t2142, 0.500757599999999 ,
period1,sc01,t2143, 0.6665288 ,
period1,sc01,t2144, 0.862147999999999 ,
period1,sc01,t2145, 1.1159708 ,
period1,sc01,t2146, 1.381618 ,
period1,sc01,t2147, 0.9190888 ,
period1,sc01,t2148, 0.8513568 ,
period1,sc01,t2149, 0.6533268 ,
period1,sc01,t2150, 0.5737704 ,
period1,sc01,t2151, 0.547022 ,
period1,sc01,t2152, 0.5323276 ,
period1,sc01,t2153, 0.7041832 ,
period1,sc01,t2154, 0.815654 ,
period1,sc01,t2155, 0.7546952 ,
period1,sc01,t2156, 0.5519584 ,
period1,sc01,t2157, 0.469876399999999 ,
period1,sc01,t2158, 0.411558 ,
period1,sc01,t2159, 0.3448592 ,
period1,sc01,t2160, 0.4543784 ,
period1,sc01,t2161, 0.4203976 ,
period1,sc01,t2162, 0.4013408 ,
period1,sc01,t2163, 0.4077696 ,
period1,sc01,t2164, 0.4039812 ,
period1,sc01,t2165, 0.405588399999999 ,
period1,sc01,t2166, 0.3944528 ,
period1,sc01,t2167, 0.4916884 ,
period1,sc01,t2168, 0.574 ,
period1,sc01,t2169, 0.6768608 ,
period1,sc01,t2170, 0.5690636 ,
period1,sc01,t2171, 0.5291132 ,
period1,sc01,t2172, 0.4702208 ,
period1,sc01,t2173, 0.4433576 ,
period1,sc01,t2174, 0.38458 ,
period1,sc01,t2175, 0.4175276 ,
period1,sc01,t2176, 0.4657436 ,
period1,sc01,t2177, 0.55965 ,
period1,sc01,t2178, 0.6100472 ,
period1,sc01,t2179, 0.6109656 ,
period1,sc01,t2180, 0.5652752 ,
period1,sc01,t2181, 0.5047756 ,
period1,sc01,t2182, 0.4547228 ,
period1,sc01,t2183, 0.3922716 ,
period1,sc01,t2184, 0.5117784 ,
period1,sc01,t2185, 0.5013316 ,
period1,sc01,t2186, 0.4991504 ,
period1,sc01,t2187, 0.5043164 ,
period1,sc01,t2188, 0.5219956 ,
period1,sc01,t2189, 0.5611424 ,
period1,sc01,t2190, 0.5736556 ,
period1,sc01,t2191, 0.5122376 ,
period1,sc01,t2192, 0.574573999999999 ,
period1,sc01,t2193, 0.6627404 ,
period1,sc01,t2194, 0.593056799999999 ,
period1,sc01,t2195, 0.5628644 ,
period1,sc01,t2196, 0.495936 ,
period1,sc01,t2197, 0.3066308 ,
period1,sc01,t2198, 0.2827524 ,
period1,sc01,t2199, 0.2948064 ,
period1,sc01,t2200, 0.365638 ,
period1,sc01,t2201, 0.545874 ,
period1,sc01,t2202, 1.0467464 ,
period1,sc01,t2203, 1.15661 ,
period1,sc01,t2204, 0.9762592 ,
period1,sc01,t2205, 0.8924552 ,
period1,sc01,t2206, 0.701428 ,
period1,sc01,t2207, 0.6304816 ,
period1,sc01,t2208, 0.8180648 ,
period1,sc01,t2209, 0.7824768 ,
period1,sc01,t2210, 0.8050924 ,
period1,sc01,t2211, 0.8220828 ,
period1,sc01,t2212, 0.8890112 ,
period1,sc01,t2213, 1.2054 ,
period1,sc01,t2214, 1.5410752 ,
period1,sc01,t2215, 1.8713548 ,
period1,sc01,t2216, 1.8221056 ,
period1,sc01,t2217, 1.284038 ,
period1,sc01,t2218, 1.0916332 ,
period1,sc01,t2219, 0.9945124 ,
period1,sc01,t2220, 0.9296504 ,
period1,sc01,t2221, 0.859852 ,
period1,sc01,t2222, 0.8226568 ,
period1,sc01,t2223, 0.8841896 ,
period1,sc01,t2224, 0.9187444 ,
period1,sc01,t2225, 1.1243512 ,
period1,sc01,t2226, 1.2361664 ,
period1,sc01,t2227, 1.7107496 ,
period1,sc01,t2228, 1.738072 ,
period1,sc01,t2229, 1.5303988 ,
period1,sc01,t2230, 1.29402559999999 ,
period1,sc01,t2231, 1.091748 ,
period1,sc01,t2232, 0.9857876 ,
period1,sc01,t2233, 1.011388 ,
period1,sc01,t2234, 1.0336592 ,
period1,sc01,t2235, 1.0342332 ,
period1,sc01,t2236, 1.2370848 ,
period1,sc01,t2237, 1.2623408 ,
period1,sc01,t2238, 1.3547548 ,
period1,sc01,t2239, 2.0065892 ,
period1,sc01,t2240, 1.98604 ,
period1,sc01,t2241, 1.5533588 ,
period1,sc01,t2242, 1.3269732 ,
period1,sc01,t2243, 1.2509756 ,
period1,sc01,t2244, 1.2207832 ,
period1,sc01,t2245, 1.2113696 ,
period1,sc01,t2246, 1.2024152 ,
period1,sc01,t2247, 1.218028 ,
period1,sc01,t2248, 1.2497128 ,
period1,sc01,t2249, 1.3327132 ,
period1,sc01,t2250, 1.3663496 ,
period1,sc01,t2251, 1.3702528 ,
period1,sc01,t2252, 1.4583044 ,
period1,sc01,t2253, 1.3868988 ,
period1,sc01,t2254, 1.3130824 ,
period1,sc01,t2255, 1.2609632 ,
period1,sc01,t2256, 1.1522476 ,
period1,sc01,t2257, 1.1327316 ,
period1,sc01,t2258, 1.118152 ,
period1,sc01,t2259, 1.1180372 ,
period1,sc01,t2260, 1.2568304 ,
period1,sc01,t2261, 1.3003396 ,
period1,sc01,t2262, 1.3568212 ,
period1,sc01,t2263, 1.722 ,
period1,sc01,t2264, 1.9685904 ,
period1,sc01,t2265, 1.5201816 ,
period1,sc01,t2266, 1.3304172 ,
period1,sc01,t2267, 1.2792164 ,
period1,sc01,t2268, 1.2636036 ,
period1,sc01,t2269, 1.2663588 ,
period1,sc01,t2270, 1.2621112 ,
period1,sc01,t2271, 1.2621112 ,
period1,sc01,t2272, 1.2632592 ,
period1,sc01,t2273, 1.2795608 ,
period1,sc01,t2274, 1.2808236 ,
period1,sc01,t2275, 1.2665884 ,
period1,sc01,t2276, 1.0887632 ,
period1,sc01,t2277, 0.923451199999999 ,
period1,sc01,t2278, 0.7778848 ,
period1,sc01,t2279, 0.6898332 ,
period1,sc01,t2280, 0.8619184 ,
period1,sc01,t2281, 0.8860264 ,
period1,sc01,t2282, 0.9546768 ,
period1,sc01,t2283, 0.980392 ,
period1,sc01,t2284, 1.0266564 ,
period1,sc01,t2285, 1.0566192 ,
period1,sc01,t2286, 1.3180188 ,
period1,sc01,t2287, 1.3505072 ,
period1,sc01,t2288, 1.355214 ,
period1,sc01,t2289, 1.346604 ,
period1,sc01,t2290, 1.2843824 ,
period1,sc01,t2291, 1.1776184 ,
period1,sc01,t2292, 1.1122972 ,
period1,sc01,t2293, 1.0442208 ,
period1,sc01,t2294, 1.0115028 ,
period1,sc01,t2295, 1.0279192 ,
period1,sc01,t2296, 1.0628184 ,
period1,sc01,t2297, 1.11711879999999 ,
period1,sc01,t2298, 1.1110344 ,
period1,sc01,t2299, 1.0258528 ,
period1,sc01,t2300, 1.0024336 ,
period1,sc01,t2301, 0.952266 ,
period1,sc01,t2302, 0.804747999999999 ,
period1,sc01,t2303, 0.6475868 ,
period1,sc01,t2304, 0.6832896 ,
period1,sc01,t2305, 0.6888 ,
period1,sc01,t2306, 0.7194516 ,
period1,sc01,t2307, 0.7552692 ,
period1,sc01,t2308, 0.79499 ,
period1,sc01,t2309, 0.7466592 ,
period1,sc01,t2310, 0.5828396 ,
period1,sc01,t2311, 0.564241999999999 ,
period1,sc01,t2312, 0.5950084 ,
period1,sc01,t2313, 0.6888 ,
period1,sc01,t2314, 0.6958028 ,
period1,sc01,t2315, 0.650342 ,
period1,sc01,t2316, 0.6075216 ,
period1,sc01,t2317, 0.5518436 ,
period1,sc01,t2318, 0.5416264 ,
period1,sc01,t2319, 0.5440372 ,
period1,sc01,t2320, 0.5605684 ,
period1,sc01,t2321, 0.641732 ,
period1,sc01,t2322, 0.710038 ,
period1,sc01,t2323, 0.7070532 ,
period1,sc01,t2324, 0.6789272 ,
period1,sc01,t2325, 0.6080956 ,
period1,sc01,t2326, 0.587202 ,
period1,sc01,t2327, 0.624512 ,
period1,sc01,t2328, 0.4922624 ,
period1,sc01,t2329, 0.5006428 ,
period1,sc01,t2330, 0.5069568 ,
period1,sc01,t2331, 0.521192 ,
period1,sc01,t2332, 0.5331312 ,
period1,sc01,t2333, 0.549318 ,
period1,sc01,t2334, 0.544152 ,
period1,sc01,t2335, 0.550810399999999 ,
period1,sc01,t2336, 0.5851356 ,
period1,sc01,t2337, 0.6162464 ,
period1,sc01,t2338, 0.6459796 ,
period1,sc01,t2339, 0.6083252 ,
period1,sc01,t2340, 0.575148 ,
period1,sc01,t2341, 0.5614868 ,
period1,sc01,t2342, 0.5509252 ,
period1,sc01,t2343, 0.5943196 ,
period1,sc01,t2344, 0.6792716 ,
period1,sc01,t2345, 0.7581392 ,
period1,sc01,t2346, 0.8094548 ,
period1,sc01,t2347, 0.8292004 ,
period1,sc01,t2348, 0.7784588 ,
period1,sc01,t2349, 0.770078399999999 ,
period1,sc01,t2350, 0.669284 ,
period1,sc01,t2351, 0.5729668 ,
period1,sc01,t2352, 0.5996004 ,
period1,sc01,t2353, 0.607292 ,
period1,sc01,t2354, 0.6028148 ,
period1,sc01,t2355, 0.6079808 ,
period1,sc01,t2356, 0.6295632 ,
period1,sc01,t2357, 0.6149836 ,
period1,sc01,t2358, 0.5985672 ,
period1,sc01,t2359, 0.6080956 ,
period1,sc01,t2360, 0.6079808 ,
period1,sc01,t2361, 0.6075216 ,
period1,sc01,t2362, 0.574 ,
period1,sc01,t2363, 0.5718188 ,
period1,sc01,t2364, 0.550466 ,
period1,sc01,t2365, 0.5644716 ,
period1,sc01,t2366, 0.5545988 ,
period1,sc01,t2367, 0.5603388 ,
period1,sc01,t2368, 0.5652752 ,
period1,sc01,t2369, 0.6006336 ,
period1,sc01,t2370, 0.6539008 ,
period1,sc01,t2371, 0.6871928 ,
period1,sc01,t2372, 0.6508012 ,
period1,sc01,t2373, 0.6035036 ,
period1,sc01,t2374, 0.5731964 ,
period1,sc01,t2375, 0.5295724 ,
period1,sc01,t2376, 0.4335996 ,
period1,sc01,t2377, 0.426941199999999 ,
period1,sc01,t2378, 0.4420948 ,
period1,sc01,t2379, 0.4588556 ,
period1,sc01,t2380, 0.4783716 ,
period1,sc01,t2381, 0.524062 ,
period1,sc01,t2382, 0.5595352 ,
period1,sc01,t2383, 0.5552876 ,
period1,sc01,t2384, 0.572852 ,
period1,sc01,t2385, 0.5525324 ,
period1,sc01,t2386, 0.315125999999999 ,
period1,sc01,t2387, 0.1552096 ,
period1,sc01,t2388, 0.1516508 ,
period1,sc01,t2389, 0.1146852 ,
period1,sc01,t2390, 0.0202048 ,
period1,sc01,t2391, 0.0253708 ,
period1,sc01,t2392, 0.0479864 ,
period1,sc01,t2393, 0.2931992 ,
period1,sc01,t2394, 0.4423244 ,
period1,sc01,t2395, 0.5136152 ,
period1,sc01,t2396, 0.4146576 ,
period1,sc01,t2397, 0.3005464 ,
period1,sc01,t2398, 0.1719704 ,
period1,sc01,t2399, 0.03444 ,
period1,sc01,t2400, 0.0171052 ,
period1,sc01,t2401, 1.13651999999999E-02 ,
period1,sc01,t2402, 0.0082656 ,
period1,sc01,t2403, 0.0125132 ,
period1,sc01,t2404, 0.0722092 ,
period1,sc01,t2405, 0.3806768 ,
period1,sc01,t2406, 0.448868 ,
period1,sc01,t2407, 0.535542 ,
period1,sc01,t2408, 0.6219864 ,
period1,sc01,t2409, 0.60557 ,
period1,sc01,t2410, 0.4590852 ,
period1,sc01,t2411, 0.3635716 ,
period1,sc01,t2412, 0.3550764 ,
period1,sc01,t2413, 0.3322312 ,
period1,sc01,t2414, 0.2948064 ,
period1,sc01,t2415, 0.3154704 ,
period1,sc01,t2416, 0.405588399999999 ,
period1,sc01,t2417, 0.5505808 ,
period1,sc01,t2418, 0.5146484 ,
period1,sc01,t2419, 0.4657436 ,
period1,sc01,t2420, 0.4521972 ,
period1,sc01,t2421, 0.4358956 ,
period1,sc01,t2422, 0.4030628 ,
period1,sc01,t2423, 0.3665564 ,
period1,sc01,t2424, 0.3899756 ,
period1,sc01,t2425, 0.4015704 ,
period1,sc01,t2426, 0.418331199999999 ,
period1,sc01,t2427, 0.4420948 ,
period1,sc01,t2428, 0.4518528 ,
period1,sc01,t2429, 0.5319832 ,
period1,sc01,t2430, 0.5526472 ,
period1,sc01,t2431, 0.6625108 ,
period1,sc01,t2432, 0.6829452 ,
period1,sc01,t2433, 0.6272672 ,
period1,sc01,t2434, 0.574114799999999 ,
period1,sc01,t2435, 0.6079808 ,
period1,sc01,t2436, 0.5766404 ,
period1,sc01,t2437, 0.5331312 ,
period1,sc01,t2438, 0.4486384 ,
period1,sc01,t2439, 0.400652 ,
period1,sc01,t2440, 0.369082 ,
period1,sc01,t2441, 0.4038664 ,
period1,sc01,t2442, 0.425334 ,
period1,sc01,t2443, 0.3735592 ,
period1,sc01,t2444, 0.3117968 ,
period1,sc01,t2445, 0.2905588 ,
period1,sc01,t2446, 0.2271892 ,
period1,sc01,t2447, 0.0805896 ,
period1,sc01,t2448, 0.016646 ,
period1,sc01,t2449, 0.0112504 ,
period1,sc01,t2450, 0.009184 ,
period1,sc01,t2451, 0.0081508 ,
period1,sc01,t2452, 0.0090692 ,
period1,sc01,t2453, 0.0456904 ,
period1,sc01,t2454, 0.2905588 ,
period1,sc01,t2455, 0.3184552 ,
period1,sc01,t2456, 0.3351012 ,
period1,sc01,t2457, 0.322014 ,
period1,sc01,t2458, 0.3136336 ,
period1,sc01,t2459, 0.2981356 ,
period1,sc01,t2460, 0.2828672 ,
period1,sc01,t2461, 0.280686 ,
period1,sc01,t2462, 0.2400468 ,
period1,sc01,t2463, 0.253134 ,
period1,sc01,t2464, 0.270239199999999 ,
period1,sc01,t2465, 0.288148 ,
period1,sc01,t2466, 0.2876888 ,
period1,sc01,t2467, 0.2888368 ,
period1,sc01,t2468, 0.2734536 ,
period1,sc01,t2469, 0.235914 ,
period1,sc01,t2470, 0.190568 ,
period1,sc01,t2471, 0.1247876 ,
period1,sc01,t2472, 0.1880424 ,
period1,sc01,t2473, 0.2011296 ,
period1,sc01,t2474, 0.2326996 ,
period1,sc01,t2475, 0.2706984 ,
period1,sc01,t2476, 0.304105199999999 ,
period1,sc01,t2477, 0.316274 ,
period1,sc01,t2478, 0.3919272 ,
period1,sc01,t2479, 0.5064976 ,
period1,sc01,t2480, 0.5656196 ,
period1,sc01,t2481, 0.5599944 ,
period1,sc01,t2482, 0.5086788 ,
period1,sc01,t2483, 0.4532304 ,
period1,sc01,t2484, 0.422464 ,
period1,sc01,t2485, 0.4034072 ,
period1,sc01,t2486, 0.385154 ,
period1,sc01,t2487, 0.386416799999999 ,
period1,sc01,t2488, 0.3906644 ,
period1,sc01,t2489, 0.4100656 ,
period1,sc01,t2490, 0.4176424 ,
period1,sc01,t2491, 0.3898608 ,
period1,sc01,t2492, 0.3651788 ,
period1,sc01,t2493, 0.3385452 ,
period1,sc01,t2494, 0.3256876 ,
period1,sc01,t2495, 0.3078936 ,
period1,sc01,t2496, 0.3238508 ,
period1,sc01,t2497, 0.323162 ,
period1,sc01,t2498, 0.3282132 ,
period1,sc01,t2499, 0.3434816 ,
period1,sc01,t2500, 0.3710336 ,
period1,sc01,t2501, 0.4363548 ,
period1,sc01,t2502, 0.4489828 ,
period1,sc01,t2503, 0.4726316 ,
period1,sc01,t2504, 0.574573999999999 ,
period1,sc01,t2505, 0.5742296 ,
period1,sc01,t2506, 0.5043164 ,
period1,sc01,t2507, 0.475272 ,
period1,sc01,t2508, 0.465514 ,
period1,sc01,t2509, 0.459314799999999 ,
period1,sc01,t2510, 0.4600036 ,
period1,sc01,t2511, 0.4670064 ,
period1,sc01,t2512, 0.4727464 ,
period1,sc01,t2513, 0.5256692 ,
period1,sc01,t2514, 0.5944344 ,
period1,sc01,t2515, 0.6260044 ,
period1,sc01,t2516, 0.6005188 ,
period1,sc01,t2517, 0.574114799999999 ,
period1,sc01,t2518, 0.538297199999999 ,
period1,sc01,t2519, 0.5012168 ,
period1,sc01,t2520, 0.6338108 ,
period1,sc01,t2521, 0.63714 ,
period1,sc01,t2522, 0.6776644 ,
period1,sc01,t2523, 0.7177296 ,
period1,sc01,t2524, 0.7511364 ,
period1,sc01,t2525, 0.7564172 ,
period1,sc01,t2526, 0.7650272 ,
period1,sc01,t2527, 0.7740964 ,
period1,sc01,t2528, 0.8036 ,
period1,sc01,t2529, 0.812784 ,
period1,sc01,t2530, 0.8077328 ,
period1,sc01,t2531, 0.7887908 ,
period1,sc01,t2532, 0.7520548 ,
period1,sc01,t2533, 0.7233548 ,
period1,sc01,t2534, 0.7049868 ,
period1,sc01,t2535, 0.7199108 ,
period1,sc01,t2536, 0.7850024 ,
period1,sc01,t2537, 0.8809752 ,
period1,sc01,t2538, 1.0046148 ,
period1,sc01,t2539, 1.1903612 ,
period1,sc01,t2540, 1.2041372 ,
period1,sc01,t2541, 1.2066628 ,
period1,sc01,t2542, 1.0617852 ,
period1,sc01,t2543, 0.7707672 ,
period1,sc01,t2544, 0.8390732 ,
period1,sc01,t2545, 0.8274784 ,
period1,sc01,t2546, 0.8034852 ,
period1,sc01,t2547, 0.79212 ,
period1,sc01,t2548, 0.8611148 ,
period1,sc01,t2549, 1.20941799999999 ,
period1,sc01,t2550, 1.3556732 ,
period1,sc01,t2551, 1.9812184 ,
period1,sc01,t2552, 1.98581039999999 ,
period1,sc01,t2553, 1.5929648 ,
period1,sc01,t2554, 1.4770168 ,
period1,sc01,t2555, 1.2166504 ,
period1,sc01,t2556, 1.1815216 ,
period1,sc01,t2557, 1.145704 ,
period1,sc01,t2558, 1.08853359999999 ,
period1,sc01,t2559, 1.06477 ,
period1,sc01,t2560, 1.0803828 ,
period1,sc01,t2561, 1.1314688 ,
period1,sc01,t2562, 1.180144 ,
period1,sc01,t2563, 1.181292 ,
period1,sc01,t2564, 1.1202184 ,
period1,sc01,t2565, 0.9421636 ,
period1,sc01,t2566, 0.8036 ,
period1,sc01,t2567, 0.6726132 ,
period1,sc01,t2568, 0.7235844 ,
period1,sc01,t2569, 0.7297836 ,
period1,sc01,t2570, 0.7476924 ,
period1,sc01,t2571, 0.8029112 ,
period1,sc01,t2572, 0.8832712 ,
period1,sc01,t2573, 0.9762592 ,
period1,sc01,t2574, 1.2060888 ,
period1,sc01,t2575, 1.5587544 ,
period1,sc01,t2576, 1.7229184 ,
period1,sc01,t2577, 1.3854064 ,
period1,sc01,t2578, 1.1815216 ,
period1,sc01,t2579, 1.0390548 ,
period1,sc01,t2580, 0.9647792 ,
period1,sc01,t2581, 0.8778756 ,
period1,sc01,t2582, 0.8026816 ,
period1,sc01,t2583, 0.7630756 ,
period1,sc01,t2584, 0.7837396 ,
period1,sc01,t2585, 0.9087568 ,
period1,sc01,t2586, 0.9747668 ,
period1,sc01,t2587, 0.96719 ,
period1,sc01,t2588, 1.05443799999999 ,
period1,sc01,t2589, 0.971782 ,
period1,sc01,t2590, 0.7998116 ,
period1,sc01,t2591, 0.6499976 ,
period1,sc01,t2592, 0.6959176 ,
period1,sc01,t2593, 0.689374 ,
period1,sc01,t2594, 0.676746 ,
period1,sc01,t2595, 0.6610184 ,
period1,sc01,t2596, 0.6724984 ,
period1,sc01,t2597, 0.70028 ,
period1,sc01,t2598, 0.9108232 ,
period1,sc01,t2599, 1.1515588 ,
period1,sc01,t2600, 0.940212 ,
period1,sc01,t2601, 0.8597372 ,
period1,sc01,t2602, 0.7541212 ,
period1,sc01,t2603, 0.6533268 ,
period1,sc01,t2604, 0.4059328 ,
period1,sc01,t2605, 0.39032 ,
period1,sc01,t2606, 0.389631199999999 ,
period1,sc01,t2607, 0.3803324 ,
period1,sc01,t2608, 0.4361252 ,
period1,sc01,t2609, 0.6455204 ,
period1,sc01,t2610, 0.70028 ,
period1,sc01,t2611, 0.70028 ,
period1,sc01,t2612, 0.6881112 ,
period1,sc01,t2613, 0.5846764 ,
period1,sc01,t2614, 0.4786012 ,
period1,sc01,t2615, 0.4107544 ,
period1,sc01,t2616, 0.4532304 ,
period1,sc01,t2617, 0.4240712 ,
period1,sc01,t2618, 0.4152316 ,
period1,sc01,t2619, 0.41902 ,
period1,sc01,t2620, 0.4581668 ,
period1,sc01,t2621, 0.4808972 ,
period1,sc01,t2622, 0.645176 ,
period1,sc01,t2623, 0.7810992 ,
period1,sc01,t2624, 0.8045184 ,
period1,sc01,t2625, 0.8026816 ,
period1,sc01,t2626, 0.7953344 ,
period1,sc01,t2627, 0.6758276 ,
period1,sc01,t2628, 0.6408136 ,
period1,sc01,t2629, 0.58835 ,
period1,sc01,t2630, 0.551614 ,
period1,sc01,t2631, 0.5519584 ,
period1,sc01,t2632, 0.574114799999999 ,
period1,sc01,t2633, 0.6766312 ,
period1,sc01,t2634, 0.7069384 ,
period1,sc01,t2635, 0.687652 ,
period1,sc01,t2636, 0.6455204 ,
period1,sc01,t2637, 0.5405932 ,
period1,sc01,t2638, 0.4674656 ,
period1,sc01,t2639, 0.374248 ,
period1,sc01,t2640, 0.4021444 ,
period1,sc01,t2641, 0.4473756 ,
period1,sc01,t2642, 0.4711392 ,
period1,sc01,t2643, 0.5090232 ,
period1,sc01,t2644, 0.5819212 ,
period1,sc01,t2645, 0.626808 ,
period1,sc01,t2646, 1.0043852 ,
period1,sc01,t2647, 1.2951736 ,
period1,sc01,t2648, 1.3544104 ,
period1,sc01,t2649, 1.190476 ,
period1,sc01,t2650, 1.0084032 ,
period1,sc01,t2651, 0.7998116 ,
period1,sc01,t2652, 0.478142 ,
period1,sc01,t2653, 0.3849244 ,
period1,sc01,t2654, 0.3900904 ,
period1,sc01,t2655, 0.4284336 ,
period1,sc01,t2656, 0.618198 ,
period1,sc01,t2657, 0.7692748 ,
period1,sc01,t2658, 0.7059052 ,
period1,sc01,t2659, 0.6860448 ,
period1,sc01,t2660, 0.6426504 ,
period1,sc01,t2661, 0.5865132 ,
period1,sc01,t2662, 0.483308 ,
period1,sc01,t2663, 0.4130504 ,
period1,sc01,t2664, 0.306516 ,
period1,sc01,t2665, 0.3037608 ,
period1,sc01,t2666, 0.3021536 ,
period1,sc01,t2667, 0.3150112 ,
period1,sc01,t2668, 0.3588648 ,
period1,sc01,t2669, 0.403522 ,
period1,sc01,t2670, 0.4589704 ,
period1,sc01,t2671, 0.503972 ,
period1,sc01,t2672, 0.5789364 ,
period1,sc01,t2673, 0.5113192 ,
period1,sc01,t2674, 0.4888184 ,
period1,sc01,t2675, 0.4307296 ,
period1,sc01,t2676, 0.300776 ,
period1,sc01,t2677, 0.1150296 ,
period1,sc01,t2678, 0.0645176 ,
period1,sc01,t2679, 0.3355604 ,
period1,sc01,t2680, 0.4400284 ,
