,,,Solar_01,BESS_01,EV_01,AEL_01,PEMEL_01,EV_02,EV_03,EV_04,EV_05,EV_06,EV_07,EV_08,EV_09,EV_10,EV_11,EV_12,EV_13,EV_14,EV_15,EV_16,EV_17,EV_18,EV_19,EV_20
period1,sc01,t5203, 0.417789795 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5204, 0.217027676 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5205, 0.02448297 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5206, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5207, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5208, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5209, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5210, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5211, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5212, 0.000764939 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5213, 0.108725766 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5214, 0.52475304 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5215, 0.507439433 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5216, 1.513896806 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5217, 4.776024651 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5218, 7.512250211 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5219, 8.147697553 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5220, 7.50550693 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5221, 5.784208923 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5222, 7.152240428 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5223, 7.689821546 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5224, 6.095386631 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5225, 3.743353529 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5226, 1.583896302 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5227, 0.417783101 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5228, 0.217021217 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5229, 0.024482148 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5230, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5231, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5232, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5233, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5234, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5235, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5236, 0.000768462 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5237, 0.108739741 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5238, 0.524752218 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5239, 0.507472432 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5240, 1.514005668 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5241, 4.776116367 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5242, 7.512271702 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5243, 8.147676415 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5244, 7.5054488 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5245, 5.784254722 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5246, 7.152258866 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5247, 7.689768583 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5248, 6.095308185 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5249, 3.743281306 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5250, 1.583857196 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5251, 0.417776408 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5252, 0.217014759 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5253, 0.024481326 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5254, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5255, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5256, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5257, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5258, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5259, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5260, 0.000771985 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5261, 0.108753715 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5262, 0.524751396 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5263, 0.507505432 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5264, 1.51411453 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5265, 4.776208083 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5266, 7.512293192 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5267, 8.147655276 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5268, 7.50539067 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5269, 5.784300521 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5270, 7.152277303 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5271, 7.68971562 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5272, 6.095229739 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5273, 3.743209084 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5274, 1.58381809 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5275, 0.417769714 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5276, 0.2170083 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5277, 0.024480504 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5278, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5279, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5280, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5281, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5282, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5283, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5284, 0.000775508 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5285, 0.10876769 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5286, 0.524750574 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5287, 0.507538431 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5288, 1.514223392 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5289, 4.7762998 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5290, 7.512314683 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5291, 8.147634138 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5292, 7.50533254 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5293, 5.784346321 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5294, 7.15229574 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5295, 7.689662657 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5296, 6.095151293 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5297, 3.743136862 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5298, 1.583778984 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5299, 0.41776302 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5300, 0.217001841 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5301, 0.024479682 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5302, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5303, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5304, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5305, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5306, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5307, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5308, 0.000779031 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5309, 0.108781665 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5310, 0.524749752 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5311, 0.50757143 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5312, 1.514332253 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5313, 4.776391516 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5314, 7.512336173 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5315, 8.147613 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5316, 7.50527441 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5317, 5.78439212 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5318, 7.152314177 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5319, 7.689609694 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5320, 6.095072846 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5321, 3.74306464 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5322, 1.583739879 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5323, 0.417756326 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5324, 0.216995382 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5325, 0.02447886 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5326, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5327, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5328, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5329, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5330, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5331, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5332, 0.000782554 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5333, 0.108795639 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5334, 0.52474893 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5335, 0.507604429 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5336, 1.514441115 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5337, 4.776483232 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5338, 7.512357664 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5339, 8.147591862 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5340, 7.50521628 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5341, 5.78443792 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5342, 7.152332615 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5343, 7.689556731 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5344, 6.0949944 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5345, 3.742992417 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5346, 1.583700773 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5347, 0.417749633 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5348, 0.216988923 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5349, 0.024478038 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5350, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5351, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5352, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5353, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5354, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5355, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5356, 0.000786077 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5357, 0.108809614 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5358, 0.524748108 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5359, 0.507637428 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5360, 1.514549977 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5361, 4.776574949 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5362, 7.512379154 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5363, 8.147570723 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5364, 7.50515815 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5365, 5.784483719 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5366, 7.152351052 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5367, 7.689503768 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5368, 6.094915954 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5369, 3.742920195 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5370, 1.583661667 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5371, 0.417742939 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5372, 0.216982464 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5373, 0.024477216 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5374, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5375, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5376, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5377, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5378, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5379, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5380, 0.0001316 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5381, 0.019931746 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5382, 0.332091604 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5383, 0.93061847 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5384, 1.951179167 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5385, 3.778808088 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5386, 8.244786237 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5387, 5.096182181 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5388, 5.829554429 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5389, 7.992140083 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5390, 3.585168574 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5391, 5.267666997 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5392, 3.034079873 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5393, 3.584311585 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5394, 1.426880593 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5395, 0.497551857 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5396, 0.136368669 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5397, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5398, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5399, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5400, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5401, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5402, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5403, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5404, 0.000396562 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5405, 0.059403163 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5406, 0.934517727 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5407, 2.001855486 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5408, 3.97989666 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5409, 5.688190066 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5410, 5.003436064 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5411, 2.309252914 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5412, 2.52604123 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5413, 2.066270329 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5414, 2.296380774 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5415, 1.74567487 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5416, 1.511644231 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5417, 1.077277295 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5418, 0.508718995 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5419, 0.227379843 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5420, 0.01398606 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5421, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5422, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5423, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5424, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5425, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5426, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5427, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5428, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5429, 0.000557755 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5430, 0.076135386 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5431, 0.363733123 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5432, 0.948010357 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5433, 1.924821531 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5434, 3.043548095 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5435, 6.709432793 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5436, 7.364154927 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5437, 5.156417813 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5438, 1.74576253 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5439, 1.994104597 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5440, 2.449355017 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5441, 0.25824444 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5442, 1.774968188 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5443, 0.300877018 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5444, 0.024474784 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5445, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5446, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5447, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5448, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5449, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5450, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5451, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5452, 0.000133362 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5453, 0.021136546 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5454, 0.497890705 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5455, 2.501137702 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5456, 3.382935857 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5457, 1.654706061 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5458, 2.901273272 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5459, 4.074713466 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5460, 5.747517239 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5461, 7.782615562 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5462, 7.804970447 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5463, 6.605699903 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5464, 5.671817203 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5465, 3.775054342 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5466, 1.250261319 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5467, 0.273405628 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5468, 0.090903286 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5469, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5470, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5471, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5472, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5473, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5474, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5475, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5476, 0.0000804 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5477, 0.015579691 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5478, 0.681569648 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5479, 2.293315953 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5480, 5.042405032 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5481, 7.0149132 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5482, 8.472279683 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5483, 9.313891954 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5484, 9.641489069 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5485, 9.500441281 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5486, 8.879723194 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5487, 7.707826999 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5488, 5.782558038 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5489, 3.634746744 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5490, 1.201335856 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5491, 0.280499309 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5492, 0.104884884 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5493, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5494, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5495, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5496, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5497, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5498, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5499, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5500, 0.000161443 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5501, 0.021918635 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5502, 0.125513271 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5503, 0.412625358 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5504, 0.492770256 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5505, 3.654216003 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5506, 6.07401412 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5507, 9.308158169 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5508, 8.444240694 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5509, 9.749558724 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5510, 8.9987126 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5511, 7.723940239 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5512, 5.159701576 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5513, 3.571412514 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5514, 1.159190454 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5515, 0.259301292 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5516, 0.076912998 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5517, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5518, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5519, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5520, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5521, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5522, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5523, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5524, 0.000162148 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5525, 0.024841228 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t5526, 0.52060881 ,,,,,,,,,,,,,,,,,,,,,,,
