,,,Solar_01,BESS_01,EV_01,AEL_01,PEMEL_01,EV_02,EV_03,EV_04,EV_05,EV_06,EV_07,EV_08,EV_09,EV_10,EV_11,EV_12,EV_13,EV_14,EV_15,EV_16,EV_17,EV_18,EV_19,EV_20
period1,sc01,t0960, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0961, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0962, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0963, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0964, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0965, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0966, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0967, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0968, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0969, 0.0000142 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0970, 0.010654438 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0971, 0.074164007 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0972, 0.20786357 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0973, 0.211396118 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0974, 0.221931899 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0975, 0.207773033 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0976, 0.144277287 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0977, 0.021109531 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0978, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0979, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0980, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0981, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0982, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0983, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0984, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0985, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0986, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0987, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0988, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0989, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0990, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0991, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0992, 0.00015517 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0993, 0.113542744 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0994, 0.697720448 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0995, 0.813674211 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0996, 0.70797827 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0997, 0.599007839 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0998, 0.665579636 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t0999, 0.468318935 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1000, 0.292118267 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1001, 0.080917168 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1002, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1003, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1004, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1005, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1006, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1007, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1008, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1009, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1010, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1011, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1012, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1013, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1014, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1015, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1016, 0.000168861 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1017, 0.121557836 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1018, 1.382118076 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1019, 4.645436775 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1020, 6.112655819 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1021, 3.763344985 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1022, 1.805496325 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1023, 0.525256643 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1024, 0.753072633 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1025, 0.151274873 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1026, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1027, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1028, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1029, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1030, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1031, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1032, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1033, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1034, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1035, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1036, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1037, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1038, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1039, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1040, 0.0000915 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1041, 0.063373844 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1042, 0.035265964 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1043, 0.059952708 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1044, 0.102178101 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1045, 0.109101571 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1046, 0.031686824 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1047, 0.017594681 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1048, 0.003517908 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1049, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1050, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1051, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1052, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1053, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1054, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1055, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1056, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1057, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1058, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1059, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1060, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1061, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1062, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1063, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1064, 0.0000208 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1065, 0.01426393 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1066, 0.130607488 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1067, 0.303157998 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1068, 0.422847235 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1069, 0.479184452 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1070, 0.514896036 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1071, 0.872915833 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1072, 0.337844124 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1073, 0.091462421 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1074, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1075, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1076, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1077, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1078, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1079, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1080, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1081, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1082, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1083, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1084, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1085, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1086, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1087, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1088, 0.000101057 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1089, 0.068667788 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1090, 1.211858664 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1091, 1.173059667 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1092, 3.425645829 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1093, 4.255361728 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1094, 3.951594475 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1095, 3.130106196 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1096, 1.900255965 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1097, 0.467855206 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1098, 0.003517663 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1099, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1100, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1101, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1102, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1103, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1104, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1105, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1106, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1107, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1108, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1109, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1110, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1111, 0.0000163 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1112, 0.01174332 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1113, 0.775047843 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1114, 3.041960404 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1115, 4.066329811 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1116, 4.552088644 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1117, 4.766436831 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1118, 4.621063215 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1119, 3.876679694 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1120, 2.473870854 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1121, 0.661310465 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1122, 0.007035091 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1123, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1124, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1125, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1126, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1127, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1128, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1129, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1130, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1131, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1132, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1133, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1134, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1135, 0.000061 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1136, 0.040152865 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1137, 0.929514268 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1138, 2.803441031 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1139, 4.469430441 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1140, 5.878321484 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1141, 7.080862462 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1142, 6.808131539 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1143, 5.616004361 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1144, 3.578744524 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1145, 0.949729334 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1146, 0.014069713 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1147, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1148, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1149, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1150, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1151, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1152, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1153, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1154, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1155, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1156, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1157, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1158, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1159, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1160, 0.000034 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1161, 0.021751193 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1162, 0.402562863 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1163, 0.986388248 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1164, 3.12492885 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1165, 0.947655426 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1166, 0.923512918 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1167, 1.21755374 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1168, 0.34475452 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1169, 0.035173157 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1170, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1171, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1172, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1173, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1174, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1175, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1176, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1177, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1178, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1179, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1180, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1181, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1182, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1183, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1184, 0.000104194 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1185, 0.063698433 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1186, 0.236588109 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1187, 0.567765074 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1188, 0.90537246 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1189, 0.877281182 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1190, 0.906442875 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1191, 1.52401083 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1192, 0.640486462 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1193, 0.214554926 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1194, 0.003517193 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1195, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1196, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1197, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1198, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1199, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1200, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1201, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1202, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1203, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1204, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1205, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1206, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1207, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1208, 0.000289393 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1209, 0.173266885 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1210, 0.554121521 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1211, 1.151131143 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1212, 0.618059188 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1213, 1.525258856 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1214, 1.397895389 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1215, 0.953963186 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1216, 0.492933006 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1217, 0.320072205 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1218, 0.010551228 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1219, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1220, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1221, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1222, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1223, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1224, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1225, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1226, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1227, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1228, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1229, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1230, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1231, 0.000012 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1232, 0.007533958 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1233, 0.293502683 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1234, 0.931763403 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1235, 1.91789056 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1236, 4.760049724 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1237, 2.962070613 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1238, 2.498851781 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1239, 3.090204357 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1240, 1.337011763 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1241, 0.327095797 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1242, 0.010550875 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1243, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1244, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1245, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1246, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1247, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1248, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1249, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1250, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1251, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1252, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1253, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1254, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1255, 0.0000123 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1256, 0.007721555 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1257, 0.39608516 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1258, 1.259757868 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1259, 2.426485935 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1260, 3.931467587 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1261, 1.7893641 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1262, 3.603437197 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1263, 1.238840959 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1264, 0.517255174 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1265, 0.158258068 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1266, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1267, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1268, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1269, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1270, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1271, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1272, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1273, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1274, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1275, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1276, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1277, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1278, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1279, 0.000025 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1280, 0.014423812 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1281, 0.202459973 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1282, 1.126862154 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1283, 0.843077046 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1284, 1.444147583 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t1285, 1.277773278 ,,,,,,,,,,,,,,,,,,,,,,,
